cell_id,Thalassarche cauta,Thalassarche cauta cauta,Thalassarche cauta steadi
84a7269ffffffff,6.0,0.0,0.0
84a726bffffffff,23.0,0.0,0.0
84ad341ffffffff,1.0,0.0,0.0
84ad345ffffffff,15.0,0.0,0.0
84ad347ffffffff,49.0,0.0,0.0
84ad34dffffffff,53.0,0.0,1.0
84ad361ffffffff,5.0,0.0,0.0
84ad369ffffffff,90.0,0.0,2.0
84ad36bffffffff,22.0,0.0,0.0
84b914bffffffff,1.0,0.0,0.0
84b9159ffffffff,2.0,1.0,0.0
84b94b3ffffffff,1.0,0.0,0.0
84b94b7ffffffff,2.0,0.0,0.0
84b9591ffffffff,4.0,0.0,0.0
84ba241ffffffff,1.0,0.0,0.0
84ba24bffffffff,1.0,0.0,0.0
84ba25bffffffff,10.0,0.0,0.0
84bb0a1ffffffff,5.0,0.0,0.0
84bb0a5ffffffff,5.0,0.0,0.0
84bb0a7ffffffff,2.0,0.0,0.0
84bb0a9ffffffff,2.0,0.0,0.0
84bb0adffffffff,16.0,0.0,0.0
84bb0b7ffffffff,2.0,0.0,0.0
84bb0c5ffffffff,2.0,0.0,0.0
84bb0e3ffffffff,3.0,0.0,0.0
84bb19bffffffff,2.0,0.0,0.0
84bb283ffffffff,3.0,0.0,0.0
84bb291ffffffff,293.0,0.0,10.0
84bb293ffffffff,22.0,0.0,0.0
84bb295ffffffff,189.0,0.0,77.0
84bb297ffffffff,35.0,0.0,0.0
84bb299ffffffff,26.0,0.0,0.0
84bb29bffffffff,2.0,0.0,0.0
84bb29dffffffff,9.0,0.0,0.0
84bb2b5ffffffff,2.0,0.0,0.0
84bb2bbffffffff,4.0,0.0,0.0
84bb2d3ffffffff,9.0,0.0,3.0
84bb2dbffffffff,756.0,0.0,114.0
84bb34dffffffff,2.0,0.0,0.0
84bb365ffffffff,23.0,0.0,0.0
84bb36dffffffff,1.0,0.0,0.0
84bb507ffffffff,3.0,0.0,0.0
84bb50dffffffff,2.0,0.0,0.0
84bb523ffffffff,2.0,0.0,0.0
84bb529ffffffff,2.0,0.0,0.0
84bb52dffffffff,2.0,0.0,0.0
84bb531ffffffff,37.0,0.0,0.0
84bb533ffffffff,136.0,0.0,0.0
84bb535ffffffff,16.0,0.0,0.0
84bb537ffffffff,140.0,0.0,0.0
84bb539ffffffff,7.0,0.0,0.0
84bb53bffffffff,2.0,0.0,0.0
84bb53dffffffff,22.0,0.0,0.0
84bb541ffffffff,13.0,0.0,0.0
84bb561ffffffff,5.0,0.0,0.0
84bb565ffffffff,6.0,0.0,0.0
84bb567ffffffff,22.0,0.0,0.0
84bb56dffffffff,3.0,0.0,0.0
84bb583ffffffff,7.0,0.0,0.0
84bb585ffffffff,3.0,0.0,0.0
84bb591ffffffff,1.0,0.0,0.0
84bb59dffffffff,12.0,0.0,0.0
84bb5e1ffffffff,2.0,0.0,0.0
84bb5e3ffffffff,2.0,0.0,0.0
84bb5e5ffffffff,2.0,0.0,0.0
84bb5e7ffffffff,1.0,0.0,0.0
84bb659ffffffff,2.0,0.0,0.0
84bb705ffffffff,1.0,0.0,0.0
84bb72bffffffff,1.0,0.0,0.0
84bb741ffffffff,5.0,0.0,0.0
84bb743ffffffff,8.0,0.0,0.0
84bb745ffffffff,7.0,0.0,0.0
84bb747ffffffff,2.0,0.0,0.0
84bb74bffffffff,1.0,0.0,0.0
84bc027ffffffff,3.0,0.0,0.0
84bc1b7ffffffff,4.0,0.0,0.0
84bc443ffffffff,2.0,0.0,0.0
84bc653ffffffff,1.0,0.0,0.0
84bc687ffffffff,2.0,0.0,0.0
84bc693ffffffff,102.0,0.0,13.0
84bc695ffffffff,14.0,0.0,0.0
84bc697ffffffff,29.0,0.0,0.0
84bc699ffffffff,2.0,0.0,0.0
84bc6c9ffffffff,2.0,0.0,0.0
84bc6d5ffffffff,2.0,0.0,0.0
84bc6d7ffffffff,3.0,0.0,0.0
84bc6edffffffff,1.0,0.0,0.0
84bc717ffffffff,1.0,0.0,0.0
84bcf61ffffffff,1.0,0.0,0.0
84bd01dffffffff,2.0,0.0,0.0
84bd255ffffffff,2.0,0.0,0.0
84bd433ffffffff,1.0,1.0,0.0
84bd485ffffffff,3.0,0.0,0.0
84bd4b3ffffffff,5.0,0.0,0.0
84bd4e3ffffffff,5.0,0.0,0.0
84bd625ffffffff,3.0,0.0,0.0
84bd75bffffffff,2.0,0.0,0.0
84be089ffffffff,6.0,0.0,0.0
84be08dffffffff,26.0,0.0,0.0
84be0c1ffffffff,168.0,0.0,0.0
84be0c3ffffffff,56.0,0.0,0.0
84be0c7ffffffff,55.0,0.0,0.0
84be0ddffffffff,5.0,0.0,0.0
84be0e1ffffffff,5.0,0.0,0.0
84be0e3ffffffff,338.0,0.0,0.0
84be0e5ffffffff,9.0,0.0,0.0
84be0e7ffffffff,11.0,0.0,0.0
84be0ebffffffff,9.0,0.0,0.0
84be1a9ffffffff,23.0,0.0,0.0
84be1c7ffffffff,2.0,0.0,0.0
84be1d9ffffffff,17.0,0.0,0.0
84be1dbffffffff,2.0,0.0,0.0
84be1ddffffffff,1.0,0.0,0.0
84be291ffffffff,30.0,0.0,0.0
84be293ffffffff,242.0,0.0,0.0
84be297ffffffff,42.0,0.0,0.0
84be29bffffffff,75.0,0.0,0.0
