cell_id,Thalassarche cauta,Thalassarche cauta cauta,Thalassarche cauta steadi
84be2b1ffffffff,3.0,0.0,0.0
84be2b5ffffffff,2.0,0.0,0.0
84be2b7ffffffff,2.0,0.0,0.0
84be601ffffffff,11.0,3.0,0.0
84be603ffffffff,2.0,0.0,0.0
84be607ffffffff,57.0,5.0,0.0
84be60bffffffff,3.0,0.0,0.0
84be60dffffffff,5.0,0.0,0.0
84be613ffffffff,30.0,2.0,0.0
84be617ffffffff,51.0,2.0,0.0
84be631ffffffff,2.0,0.0,0.0
84be639ffffffff,116.0,0.0,0.0
84be63bffffffff,242.0,8.0,0.0
84be647ffffffff,2.0,0.0,0.0
84be649ffffffff,4.0,0.0,0.0
84be661ffffffff,2.0,0.0,0.0
84be663ffffffff,1.0,0.0,0.0
84be681ffffffff,12.0,2.0,0.0
84be689ffffffff,444.0,21.0,0.0
84be68bffffffff,52.0,2.0,0.0
84be68dffffffff,147.0,21.0,0.0
84be691ffffffff,27.0,0.0,0.0
84be695ffffffff,82.0,2.0,0.0
84be69dffffffff,18.0,3.0,0.0
84be6c3ffffffff,11.0,9.0,0.0
84be6c5ffffffff,7.0,0.0,0.0
84be6c7ffffffff,10.0,7.0,0.0
84be6ebffffffff,7.0,0.0,0.0
84be749ffffffff,4.0,0.0,0.0
84be74bffffffff,16.0,0.0,0.0
84be74dffffffff,27.0,0.0,0.0
84be759ffffffff,6.0,0.0,0.0
84be76dffffffff,15.0,0.0,0.0
84beab7ffffffff,4.0,0.0,0.0
84bf06dffffffff,1.0,0.0,0.0
84bf1a3ffffffff,2.0,0.0,0.0
84bf1adffffffff,1.0,0.0,0.0
84bf281ffffffff,2.0,0.0,0.0
84bf289ffffffff,2.0,0.0,0.0
84bf295ffffffff,2.0,0.0,0.0
84bf311ffffffff,1.0,0.0,0.0
84bf317ffffffff,1.0,0.0,0.0
84bf349ffffffff,5.0,0.0,0.0
84bf34bffffffff,2.0,0.0,0.0
84bf443ffffffff,3.0,0.0,0.0
84bf445ffffffff,3.0,0.0,0.0
84bf493ffffffff,1.0,0.0,0.0
84bf4a1ffffffff,2.0,0.0,0.0
84bf4a5ffffffff,2.0,0.0,0.0
84bf4a7ffffffff,6.0,0.0,0.0
84bf4a9ffffffff,1.0,0.0,0.0
84bf4adffffffff,6.0,0.0,0.0
84bf4b1ffffffff,38.0,0.0,0.0
84bf4b3ffffffff,19.0,2.0,0.0
84bf4b7ffffffff,2.0,2.0,0.0
84bf4b9ffffffff,21.0,0.0,0.0
84bf4bbffffffff,4.0,0.0,0.0
84bf4bdffffffff,5.0,0.0,0.0
84bf4c1ffffffff,10.0,0.0,0.0
84bf4c5ffffffff,15.0,3.0,0.0
84bf4c9ffffffff,1705.0,86.0,2.0
84bf4cbffffffff,4.0,0.0,0.0
84bf4e1ffffffff,2.0,1.0,0.0
84bf4e5ffffffff,2.0,0.0,0.0
84bf4e7ffffffff,8.0,0.0,0.0
84bf4ebffffffff,8.0,0.0,0.0
84bf585ffffffff,2.0,0.0,0.0
84bf59bffffffff,2.0,0.0,0.0
84bf5a3ffffffff,6.0,0.0,0.0
84bf5a5ffffffff,4.0,0.0,0.0
84bf5a7ffffffff,12.0,0.0,0.0
84bf5b1ffffffff,18.0,0.0,0.0
84bf5bbffffffff,4.0,0.0,0.0
84bf5bdffffffff,3.0,0.0,0.0
84bf5dbffffffff,7.0,0.0,0.0
84bf6b1ffffffff,4.0,0.0,0.0
84bf6b3ffffffff,13.0,0.0,0.0
84bf6b5ffffffff,22.0,0.0,0.0
84bf6b7ffffffff,107.0,4.0,0.0
84bf6bbffffffff,14.0,0.0,0.0
84c01e1ffffffff,1.0,0.0,0.0
84c2119ffffffff,1.0,0.0,0.0
84c215dffffffff,2.0,0.0,0.0
84c21adffffffff,1.0,0.0,0.0
84c21cbffffffff,7.0,0.0,0.0
84c9837ffffffff,44.0,0.0,0.0
84c9845ffffffff,123.0,0.0,0.0
84c984dffffffff,3.0,0.0,0.0
84c9869ffffffff,21.0,0.0,0.0
84c986bffffffff,7.0,0.0,0.0
84c99c1ffffffff,19.0,0.0,0.0
84c99ebffffffff,70.0,0.0,0.0
84c9b03ffffffff,75.0,0.0,0.0
84c9b0bffffffff,284.0,0.0,0.0
84c9b17ffffffff,1.0,0.0,0.0
84c9b1dffffffff,40.0,0.0,0.0
84cce25ffffffff,4.0,0.0,0.0
84ccf17ffffffff,1.0,0.0,0.0
84d1657ffffffff,3.0,0.0,0.0
84d1689ffffffff,5.0,0.0,0.0
84d1699ffffffff,6.0,0.0,0.0
84d169bffffffff,7.0,0.0,0.0
84d16c3ffffffff,5.0,0.0,0.0
84d16d1ffffffff,26.0,0.0,0.0
84d16d3ffffffff,8.0,0.0,0.0
84d16ddffffffff,10.0,0.0,0.0
84d16ebffffffff,3.0,0.0,0.0
84d44d9ffffffff,14.0,0.0,0.0
84d4697ffffffff,2.0,0.0,0.0
84d46b3ffffffff,23.0,0.0,0.0
84d6a9dffffffff,3.0,0.0,0.0
84d6de9ffffffff,2.0,0.0,0.0
84d8925ffffffff,5.0,2.0,0.0
84d892dffffffff,9.0,0.0,0.0
84d8961ffffffff,26.0,17.0,0.0
84d8b65ffffffff,6.0,0.0,0.0
84da005ffffffff,2.0,0.0,0.0
84da009ffffffff,2.0,0.0,2.0
84da00bffffffff,6.0,0.0,0.0
84da00dffffffff,11.0,0.0,2.0
84da011ffffffff,5.0,0.0,0.0
84da013ffffffff,7.0,0.0,0.0
84da01dffffffff,9.0,0.0,0.0
84da029ffffffff,10.0,0.0,0.0
84da061ffffffff,3.0,0.0,0.0
84da063ffffffff,12.0,0.0,0.0
84da083ffffffff,2.0,0.0,0.0
84da087ffffffff,6.0,0.0,0.0
84da091ffffffff,1.0,0.0,0.0
84da095ffffffff,1.0,0.0,0.0
84da097ffffffff,5.0,0.0,0.0
84da0a1ffffffff,2.0,0.0,0.0
84da0a9ffffffff,4.0,0.0,0.0
84da0abffffffff,6.0,0.0,0.0
84da0adffffffff,3.0,0.0,1.0
84da0b9ffffffff,7.0,0.0,0.0
84da0c1ffffffff,2.0,0.0,0.0
84da0c3ffffffff,4.0,0.0,0.0
84da0c5ffffffff,4.0,0.0,0.0
84da0c7ffffffff,2.0,0.0,0.0
84da0d5ffffffff,1.0,0.0,0.0
84da133ffffffff,8.0,0.0,0.0
84da137ffffffff,18.0,0.0,0.0
84da13bffffffff,9.0,0.0,0.0
84da181ffffffff,2.0,0.0,0.0
84da185ffffffff,14.0,0.0,0.0
84da189ffffffff,66.0,0.0,1.0
84da18bffffffff,5.0,0.0,0.0
84da18dffffffff,6.0,0.0,0.0
84da1a1ffffffff,12.0,0.0,0.0
84da1a5ffffffff,13.0,0.0,3.0
84da1a7ffffffff,9.0,0.0,0.0
84da1a9ffffffff,16.0,0.0,0.0
84da1c3ffffffff,10.0,0.0,0.0
84da1c7ffffffff,7.0,0.0,0.0
84da1cbffffffff,10.0,0.0,0.0
84da1d3ffffffff,2.0,0.0,0.0
84da1d5ffffffff,14.0,0.0,2.0
84da1e3ffffffff,1.0,0.0,0.0
84da1e7ffffffff,1.0,0.0,0.0
84da327ffffffff,2.0,0.0,2.0
84da32dffffffff,2.0,0.0,0.0
84da733ffffffff,19.0,0.0,0.0
84da735ffffffff,3.0,0.0,0.0
84da837ffffffff,1.0,0.0,0.0
84da841ffffffff,235.0,0.0,0.0
84da843ffffffff,323.0,0.0,0.0
84da845ffffffff,19.0,0.0,0.0
84da847ffffffff,226.0,0.0,0.0
84da849ffffffff,13.0,0.0,0.0
84da84bffffffff,27.0,0.0,0.0
84da851ffffffff,9.0,0.0,0.0
84da859ffffffff,37.0,0.0,0.0
84da85bffffffff,5.0,0.0,0.0
84da86bffffffff,11.0,0.0,0.0
84da86dffffffff,4.0,0.0,0.0
84da885ffffffff,2.0,0.0,0.0
84da8c3ffffffff,55.0,0.0,0.0
84da8c7ffffffff,81.0,0.0,0.0
84da8c9ffffffff,2.0,0.0,0.0
84da8cbffffffff,2.0,0.0,0.0
84da8e1ffffffff,14.0,0.0,0.0
84da8e3ffffffff,12.0,0.0,0.0
84da8e5ffffffff,6.0,0.0,0.0
84da8ebffffffff,68.0,0.0,0.0
84da8edffffffff,10.0,0.0,0.0
84da903ffffffff,1.0,0.0,0.0
84da907ffffffff,13.0,0.0,0.0
84da91dffffffff,4.0,0.0,0.0
84da92bffffffff,25.0,0.0,0.0
84da939ffffffff,1.0,0.0,0.0
84da93dffffffff,8.0,0.0,0.0
84da9a7ffffffff,2.0,0.0,0.0
84da9c9ffffffff,28.0,0.0,0.0
84daa03ffffffff,1.0,0.0,0.0
84daa4bffffffff,4.0,0.0,0.0
84daa83ffffffff,5.0,0.0,0.0
84daa85ffffffff,9.0,0.0,0.0
84daa87ffffffff,17.0,0.0,0.0
84daa89ffffffff,12.0,0.0,0.0
84daa8dffffffff,8.0,0.0,0.0
84daa91ffffffff,49.0,0.0,0.0
84daa95ffffffff,14.0,0.0,0.0
84daa99ffffffff,15.0,0.0,1.0
84daa9bffffffff,6.0,0.0,0.0
84daa9dffffffff,2.0,0.0,0.0
84daaa1ffffffff,370.0,0.0,37.0
84daaa3ffffffff,55.0,0.0,1.0
84daaa7ffffffff,25.0,0.0,2.0
84daaa9ffffffff,124.0,0.0,8.0
84daaabffffffff,584.0,0.0,97.0
84daaadffffffff,2.0,0.0,0.0
84daabdffffffff,7.0,0.0,0.0
84daac3ffffffff,14.0,0.0,0.0
84daac7ffffffff,2.0,0.0,0.0
84daacdffffffff,2.0,0.0,0.0
84daad7ffffffff,3.0,0.0,0.0
84daadbffffffff,2.0,0.0,0.0
84daaddffffffff,11.0,0.0,0.0
84daae5ffffffff,6.0,0.0,0.0
84daae7ffffffff,2.0,0.0,0.0
84dab19ffffffff,11.0,0.0,0.0
84dab1bffffffff,7.0,0.0,0.0
84dab31ffffffff,2.0,0.0,0.0
84dab35ffffffff,6.0,0.0,0.0
84dab37ffffffff,2.0,0.0,0.0
84db801ffffffff,2.0,0.0,0.0
84db825ffffffff,11.0,0.0,4.0
84db857ffffffff,6.0,0.0,0.0
84db8a9ffffffff,2.0,0.0,0.0
84db8b5ffffffff,2.0,0.0,0.0
84db8d1ffffffff,2.0,0.0,0.0
84db8d5ffffffff,2.0,0.0,0.0
84db8d7ffffffff,5.0,0.0,0.0
84db903ffffffff,2.0,0.0,0.0
84db909ffffffff,5.0,0.0,0.0
84db953ffffffff,2.0,0.0,0.0
84db957ffffffff,4.0,0.0,0.0
84db9c3ffffffff,1.0,0.0,0.0
84dbaa3ffffffff,1.0,0.0,0.0
84dbabdffffffff,1.0,0.0,0.0
