cell_id,Haemorhous purpureus,Haemorhous purpureus purpureus,Haemorhous purpureus californicus
830d48fffffffff,2.0,0.0,0.0
830e41fffffffff,1.0,0.0,0.0
830e45fffffffff,22.0,0.0,0.0
830e48fffffffff,76.0,0.0,0.0
830e49fffffffff,733.0,0.0,0.0
830e4afffffffff,91.0,0.0,0.0
830e4bfffffffff,176.0,4.0,0.0
830e4cfffffffff,7.0,0.0,0.0
830e4dfffffffff,1290.0,8.0,0.0
830e59fffffffff,4.0,0.0,0.0
830e5afffffffff,1.0,0.0,0.0
830e5bfffffffff,176.0,0.0,0.0
830e69fffffffff,2.0,0.0,0.0
830e6bfffffffff,5.0,0.0,0.0
830e9afffffffff,4.0,0.0,0.0
830ec0fffffffff,1.0,0.0,0.0
830ec1fffffffff,16.0,2.0,0.0
830ec2fffffffff,10.0,0.0,0.0
830ec8fffffffff,25.0,0.0,0.0
830ec9fffffffff,92.0,2.0,0.0
830ecafffffffff,24.0,0.0,0.0
830ecbfffffffff,69.0,6.0,0.0
830eccfffffffff,132.0,2.0,0.0
830ecdfffffffff,15.0,10.0,0.0
830ed1fffffffff,2.0,0.0,0.0
830ed9fffffffff,6.0,0.0,0.0
830edbfffffffff,8.0,0.0,0.0
830edefffffffff,1.0,0.0,0.0
830ee8fffffffff,1.0,0.0,0.0
830eeafffffffff,300.0,0.0,0.0
830eebfffffffff,17.0,0.0,0.0
830eedfffffffff,7.0,0.0,0.0
830eeefffffffff,2.0,0.0,0.0
83120afffffffff,7.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0
831211fffffffff,4.0,0.0,0.0
831214fffffffff,12.0,3.0,0.0
831215fffffffff,4.0,0.0,0.0
831218fffffffff,65.0,0.0,0.0
831219fffffffff,2.0,0.0,0.0
83121afffffffff,62.0,0.0,0.0
83121bfffffffff,20.0,0.0,0.0
83121efffffffff,85.0,0.0,0.0
831226fffffffff,4.0,0.0,0.0
831229fffffffff,1.0,0.0,0.0
83122efffffffff,1.0,0.0,0.0
831230fffffffff,7.0,0.0,0.0
831232fffffffff,6.0,0.0,0.0
831233fffffffff,23.0,0.0,0.0
831243fffffffff,5.0,0.0,0.0
83124afffffffff,2.0,0.0,0.0
83124bfffffffff,11.0,0.0,0.0
83124cfffffffff,1.0,0.0,0.0
83124dfffffffff,5.0,0.0,0.0
831250fffffffff,38.0,4.0,0.0
831251fffffffff,81.0,8.0,0.0
831252fffffffff,39.0,2.0,0.0
831253fffffffff,22.0,2.0,0.0
831254fffffffff,58.0,6.0,0.0
831255fffffffff,5.0,0.0,0.0
831256fffffffff,1.0,0.0,0.0
831258fffffffff,11.0,0.0,0.0
831259fffffffff,148.0,0.0,0.0
83125cfffffffff,2.0,0.0,0.0
83125dfffffffff,40.0,0.0,0.0
83125efffffffff,3.0,0.0,0.0
83126efffffffff,9.0,0.0,0.0
831272fffffffff,285.0,9.0,0.0
831280fffffffff,53.0,0.0,0.0
831284fffffffff,51.0,0.0,0.0
831285fffffffff,50.0,0.0,0.0
831286fffffffff,2.0,0.0,0.0
831288fffffffff,12.0,0.0,0.0
831289fffffffff,29.0,0.0,0.0
83128bfffffffff,385.0,0.0,0.0
83128dfffffffff,113.0,0.0,0.0
83128efffffffff,3.0,0.0,0.0
83129bfffffffff,8.0,0.0,2.0
8312a3fffffffff,14.0,0.0,0.0
8312a8fffffffff,8.0,0.0,0.0
8312a9fffffffff,30.0,0.0,0.0
8312aafffffffff,51.0,0.0,0.0
8312abfffffffff,287.0,0.0,0.0
8312adfffffffff,63.0,0.0,0.0
8312b0fffffffff,22.0,0.0,0.0
8312b1fffffffff,1.0,0.0,0.0
8312c0fffffffff,10.0,0.0,0.0
8312c1fffffffff,83.0,0.0,0.0
8312c4fffffffff,2.0,0.0,0.0
8312c5fffffffff,7.0,0.0,0.0
8312c8fffffffff,3.0,0.0,0.0
8312cafffffffff,2.0,0.0,0.0
8312ccfffffffff,133.0,2.0,0.0
8312cdfffffffff,2.0,0.0,0.0
8312d2fffffffff,109.0,0.0,0.0
8312d4fffffffff,18.0,0.0,0.0
8312d6fffffffff,82.0,0.0,0.0
8312e0fffffffff,14.0,1.0,0.0
8312e1fffffffff,255.0,0.0,0.0
8312e2fffffffff,43.0,0.0,0.0
8312e3fffffffff,24.0,0.0,0.0
8312e4fffffffff,1.0,0.0,0.0
8312e5fffffffff,20.0,0.0,0.0
8312e6fffffffff,3.0,0.0,0.0
8312e8fffffffff,26.0,2.0,0.0
8312eafffffffff,109.0,0.0,0.0
8312ebfffffffff,4.0,0.0,0.0
8312ecfffffffff,524.0,14.0,0.0
8312edfffffffff,8.0,0.0,0.0
8312eefffffffff,46.0,0.0,0.0
8312f0fffffffff,6.0,0.0,0.0
8312f1fffffffff,32.0,0.0,0.0
8312f2fffffffff,32.0,0.0,0.0
8312f4fffffffff,2.0,0.0,0.0
8312f6fffffffff,570.0,0.0,0.0
831311fffffffff,1.0,0.0,0.0
831352fffffffff,6.0,0.0,0.0
831380fffffffff,4.0,0.0,0.0
831382fffffffff,99.0,0.0,0.0
831383fffffffff,297.0,0.0,0.0
831386fffffffff,756.0,0.0,0.0
831388fffffffff,4.0,0.0,0.0
831389fffffffff,11.0,0.0,0.0
83138cfffffffff,417.0,0.0,0.0
83138dfffffffff,2.0,0.0,0.0
83138efffffffff,2.0,0.0,0.0
831394fffffffff,11.0,0.0,0.0
831395fffffffff,2.0,0.0,0.0
8313a9fffffffff,1.0,0.0,0.0
8313b1fffffffff,5.0,0.0,0.0
8313b3fffffffff,109.0,0.0,0.0
831aa0fffffffff,737.0,0.0,0.0
831aa2fffffffff,137.0,0.0,0.0
831aa3fffffffff,689.0,0.0,0.0
831aa4fffffffff,38.0,0.0,0.0
831aa6fffffffff,104.0,0.0,0.0
831ab0fffffffff,3.0,0.0,0.0
831ab5fffffffff,3.0,0.0,0.0
831b80fffffffff,5.0,0.0,0.0
831b82fffffffff,6.0,0.0,0.0
831b83fffffffff,12.0,0.0,0.0
831b84fffffffff,2.0,0.0,0.0
831b8afffffffff,2.0,0.0,0.0
831b90fffffffff,2.0,0.0,0.0
831b91fffffffff,6.0,0.0,0.0
831b92fffffffff,41.0,0.0,0.0
831b98fffffffff,19.0,0.0,0.0
831b99fffffffff,36.0,0.0,0.0
831b9afffffffff,77.0,0.0,0.0
831b9bfffffffff,15.0,0.0,0.0
831b9cfffffffff,18.0,0.0,0.0
831b9dfffffffff,2.0,0.0,0.0
831b9efffffffff,157.0,0.0,0.0
