cell_id,Cygnus columbianus,Cygnus columbianus columbianus,Cygnus columbianus bewickii,Cygnus columbianus columbianus x bewickii
820157fffffffff,7.0,0.0,2.0,0.0
8201b7fffffffff,2.0,0.0,0.0,0.0
820767fffffffff,1.0,0.0,1.0,0.0
820777fffffffff,3.0,0.0,1.0,0.0
82089ffffffffff,9.0,0.0,0.0,0.0
8208a7fffffffff,2.0,0.0,2.0,0.0
820997fffffffff,2.0,0.0,0.0,0.0
820c17fffffffff,182.0,146.0,15.0,5.0
820c47fffffffff,71.0,0.0,0.0,0.0
820c57fffffffff,32.0,6.0,0.0,0.0
820c5ffffffffff,4.0,0.0,0.0,0.0
820c67fffffffff,9.0,0.0,0.0,0.0
820c77fffffffff,35.0,0.0,0.0,0.0
820c8ffffffffff,2.0,0.0,0.0,0.0
820ca7fffffffff,8.0,1.0,4.0,0.0
820ce7fffffffff,4.0,0.0,0.0,0.0
820ceffffffffff,3.0,0.0,0.0,0.0
820d0ffffffffff,3.0,3.0,0.0,0.0
820d47fffffffff,1.0,0.0,0.0,0.0
820d5ffffffffff,16.0,0.0,2.0,0.0
820d67fffffffff,2.0,0.0,0.0,0.0
820d77fffffffff,4.0,0.0,0.0,0.0
820e07fffffffff,15.0,0.0,0.0,0.0
820e0ffffffffff,8.0,0.0,0.0,0.0
820e27fffffffff,1.0,0.0,0.0,0.0
820e4ffffffffff,1.0,0.0,0.0,0.0
820e87fffffffff,9.0,1.0,0.0,0.0
820ec7fffffffff,9.0,0.0,0.0,0.0
820ecffffffffff,10.0,2.0,0.0,0.0
820ee7fffffffff,23.0,1.0,0.0,0.0
820eeffffffffff,10.0,0.0,0.0,0.0
820ef7fffffffff,9.0,9.0,0.0,0.0
821107fffffffff,6.0,0.0,6.0,0.0
821137fffffffff,8.0,0.0,0.0,0.0
82118ffffffffff,2.0,0.0,2.0,0.0
8211affffffffff,12.0,0.0,12.0,0.0
82124ffffffffff,17.0,0.0,0.0,0.0
821257fffffffff,2.0,0.0,0.0,0.0
82125ffffffffff,9.0,0.0,0.0,0.0
821277fffffffff,7.0,0.0,0.0,0.0
82128ffffffffff,1.0,0.0,0.0,0.0
82129ffffffffff,4.0,0.0,0.0,0.0
8212affffffffff,9.0,2.0,0.0,0.0
