cell_id,Geophaps plumifera,Geophaps plumifera ferruginea,Geophaps plumifera plumifera/leucogaster
84948edffffffff,23.0,18.0,0.0
8494905ffffffff,1.0,0.0,0.0
849d4a1ffffffff,1.0,0.0,1.0
849d63dffffffff,2.0,0.0,0.0
84b8819ffffffff,1.0,0.0,1.0
84b89ebffffffff,1.0,0.0,1.0
84b8ab5ffffffff,1.0,0.0,1.0
84b8abdffffffff,2.0,0.0,2.0
84b9915ffffffff,2.0,0.0,0.0
84b9935ffffffff,1.0,0.0,0.0
