cell_id,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca peruviana,Pygochelidon cyanoleuca patagonica
825f07fffffffff,2.0,0.0,0.0,0.0
825f2ffffffffff,2.0,0.0,0.0,0.0
825f4ffffffffff,114.0,1.0,0.0,0.0
825f6ffffffffff,2.0,0.0,0.0,0.0
825f77fffffffff,186.0,4.0,0.0,0.0
826607fffffffff,125.0,7.0,0.0,0.0
82660ffffffffff,1627.0,24.0,0.0,0.0
826617fffffffff,18.0,0.0,0.0,0.0
82661ffffffffff,12312.0,275.0,0.0,0.0
826627fffffffff,584.0,47.0,0.0,0.0
82662ffffffffff,598.0,11.0,0.0,0.0
826637fffffffff,27.0,0.0,0.0,0.0
826647fffffffff,6.0,0.0,0.0,0.0
826657fffffffff,117.0,7.0,0.0,0.0
82665ffffffffff,25.0,0.0,0.0,0.0
826667fffffffff,9.0,0.0,0.0,0.0
82666ffffffffff,14.0,0.0,0.0,0.0
826677fffffffff,24.0,0.0,0.0,0.0
8266a7fffffffff,616.0,21.0,0.0,2.0
8266b7fffffffff,22628.0,135.0,0.0,0.0
8266c7fffffffff,4445.0,106.0,0.0,0.0
8266cffffffffff,14.0,0.0,0.0,0.0
8266d7fffffffff,15829.0,1684.0,0.0,0.0
8266dffffffffff,7446.0,909.0,0.0,5.0
8266e7fffffffff,15547.0,366.0,0.0,0.0
8266effffffffff,54.0,0.0,0.0,0.0
8266f7fffffffff,9356.0,142.0,0.0,0.0
826747fffffffff,603.0,21.0,0.0,0.0
82674ffffffffff,6514.0,87.0,0.0,0.0
826757fffffffff,241.0,4.0,0.0,0.0
82675ffffffffff,893.0,1.0,0.0,0.0
82679ffffffffff,363.0,0.0,0.0,0.0
826d6ffffffffff,20455.0,0.0,0.0,0.0
82800ffffffffff,2.0,0.0,0.0,0.0
828107fffffffff,97.0,21.0,0.0,0.0
82810ffffffffff,1.0,0.0,0.0,0.0
828117fffffffff,28.0,4.0,0.0,0.0
828127fffffffff,53.0,3.0,0.0,0.0
82812ffffffffff,12.0,2.0,0.0,0.0
828137fffffffff,372.0,30.0,0.0,0.0
828177fffffffff,9.0,0.0,0.0,0.0
82819ffffffffff,3.0,0.0,0.0,0.0
8281affffffffff,14.0,3.0,0.0,0.0
828a47fffffffff,4.0,1.0,0.0,0.0
828a4ffffffffff,2.0,0.0,0.0,0.0
828a6ffffffffff,23.0,0.0,0.0,0.0
828adffffffffff,2.0,0.0,0.0,0.0
828b07fffffffff,1.0,0.0,0.0,0.0
828b0ffffffffff,13.0,0.0,0.0,0.0
828b17fffffffff,3.0,0.0,0.0,0.0
828b27fffffffff,552.0,32.0,0.0,0.0
828b2ffffffffff,602.0,29.0,0.0,0.0
828b37fffffffff,7.0,0.0,0.0,0.0
828b47fffffffff,94.0,0.0,0.0,0.0
828b67fffffffff,2064.0,122.0,0.0,12.0
828b6ffffffffff,1971.0,84.0,0.0,7.0
828b77fffffffff,157.0,6.0,0.0,0.0
828b8ffffffffff,4.0,0.0,0.0,0.0
828b9ffffffffff,16.0,0.0,0.0,0.0
828ba7fffffffff,8.0,2.0,0.0,0.0
828bb7fffffffff,162.0,22.0,0.0,0.0
828e47fffffffff,516.0,0.0,0.0,0.0
828e67fffffffff,6444.0,50.0,166.0,2.0
828e6ffffffffff,158.0,3.0,0.0,0.0
828e77fffffffff,222.0,2.0,0.0,0.0
828f0ffffffffff,1447.0,154.0,0.0,0.0
828f27fffffffff,23.0,0.0,0.0,0.0
828f2ffffffffff,2252.0,186.0,0.0,0.0
828f47fffffffff,1116.0,56.0,0.0,3.0
828f4ffffffffff,274.0,4.0,0.0,10.0
828f57fffffffff,3896.0,170.0,0.0,1.0
828f5ffffffffff,756.0,41.0,4.0,0.0
828f67fffffffff,4.0,0.0,0.0,0.0
828f6ffffffffff,1.0,0.0,0.0,0.0
828f77fffffffff,4221.0,403.0,0.0,0.0
82a597fffffffff,23.0,0.0,0.0,0.0
82a807fffffffff,1589.0,125.0,0.0,0.0
82a80ffffffffff,47.0,0.0,0.0,0.0
82a817fffffffff,17193.0,744.0,0.0,0.0
82a81ffffffffff,5287.0,61.0,0.0,0.0
82a827fffffffff,398.0,58.0,0.0,0.0
82a82ffffffffff,79.0,0.0,0.0,0.0
82a837fffffffff,1526.0,137.0,0.0,0.0
82a847fffffffff,2.0,0.0,0.0,0.0
82a857fffffffff,4.0,2.0,0.0,0.0
82a85ffffffffff,60.0,0.0,0.0,0.0
82a867fffffffff,3.0,0.0,0.0,0.0
82a887fffffffff,1155.0,76.0,0.0,0.0
82a88ffffffffff,586.0,36.0,0.0,0.0
82a897fffffffff,239.0,53.0,0.0,0.0
82a89ffffffffff,8.0,0.0,0.0,0.0
82a8a7fffffffff,5429.0,403.0,0.0,0.0
82a8affffffffff,1728.0,47.0,0.0,0.0
82a8b7fffffffff,75.0,2.0,0.0,0.0
82a8c7fffffffff,84.0,4.0,0.0,0.0
82a8d7fffffffff,465.0,118.0,0.0,0.0
82a8dffffffffff,44.0,6.0,0.0,0.0
82a8e7fffffffff,20.0,3.0,0.0,0.0
82a8effffffffff,7.0,2.0,0.0,0.0
82a8f7fffffffff,113.0,10.0,0.0,0.0
82a907fffffffff,318.0,7.0,0.0,0.0
82a90ffffffffff,540.0,26.0,0.0,0.0
82a91ffffffffff,953.0,229.0,0.0,0.0
82a927fffffffff,36.0,0.0,0.0,0.0
82a92ffffffffff,474.0,16.0,0.0,0.0
82a947fffffffff,372.0,0.0,0.0,0.0
82a94ffffffffff,96.0,0.0,0.0,0.0
82a957fffffffff,1025.0,11.0,0.0,0.0
82a95ffffffffff,11.0,0.0,0.0,0.0
82a967fffffffff,142.0,1.0,0.0,0.0
82a977fffffffff,110.0,5.0,0.0,0.0
82b207fffffffff,189.0,0.0,0.0,5.0
82b20ffffffffff,134.0,0.0,0.0,0.0
82b21ffffffffff,975.0,0.0,0.0,35.0
82b227fffffffff,82.0,0.0,3.0,2.0
82b22ffffffffff,42.0,0.0,0.0,0.0
82b247fffffffff,100.0,0.0,0.0,0.0
82b24ffffffffff,61.0,0.0,0.0,0.0
82b257fffffffff,16.0,0.0,0.0,0.0
82b25ffffffffff,480.0,0.0,0.0,0.0
82b267fffffffff,15.0,0.0,0.0,0.0
82b26ffffffffff,1.0,0.0,0.0,0.0
82b277fffffffff,444.0,0.0,0.0,0.0
82b2c7fffffffff,7138.0,0.0,0.0,803.0
82b2cffffffffff,751.0,0.0,0.0,37.0
82b2dffffffffff,498.0,0.0,0.0,19.0
82b2e7fffffffff,673.0,0.0,0.0,22.0
82b2effffffffff,505.0,0.0,0.0,0.0
82b307fffffffff,3432.0,0.0,394.0,5.0
82b30ffffffffff,372.0,0.0,11.0,0.0
82b31ffffffffff,22.0,0.0,0.0,0.0
82b327fffffffff,495.0,3.0,2.0,0.0
82b32ffffffffff,121.0,0.0,0.0,0.0
82b337fffffffff,510.0,0.0,0.0,0.0
82b347fffffffff,487.0,0.0,0.0,0.0
82b357fffffffff,935.0,0.0,0.0,0.0
82b35ffffffffff,1598.0,0.0,0.0,0.0
82b367fffffffff,17.0,0.0,0.0,0.0
82b36ffffffffff,2.0,0.0,0.0,0.0
82b377fffffffff,242.0,2.0,0.0,0.0
82c207fffffffff,43.0,0.0,0.0,0.0
82c21ffffffffff,138.0,0.0,0.0,0.0
82c227fffffffff,14.0,0.0,0.0,0.0
82c22ffffffffff,60.0,0.0,0.0,0.0
82c2c7fffffffff,823.0,9.0,0.0,0.0
82c2cffffffffff,242.0,0.0,0.0,0.0
82c2d7fffffffff,1052.0,36.0,0.0,0.0
82c2dffffffffff,189.0,10.0,0.0,0.0
82c2e7fffffffff,3629.0,0.0,0.0,0.0
82c2effffffffff,115.0,0.0,0.0,0.0
82c2f7fffffffff,4357.0,88.0,0.0,0.0
82c307fffffffff,50.0,0.0,0.0,0.0
82c30ffffffffff,34.0,0.0,0.0,0.0
82c327fffffffff,255.0,0.0,0.0,0.0
82c32ffffffffff,438.0,0.0,0.0,8.0
82c347fffffffff,16.0,0.0,0.0,0.0
82c34ffffffffff,26.0,0.0,0.0,0.0
82c357fffffffff,90.0,0.0,0.0,0.0
82c367fffffffff,137.0,0.0,0.0,0.0
