cell_id,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca peruviana,Pygochelidon cyanoleuca patagonica
82c36ffffffffff,7.0,0.0,0.0,0.0
82c377fffffffff,56.0,0.0,0.0,0.0
82ce17fffffffff,20.0,0.0,0.0,0.0
82ce87fffffffff,885.0,0.0,0.0,5.0
82ce8ffffffffff,754.0,0.0,0.0,3.0
82ce97fffffffff,323.0,0.0,0.0,0.0
82ce9ffffffffff,897.0,0.0,0.0,5.0
82cea7fffffffff,105.0,0.0,0.0,5.0
82ceaffffffffff,1849.0,0.0,0.0,82.0
82ceb7fffffffff,11.0,0.0,0.0,0.0
82cf17fffffffff,393.0,0.0,0.0,19.0
82cf87fffffffff,70.0,0.0,0.0,0.0
82cf8ffffffffff,445.0,0.0,0.0,22.0
82cf97fffffffff,55.0,0.0,0.0,0.0
82cf9ffffffffff,67.0,0.0,0.0,0.0
82cfa7fffffffff,693.0,0.0,0.0,0.0
82cfaffffffffff,329.0,0.0,0.0,0.0
82cfb7fffffffff,39.0,0.0,0.0,0.0
82df47fffffffff,130.0,0.0,0.0,11.0
82df4ffffffffff,10.0,0.0,0.0,0.0
82df6ffffffffff,330.0,0.0,0.0,51.0
