cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
8444501ffffffff,3.0,0.0,0.0
844450dffffffff,24.0,0.0,0.0
8444511ffffffff,2.0,0.0,0.0
8444543ffffffff,1.0,0.0,0.0
8444551ffffffff,2.0,0.0,0.0
8444555ffffffff,6.0,0.0,0.0
8444559ffffffff,2.0,0.0,0.0
844455bffffffff,24.0,0.0,0.0
844455dffffffff,4.0,0.0,0.0
8444563ffffffff,7.0,0.0,0.0
8444567ffffffff,3.0,0.0,0.0
8444569ffffffff,2.0,0.0,0.0
844456bffffffff,8.0,0.0,0.0
84445a1ffffffff,2.0,0.0,0.0
84445bbffffffff,9.0,0.0,0.0
84445c3ffffffff,2.0,0.0,0.0
84445d1ffffffff,2.0,0.0,0.0
8444633ffffffff,36.0,0.0,0.0
84446a1ffffffff,3.0,0.0,0.0
84446c1ffffffff,23.0,0.0,0.0
84446c3ffffffff,2.0,0.0,0.0
84446c5ffffffff,4.0,0.0,0.0
84446c9ffffffff,2.0,0.0,0.0
84446cbffffffff,4.0,0.0,0.0
84446cdffffffff,24.0,0.0,0.0
84446d7ffffffff,2.0,0.0,0.0
84446dbffffffff,6.0,0.0,0.0
84446ddffffffff,6.0,0.0,0.0
84446e9ffffffff,3.0,0.0,0.0
84446edffffffff,24.0,0.0,0.0
8444715ffffffff,2.0,0.0,0.0
8444731ffffffff,25.0,0.0,0.0
844473bffffffff,47.0,0.0,0.0
8444859ffffffff,1.0,0.0,0.0
844486bffffffff,2.0,0.0,0.0
8444a11ffffffff,2.0,0.0,0.0
8444a19ffffffff,3.0,0.0,0.0
8444a1dffffffff,5.0,0.0,0.0
8444a37ffffffff,2.0,0.0,0.0
8444a53ffffffff,2.0,0.0,0.0
8444a81ffffffff,76.0,0.0,0.0
8444a83ffffffff,13.0,0.0,0.0
8444a85ffffffff,2.0,0.0,0.0
8444a87ffffffff,11.0,0.0,0.0
8444a89ffffffff,2.0,0.0,0.0
8444a8bffffffff,1.0,0.0,0.0
8444a8dffffffff,15.0,0.0,0.0
8444a91ffffffff,4.0,0.0,0.0
8444a93ffffffff,2.0,0.0,0.0
8444a9bffffffff,4.0,0.0,0.0
8444ab9ffffffff,21.0,0.0,0.0
8444abbffffffff,6.0,0.0,0.0
8444ac3ffffffff,4.0,0.0,0.0
8444ae3ffffffff,2.0,0.0,0.0
8444aebffffffff,15.0,0.0,0.0
8444b13ffffffff,6.0,0.0,0.0
8444b17ffffffff,3.0,0.0,0.0
8444c85ffffffff,1.0,0.0,0.0
8444c89ffffffff,4.0,0.0,0.0
8444cc5ffffffff,2.0,0.0,0.0
8444d01ffffffff,7.0,0.0,0.0
8444d07ffffffff,6.0,0.0,0.0
8444d2bffffffff,6.0,0.0,0.0
8444d43ffffffff,1.0,0.0,0.0
8444d5dffffffff,2.0,0.0,0.0
8444e29ffffffff,2.0,0.0,0.0
8444e51ffffffff,1.0,0.0,0.0
8444e53ffffffff,2.0,0.0,0.0
8444e55ffffffff,1.0,0.0,0.0
8444e5bffffffff,2.0,0.0,0.0
8444e63ffffffff,4.0,0.0,0.0
8444eadffffffff,7.0,0.0,0.0
8444f05ffffffff,16.0,0.0,0.0
8444f07ffffffff,11.0,0.0,0.0
8444f27ffffffff,5.0,0.0,0.0
8444f35ffffffff,9.0,0.0,0.0
8444f3dffffffff,11.0,0.0,0.0
8444f43ffffffff,39.0,0.0,0.0
8444f47ffffffff,2.0,0.0,0.0
8444f4dffffffff,10.0,0.0,0.0
8444f63ffffffff,24.0,0.0,0.0
8445019ffffffff,2.0,0.0,0.0
8445053ffffffff,1.0,0.0,0.0
844509bffffffff,2.0,0.0,0.0
84450d5ffffffff,7.0,0.0,0.0
8445203ffffffff,5.0,0.0,0.0
8445215ffffffff,5.0,0.0,0.0
8445237ffffffff,10.0,0.0,0.0
84452adffffffff,11.0,0.0,0.0
84452c1ffffffff,3.0,0.0,0.0
84452c3ffffffff,3.0,0.0,0.0
84452c5ffffffff,2.0,0.0,0.0
84452d7ffffffff,2.0,0.0,0.0
84452e1ffffffff,4.0,0.0,0.0
84452e5ffffffff,5.0,0.0,0.0
84452ebffffffff,1.0,0.0,0.0
844550dffffffff,2.0,0.0,0.0
8445843ffffffff,30.0,0.0,0.0
8445a33ffffffff,1.0,0.0,0.0
84464e1ffffffff,4.0,0.0,0.0
84482a1ffffffff,8.0,0.0,0.0
84482a9ffffffff,4.0,0.0,0.0
84482adffffffff,5.0,0.0,0.0
844830dffffffff,2.0,0.0,0.0
84484a5ffffffff,2.0,0.0,0.0
8448551ffffffff,1.0,0.0,0.0
8448557ffffffff,1.0,0.0,0.0
844856bffffffff,4.0,0.0,0.0
84485b5ffffffff,8.0,0.0,0.0
84485c1ffffffff,2.0,0.0,0.0
84485c7ffffffff,15.0,0.0,0.0
84485cdffffffff,1.0,0.0,0.0
844872bffffffff,1.0,0.0,0.0
8448869ffffffff,6.0,0.0,0.0
8448909ffffffff,27.0,0.0,0.0
844890bffffffff,4.0,0.0,0.0
8448923ffffffff,11.0,0.0,0.0
8448947ffffffff,29.0,0.0,0.0
8448953ffffffff,9.0,0.0,0.0
8448955ffffffff,14.0,0.0,0.0
844898dffffffff,7.0,0.0,0.0
84489cdffffffff,7.0,0.0,0.0
84489e3ffffffff,15.0,0.0,0.0
84489e5ffffffff,3.0,0.0,0.0
8448b13ffffffff,2.0,0.0,0.0
8448b23ffffffff,67.0,0.0,0.0
8448b2bffffffff,1.0,0.0,0.0
8448b31ffffffff,2.0,0.0,0.0
8448b3dffffffff,6.0,0.0,0.0
8448c59ffffffff,3.0,0.0,0.0
8448e91ffffffff,1.0,0.0,0.0
8448e93ffffffff,3.0,0.0,0.0
8449931ffffffff,5.0,0.0,0.0
844995bffffffff,3.0,0.0,0.0
8449965ffffffff,3.0,0.0,0.0
8449967ffffffff,7.0,0.0,0.0
8449969ffffffff,2.0,0.0,0.0
8449ab1ffffffff,4.0,0.0,0.0
844c883ffffffff,2.0,0.0,0.0
844caa3ffffffff,1.0,0.0,0.0
844cb3dffffffff,14.0,0.0,0.0
844cc05ffffffff,4.0,0.0,0.0
844cc0bffffffff,5.0,0.0,0.0
844cd49ffffffff,3.0,0.0,0.0
844ce81ffffffff,2.0,0.0,0.0
844ce85ffffffff,111.0,0.0,0.0
844ce8bffffffff,4.0,0.0,0.0
844cea9ffffffff,16.0,0.0,0.0
844ceadffffffff,8.0,0.0,0.0
844ceb9ffffffff,1.0,0.0,0.0
844d497ffffffff,2.0,0.0,0.0
844d4bbffffffff,5.0,0.0,0.0
8454ac3ffffffff,1.0,0.0,0.0
845e413ffffffff,1.0,0.0,0.0
845e59bffffffff,16.0,0.0,0.0
845e705ffffffff,1.0,0.0,0.0
845f095ffffffff,1.0,0.0,0.0
845f121ffffffff,5.0,0.0,0.0
845f4b3ffffffff,26.0,0.0,0.0
845f4e5ffffffff,5.0,0.0,0.0
845f583ffffffff,5.0,0.0,0.0
845f587ffffffff,1.0,0.0,0.0
845f58bffffffff,6.0,0.0,0.0
845f5b5ffffffff,69.0,0.0,0.0
846612dffffffff,3.0,0.0,0.0
8466131ffffffff,2.0,0.0,0.0
84661a5ffffffff,1.0,0.0,0.0
8466205ffffffff,6.0,0.0,0.0
846620bffffffff,2.0,0.0,0.0
846622bffffffff,25.0,0.0,0.0
8466313ffffffff,4.0,0.0,0.0
8466317ffffffff,2.0,0.0,0.0
846684dffffffff,2.0,0.0,0.0
8466a0bffffffff,3.0,0.0,0.0
8466a15ffffffff,2.0,0.0,0.0
8466a17ffffffff,2.0,0.0,0.0
8466a1dffffffff,3.0,0.0,0.0
8466a2dffffffff,11.0,0.0,0.0
8466a31ffffffff,2.0,0.0,0.0
8466a53ffffffff,4.0,0.0,0.0
8466a5bffffffff,11.0,0.0,0.0
8466ae9ffffffff,1.0,0.0,0.0
8466b01ffffffff,2.0,0.0,0.0
8466b0bffffffff,2.0,0.0,0.0
8466b1dffffffff,1.0,0.0,0.0
8466b45ffffffff,22.0,0.0,0.0
8466b47ffffffff,2.0,0.0,0.0
8466b4dffffffff,10.0,0.0,0.0
8466b51ffffffff,7.0,0.0,0.0
8466b53ffffffff,3.0,0.0,0.0
8466b55ffffffff,10.0,0.0,0.0
8466b5bffffffff,50.0,0.0,0.0
8466b65ffffffff,2.0,0.0,0.0
8466b69ffffffff,2.0,0.0,0.0
8466d0dffffffff,2.0,0.0,0.0
8466d29ffffffff,2.0,0.0,0.0
8466d47ffffffff,4.0,0.0,0.0
8466f1dffffffff,1.0,0.0,0.0
8466f23ffffffff,2.0,0.0,0.0
8467413ffffffff,2.0,0.0,0.0
8467417ffffffff,4.0,0.0,0.0
846743bffffffff,2.0,0.0,0.0
846743dffffffff,2.0,0.0,0.0
8467447ffffffff,22.0,0.0,0.0
846745bffffffff,3.0,0.0,0.0
8467461ffffffff,17.0,0.0,0.0
846746bffffffff,2.0,0.0,0.0
8467523ffffffff,6.0,0.0,0.0
8467557ffffffff,11.0,0.0,0.0
84675ebffffffff,1.0,0.0,0.0
8467737ffffffff,1.0,0.0,0.0
84679a1ffffffff,5.0,0.0,0.0
84679a5ffffffff,24.0,0.0,0.0
84679b3ffffffff,28.0,0.0,0.0
84679b5ffffffff,1.0,0.0,0.0
8467a37ffffffff,2.0,0.0,0.0
846c595ffffffff,4.0,0.0,0.0
846c5bbffffffff,2.0,0.0,0.0
846c619ffffffff,2.0,0.0,0.0
846d041ffffffff,16.0,0.0,0.0
846d05dffffffff,2.0,0.0,0.0
846d159ffffffff,1.0,0.0,0.0
846d20dffffffff,2.0,0.0,0.0
846d243ffffffff,7.0,0.0,0.0
846d253ffffffff,1.0,0.0,0.0
846d2b9ffffffff,2.0,0.0,0.0
846d2d7ffffffff,4.0,0.0,0.0
846d34bffffffff,2.0,0.0,0.0
846d34dffffffff,9.0,0.0,0.0
846d369ffffffff,1.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0
846d685ffffffff,1.0,0.0,0.0
846d689ffffffff,4.0,0.0,0.0
846d68bffffffff,4.0,0.0,0.0
846d68dffffffff,4.0,0.0,0.0
846d691ffffffff,11.0,0.0,0.0
846d693ffffffff,1.0,0.0,0.0
846d695ffffffff,5.0,0.0,0.0
846d697ffffffff,9.0,0.0,0.0
846d699ffffffff,6.0,0.0,0.0
846d69bffffffff,30.0,0.0,0.0
846d69dffffffff,54.0,0.0,0.0
846d6bbffffffff,2.0,0.0,0.0
846d6bdffffffff,2.0,0.0,0.0
846d6d5ffffffff,2.0,0.0,0.0
846d76bffffffff,1.0,0.0,0.0
846d76dffffffff,2.0,0.0,0.0
8480465ffffffff,2.0,0.0,0.0
848054bffffffff,2.0,0.0,0.0
848e621ffffffff,1.0,0.0,0.0
848e62dffffffff,1.0,0.0,0.0
848e759ffffffff,7.0,0.0,0.0
848f0bbffffffff,4.0,0.0,0.0
848f0ddffffffff,4.0,0.0,0.0
848f291ffffffff,4.0,0.0,0.0
848f295ffffffff,1.0,0.0,0.0
848f2e7ffffffff,5.0,0.0,0.0
848f505ffffffff,19.0,0.0,0.0
848f539ffffffff,2.0,0.0,0.0
848f5b7ffffffff,3.0,0.0,0.0
84a8143ffffffff,2.0,0.0,0.0
84a8a07ffffffff,3.0,0.0,0.0
84b2191ffffffff,2.0,0.0,0.0
84b2197ffffffff,4.0,0.0,0.0
84b2269ffffffff,7.0,0.0,0.0
84b3047ffffffff,2.0,0.0,0.0
84b3305ffffffff,3.0,0.0,0.0
84c205bffffffff,1.0,0.0,0.0
84c21b3ffffffff,2.0,0.0,0.0
84c21b9ffffffff,1.0,0.0,0.0
84c2e2dffffffff,2.0,0.0,0.0
84c2e31ffffffff,6.0,0.0,0.0
84c2e67ffffffff,2.0,0.0,0.0
84c2f11ffffffff,1.0,0.0,0.0
84c2f15ffffffff,2.0,0.0,0.0
84c2f39ffffffff,4.0,0.0,0.0
