cell_id,Tyto javanica,Tyto javanica [javanica Group],Tyto javanica crassirostris
843ce13ffffffff,5.0,0.0,0.0
843ce15ffffffff,10.0,0.0,0.0
843ce1bffffffff,2.0,0.0,0.0
843cea1ffffffff,2.0,0.0,0.0
843cec3ffffffff,2.0,0.0,0.0
843ced5ffffffff,2.0,0.0,0.0
843ceddffffffff,2.0,0.0,0.0
843cf05ffffffff,1.0,0.0,0.0
843cf0bffffffff,2.0,0.0,0.0
843cf0dffffffff,1.0,0.0,0.0
843cf11ffffffff,35.0,0.0,0.0
843cf17ffffffff,2.0,0.0,0.0
843cf1bffffffff,1.0,0.0,0.0
843cf25ffffffff,1.0,0.0,0.0
843cf27ffffffff,27.0,0.0,0.0
843cf29ffffffff,14.0,0.0,0.0
843cf2dffffffff,38.0,0.0,0.0
843cf33ffffffff,2.0,0.0,0.0
843cf43ffffffff,6.0,0.0,0.0
843cf61ffffffff,2.0,0.0,0.0
843cf69ffffffff,7.0,0.0,0.0
843d107ffffffff,7.0,0.0,0.0
843d10dffffffff,4.0,0.0,0.0
843d13dffffffff,4.0,0.0,0.0
843d147ffffffff,2.0,0.0,0.0
843d1adffffffff,2.0,0.0,0.0
843d34bffffffff,5.0,0.0,0.0
843d35dffffffff,3.0,0.0,0.0
843d363ffffffff,12.0,0.0,0.0
843d851ffffffff,11.0,0.0,0.0
843d859ffffffff,6.0,0.0,0.0
843d8b1ffffffff,10.0,0.0,0.0
843d8c1ffffffff,7.0,0.0,0.0
843d8c3ffffffff,2.0,0.0,0.0
843d8d5ffffffff,6.0,0.0,0.0
843d8ddffffffff,6.0,0.0,0.0
843d903ffffffff,1.0,0.0,0.0
843d915ffffffff,1.0,0.0,0.0
843d929ffffffff,5.0,0.0,0.0
843d92dffffffff,6.0,0.0,0.0
843d933ffffffff,2.0,0.0,0.0
843d939ffffffff,1.0,0.0,0.0
843d93bffffffff,6.0,0.0,0.0
843d967ffffffff,13.0,0.0,0.0
843d969ffffffff,1.0,0.0,0.0
843d987ffffffff,5.0,0.0,0.0
843d98dffffffff,3.0,0.0,0.0
843d9a7ffffffff,3.0,0.0,0.0
843d9b7ffffffff,15.0,0.0,0.0
843d9b9ffffffff,16.0,0.0,0.0
843d9d1ffffffff,3.0,0.0,0.0
843d9dbffffffff,3.0,0.0,0.0
843d9e5ffffffff,38.0,0.0,0.0
843da09ffffffff,4.0,0.0,0.0
843da11ffffffff,63.0,0.0,0.0
843da13ffffffff,10.0,0.0,0.0
843da19ffffffff,4.0,0.0,0.0
843da1bffffffff,6.0,0.0,0.0
843da1dffffffff,16.0,0.0,0.0
843da21ffffffff,6.0,0.0,0.0
843da2dffffffff,1.0,0.0,0.0
843da37ffffffff,24.0,0.0,0.0
843da57ffffffff,9.0,0.0,0.0
843da69ffffffff,7.0,0.0,0.0
843da91ffffffff,1.0,0.0,0.0
843dac9ffffffff,11.0,0.0,0.0
843dad1ffffffff,2.0,0.0,0.0
843db01ffffffff,1.0,0.0,0.0
843db03ffffffff,4.0,0.0,0.0
843db07ffffffff,6.0,0.0,0.0
843db09ffffffff,1.0,0.0,0.0
843db13ffffffff,9.0,0.0,0.0
843db23ffffffff,2.0,0.0,0.0
843db27ffffffff,2.0,0.0,0.0
843db35ffffffff,2.0,0.0,0.0
843db39ffffffff,2.0,0.0,0.0
843db53ffffffff,7.0,0.0,0.0
843db65ffffffff,2.0,0.0,0.0
843db67ffffffff,6.0,0.0,0.0
843db6dffffffff,1.0,0.0,0.0
8441421ffffffff,2.0,0.0,0.0
844142bffffffff,1.0,0.0,0.0
8441491ffffffff,2.0,0.0,0.0
8441643ffffffff,2.0,0.0,0.0
84416c1ffffffff,3.0,0.0,0.0
8442493ffffffff,21.0,0.0,0.0
8442499ffffffff,3.0,0.0,0.0
844249bffffffff,2.0,0.0,0.0
844259dffffffff,2.0,0.0,0.0
84425a7ffffffff,1.0,0.0,0.0
8442c05ffffffff,1.0,0.0,0.0
8442c07ffffffff,6.0,0.0,0.0
8442c09ffffffff,1.0,0.0,0.0
8442c27ffffffff,2.0,0.0,0.0
8442c41ffffffff,5.0,0.0,0.0
8442c4bffffffff,4.0,0.0,0.0
8442c53ffffffff,2.0,0.0,0.0
8442c83ffffffff,6.0,0.0,0.0
8442c89ffffffff,1.0,0.0,0.0
8442c8bffffffff,4.0,0.0,0.0
8442c9dffffffff,2.0,0.0,0.0
8442ca7ffffffff,3.0,0.0,0.0
8442ca9ffffffff,10.0,0.0,0.0
8442cabffffffff,3.0,0.0,0.0
8442cc5ffffffff,3.0,0.0,0.0
8442cc7ffffffff,38.0,0.0,0.0
8442cdbffffffff,7.0,0.0,0.0
8442cddffffffff,4.0,0.0,0.0
8442ce3ffffffff,4.0,0.0,0.0
8442ce9ffffffff,48.0,0.0,0.0
8442cebffffffff,21.0,0.0,0.0
8442d93ffffffff,14.0,0.0,0.0
8442d97ffffffff,10.0,0.0,0.0
8442db5ffffffff,3.0,0.0,0.0
8442db7ffffffff,9.0,0.0,0.0
8442db9ffffffff,2.0,0.0,0.0
8442dc3ffffffff,2.0,0.0,0.0
8442dc5ffffffff,1.0,0.0,0.0
8442dcdffffffff,4.0,0.0,0.0
8442dd9ffffffff,7.0,0.0,0.0
8442e97ffffffff,2.0,0.0,0.0
8442eb3ffffffff,4.0,0.0,0.0
8442eb5ffffffff,1.0,0.0,0.0
8442eb7ffffffff,2.0,0.0,0.0
8442ebbffffffff,2.0,0.0,0.0
8442ebdffffffff,1.0,0.0,0.0
8460021ffffffff,4.0,0.0,0.0
8460025ffffffff,11.0,0.0,0.0
8460027ffffffff,4.0,0.0,0.0
846002dffffffff,4.0,0.0,0.0
8460045ffffffff,1.0,0.0,0.0
846004dffffffff,10.0,0.0,0.0
8460061ffffffff,19.0,0.0,0.0
8460065ffffffff,4.0,0.0,0.0
8460067ffffffff,4.0,0.0,0.0
8460069ffffffff,25.0,0.0,0.0
846006bffffffff,3.0,0.0,0.0
846006dffffffff,2.0,0.0,0.0
8460113ffffffff,101.0,0.0,0.0
846011bffffffff,12.0,0.0,0.0
8460145ffffffff,140.0,0.0,0.0
8460147ffffffff,2.0,0.0,0.0
846014bffffffff,9.0,0.0,0.0
846014dffffffff,12.0,0.0,0.0
8460151ffffffff,2.0,0.0,0.0
8460157ffffffff,1.0,0.0,0.0
846015bffffffff,5.0,0.0,0.0
846015dffffffff,22.0,0.0,0.0
8460161ffffffff,4.0,0.0,0.0
8460169ffffffff,448.0,0.0,0.0
84601e9ffffffff,34.0,0.0,0.0
8460221ffffffff,6.0,0.0,0.0
8460225ffffffff,2.0,0.0,0.0
8460227ffffffff,85.0,0.0,0.0
8460229ffffffff,17.0,0.0,0.0
846022dffffffff,4.0,0.0,0.0
8460261ffffffff,2.0,0.0,0.0
8460263ffffffff,65.0,0.0,0.0
8460269ffffffff,7.0,0.0,0.0
846026dffffffff,10.0,0.0,0.0
8460303ffffffff,6.0,0.0,0.0
8460307ffffffff,14.0,0.0,0.0
846030bffffffff,3.0,0.0,0.0
8460311ffffffff,4.0,0.0,0.0
8460313ffffffff,60.0,0.0,0.0
8460315ffffffff,13.0,0.0,0.0
8460317ffffffff,10.0,0.0,0.0
8460319ffffffff,2.0,0.0,0.0
846031bffffffff,38.0,0.0,0.0
846031dffffffff,3.0,0.0,0.0
8460321ffffffff,8.0,0.0,0.0
8460323ffffffff,2.0,0.0,0.0
8460327ffffffff,3.0,0.0,0.0
8460329ffffffff,13.0,0.0,0.0
846032bffffffff,3.0,0.0,0.0
846032dffffffff,3.0,0.0,0.0
8460339ffffffff,33.0,0.0,0.0
846033bffffffff,11.0,0.0,0.0
846033dffffffff,3.0,0.0,0.0
8460343ffffffff,12.0,0.0,0.0
8460345ffffffff,2.0,0.0,0.0
8460349ffffffff,2.0,0.0,0.0
846034dffffffff,2.0,0.0,0.0
8460351ffffffff,7.0,0.0,0.0
8460361ffffffff,2.0,0.0,0.0
8460363ffffffff,4.0,0.0,0.0
8460365ffffffff,4.0,0.0,0.0
8460369ffffffff,72.0,0.0,0.0
846036bffffffff,6.0,0.0,0.0
846036dffffffff,2.0,0.0,0.0
8460807ffffffff,1.0,0.0,0.0
8460881ffffffff,14.0,0.0,0.0
8460885ffffffff,173.0,0.0,0.0
8460887ffffffff,4.0,0.0,0.0
846088dffffffff,3.0,0.0,0.0
84608a1ffffffff,1.0,0.0,0.0
84608a3ffffffff,2.0,0.0,0.0
84608abffffffff,5.0,0.0,0.0
84608b1ffffffff,16.0,0.0,0.0
84608b5ffffffff,47.0,0.0,0.0
84608bdffffffff,32.0,0.0,0.0
84608c3ffffffff,2.0,0.0,0.0
84608c5ffffffff,1.0,0.0,0.0
84608d1ffffffff,2.0,0.0,0.0
84608d5ffffffff,4.0,0.0,0.0
84608ddffffffff,5.0,0.0,0.0
84608e5ffffffff,2.0,0.0,0.0
84608e9ffffffff,2.0,0.0,0.0
8460901ffffffff,3.0,0.0,0.0
8460911ffffffff,1.0,0.0,0.0
8460917ffffffff,4.0,0.0,0.0
8460919ffffffff,2.0,0.0,0.0
8460927ffffffff,2.0,0.0,0.0
8460939ffffffff,1.0,0.0,0.0
846093bffffffff,2.0,0.0,0.0
8460947ffffffff,3.0,0.0,0.0
846094dffffffff,5.0,0.0,0.0
8460955ffffffff,1.0,0.0,0.0
8460961ffffffff,29.0,0.0,0.0
8460965ffffffff,15.0,0.0,0.0
8460969ffffffff,3.0,0.0,0.0
846096bffffffff,5.0,0.0,0.0
8460983ffffffff,1.0,0.0,0.0
84609b7ffffffff,6.0,0.0,0.0
84609c9ffffffff,2.0,0.0,0.0
84609ddffffffff,2.0,0.0,0.0
84609e3ffffffff,2.0,0.0,0.0
8460a01ffffffff,4.0,0.0,0.0
8460a0dffffffff,13.0,0.0,0.0
8460a1bffffffff,12.0,0.0,0.0
8460a25ffffffff,59.0,0.0,0.0
8460a27ffffffff,2.0,0.0,0.0
8460a59ffffffff,2.0,0.0,0.0
8460a5bffffffff,4.0,0.0,0.0
8460a61ffffffff,9.0,0.0,0.0
8460a89ffffffff,9.0,0.0,0.0
8460a91ffffffff,41.0,0.0,0.0
8460a97ffffffff,12.0,0.0,0.0
8460a99ffffffff,3.0,0.0,0.0
8460a9dffffffff,1.0,0.0,0.0
8460aa3ffffffff,2.0,0.0,0.0
8460ab1ffffffff,1.0,0.0,0.0
8460ab5ffffffff,2.0,0.0,0.0
8460ac3ffffffff,2.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0
8460ae1ffffffff,1.0,0.0,0.0
8460b15ffffffff,2.0,0.0,0.0
8460b17ffffffff,2.0,0.0,0.0
8460b19ffffffff,1.0,0.0,0.0
8460b1bffffffff,4.0,0.0,0.0
8460b29ffffffff,19.0,0.0,0.0
8460b3dffffffff,8.0,0.0,0.0
8460b45ffffffff,1.0,0.0,0.0
8460b47ffffffff,15.0,0.0,0.0
8460b69ffffffff,3.0,0.0,0.0
8461029ffffffff,2.0,0.0,0.0
8461035ffffffff,3.0,0.0,0.0
8461067ffffffff,22.0,0.0,0.0
8461117ffffffff,12.0,0.0,0.0
8461131ffffffff,2.0,2.0,0.0
84611a3ffffffff,2.0,0.0,0.0
84611adffffffff,13.0,0.0,0.0
84611b3ffffffff,2.0,0.0,0.0
84611b5ffffffff,4.0,0.0,0.0
84611bbffffffff,2.0,0.0,0.0
84611c1ffffffff,3.0,0.0,0.0
84611cbffffffff,2.0,0.0,0.0
84611e7ffffffff,4.0,0.0,0.0
84611ebffffffff,2.0,0.0,0.0
8461885ffffffff,22.0,0.0,0.0
8461893ffffffff,116.0,0.0,0.0
8461897ffffffff,4.0,0.0,0.0
8461899ffffffff,4.0,0.0,0.0
846189bffffffff,5.0,0.0,0.0
84618a3ffffffff,2.0,0.0,0.0
84618c1ffffffff,6.0,0.0,0.0
84618c5ffffffff,88.0,0.0,0.0
84618c7ffffffff,1.0,0.0,0.0
84618cbffffffff,6.0,0.0,0.0
84618d1ffffffff,5.0,0.0,0.0
84619a1ffffffff,2.0,0.0,0.0
84619a5ffffffff,35.0,0.0,0.0
84619abffffffff,1.0,0.0,0.0
84619adffffffff,2.0,0.0,0.0
8461a95ffffffff,2.0,0.0,0.0
8461a9dffffffff,3.0,0.0,0.0
8461ab1ffffffff,18.0,0.0,0.0
8461ab7ffffffff,12.0,0.0,0.0
8461abbffffffff,14.0,0.0,0.0
8461ad3ffffffff,2.0,0.0,0.0
846416dffffffff,14.0,5.0,0.0
8464225ffffffff,1.0,0.0,0.0
8464267ffffffff,7.0,0.0,0.0
8464319ffffffff,3.0,0.0,0.0
8464323ffffffff,7.0,7.0,0.0
846432bffffffff,12.0,9.0,0.0
8464331ffffffff,1.0,0.0,0.0
8464339ffffffff,1.0,0.0,0.0
8464341ffffffff,2.0,2.0,0.0
8464351ffffffff,1.0,1.0,0.0
8464353ffffffff,2.0,2.0,0.0
846435bffffffff,9.0,7.0,0.0
8464813ffffffff,1.0,0.0,0.0
8464821ffffffff,2.0,0.0,0.0
8464829ffffffff,3.0,2.0,0.0
846482bffffffff,10.0,0.0,0.0
846482dffffffff,6.0,6.0,0.0
8464861ffffffff,3.0,0.0,0.0
84648c1ffffffff,1.0,0.0,0.0
84648c9ffffffff,3.0,0.0,0.0
846490bffffffff,4.0,0.0,0.0
8464911ffffffff,10.0,4.0,0.0
846491dffffffff,6.0,0.0,0.0
8464981ffffffff,1.0,0.0,0.0
8464983ffffffff,1.0,0.0,0.0
8464987ffffffff,1.0,0.0,0.0
8464a25ffffffff,2.0,2.0,0.0
8464a29ffffffff,8.0,2.0,0.0
8464a41ffffffff,10.0,6.0,0.0
8464a45ffffffff,7.0,6.0,0.0
8464a47ffffffff,1.0,0.0,0.0
8464a49ffffffff,15.0,9.0,0.0
8464a4dffffffff,2.0,2.0,0.0
8464a57ffffffff,13.0,0.0,0.0
8464a59ffffffff,2.0,0.0,0.0
8464a5dffffffff,6.0,0.0,0.0
8464a69ffffffff,2.0,0.0,0.0
8464a6dffffffff,2.0,2.0,0.0
8464aa3ffffffff,1.0,1.0,0.0
8464b61ffffffff,2.0,0.0,0.0
8464b67ffffffff,6.0,0.0,0.0
8465005ffffffff,7.0,0.0,0.0
846500bffffffff,1.0,0.0,0.0
8465015ffffffff,5.0,0.0,0.0
8465019ffffffff,10.0,0.0,0.0
8465033ffffffff,2.0,0.0,0.0
8465057ffffffff,13.0,0.0,0.0
84650e5ffffffff,7.0,0.0,0.0
8465183ffffffff,2.0,2.0,0.0
8465187ffffffff,2.0,0.0,0.0
846518bffffffff,2.0,0.0,0.0
846518dffffffff,3.0,0.0,0.0
84651b1ffffffff,2.0,0.0,0.0
84651d7ffffffff,2.0,0.0,0.0
84651d9ffffffff,3.0,0.0,0.0
8465221ffffffff,1.0,0.0,0.0
846522dffffffff,2.0,0.0,0.0
846523dffffffff,3.0,0.0,0.0
8465805ffffffff,1.0,0.0,0.0
846580dffffffff,2.0,0.0,0.0
8465821ffffffff,1.0,0.0,0.0
846582bffffffff,1.0,0.0,0.0
8465837ffffffff,1.0,0.0,0.0
8465847ffffffff,9.0,0.0,0.0
8465851ffffffff,3.0,0.0,0.0
8465863ffffffff,3.0,0.0,0.0
8465887ffffffff,5.0,1.0,0.0
8465897ffffffff,2.0,0.0,0.0
84658b1ffffffff,11.0,2.0,0.0
84658b3ffffffff,21.0,0.0,0.0
84658b5ffffffff,4.0,4.0,0.0
84658b7ffffffff,34.0,28.0,0.0
84658bbffffffff,3.0,0.0,0.0
8465911ffffffff,22.0,0.0,0.0
8465919ffffffff,1.0,0.0,0.0
846591bffffffff,6.0,0.0,0.0
846591dffffffff,5.0,0.0,0.0
8465991ffffffff,2.0,2.0,0.0
8465993ffffffff,2.0,0.0,0.0
84659a5ffffffff,2.0,0.0,0.0
84659a7ffffffff,11.0,0.0,0.0
84659b3ffffffff,2.0,2.0,0.0
84659b9ffffffff,2.0,2.0,0.0
84659c3ffffffff,76.0,0.0,0.0
84659c9ffffffff,10.0,0.0,0.0
8465b21ffffffff,4.0,1.0,0.0
8465b33ffffffff,2.0,0.0,0.0
8465b57ffffffff,3.0,0.0,0.0
8465b61ffffffff,2.0,0.0,0.0
846914dffffffff,1.0,0.0,0.0
8494187ffffffff,3.0,0.0,0.0
849450bffffffff,1.0,0.0,0.0
8494511ffffffff,72.0,16.0,0.0
849451dffffffff,2.0,2.0,0.0
84945a5ffffffff,2.0,0.0,0.0
84945c3ffffffff,2.0,0.0,0.0
84945c5ffffffff,7.0,1.0,0.0
84945e3ffffffff,2.0,2.0,0.0
84945ebffffffff,2.0,0.0,0.0
8494803ffffffff,10.0,7.0,0.0
8494815ffffffff,1.0,0.0,0.0
849481dffffffff,5.0,1.0,0.0
8494911ffffffff,4.0,0.0,0.0
8494f51ffffffff,4.0,0.0,0.0
8494f65ffffffff,2.0,2.0,0.0
849a151ffffffff,2.0,0.0,0.0
849b01bffffffff,2.0,0.0,0.0
849b0cdffffffff,1.0,0.0,0.0
849b41bffffffff,2.0,0.0,0.0
849b437ffffffff,2.0,0.0,0.0
849b4cbffffffff,4.0,0.0,0.0
849b4e5ffffffff,2.0,0.0,0.0
849b6a3ffffffff,1.0,0.0,0.0
849b6b5ffffffff,8.0,0.0,0.0
849b6b7ffffffff,2.0,0.0,0.0
849b897ffffffff,4.0,0.0,0.0
849c017ffffffff,11.0,9.0,0.0
849c057ffffffff,1.0,1.0,0.0
849c059ffffffff,1.0,1.0,0.0
849c0e9ffffffff,1.0,1.0,0.0
849c0edffffffff,33.0,8.0,0.0
849c191ffffffff,13.0,2.0,0.0
849c19bffffffff,2.0,0.0,0.0
849c215ffffffff,11.0,5.0,0.0
849c231ffffffff,7.0,2.0,0.0
849c233ffffffff,3.0,0.0,0.0
849c237ffffffff,183.0,43.0,0.0
849c239ffffffff,63.0,19.0,0.0
849c23bffffffff,76.0,17.0,0.0
849c251ffffffff,2.0,0.0,0.0
849c25dffffffff,1.0,0.0,0.0
849c2cdffffffff,2.0,0.0,0.0
849c439ffffffff,2.0,0.0,0.0
849c4cdffffffff,1.0,1.0,0.0
849c693ffffffff,3.0,0.0,0.0
849c6cbffffffff,1.0,1.0,0.0
849c6e9ffffffff,2.0,0.0,0.0
849c85bffffffff,2.0,0.0,0.0
849cae7ffffffff,2.0,0.0,0.0
849ce2dffffffff,2.0,0.0,0.0
849ce4dffffffff,3.0,3.0,0.0
849d0abffffffff,7.0,0.0,0.0
849d0b1ffffffff,2.0,0.0,0.0
849d0b5ffffffff,2.0,0.0,0.0
849d0cdffffffff,1.0,0.0,0.0
849d253ffffffff,3.0,0.0,0.0
849d25bffffffff,3.0,2.0,0.0
849d283ffffffff,1.0,0.0,0.0
849d2a3ffffffff,1.0,0.0,0.0
849d2a5ffffffff,2.0,0.0,0.0
849d2adffffffff,3.0,1.0,0.0
849d2c9ffffffff,2.0,0.0,0.0
849d2d5ffffffff,1.0,0.0,0.0
849d2e7ffffffff,3.0,0.0,0.0
849d427ffffffff,1.0,0.0,0.0
849d447ffffffff,5.0,4.0,0.0
849d45bffffffff,5.0,3.0,0.0
849d46bffffffff,5.0,2.0,0.0
849d4a1ffffffff,1.0,0.0,0.0
849d4c9ffffffff,5.0,2.0,0.0
849d601ffffffff,2.0,1.0,0.0
849d60bffffffff,2.0,2.0,0.0
849d683ffffffff,2.0,2.0,0.0
849d685ffffffff,1.0,1.0,0.0
849d68bffffffff,2.0,2.0,0.0
849d6d1ffffffff,2.0,0.0,0.0
849d6dbffffffff,9.0,3.0,0.0
849d6e7ffffffff,5.0,3.0,0.0
849d713ffffffff,2.0,0.0,0.0
849e025ffffffff,2.0,0.0,0.0
849e02dffffffff,10.0,2.0,0.0
849e061ffffffff,1.0,0.0,0.0
849e067ffffffff,14.0,8.0,0.0
849e103ffffffff,2.0,0.0,0.0
849e113ffffffff,2.0,0.0,0.0
849e13dffffffff,2.0,0.0,0.0
849e225ffffffff,2.0,0.0,0.0
849e227ffffffff,17.0,2.0,0.0
849e245ffffffff,186.0,123.0,0.0
849e261ffffffff,2.0,1.0,0.0
849ec03ffffffff,2.0,2.0,0.0
849f50bffffffff,1.0,0.0,0.0
849f517ffffffff,2.0,0.0,0.0
849f555ffffffff,2.0,2.0,0.0
849f5e5ffffffff,2.0,0.0,0.0
84a6103ffffffff,2.0,0.0,0.0
84a6a1dffffffff,1.0,1.0,0.0
84a6a61ffffffff,3.0,0.0,0.0
84a7021ffffffff,2.0,0.0,0.0
84a7023ffffffff,1.0,1.0,0.0
84a704dffffffff,1.0,1.0,0.0
84a71bbffffffff,1.0,1.0,0.0
84a722dffffffff,2.0,0.0,0.0
84a726dffffffff,8.0,6.0,0.0
84a7329ffffffff,2.0,2.0,0.0
84a7339ffffffff,2.0,0.0,0.0
84a7355ffffffff,2.0,0.0,0.0
84a735dffffffff,7.0,3.0,0.0
84a7365ffffffff,1.0,0.0,0.0
84a7953ffffffff,1.0,1.0,0.0
84a7969ffffffff,1.0,0.0,0.0
84a79a5ffffffff,2.0,2.0,0.0
84a79d9ffffffff,2.0,0.0,0.0
84a79ebffffffff,1.0,1.0,0.0
84b8125ffffffff,2.0,0.0,0.0
84b8237ffffffff,1.0,0.0,0.0
84b856dffffffff,2.0,2.0,0.0
84b864dffffffff,1.0,1.0,0.0
84b8697ffffffff,2.0,0.0,0.0
84b86a1ffffffff,2.0,2.0,0.0
84b8809ffffffff,6.0,2.0,0.0
84b8819ffffffff,6.0,2.0,0.0
84b881bffffffff,3.0,2.0,0.0
84b8843ffffffff,3.0,0.0,0.0
84b8855ffffffff,14.0,8.0,0.0
84b8857ffffffff,6.0,2.0,0.0
84b885dffffffff,2.0,0.0,0.0
84b8935ffffffff,1.0,0.0,0.0
84b8a17ffffffff,2.0,2.0,0.0
84b8a49ffffffff,4.0,4.0,0.0
84b8a8dffffffff,2.0,0.0,0.0
84b8a9dffffffff,1.0,0.0,0.0
84b8b37ffffffff,1.0,0.0,0.0
84b910dffffffff,4.0,0.0,0.0
84b912dffffffff,4.0,0.0,0.0
84b9145ffffffff,2.0,0.0,0.0
84b914bffffffff,2.0,0.0,0.0
84b9161ffffffff,11.0,2.0,0.0
84b9167ffffffff,7.0,0.0,0.0
84b9169ffffffff,7.0,0.0,0.0
84b916dffffffff,2.0,2.0,0.0
84b959bffffffff,1.0,0.0,0.0
84b984bffffffff,1.0,0.0,0.0
84b9855ffffffff,2.0,2.0,0.0
84b9857ffffffff,1.0,0.0,0.0
84b9861ffffffff,5.0,2.0,0.0
84b9865ffffffff,19.0,16.0,0.0
84b986bffffffff,2.0,0.0,0.0
84b990bffffffff,7.0,0.0,0.0
84b9915ffffffff,2.0,0.0,0.0
84b9935ffffffff,2.0,0.0,0.0
84b9949ffffffff,2.0,0.0,0.0
84b995bffffffff,4.0,0.0,0.0
84b99e5ffffffff,3.0,3.0,0.0
84b99edffffffff,2.0,0.0,0.0
84b9a13ffffffff,4.0,2.0,0.0
84b9a31ffffffff,2.0,0.0,0.0
84b9a49ffffffff,1.0,0.0,0.0
84b9a4bffffffff,3.0,2.0,0.0
84b9a53ffffffff,4.0,2.0,0.0
84b9a59ffffffff,4.0,0.0,0.0
84b9a5bffffffff,2.0,0.0,0.0
84b9a63ffffffff,2.0,0.0,0.0
84b9aa5ffffffff,1.0,0.0,0.0
84b9ab7ffffffff,2.0,0.0,0.0
84b9ac3ffffffff,2.0,2.0,0.0
84b9acbffffffff,1.0,0.0,0.0
84b9b21ffffffff,1.0,1.0,0.0
84b9b31ffffffff,9.0,0.0,0.0
84b9b3bffffffff,2.0,0.0,0.0
84b9b3dffffffff,4.0,0.0,0.0
84b9b4bffffffff,4.0,0.0,0.0
84b9b51ffffffff,2.0,2.0,0.0
84be085ffffffff,9.0,0.0,0.0
84be089ffffffff,5.0,2.0,0.0
84be08dffffffff,1.0,0.0,0.0
84be0a3ffffffff,2.0,0.0,0.0
84be0a7ffffffff,8.0,2.0,0.0
84be0bdffffffff,13.0,3.0,0.0
84be0c3ffffffff,13.0,4.0,0.0
84be0c7ffffffff,2.0,1.0,0.0
84be0d3ffffffff,3.0,0.0,0.0
84be0d5ffffffff,2.0,0.0,0.0
84be0ddffffffff,2.0,2.0,0.0
84be0e3ffffffff,56.0,37.0,0.0
84be0e7ffffffff,1.0,1.0,0.0
84be181ffffffff,6.0,0.0,0.0
84be187ffffffff,3.0,3.0,0.0
84be193ffffffff,3.0,0.0,0.0
84be19bffffffff,3.0,0.0,0.0
84be1a9ffffffff,3.0,0.0,0.0
84be1b1ffffffff,5.0,0.0,0.0
84be1bdffffffff,2.0,0.0,0.0
