cell_id,Troglodytes troglodytes,Troglodytes troglodytes islandicus,Troglodytes troglodytes borealis,Troglodytes troglodytes zetlandicus,Troglodytes troglodytes hebridensis,Troglodytes troglodytes fridariensis,Troglodytes troglodytes hirtensis,Troglodytes troglodytes indigenus,Troglodytes troglodytes [troglodytes Group]
820747fffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
82089ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
820937fffffffff,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821597fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821807fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
821827fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
821847fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
82185ffffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
821877fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0
82191ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
821947fffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0
82194ffffffffff,507.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.0
821957fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
82195ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
821977fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
821e07fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
