cell_id,Dicrurus hottentottus,Dicrurus hottentottus hottentottus/brevirostris,Dicrurus hottentottus viridinitens,Dicrurus hottentottus borneensis,Dicrurus hottentottus jentincki/faberi,Dicrurus hottentottus leucops/banggaiensis,Dicrurus hottentottus guillemardi,Dicrurus hottentottus pectoralis,Dicrurus hottentottus suluensis
823027fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82318ffffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c17fffffffff,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,91.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c37fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c87fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,147.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ca7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,56.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82619ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826417fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826437fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82659ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
82681ffffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8268cffffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8268dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829567fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
82956ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
