cell_id,Pelecanus occidentalis,Pelecanus occidentalis carolinensis,Pelecanus occidentalis californicus,Pelecanus occidentalis occidentalis/murphyi,Pelecanus occidentalis urinator
832800fffffffff,275.0,0.0,1.0,0.0,0.0
832802fffffffff,4561.0,0.0,28.0,0.0,0.0
832803fffffffff,452.0,0.0,0.0,0.0,0.0
832804fffffffff,24.0,0.0,0.0,0.0,0.0
832806fffffffff,1853.0,0.0,42.0,0.0,0.0
832818fffffffff,174.0,0.0,3.0,0.0,0.0
832819fffffffff,1144.0,0.0,353.0,0.0,0.0
83281bfffffffff,1678.0,0.0,5.0,0.0,0.0
83281cfffffffff,1522.0,0.0,18.0,0.0,0.0
83281dfffffffff,423.0,0.0,0.0,0.0,0.0
832830fffffffff,23175.0,0.0,2077.0,0.0,0.0
832831fffffffff,5599.0,0.0,786.0,0.0,0.0
832834fffffffff,52423.0,0.0,12374.0,0.0,0.0
832835fffffffff,13558.0,0.0,1755.0,0.0,0.0
832836fffffffff,1.0,0.0,0.0,0.0,0.0
8328c0fffffffff,15.0,0.0,0.0,0.0,0.0
8328c2fffffffff,696.0,0.0,0.0,0.0,0.0
8328c3fffffffff,4.0,0.0,0.0,0.0,0.0
8328c4fffffffff,6.0,0.0,0.0,0.0,0.0
8328c6fffffffff,9407.0,0.0,236.0,0.0,0.0
8328d1fffffffff,134.0,0.0,0.0,0.0,0.0
8328dcfffffffff,391.0,0.0,2.0,0.0,0.0
8328ddfffffffff,36.0,0.0,0.0,0.0,0.0
8328e6fffffffff,39.0,0.0,0.0,0.0,0.0
8328f1fffffffff,4935.0,0.0,0.0,0.0,0.0
8328f5fffffffff,5561.0,0.0,0.0,0.0,0.0
832910fffffffff,7.0,0.0,0.0,0.0,0.0
832912fffffffff,16206.0,0.0,20.0,0.0,0.0
832913fffffffff,812.0,0.0,0.0,0.0,0.0
832914fffffffff,2.0,0.0,0.0,0.0,0.0
832916fffffffff,146.0,0.0,0.0,0.0,0.0
83291afffffffff,2860.0,0.0,276.0,0.0,0.0
83291bfffffffff,25.0,0.0,0.0,0.0,0.0
8329a0fffffffff,431.0,0.0,0.0,0.0,0.0
8329a1fffffffff,5159.0,0.0,0.0,0.0,0.0
8329a4fffffffff,22863.0,0.0,1809.0,0.0,0.0
8329a5fffffffff,20283.0,0.0,0.0,0.0,0.0
8329a6fffffffff,4021.0,0.0,0.0,0.0,0.0
8329acfffffffff,62.0,0.0,0.0,0.0,0.0
8329adfffffffff,8298.0,0.0,6.0,0.0,0.0
832a10fffffffff,3.0,0.0,0.0,0.0,0.0
832a13fffffffff,1201.0,116.0,0.0,0.0,0.0
832a1afffffffff,627.0,112.0,0.0,0.0,0.0
832aa8fffffffff,403.0,80.0,0.0,0.0,0.0
832aa9fffffffff,6427.0,530.0,0.0,0.0,0.0
832aabfffffffff,41.0,0.0,0.0,0.0,0.0
832aadfffffffff,5836.0,353.0,0.0,0.0,0.0
832ac6fffffffff,1504.0,170.0,0.0,0.0,0.0
832ad0fffffffff,1823.0,47.0,0.0,0.0,0.0
832ad1fffffffff,2216.0,31.0,0.0,0.0,0.0
832ad3fffffffff,5702.0,70.0,0.0,0.0,0.0
832ad4fffffffff,71.0,0.0,0.0,0.0,0.0
832ad5fffffffff,3301.0,16.0,0.0,0.0,0.0
832af0fffffffff,5219.0,313.0,0.0,0.0,0.0
832af1fffffffff,8478.0,1103.0,0.0,0.0,0.0
832af2fffffffff,12.0,0.0,0.0,0.0,0.0
832af3fffffffff,2378.0,269.0,0.0,0.0,0.0
832af4fffffffff,20.0,0.0,0.0,0.0,0.0
832af6fffffffff,12119.0,0.0,0.0,0.0,0.0
834410fffffffff,19.0,2.0,0.0,0.0,0.0
834411fffffffff,5.0,0.0,0.0,0.0,0.0
834412fffffffff,3459.0,142.0,0.0,0.0,0.0
834413fffffffff,18444.0,535.0,0.0,0.0,0.0
834414fffffffff,1829.0,146.0,0.0,0.0,0.0
834415fffffffff,44.0,5.0,0.0,0.0,0.0
834416fffffffff,6471.0,1382.0,0.0,0.0,0.0
834418fffffffff,8.0,0.0,0.0,0.0,0.0
83441afffffffff,10515.0,790.0,0.0,0.0,0.0
83441bfffffffff,2199.0,27.0,0.0,0.0,0.0
83441efffffffff,19105.0,1075.0,0.0,0.0,0.0
834424fffffffff,653.0,0.0,0.0,0.0,0.0
834430fffffffff,92.0,0.0,0.0,7.0,0.0
834432fffffffff,1181.0,0.0,0.0,140.0,0.0
834434fffffffff,50.0,0.0,0.0,10.0,0.0
834436fffffffff,363.0,0.0,0.0,45.0,0.0
834442fffffffff,3.0,0.0,0.0,0.0,0.0
834444fffffffff,330.0,0.0,0.0,0.0,0.0
834445fffffffff,142.0,0.0,0.0,0.0,0.0
834446fffffffff,3782.0,0.0,0.0,0.0,0.0
834450fffffffff,14536.0,0.0,0.0,0.0,0.0
834452fffffffff,753.0,0.0,0.0,0.0,0.0
834454fffffffff,90.0,0.0,0.0,0.0,0.0
834455fffffffff,10575.0,0.0,0.0,0.0,0.0
834456fffffffff,3427.0,0.0,0.0,0.0,0.0
834461fffffffff,5.0,1.0,0.0,0.0,0.0
834463fffffffff,1199.0,0.0,0.0,0.0,0.0
834468fffffffff,3.0,0.0,0.0,0.0,0.0
83446cfffffffff,28902.0,1481.0,0.0,0.0,0.0
83446dfffffffff,38.0,0.0,0.0,0.0,0.0
83446efffffffff,7074.0,0.0,0.0,0.0,0.0
834470fffffffff,12.0,0.0,0.0,0.0,0.0
834471fffffffff,1505.0,0.0,0.0,0.0,0.0
834472fffffffff,73.0,0.0,0.0,0.0,0.0
834473fffffffff,7599.0,0.0,0.0,0.0,0.0
834484fffffffff,117.0,0.0,0.0,0.0,0.0
834485fffffffff,252.0,0.0,0.0,0.0,0.0
834486fffffffff,62.0,0.0,0.0,0.0,0.0
83448cfffffffff,1.0,0.0,0.0,0.0,0.0
83448dfffffffff,4.0,0.0,0.0,0.0,0.0
8344a0fffffffff,7.0,0.0,0.0,0.0,0.0
8344a1fffffffff,6457.0,412.0,0.0,0.0,0.0
8344a2fffffffff,47.0,0.0,0.0,0.0,0.0
8344a3fffffffff,224.0,0.0,0.0,0.0,0.0
8344a5fffffffff,2964.0,525.0,0.0,0.0,0.0
8344a6fffffffff,6.0,0.0,0.0,0.0,0.0
8344a8fffffffff,7719.0,604.0,0.0,0.0,0.0
8344a9fffffffff,671.0,24.0,0.0,0.0,0.0
8344aafffffffff,1.0,0.0,0.0,0.0,0.0
8344abfffffffff,7858.0,803.0,0.0,0.0,0.0
8344acfffffffff,884.0,69.0,0.0,0.0,0.0
8344adfffffffff,320.0,4.0,0.0,0.0,0.0
8344aefffffffff,3794.0,493.0,0.0,0.0,0.0
8344b0fffffffff,11.0,0.0,0.0,0.0,0.0
8344b1fffffffff,93.0,0.0,0.0,0.0,0.0
8344b2fffffffff,2.0,0.0,0.0,0.0,0.0
8344b5fffffffff,49.0,0.0,0.0,0.0,0.0
8344d0fffffffff,13031.0,128.0,0.0,0.0,0.0
8344d1fffffffff,5.0,0.0,0.0,0.0,0.0
8344d2fffffffff,2105.0,26.0,0.0,0.0,0.0
8344d3fffffffff,99.0,1.0,0.0,0.0,0.0
8344d4fffffffff,58.0,0.0,0.0,0.0,0.0
8344d5fffffffff,6708.0,46.0,0.0,0.0,0.0
8344e0fffffffff,1.0,0.0,0.0,0.0,0.0
8344e4fffffffff,2099.0,118.0,0.0,0.0,0.0
8344e5fffffffff,1915.0,0.0,0.0,0.0,0.0
8344e6fffffffff,5567.0,483.0,0.0,0.0,0.0
8344f0fffffffff,8834.0,1129.0,0.0,0.0,0.0
8344f2fffffffff,5.0,0.0,0.0,0.0,0.0
8344f3fffffffff,8829.0,0.0,0.0,0.0,0.0
8344f4fffffffff,339.0,9.0,0.0,0.0,0.0
8344f5fffffffff,33.0,2.0,0.0,0.0,0.0
8344f6fffffffff,6933.0,375.0,0.0,0.0,0.0
834501fffffffff,506.0,0.0,0.0,0.0,0.0
834505fffffffff,2761.0,23.0,0.0,0.0,0.0
834509fffffffff,1313.0,0.0,0.0,0.0,0.0
83450afffffffff,2049.0,0.0,0.0,0.0,0.0
83450bfffffffff,1636.0,0.0,0.0,0.0,0.0
83450cfffffffff,9.0,0.0,0.0,0.0,0.0
83450efffffffff,810.0,0.0,0.0,0.0,0.0
834519fffffffff,221.0,0.0,0.0,0.0,0.0
83451bfffffffff,18.0,0.0,0.0,0.0,0.0
83451dfffffffff,24.0,0.0,0.0,0.0,0.0
834520fffffffff,723.0,0.0,0.0,0.0,0.0
834521fffffffff,2941.0,0.0,0.0,0.0,0.0
834522fffffffff,1438.0,0.0,0.0,0.0,0.0
834523fffffffff,2011.0,31.0,0.0,0.0,0.0
834524fffffffff,70.0,0.0,0.0,0.0,0.0
834525fffffffff,63.0,0.0,0.0,0.0,0.0
834526fffffffff,89.0,0.0,0.0,0.0,0.0
834529fffffffff,9.0,0.0,0.0,0.0,0.0
83452afffffffff,252.0,0.0,0.0,0.0,0.0
83452cfffffffff,371.0,0.0,0.0,0.0,0.0
83452dfffffffff,5.0,0.0,0.0,0.0,0.0
83452efffffffff,92.0,0.0,0.0,0.0,0.0
834530fffffffff,41.0,0.0,0.0,0.0,0.0
834531fffffffff,1337.0,0.0,0.0,0.0,0.0
834532fffffffff,125.0,0.0,0.0,0.0,0.0
834533fffffffff,115.0,0.0,0.0,0.0,0.0
834549fffffffff,29.0,0.0,0.0,0.0,0.0
834550fffffffff,9.0,0.0,0.0,0.0,0.0
834554fffffffff,16.0,0.0,0.0,0.0,0.0
834556fffffffff,2.0,0.0,0.0,0.0,0.0
83455bfffffffff,1.0,0.0,0.0,0.0,0.0
834564fffffffff,21.0,1.0,0.0,0.0,0.0
834569fffffffff,57.0,0.0,0.0,0.0,0.0
83456dfffffffff,21.0,0.0,0.0,0.0,0.0
834572fffffffff,2613.0,19.0,0.0,0.0,0.0
834574fffffffff,68.0,4.0,0.0,0.0,0.0
834576fffffffff,253.0,47.0,0.0,0.0,0.0
834583fffffffff,57.0,0.0,0.0,0.0,0.0
834584fffffffff,39.0,0.0,0.0,0.0,0.0
834588fffffffff,148.0,0.0,0.0,10.0,0.0
834589fffffffff,32.0,0.0,0.0,1.0,0.0
83458afffffffff,6.0,0.0,0.0,0.0,0.0
83458cfffffffff,704.0,0.0,0.0,135.0,0.0
83458dfffffffff,22.0,0.0,0.0,5.0,0.0
83458efffffffff,285.0,0.0,0.0,34.0,0.0
834590fffffffff,48.0,0.0,0.0,2.0,0.0
834591fffffffff,1.0,0.0,0.0,0.0,0.0
834593fffffffff,15.0,0.0,0.0,0.0,0.0
834595fffffffff,8.0,0.0,0.0,5.0,0.0
834598fffffffff,2189.0,0.0,0.0,402.0,0.0
83459cfffffffff,28.0,0.0,0.0,0.0,0.0
83459dfffffffff,187.0,0.0,0.0,33.0,0.0
83459efffffffff,7.0,0.0,0.0,0.0,0.0
8345a3fffffffff,249.0,0.0,0.0,0.0,0.0
8345aefffffffff,42.0,0.0,0.0,0.0,0.0
8345b0fffffffff,58.0,0.0,0.0,0.0,0.0
8345b2fffffffff,1311.0,0.0,0.0,0.0,0.0
8345b3fffffffff,7.0,0.0,0.0,0.0,0.0
834800fffffffff,6.0,0.0,0.0,0.0,0.0
834801fffffffff,242.0,0.0,88.0,0.0,0.0
834802fffffffff,35.0,0.0,0.0,0.0,0.0
834803fffffffff,5.0,0.0,0.0,0.0,0.0
834805fffffffff,191.0,0.0,0.0,0.0,0.0
834806fffffffff,136.0,0.0,0.0,0.0,0.0
834808fffffffff,40.0,0.0,1.0,0.0,0.0
834809fffffffff,869.0,0.0,33.0,0.0,0.0
83480afffffffff,2.0,0.0,0.0,0.0,0.0
83480bfffffffff,168.0,0.0,8.0,0.0,0.0
83480cfffffffff,17.0,0.0,0.0,0.0,0.0
83480dfffffffff,487.0,0.0,0.0,0.0,0.0
83480efffffffff,172.0,0.0,5.0,0.0,0.0
83481dfffffffff,5.0,0.0,0.0,0.0,0.0
834823fffffffff,1020.0,0.0,0.0,0.0,0.0
834828fffffffff,46.0,0.0,0.0,0.0,0.0
834829fffffffff,139.0,0.0,0.0,0.0,0.0
83482afffffffff,1232.0,0.0,0.0,0.0,0.0
83482bfffffffff,142.0,0.0,0.0,0.0,0.0
83482efffffffff,272.0,0.0,0.0,0.0,0.0
834830fffffffff,159.0,0.0,9.0,0.0,0.0
834832fffffffff,51.0,0.0,2.0,0.0,0.0
834833fffffffff,1371.0,0.0,15.0,0.0,0.0
834834fffffffff,7.0,0.0,0.0,0.0,0.0
834836fffffffff,3180.0,0.0,47.0,0.0,0.0
834842fffffffff,2.0,0.0,0.0,0.0,0.0
834843fffffffff,281.0,0.0,0.0,0.0,0.0
834846fffffffff,197.0,0.0,0.0,0.0,0.0
83484afffffffff,2577.0,0.0,0.0,0.0,0.0
83484bfffffffff,23.0,0.0,0.0,0.0,0.0
834850fffffffff,80.0,0.0,3.0,0.0,0.0
834851fffffffff,25.0,0.0,0.0,0.0,0.0
834853fffffffff,4.0,0.0,0.0,0.0,0.0
834854fffffffff,54.0,0.0,8.0,0.0,0.0
834855fffffffff,144.0,0.0,0.0,0.0,0.0
834856fffffffff,701.0,0.0,116.0,0.0,0.0
834858fffffffff,122.0,0.0,0.0,0.0,0.0
834859fffffffff,84.0,0.0,0.0,0.0,0.0
83485bfffffffff,701.0,0.0,0.0,0.0,0.0
83485cfffffffff,144.0,0.0,0.0,0.0,0.0
83485dfffffffff,43.0,0.0,0.0,0.0,0.0
83485efffffffff,468.0,0.0,22.0,0.0,0.0
