cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
831280fffffffff,59.0,0.0,0.0,0.0
831284fffffffff,23.0,0.0,0.0,0.0
831286fffffffff,2.0,0.0,0.0,0.0
83128efffffffff,1.0,0.0,0.0,0.0
831299fffffffff,19.0,0.0,0.0,0.0
83129afffffffff,2.0,0.0,0.0,0.0
83129bfffffffff,69.0,0.0,0.0,0.0
83129dfffffffff,8.0,0.0,0.0,0.0
8312a2fffffffff,1.0,0.0,0.0,0.0
8312b0fffffffff,60.0,0.0,0.0,0.0
8312b4fffffffff,4.0,0.0,0.0,0.0
8312d2fffffffff,82.0,0.0,0.0,0.0
8312d6fffffffff,7.0,0.0,0.0,0.0
832680fffffffff,7.0,0.0,0.0,0.0
832681fffffffff,895.0,0.0,0.0,0.0
832682fffffffff,1.0,0.0,0.0,0.0
832683fffffffff,48.0,0.0,0.0,0.0
832685fffffffff,50.0,0.0,0.0,0.0
832688fffffffff,225.0,0.0,0.0,0.0
83268afffffffff,13.0,0.0,0.0,0.0
83268bfffffffff,35.0,0.0,0.0,0.0
83268cfffffffff,1480.0,0.0,0.0,0.0
83268efffffffff,41.0,0.0,0.0,0.0
832690fffffffff,38.0,0.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0,0.0
832698fffffffff,22.0,0.0,0.0,0.0
832699fffffffff,44.0,0.0,0.0,0.0
83269afffffffff,4.0,0.0,0.0,0.0
83269bfffffffff,6.0,0.0,0.0,0.0
83269cfffffffff,62.0,0.0,0.0,0.0
83269dfffffffff,47.0,0.0,0.0,0.0
83269efffffffff,7.0,0.0,0.0,0.0
8326aafffffffff,3.0,0.0,0.0,0.0
832800fffffffff,95.0,0.0,0.0,0.0
832802fffffffff,2704.0,0.0,0.0,0.0
832803fffffffff,237.0,0.0,0.0,0.0
832806fffffffff,875.0,0.0,0.0,0.0
832810fffffffff,196.0,0.0,0.0,0.0
832811fffffffff,1063.0,0.0,0.0,0.0
832812fffffffff,12.0,0.0,0.0,0.0
832813fffffffff,12.0,0.0,0.0,0.0
832814fffffffff,1767.0,0.0,0.0,0.0
832815fffffffff,230.0,0.0,0.0,0.0
832816fffffffff,8.0,0.0,0.0,0.0
832818fffffffff,413.0,0.0,0.0,0.0
832819fffffffff,232.0,0.0,0.0,0.0
83281afffffffff,190.0,0.0,0.0,0.0
83281bfffffffff,1172.0,0.0,0.0,0.0
83281cfffffffff,1144.0,2.0,0.0,0.0
83281dfffffffff,227.0,0.0,0.0,0.0
83281efffffffff,554.0,9.0,0.0,0.0
832830fffffffff,16354.0,392.0,0.0,0.0
832831fffffffff,1795.0,79.0,0.0,0.0
832832fffffffff,4974.0,0.0,0.0,0.0
832833fffffffff,146.0,0.0,0.0,0.0
832834fffffffff,21460.0,925.0,0.0,0.0
832835fffffffff,67.0,0.0,0.0,0.0
832836fffffffff,380.0,0.0,0.0,0.0
832889fffffffff,15.0,0.0,0.0,0.0
8328a9fffffffff,1.0,0.0,0.0,0.0
8328c2fffffffff,1030.0,0.0,0.0,0.0
8328c6fffffffff,742.0,0.0,0.0,0.0
8328cafffffffff,3.0,0.0,0.0,0.0
8328d0fffffffff,714.0,0.0,0.0,0.0
8328d1fffffffff,6358.0,0.0,0.0,0.0
8328d2fffffffff,4.0,0.0,0.0,0.0
8328d3fffffffff,262.0,0.0,0.0,0.0
8328d4fffffffff,888.0,0.0,0.0,0.0
8328d5fffffffff,10558.0,0.0,0.0,0.0
8328d6fffffffff,48.0,0.0,0.0,0.0
8328d8fffffffff,600.0,0.0,0.0,0.0
8328d9fffffffff,139.0,0.0,0.0,0.0
8328dafffffffff,118.0,0.0,0.0,0.0
8328dbfffffffff,11.0,0.0,0.0,0.0
8328dcfffffffff,2415.0,0.0,0.0,0.0
8328ddfffffffff,364.0,0.0,0.0,0.0
8328defffffffff,1943.0,0.0,0.0,0.0
8328e2fffffffff,9.0,0.0,0.0,0.0
