cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
8328f0fffffffff,6163.0,0.0,0.0,0.0
8328f1fffffffff,1284.0,0.0,0.0,0.0
8328f2fffffffff,237.0,0.0,0.0,0.0
8328f3fffffffff,1360.0,0.0,0.0,0.0
8328f4fffffffff,2190.0,0.0,0.0,0.0
8328f5fffffffff,3419.0,0.0,0.0,0.0
8328f6fffffffff,115.0,0.0,0.0,0.0
832912fffffffff,3328.0,0.0,0.0,0.0
832913fffffffff,351.0,0.0,0.0,0.0
83291afffffffff,3364.0,623.0,0.0,0.0
832980fffffffff,10.0,0.0,0.0,0.0
832984fffffffff,98.0,0.0,0.0,0.0
832986fffffffff,23.0,0.0,0.0,0.0
832989fffffffff,889.0,0.0,0.0,0.0
83298cfffffffff,32.0,0.0,0.0,0.0
83298dfffffffff,987.0,0.0,0.0,0.0
832990fffffffff,4.0,0.0,0.0,0.0
832991fffffffff,6.0,0.0,0.0,0.0
832992fffffffff,5.0,0.0,0.0,0.0
832994fffffffff,21.0,0.0,0.0,0.0
8329a0fffffffff,11529.0,2.0,0.0,0.0
8329a1fffffffff,16987.0,0.0,0.0,0.0
8329a3fffffffff,19.0,0.0,0.0,0.0
8329a4fffffffff,1966.0,0.0,0.0,0.0
8329a5fffffffff,212.0,0.0,0.0,0.0
8329a6fffffffff,1258.0,0.0,0.0,0.0
8329a8fffffffff,3.0,0.0,0.0,0.0
8329a9fffffffff,509.0,23.0,0.0,0.0
8329aafffffffff,202.0,0.0,0.0,0.0
8329abfffffffff,657.0,0.0,0.0,0.0
8329acfffffffff,3540.0,0.0,0.0,0.0
8329adfffffffff,2314.0,7.0,0.0,0.0
8329aefffffffff,488.0,0.0,0.0,0.0
8329b0fffffffff,49.0,0.0,0.0,0.0
8329b2fffffffff,299.0,0.0,0.0,0.0
8329b6fffffffff,139.0,0.0,0.0,0.0
834520fffffffff,6.0,0.0,0.0,0.0
834524fffffffff,455.0,0.0,0.0,0.0
834525fffffffff,68.0,0.0,0.0,0.0
834526fffffffff,54.0,0.0,0.0,0.0
834534fffffffff,9.0,0.0,0.0,0.0
834535fffffffff,89.0,0.0,0.0,0.0
834802fffffffff,6.0,0.0,0.0,0.0
834805fffffffff,202.0,0.0,150.0,0.0
834809fffffffff,1.0,0.0,0.0,0.0
83480afffffffff,11.0,0.0,0.0,0.0
834810fffffffff,3.0,0.0,0.0,0.0
834811fffffffff,1.0,0.0,0.0,0.0
834814fffffffff,69.0,0.0,0.0,0.0
834815fffffffff,1.0,0.0,0.0,0.0
834819fffffffff,27.0,0.0,0.0,0.0
83481bfffffffff,2.0,0.0,0.0,0.0
83481cfffffffff,8.0,0.0,0.0,0.0
83481dfffffffff,9.0,0.0,0.0,0.0
834823fffffffff,3.0,0.0,0.0,0.0
83482efffffffff,142.0,0.0,90.0,0.0
834832fffffffff,10.0,0.0,0.0,0.0
834833fffffffff,419.0,10.0,0.0,0.0
834836fffffffff,149.0,4.0,0.0,0.0
834859fffffffff,175.0,0.0,0.0,0.0
83488dfffffffff,2.0,0.0,0.0,0.0
8348a0fffffffff,24.0,0.0,0.0,0.0
8348a2fffffffff,537.0,0.0,0.0,0.0
8348a3fffffffff,2.0,0.0,0.0,0.0
8348a6fffffffff,67.0,0.0,0.0,0.0
8348abfffffffff,441.0,0.0,0.0,0.0
8348b5fffffffff,1.0,0.0,0.0,0.0
8348c0fffffffff,118.0,0.0,0.0,0.0
8348c1fffffffff,76.0,0.0,0.0,0.0
8348c2fffffffff,8.0,0.0,0.0,0.0
8348c3fffffffff,43.0,0.0,0.0,0.0
8348c4fffffffff,2.0,0.0,0.0,0.0
8348c5fffffffff,3837.0,0.0,0.0,0.0
8348c6fffffffff,3.0,0.0,0.0,0.0
8348c9fffffffff,371.0,0.0,0.0,0.0
8348cafffffffff,2.0,0.0,0.0,0.0
8348ccfffffffff,180.0,0.0,0.0,0.0
8348cdfffffffff,127.0,0.0,0.0,0.0
8348cefffffffff,5.0,0.0,0.0,0.0
8348d1fffffffff,46.0,0.0,0.0,0.0
8348d4fffffffff,28.0,0.0,0.0,0.0
8348d5fffffffff,85.0,0.0,0.0,0.0
8348d8fffffffff,802.0,0.0,0.0,0.0
8348d9fffffffff,5.0,0.0,0.0,0.0
8348dafffffffff,82.0,0.0,0.0,0.0
8348dbfffffffff,52.0,0.0,0.0,0.0
8348dcfffffffff,150.0,0.0,0.0,0.0
8348ddfffffffff,2.0,0.0,0.0,0.0
8348e0fffffffff,6.0,0.0,0.0,0.0
8348e2fffffffff,19.0,0.0,0.0,0.0
8348e3fffffffff,74.0,0.0,0.0,0.0
8348e4fffffffff,59.0,0.0,0.0,0.0
8348e6fffffffff,93.0,0.0,0.0,0.0
8348e8fffffffff,1133.0,0.0,0.0,0.0
8348eafffffffff,101.0,0.0,0.0,0.0
8348ebfffffffff,87.0,0.0,0.0,0.0
8348ecfffffffff,21.0,0.0,0.0,0.0
8348eefffffffff,1271.0,0.0,0.0,0.0
834980fffffffff,9.0,0.0,0.0,0.0
834982fffffffff,6.0,2.0,0.0,0.0
834983fffffffff,56.0,0.0,0.0,0.0
834985fffffffff,10.0,0.0,0.0,0.0
834986fffffffff,16.0,2.0,0.0,0.0
834988fffffffff,24.0,0.0,0.0,0.0
834989fffffffff,19.0,0.0,0.0,0.0
83498cfffffffff,3.0,0.0,0.0,0.0
83498dfffffffff,8.0,0.0,0.0,0.0
834990fffffffff,11.0,0.0,0.0,0.0
834991fffffffff,30.0,0.0,0.0,0.0
834994fffffffff,10.0,0.0,0.0,0.0
834995fffffffff,8.0,0.0,0.0,0.0
834996fffffffff,115.0,10.0,0.0,0.0
834998fffffffff,7.0,0.0,0.0,0.0
83499bfffffffff,11.0,0.0,0.0,0.0
83499cfffffffff,43.0,0.0,0.0,0.0
83499dfffffffff,8.0,0.0,0.0,0.0
83499efffffffff,1.0,0.0,0.0,0.0
8349a8fffffffff,116.0,19.0,0.0,0.0
8349a9fffffffff,20.0,1.0,0.0,0.0
8349aafffffffff,96.0,0.0,0.0,0.0
8349abfffffffff,29.0,0.0,0.0,0.0
8349b1fffffffff,64.0,0.0,0.0,0.0
8349b2fffffffff,10.0,0.0,0.0,0.0
8349b3fffffffff,61.0,1.0,0.0,0.0
8349b5fffffffff,7.0,0.0,0.0,0.0
8349b6fffffffff,1.0,0.0,0.0,0.0
835f48fffffffff,3.0,0.0,0.0,0.0
835f4afffffffff,1.0,0.0,0.0,0.0
835f4bfffffffff,12.0,0.0,0.0,0.0
835f68fffffffff,1.0,0.0,0.0,0.0
835f71fffffffff,15.0,0.0,0.0,0.0
835f75fffffffff,2.0,0.0,0.0,0.0
836601fffffffff,79.0,0.0,0.0,9.0
836608fffffffff,555.0,0.0,0.0,23.0
836609fffffffff,92.0,0.0,0.0,4.0
83660afffffffff,4.0,0.0,0.0,0.0
83660bfffffffff,966.0,0.0,0.0,20.0
83660cfffffffff,281.0,0.0,0.0,3.0
83660dfffffffff,110.0,0.0,0.0,4.0
836618fffffffff,1100.0,0.0,0.0,57.0
836619fffffffff,2099.0,0.0,0.0,20.0
83661bfffffffff,3640.0,0.0,0.0,235.0
83661cfffffffff,4.0,0.0,0.0,0.0
83661dfffffffff,404.0,0.0,0.0,14.0
836620fffffffff,2555.0,0.0,0.0,231.0
836621fffffffff,1401.0,0.0,0.0,175.0
836622fffffffff,26.0,0.0,0.0,5.0
836623fffffffff,129.0,0.0,0.0,42.0
836629fffffffff,266.0,0.0,0.0,21.0
83662bfffffffff,28.0,0.0,0.0,10.0
83662dfffffffff,7.0,0.0,0.0,0.0
83662efffffffff,35.0,0.0,0.0,0.0
836656fffffffff,4.0,0.0,0.0,0.0
8366a0fffffffff,10.0,0.0,0.0,0.0
8366a2fffffffff,40.0,0.0,0.0,0.0
8366b0fffffffff,10.0,0.0,0.0,0.0
8366b4fffffffff,7747.0,0.0,0.0,0.0
8366b5fffffffff,2143.0,0.0,0.0,186.0
8366b6fffffffff,1.0,0.0,0.0,0.0
8366c0fffffffff,145.0,0.0,0.0,0.0
8366c2fffffffff,660.0,0.0,0.0,21.0
8366c4fffffffff,242.0,0.0,0.0,0.0
8366c6fffffffff,1175.0,0.0,0.0,17.0
8366cefffffffff,1.0,0.0,0.0,0.0
8366d0fffffffff,154.0,0.0,0.0,30.0
8366d1fffffffff,156.0,0.0,0.0,11.0
8366d3fffffffff,3840.0,0.0,0.0,533.0
8366d5fffffffff,242.0,0.0,0.0,10.0
8366dafffffffff,34.0,0.0,0.0,9.0
8366defffffffff,1802.0,0.0,0.0,297.0
8366e0fffffffff,1663.0,0.0,0.0,85.0
8366e2fffffffff,257.0,0.0,0.0,0.0
8366e3fffffffff,13.0,0.0,0.0,0.0
8366e4fffffffff,2490.0,0.0,0.0,60.0
8366e5fffffffff,756.0,0.0,0.0,19.0
8366e6fffffffff,7124.0,0.0,0.0,267.0
8366eefffffffff,6.0,0.0,0.0,0.0
8366f0fffffffff,5.0,0.0,0.0,0.0
8366f1fffffffff,1304.0,0.0,0.0,36.0
8366f3fffffffff,19.0,0.0,0.0,0.0
8366f5fffffffff,1032.0,0.0,0.0,11.0
836741fffffffff,74.0,0.0,0.0,1.0
836743fffffffff,13.0,0.0,0.0,4.0
83674cfffffffff,1.0,0.0,0.0,0.0
83674efffffffff,94.0,0.0,0.0,3.0
83675afffffffff,72.0,0.0,0.0,10.0
83675cfffffffff,13.0,0.0,0.0,0.0
83675efffffffff,35.0,0.0,0.0,0.0
83679afffffffff,23.0,0.0,0.0,0.0
836d04fffffffff,3.0,0.0,0.0,0.0
836d05fffffffff,585.0,301.0,0.0,0.0
836d20fffffffff,77.0,4.0,0.0,0.0
836d21fffffffff,21.0,0.0,0.0,0.0
836d23fffffffff,154.0,58.0,0.0,0.0
836d28fffffffff,1371.0,0.0,0.0,0.0
836d29fffffffff,638.0,0.0,0.0,0.0
836d2afffffffff,234.0,22.0,0.0,0.0
836d2bfffffffff,1207.0,0.0,0.0,0.0
836d2cfffffffff,22.0,0.0,0.0,0.0
836d2dfffffffff,577.0,0.0,0.0,0.0
836d2efffffffff,24.0,0.0,0.0,0.0
836d30fffffffff,130.0,11.0,0.0,0.0
836d32fffffffff,720.0,104.0,0.0,0.0
836d33fffffffff,226.0,61.0,0.0,0.0
836d36fffffffff,3.0,0.0,0.0,0.0
836d60fffffffff,34.0,0.0,0.0,0.0
836d64fffffffff,505.0,0.0,0.0,0.0
836d65fffffffff,46.0,0.0,0.0,0.0
836d66fffffffff,302.0,0.0,0.0,0.0
836d68fffffffff,236.0,0.0,0.0,0.0
836d69fffffffff,3482.0,0.0,0.0,0.0
836d6dfffffffff,13.0,0.0,0.0,0.0
836d74fffffffff,25.0,0.0,0.0,0.0
838b20fffffffff,42.0,0.0,0.0,0.0
838b21fffffffff,55.0,0.0,0.0,0.0
838b22fffffffff,1.0,0.0,0.0,0.0
838b24fffffffff,3.0,0.0,0.0,0.0
838b25fffffffff,8.0,0.0,0.0,0.0
838b26fffffffff,4.0,0.0,0.0,0.0
838b2cfffffffff,203.0,0.0,0.0,0.0
838b2dfffffffff,29.0,0.0,0.0,0.0
838b60fffffffff,8.0,0.0,0.0,0.0
838b61fffffffff,941.0,0.0,0.0,85.0
838b62fffffffff,2.0,0.0,0.0,0.0
838b63fffffffff,2.0,0.0,0.0,0.0
838b66fffffffff,14.0,0.0,0.0,0.0
838b6cfffffffff,447.0,0.0,0.0,16.0
838b6dfffffffff,2.0,0.0,0.0,0.0
838b75fffffffff,23.0,0.0,0.0,0.0
838e60fffffffff,2.0,0.0,0.0,0.0
838e61fffffffff,26.0,0.0,0.0,0.0
838e64fffffffff,211.0,0.0,0.0,0.0
838e65fffffffff,113.0,0.0,0.0,0.0
838e66fffffffff,1.0,0.0,0.0,0.0
838e6cfffffffff,28.0,0.0,0.0,0.0
838e6dfffffffff,212.0,0.0,0.0,4.0
838f09fffffffff,2.0,0.0,0.0,0.0
838f0dfffffffff,172.0,0.0,0.0,26.0
838f29fffffffff,62.0,0.0,0.0,1.0
838f2bfffffffff,65.0,0.0,0.0,2.0
838f2dfffffffff,140.0,0.0,0.0,14.0
838f42fffffffff,67.0,0.0,0.0,4.0
838f43fffffffff,2.0,0.0,0.0,0.0
838f46fffffffff,375.0,0.0,0.0,33.0
838f4afffffffff,65.0,0.0,0.0,0.0
838f50fffffffff,69.0,0.0,0.0,0.0
838f51fffffffff,96.0,0.0,0.0,0.0
838f54fffffffff,230.0,0.0,0.0,0.0
838f55fffffffff,586.0,0.0,0.0,64.0
838f58fffffffff,36.0,0.0,0.0,0.0
838f59fffffffff,160.0,0.0,0.0,0.0
838f5bfffffffff,5.0,0.0,0.0,0.0
838f5cfffffffff,26.0,0.0,0.0,0.0
838f5dfffffffff,19.0,0.0,0.0,0.0
838f5efffffffff,1.0,0.0,0.0,0.0
838f70fffffffff,9.0,0.0,0.0,0.0
838f72fffffffff,1315.0,0.0,0.0,209.0
838f73fffffffff,301.0,0.0,0.0,35.0
838f74fffffffff,24.0,0.0,0.0,0.0
838f76fffffffff,587.0,0.0,0.0,73.0
83a841fffffffff,2.0,0.0,0.0,0.0
83b270fffffffff,4.0,0.0,0.0,0.0
83b274fffffffff,99.0,0.0,0.0,0.0
83b320fffffffff,22.0,0.0,0.0,0.0
83b321fffffffff,24.0,0.0,0.0,0.0
83b324fffffffff,36.0,0.0,0.0,0.0
83b325fffffffff,160.0,0.0,0.0,0.0
83b326fffffffff,3.0,0.0,0.0,0.0
83b342fffffffff,78.0,0.0,0.0,0.0
83b346fffffffff,10.0,0.0,0.0,0.0
83b351fffffffff,29.0,0.0,0.0,0.0
83b355fffffffff,1.0,0.0,0.0,0.0
83b35afffffffff,3.0,0.0,0.0,0.0
83b35bfffffffff,2.0,0.0,0.0,0.0
83b35cfffffffff,2.0,0.0,0.0,0.0
83b35efffffffff,15.0,0.0,0.0,0.0
