cell_id,Spinus magellanicus,Spinus magellanicus longirostris,Spinus magellanicus [capitalis Group],Spinus magellanicus [magellanicus Group]
835f29fffffffff,17.0,0.0,0.0,0.0
835f42fffffffff,2.0,0.0,0.0,0.0
835f70fffffffff,2.0,0.0,0.0,0.0
835f71fffffffff,14.0,0.0,0.0,0.0
835f74fffffffff,4.0,0.0,0.0,0.0
835f75fffffffff,13.0,0.0,0.0,0.0
836618fffffffff,1.0,0.0,0.0,0.0
836619fffffffff,46.0,0.0,0.0,0.0
83661bfffffffff,27.0,0.0,0.0,0.0
83661dfffffffff,12.0,0.0,0.0,0.0
8366c6fffffffff,10.0,0.0,0.0,0.0
8366d1fffffffff,88.0,0.0,0.0,0.0
8366d3fffffffff,2982.0,0.0,0.0,0.0
8366dafffffffff,7.0,0.0,0.0,0.0
8366defffffffff,807.0,0.0,0.0,0.0
8366e2fffffffff,7.0,0.0,0.0,0.0
8366e6fffffffff,754.0,0.0,0.0,0.0
8366f1fffffffff,13.0,0.0,0.0,0.0
8366f5fffffffff,25.0,0.0,0.0,0.0
838102fffffffff,19.0,0.0,0.0,0.0
838106fffffffff,3.0,0.0,0.0,0.0
838114fffffffff,2.0,0.0,0.0,0.0
838116fffffffff,1.0,0.0,0.0,0.0
838124fffffffff,52.0,0.0,0.0,0.0
838b20fffffffff,242.0,0.0,0.0,0.0
838b21fffffffff,105.0,0.0,0.0,0.0
838b22fffffffff,68.0,0.0,0.0,0.0
838b24fffffffff,31.0,0.0,0.0,0.0
838b25fffffffff,106.0,0.0,0.0,0.0
838b26fffffffff,6.0,0.0,0.0,0.0
838b2cfffffffff,441.0,0.0,0.0,0.0
838b2dfffffffff,5.0,0.0,0.0,0.0
838b36fffffffff,1.0,0.0,0.0,0.0
838b45fffffffff,2.0,0.0,0.0,0.0
838b46fffffffff,2.0,0.0,0.0,0.0
838b60fffffffff,6.0,0.0,0.0,0.0
838b61fffffffff,3450.0,0.0,0.0,0.0
838b63fffffffff,24.0,0.0,0.0,0.0
838b64fffffffff,7.0,0.0,0.0,0.0
838b65fffffffff,22.0,0.0,0.0,0.0
838b66fffffffff,4.0,0.0,0.0,0.0
838b6cfffffffff,298.0,0.0,0.0,0.0
838b6efffffffff,2.0,0.0,0.0,0.0
838b71fffffffff,4.0,0.0,0.0,0.0
838b74fffffffff,3.0,0.0,0.0,0.0
838b75fffffffff,11.0,0.0,0.0,0.0
838e44fffffffff,1.0,0.0,0.0,0.0
838e45fffffffff,46.0,0.0,0.0,0.0
838e4cfffffffff,5.0,0.0,0.0,0.0
838e60fffffffff,144.0,0.0,0.0,0.0
838e61fffffffff,34.0,0.0,0.0,0.0
838e62fffffffff,666.0,0.0,0.0,0.0
838e63fffffffff,12.0,0.0,0.0,0.0
838e64fffffffff,111.0,0.0,0.0,0.0
838e65fffffffff,48.0,0.0,0.0,0.0
838e66fffffffff,561.0,0.0,0.0,0.0
838e68fffffffff,8.0,0.0,0.0,0.0
838e69fffffffff,22.0,0.0,0.0,0.0
838e6afffffffff,21.0,0.0,0.0,0.0
838e6bfffffffff,6.0,0.0,0.0,0.0
838e6cfffffffff,48.0,0.0,0.0,0.0
838e6dfffffffff,407.0,0.0,0.0,0.0
838e6efffffffff,30.0,0.0,0.0,0.0
838e75fffffffff,155.0,0.0,0.0,0.0
838f09fffffffff,15.0,0.0,0.0,0.0
838f0dfffffffff,91.0,0.0,0.0,0.0
838f29fffffffff,117.0,0.0,0.0,0.0
838f2bfffffffff,16.0,0.0,0.0,0.0
838f2dfffffffff,162.0,0.0,0.0,0.0
838f42fffffffff,47.0,0.0,0.0,0.0
838f46fffffffff,24.0,0.0,0.0,0.0
838f4afffffffff,11.0,0.0,0.0,0.0
838f50fffffffff,164.0,0.0,0.0,0.0
838f51fffffffff,440.0,0.0,0.0,0.0
838f53fffffffff,18.0,0.0,0.0,0.0
838f54fffffffff,213.0,0.0,0.0,0.0
838f55fffffffff,528.0,0.0,0.0,0.0
838f56fffffffff,13.0,0.0,0.0,0.0
838f58fffffffff,204.0,0.0,0.0,0.0
838f59fffffffff,171.0,0.0,0.0,0.0
838f5afffffffff,2.0,0.0,0.0,0.0
838f5bfffffffff,57.0,0.0,0.0,0.0
838f5cfffffffff,41.0,0.0,0.0,0.0
838f5dfffffffff,8.0,0.0,0.0,0.0
838f5efffffffff,33.0,0.0,0.0,0.0
838f72fffffffff,94.0,0.0,0.0,0.0
838f73fffffffff,35.0,0.0,0.0,0.0
838f74fffffffff,2.0,0.0,0.0,0.0
838f76fffffffff,452.0,0.0,0.0,0.0
83a800fffffffff,28.0,0.0,0.0,0.0
83a801fffffffff,10.0,0.0,0.0,0.0
83a802fffffffff,19.0,0.0,0.0,0.0
83a803fffffffff,5.0,0.0,0.0,0.0
83a804fffffffff,115.0,0.0,0.0,0.0
83a805fffffffff,21.0,0.0,0.0,0.0
83a806fffffffff,230.0,0.0,0.0,0.0
83a810fffffffff,975.0,0.0,0.0,0.0
83a811fffffffff,50.0,0.0,0.0,0.0
83a812fffffffff,498.0,0.0,0.0,0.0
83a813fffffffff,287.0,0.0,0.0,0.0
83a814fffffffff,4.0,0.0,0.0,0.0
83a815fffffffff,127.0,0.0,0.0,0.0
83a818fffffffff,3.0,0.0,0.0,0.0
83a81cfffffffff,129.0,0.0,0.0,0.0
83a81efffffffff,506.0,0.0,0.0,0.0
83a820fffffffff,6.0,0.0,0.0,0.0
83a821fffffffff,30.0,0.0,0.0,0.0
83a822fffffffff,49.0,0.0,0.0,0.0
83a823fffffffff,23.0,0.0,0.0,0.0
83a824fffffffff,146.0,0.0,0.0,0.0
83a825fffffffff,46.0,0.0,0.0,0.0
83a826fffffffff,19.0,0.0,0.0,0.0
83a82cfffffffff,15.0,0.0,0.0,0.0
83a82dfffffffff,1.0,0.0,0.0,0.0
83a82efffffffff,28.0,0.0,0.0,0.0
83a831fffffffff,276.0,0.0,0.0,0.0
83a833fffffffff,15.0,0.0,0.0,0.0
83a835fffffffff,79.0,0.0,0.0,0.0
83a840fffffffff,2.0,0.0,0.0,0.0
83a844fffffffff,1.0,0.0,0.0,0.0
83a845fffffffff,2.0,0.0,0.0,0.0
83a846fffffffff,1.0,0.0,0.0,0.0
