cell_id,Spinus magellanicus,Spinus magellanicus longirostris,Spinus magellanicus [capitalis Group],Spinus magellanicus [magellanicus Group]
83a85dfffffffff,6.0,0.0,0.0,0.0
83a860fffffffff,15.0,0.0,0.0,0.0
83a865fffffffff,4.0,0.0,0.0,0.0
83a866fffffffff,5.0,0.0,0.0,0.0
83a86efffffffff,6.0,0.0,0.0,0.0
83a875fffffffff,2.0,0.0,0.0,0.0
83a880fffffffff,9.0,0.0,0.0,0.0
83a881fffffffff,87.0,0.0,0.0,0.0
83a882fffffffff,36.0,0.0,0.0,0.0
83a883fffffffff,2.0,0.0,0.0,0.0
83a884fffffffff,115.0,0.0,0.0,0.0
83a885fffffffff,4.0,0.0,0.0,0.0
83a886fffffffff,2.0,0.0,0.0,0.0
83a88afffffffff,10.0,0.0,0.0,0.0
83a88dfffffffff,1.0,0.0,0.0,0.0
83a88efffffffff,44.0,0.0,0.0,0.0
83a891fffffffff,3.0,0.0,0.0,0.0
83a895fffffffff,2.0,0.0,0.0,0.0
83a8a0fffffffff,2.0,0.0,0.0,0.0
83a8a1fffffffff,521.0,0.0,0.0,0.0
83a8a2fffffffff,149.0,0.0,0.0,0.0
83a8a3fffffffff,88.0,0.0,0.0,0.0
83a8a5fffffffff,7.0,0.0,0.0,0.0
83a8a8fffffffff,13.0,0.0,0.0,0.0
83a8a9fffffffff,199.0,0.0,0.0,0.0
83a8aafffffffff,19.0,0.0,0.0,0.0
83a8abfffffffff,3.0,0.0,0.0,0.0
83a8acfffffffff,193.0,0.0,0.0,0.0
83a8adfffffffff,33.0,0.0,0.0,0.0
83a8aefffffffff,110.0,0.0,0.0,0.0
83a8c2fffffffff,7.0,0.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0,0.0
83a8d1fffffffff,5.0,0.0,0.0,0.0
83a8defffffffff,26.0,0.0,0.0,0.0
83a8f4fffffffff,7.0,0.0,0.0,0.0
83a8f5fffffffff,2.0,0.0,0.0,0.0
83a901fffffffff,4.0,0.0,0.0,0.0
83a903fffffffff,4.0,0.0,0.0,0.0
83a905fffffffff,68.0,0.0,0.0,0.0
83a908fffffffff,17.0,0.0,0.0,0.0
83a909fffffffff,44.0,0.0,0.0,0.0
83a90afffffffff,28.0,0.0,0.0,0.0
83a90bfffffffff,4.0,0.0,0.0,0.0
83a90cfffffffff,11.0,0.0,0.0,0.0
83a90dfffffffff,2.0,0.0,0.0,0.0
83a90efffffffff,109.0,0.0,0.0,0.0
83a918fffffffff,11.0,0.0,0.0,0.0
83a919fffffffff,179.0,0.0,0.0,0.0
83a91bfffffffff,96.0,0.0,0.0,0.0
83a91dfffffffff,181.0,0.0,0.0,0.0
83a921fffffffff,12.0,0.0,0.0,0.0
83a928fffffffff,6.0,0.0,0.0,0.0
83a929fffffffff,10.0,0.0,0.0,0.0
83a92afffffffff,8.0,0.0,0.0,0.0
83a92bfffffffff,6.0,0.0,0.0,0.0
83a92cfffffffff,347.0,0.0,0.0,0.0
83a92dfffffffff,62.0,0.0,0.0,0.0
83a92efffffffff,101.0,0.0,0.0,0.0
83a940fffffffff,18.0,0.0,0.0,0.0
83a941fffffffff,511.0,0.0,0.0,0.0
83a942fffffffff,65.0,0.0,0.0,0.0
83a943fffffffff,32.0,0.0,0.0,0.0
83a944fffffffff,230.0,0.0,0.0,0.0
83a945fffffffff,87.0,0.0,0.0,0.0
83a946fffffffff,760.0,0.0,0.0,0.0
83a948fffffffff,2.0,0.0,0.0,0.0
83a949fffffffff,2.0,0.0,0.0,0.0
83a94afffffffff,8.0,0.0,0.0,0.0
83a94bfffffffff,8.0,0.0,0.0,0.0
83a94cfffffffff,40.0,0.0,0.0,0.0
83a94dfffffffff,6.0,0.0,0.0,0.0
83a94efffffffff,1109.0,0.0,0.0,0.0
83a950fffffffff,108.0,0.0,0.0,0.0
83a951fffffffff,45.0,0.0,0.0,0.0
83a952fffffffff,72.0,0.0,0.0,0.0
83a953fffffffff,105.0,0.0,0.0,0.0
83a954fffffffff,3.0,0.0,0.0,0.0
83a955fffffffff,78.0,0.0,0.0,0.0
83a959fffffffff,8.0,0.0,0.0,0.0
83a95afffffffff,11.0,0.0,0.0,0.0
83a95bfffffffff,3.0,0.0,0.0,0.0
83a95cfffffffff,17.0,0.0,0.0,0.0
83a95dfffffffff,36.0,0.0,0.0,0.0
83a95efffffffff,68.0,0.0,0.0,0.0
83a960fffffffff,11.0,0.0,0.0,0.0
83a961fffffffff,68.0,0.0,0.0,0.0
83a962fffffffff,289.0,0.0,0.0,0.0
83a963fffffffff,40.0,0.0,0.0,0.0
83a964fffffffff,55.0,0.0,0.0,0.0
83a965fffffffff,6.0,0.0,0.0,0.0
83a966fffffffff,6.0,0.0,0.0,0.0
83a968fffffffff,21.0,0.0,0.0,0.0
83a96afffffffff,223.0,0.0,0.0,0.0
83a96bfffffffff,15.0,0.0,0.0,0.0
83a96cfffffffff,3.0,0.0,0.0,0.0
83a96efffffffff,144.0,0.0,0.0,0.0
83a971fffffffff,151.0,0.0,0.0,0.0
83a972fffffffff,2.0,0.0,0.0,0.0
83a973fffffffff,16.0,0.0,0.0,0.0
83a974fffffffff,23.0,0.0,0.0,0.0
83a975fffffffff,27.0,0.0,0.0,0.0
83a976fffffffff,21.0,0.0,0.0,0.0
83b209fffffffff,34.0,0.0,0.0,0.0
83b20bfffffffff,15.0,0.0,0.0,0.0
83b20cfffffffff,2.0,0.0,0.0,0.0
83b20dfffffffff,8.0,0.0,0.0,0.0
83b229fffffffff,6.0,0.0,0.0,0.0
83b22bfffffffff,6.0,0.0,0.0,0.0
83b22dfffffffff,9.0,0.0,0.0,0.0
83b240fffffffff,27.0,0.0,0.0,0.0
83b241fffffffff,70.0,0.0,0.0,0.0
83b242fffffffff,75.0,0.0,0.0,0.0
83b243fffffffff,311.0,0.0,0.0,0.0
83b244fffffffff,6.0,0.0,0.0,0.0
83b245fffffffff,2.0,0.0,0.0,0.0
83b246fffffffff,20.0,0.0,0.0,0.0
83b248fffffffff,3.0,0.0,0.0,0.0
83b249fffffffff,4.0,0.0,0.0,0.0
83b24afffffffff,73.0,0.0,0.0,0.0
83b24bfffffffff,14.0,0.0,0.0,0.0
83b24cfffffffff,2.0,0.0,0.0,0.0
83b24dfffffffff,31.0,0.0,0.0,0.0
83b24efffffffff,35.0,0.0,0.0,0.0
83b250fffffffff,2.0,0.0,0.0,0.0
83b251fffffffff,25.0,0.0,0.0,0.0
83b252fffffffff,36.0,0.0,0.0,0.0
83b253fffffffff,1.0,0.0,0.0,0.0
83b254fffffffff,3.0,0.0,0.0,0.0
83b255fffffffff,3.0,0.0,0.0,0.0
83b256fffffffff,9.0,0.0,0.0,0.0
83b258fffffffff,184.0,0.0,0.0,0.0
83b259fffffffff,134.0,0.0,0.0,0.0
83b25afffffffff,26.0,0.0,0.0,0.0
83b25bfffffffff,50.0,0.0,0.0,0.0
83b25cfffffffff,326.0,0.0,0.0,0.0
83b25dfffffffff,208.0,0.0,0.0,0.0
83b25efffffffff,154.0,0.0,0.0,0.0
83b263fffffffff,1.0,0.0,0.0,0.0
83b268fffffffff,41.0,0.0,0.0,0.0
83b269fffffffff,47.0,0.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0,0.0
83b26dfffffffff,58.0,0.0,0.0,0.0
83b26efffffffff,2.0,0.0,0.0,0.0
83b270fffffffff,178.0,0.0,0.0,0.0
83b271fffffffff,3.0,0.0,0.0,0.0
83b272fffffffff,30.0,0.0,0.0,0.0
83b274fffffffff,253.0,0.0,0.0,0.0
83b275fffffffff,10.0,0.0,0.0,0.0
83b276fffffffff,24.0,0.0,0.0,0.0
83b2c8fffffffff,28.0,0.0,0.0,0.0
83b2ccfffffffff,2.0,0.0,0.0,0.0
83b2cdfffffffff,4.0,0.0,0.0,0.0
83b2cefffffffff,7.0,0.0,0.0,0.0
83b2e1fffffffff,47.0,0.0,0.0,0.0
83b2e3fffffffff,2.0,0.0,0.0,0.0
83b2e5fffffffff,3.0,0.0,0.0,0.0
83b2e8fffffffff,92.0,0.0,0.0,0.0
83b2e9fffffffff,22.0,0.0,0.0,0.0
83b2eafffffffff,12.0,0.0,0.0,0.0
83b2ebfffffffff,21.0,0.0,0.0,0.0
83b2ecfffffffff,86.0,0.0,0.0,0.0
83b2edfffffffff,10.0,0.0,0.0,0.0
83b2eefffffffff,308.0,0.0,0.0,0.0
83b300fffffffff,122.0,0.0,0.0,0.0
83b301fffffffff,85.0,0.0,0.0,0.0
83b304fffffffff,730.0,0.0,0.0,0.0
83b305fffffffff,912.0,0.0,0.0,0.0
83b30efffffffff,4.0,0.0,0.0,0.0
83b320fffffffff,6.0,0.0,0.0,0.0
83b321fffffffff,25.0,0.0,0.0,0.0
83b322fffffffff,8.0,0.0,0.0,0.0
83b323fffffffff,5.0,0.0,0.0,0.0
83b324fffffffff,8.0,0.0,0.0,0.0
83b325fffffffff,21.0,0.0,0.0,0.0
83b326fffffffff,9.0,0.0,0.0,0.0
83b32cfffffffff,34.0,0.0,0.0,0.0
83b32dfffffffff,18.0,0.0,0.0,0.0
83b330fffffffff,102.0,0.0,0.0,0.0
83b331fffffffff,20.0,0.0,0.0,0.0
83b334fffffffff,91.0,0.0,0.0,0.0
83b335fffffffff,256.0,0.0,0.0,0.0
83b336fffffffff,17.0,0.0,0.0,0.0
83b340fffffffff,9.0,0.0,0.0,0.0
83b341fffffffff,1.0,0.0,0.0,0.0
83b342fffffffff,289.0,0.0,0.0,0.0
83b343fffffffff,12.0,0.0,0.0,0.0
83b344fffffffff,10.0,0.0,0.0,0.0
83b346fffffffff,50.0,0.0,0.0,0.0
83b348fffffffff,4.0,0.0,0.0,0.0
83b349fffffffff,2.0,0.0,0.0,0.0
83b34afffffffff,2.0,0.0,0.0,0.0
83b34bfffffffff,5.0,0.0,0.0,0.0
83b34cfffffffff,6.0,0.0,0.0,0.0
83b34dfffffffff,28.0,0.0,0.0,0.0
83b34efffffffff,3.0,0.0,0.0,0.0
83b350fffffffff,2.0,0.0,0.0,0.0
83b351fffffffff,750.0,0.0,0.0,0.0
83b353fffffffff,3.0,0.0,0.0,0.0
83b354fffffffff,7.0,0.0,0.0,0.0
83b355fffffffff,220.0,0.0,0.0,0.0
83b358fffffffff,85.0,0.0,0.0,0.0
83b35afffffffff,249.0,0.0,0.0,0.0
83b35bfffffffff,193.0,0.0,0.0,0.0
83b35cfffffffff,308.0,0.0,0.0,0.0
83b35dfffffffff,13.0,0.0,0.0,0.0
83b35efffffffff,1076.0,0.0,0.0,0.0
83b362fffffffff,28.0,0.0,0.0,0.0
83b363fffffffff,2.0,0.0,0.0,0.0
83b365fffffffff,2.0,0.0,0.0,0.0
83b366fffffffff,50.0,0.0,0.0,0.0
83b368fffffffff,6.0,0.0,0.0,0.0
83b369fffffffff,6.0,0.0,0.0,0.0
83b36dfffffffff,28.0,0.0,0.0,0.0
83b371fffffffff,5.0,0.0,0.0,0.0
83b373fffffffff,151.0,0.0,0.0,0.0
83c203fffffffff,128.0,0.0,0.0,0.0
83c205fffffffff,172.0,0.0,0.0,0.0
83c218fffffffff,59.0,0.0,0.0,0.0
83c219fffffffff,25.0,0.0,0.0,0.0
83c21bfffffffff,366.0,0.0,0.0,0.0
83c21dfffffffff,377.0,0.0,0.0,0.0
83c221fffffffff,63.0,0.0,0.0,0.0
83c228fffffffff,41.0,0.0,0.0,0.0
83c229fffffffff,2.0,0.0,0.0,0.0
83c22afffffffff,231.0,0.0,0.0,0.0
83c22bfffffffff,6.0,0.0,0.0,0.0
83c22cfffffffff,60.0,0.0,0.0,0.0
83c22dfffffffff,9.0,0.0,0.0,0.0
83c22efffffffff,77.0,0.0,0.0,0.0
83c289fffffffff,6.0,0.0,0.0,0.0
83c2c0fffffffff,44.0,0.0,0.0,0.0
83c2c1fffffffff,365.0,0.0,0.0,0.0
83c2c2fffffffff,58.0,0.0,0.0,0.0
83c2c3fffffffff,32.0,0.0,0.0,0.0
83c2c4fffffffff,143.0,0.0,0.0,0.0
83c2c5fffffffff,1396.0,0.0,0.0,0.0
83c2c6fffffffff,198.0,0.0,0.0,0.0
83c2c8fffffffff,19.0,0.0,0.0,0.0
83c2c9fffffffff,92.0,0.0,0.0,0.0
83c2cafffffffff,119.0,0.0,0.0,0.0
83c2cbfffffffff,45.0,0.0,0.0,0.0
83c2ccfffffffff,33.0,0.0,0.0,0.0
83c2cdfffffffff,288.0,0.0,0.0,0.0
83c2cefffffffff,203.0,0.0,0.0,0.0
83c2d0fffffffff,136.0,0.0,0.0,0.0
83c2d1fffffffff,12.0,0.0,0.0,0.0
83c2d2fffffffff,23.0,0.0,0.0,0.0
83c2d3fffffffff,107.0,0.0,0.0,0.0
83c2d4fffffffff,226.0,0.0,0.0,0.0
83c2d5fffffffff,43.0,0.0,0.0,0.0
83c2d6fffffffff,117.0,0.0,0.0,0.0
83c2d8fffffffff,153.0,0.0,0.0,0.0
83c2d9fffffffff,83.0,0.0,0.0,0.0
83c2dafffffffff,10.0,0.0,0.0,0.0
83c2dbfffffffff,11.0,0.0,0.0,0.0
83c2dcfffffffff,4.0,0.0,0.0,0.0
83c2ddfffffffff,15.0,0.0,0.0,0.0
83c2defffffffff,4.0,0.0,0.0,0.0
83c2e0fffffffff,201.0,0.0,0.0,0.0
83c2e1fffffffff,170.0,0.0,0.0,0.0
83c2e2fffffffff,1242.0,0.0,0.0,0.0
83c2e3fffffffff,5590.0,0.0,0.0,0.0
83c2e4fffffffff,6.0,0.0,0.0,0.0
83c2e5fffffffff,16.0,0.0,0.0,0.0
83c2e6fffffffff,84.0,0.0,0.0,0.0
83c2e8fffffffff,70.0,0.0,0.0,0.0
83c2e9fffffffff,21.0,0.0,0.0,0.0
83c2eafffffffff,125.0,0.0,0.0,0.0
83c2ebfffffffff,43.0,0.0,0.0,0.0
83c2ecfffffffff,49.0,0.0,0.0,0.0
83c2edfffffffff,2.0,0.0,0.0,0.0
83c2eefffffffff,492.0,0.0,0.0,0.0
83c2f1fffffffff,708.0,0.0,0.0,0.0
83c2f2fffffffff,383.0,0.0,0.0,0.0
83c2f3fffffffff,928.0,0.0,0.0,0.0
83c308fffffffff,11.0,0.0,0.0,0.0
83c309fffffffff,8.0,0.0,0.0,0.0
83c30bfffffffff,6.0,0.0,0.0,0.0
83c329fffffffff,136.0,0.0,0.0,0.0
83c340fffffffff,140.0,0.0,0.0,0.0
83c341fffffffff,11.0,0.0,0.0,0.0
83c342fffffffff,7.0,0.0,0.0,0.0
83c343fffffffff,27.0,0.0,0.0,0.0
83c344fffffffff,7.0,0.0,0.0,0.0
83c345fffffffff,45.0,0.0,0.0,0.0
83c346fffffffff,9.0,0.0,0.0,0.0
83c348fffffffff,6.0,0.0,0.0,0.0
83c349fffffffff,9.0,0.0,0.0,0.0
83c34bfffffffff,9.0,0.0,0.0,0.0
83c34cfffffffff,7.0,0.0,0.0,0.0
83c34dfffffffff,7.0,0.0,0.0,0.0
83c34efffffffff,16.0,0.0,0.0,0.0
83c350fffffffff,121.0,0.0,0.0,0.0
83c351fffffffff,40.0,0.0,0.0,0.0
83c352fffffffff,4.0,0.0,0.0,0.0
83c353fffffffff,84.0,0.0,0.0,0.0
83c354fffffffff,45.0,0.0,0.0,0.0
83c355fffffffff,27.0,0.0,0.0,0.0
83c356fffffffff,117.0,0.0,0.0,0.0
83c358fffffffff,2.0,0.0,0.0,0.0
83c35afffffffff,18.0,0.0,0.0,0.0
83c35cfffffffff,5.0,0.0,0.0,0.0
83c35efffffffff,1.0,0.0,0.0,0.0
83c360fffffffff,23.0,0.0,0.0,0.0
83c361fffffffff,2.0,0.0,0.0,0.0
83c362fffffffff,2.0,0.0,0.0,0.0
83c366fffffffff,10.0,0.0,0.0,0.0
83c368fffffffff,3.0,0.0,0.0,0.0
83c36afffffffff,4.0,0.0,0.0,0.0
83c36bfffffffff,6.0,0.0,0.0,0.0
83c36cfffffffff,4.0,0.0,0.0,0.0
83c36dfffffffff,8.0,0.0,0.0,0.0
83c36efffffffff,6.0,0.0,0.0,0.0
83c370fffffffff,10.0,0.0,0.0,0.0
83c371fffffffff,124.0,0.0,0.0,0.0
83c373fffffffff,52.0,0.0,0.0,0.0
83c375fffffffff,5.0,0.0,0.0,0.0
83c376fffffffff,32.0,0.0,0.0,0.0
83ce93fffffffff,16.0,0.0,0.0,0.0
83ce9bfffffffff,2.0,0.0,0.0,0.0
83ce9dfffffffff,3.0,0.0,0.0,0.0
