cell_id,Ptilinopus porphyraceus,Ptilinopus porphyraceus porphyraceus,Ptilinopus porphyraceus fasciatus
829a07fffffffff,128.0,0.0,0.0
829a0ffffffffff,3.0,0.0,0.0
829a17fffffffff,116.0,0.0,18.0
829a77fffffffff,5.0,0.0,0.0
829b07fffffffff,1.0,0.0,0.0
829b0ffffffffff,2.0,0.0,0.0
829b1ffffffffff,8.0,1.0,0.0
829b4ffffffffff,6.0,0.0,0.0
829b5ffffffffff,1.0,0.0,0.0
829b77fffffffff,2.0,0.0,0.0
829b8ffffffffff,23.0,0.0,0.0
829baffffffffff,8.0,0.0,0.0
