cell_id,Sitta carolinensis,Sitta carolinensis carolinensis,Sitta carolinensis [lagunae Group],Sitta carolinensis aculeata/alexandrae
840edb9ffffffff,1.0,0.0,0.0,0.0
84120a5ffffffff,2.0,0.0,0.0,0.0
84120b7ffffffff,2.0,0.0,0.0,0.0
8412185ffffffff,1.0,0.0,0.0,0.0
84121a7ffffffff,2.0,0.0,0.0,0.0
84121a9ffffffff,2.0,0.0,0.0,0.0
84121abffffffff,15.0,0.0,0.0,0.0
84121adffffffff,3.0,0.0,0.0,0.0
84121b1ffffffff,1.0,0.0,0.0,0.0
84121bbffffffff,14.0,0.0,0.0,0.0
84121bdffffffff,4.0,0.0,0.0,0.0
84121e3ffffffff,13.0,0.0,0.0,0.0
8412433ffffffff,2.0,0.0,0.0,0.0
841243bffffffff,2.0,0.0,0.0,0.0
841249dffffffff,6.0,0.0,0.0,0.0
84124a5ffffffff,3.0,0.0,0.0,0.0
84124a9ffffffff,1.0,0.0,0.0,0.0
84124adffffffff,6.0,0.0,0.0,0.0
84124b7ffffffff,2.0,0.0,0.0,0.0
84124bbffffffff,2.0,0.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0,0.0
84124dbffffffff,1.0,0.0,0.0,0.0
84124e5ffffffff,15.0,0.0,0.0,0.0
84124e7ffffffff,3.0,0.0,0.0,0.0
8412505ffffffff,72.0,0.0,0.0,0.0
8412511ffffffff,8.0,2.0,0.0,0.0
8412513ffffffff,1.0,0.0,0.0,0.0
8412515ffffffff,247.0,154.0,0.0,0.0
841251dffffffff,9.0,0.0,0.0,0.0
8412521ffffffff,25.0,0.0,0.0,0.0
8412523ffffffff,46.0,2.0,0.0,0.0
8412525ffffffff,34.0,2.0,0.0,0.0
8412527ffffffff,126.0,12.0,0.0,0.0
841252bffffffff,1.0,0.0,0.0,0.0
841252dffffffff,10.0,0.0,0.0,0.0
8412531ffffffff,2.0,0.0,0.0,0.0
8412535ffffffff,6.0,0.0,0.0,0.0
