cell_id,Elaenia fallax,Elaenia fallax fallax,Elaenia fallax cherriei
8345b2fffffffff,43.0,1.0,0.0
834c88fffffffff,1.0,0.0,0.0
834c89fffffffff,18.0,0.0,1.0
834c8bfffffffff,1.0,0.0,0.0
834cd0fffffffff,6.0,0.0,0.0
834cd2fffffffff,87.0,0.0,18.0
834cd4fffffffff,177.0,0.0,40.0
834cd6fffffffff,10.0,0.0,0.0
836725fffffffff,482.0,0.0,106.0
836726fffffffff,14.0,0.0,0.0
836730fffffffff,14.0,0.0,0.0
836732fffffffff,188.0,27.0,0.0
836736fffffffff,10.0,0.0,0.0
