cell_id,Zonotrichia leucophrys,Zonotrichia leucophrys leucophrys,Zonotrichia leucophrys oriantha,Zonotrichia leucophrys gambelii,Zonotrichia leucophrys nuttalli,Zonotrichia leucophrys pugetensis,Zonotrichia leucophrys leucophrys/oriantha,Zonotrichia leucophrys nuttalli/pugetensis
8402cadffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c015ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c021ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c02dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c033ffffffff,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
840c037ffffffff,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
840c03bffffffff,77.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
840c04bffffffff,53.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0
840c051ffffffff,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
840c061ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c063ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c067ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c0b1ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c0b3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,2481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c149ffffffff,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c14bffffffff,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c14dffffffff,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c15dffffffff,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c185ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c1b1ffffffff,59.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c1b5ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c209ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c217ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c231ffffffff,88.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0
840c241ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c24dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c251ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c257ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c265ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c297ffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c29bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c2a9ffffffff,78.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
840c2cdffffffff,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c2d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c2dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c305ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c309ffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c323ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
840c343ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c347ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
840c34bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c35bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,187.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
840c425ffffffff,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
840c427ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,172.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
840c441ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c44bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840c461ffffffff,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
840c465ffffffff,46.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c467ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c469ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c501ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c50bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,229.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
840c521ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c52dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,329.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0
840c551ffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c55dffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c567ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c609ffffffff,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
840c60dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c617ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,70.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
840c623ffffffff,28.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
840c625ffffffff,37.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
840c629ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c62bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c62dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c631ffffffff,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
840c639ffffffff,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c63bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c63dffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c641ffffffff,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
840c645ffffffff,17.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
840c647ffffffff,22.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
840c649ffffffff,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
840c64bffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
840c651ffffffff,20.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
840c657ffffffff,48.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
840c659ffffffff,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840c65bffffffff,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
840c65dffffffff,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
840c661ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c663ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,562.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0
840c667ffffffff,34.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
840c66dffffffff,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
840c69bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c6a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,182.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0
