cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
83c21bfffffffff,73.0,0.0,0.0
83c21dfffffffff,17.0,0.0,0.0
83c221fffffffff,4.0,0.0,0.0
83c228fffffffff,1.0,0.0,0.0
83c229fffffffff,4.0,0.0,0.0
83c22afffffffff,12.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0
83c2c1fffffffff,136.0,0.0,0.0
83c2c2fffffffff,59.0,0.0,0.0
83c2c3fffffffff,8.0,0.0,0.0
83c2c4fffffffff,27.0,0.0,0.0
83c2c5fffffffff,946.0,0.0,0.0
83c2c6fffffffff,75.0,0.0,0.0
83c2c8fffffffff,4.0,0.0,0.0
83c2c9fffffffff,107.0,0.0,0.0
83c2cafffffffff,205.0,0.0,0.0
83c2cbfffffffff,145.0,0.0,0.0
83c2ccfffffffff,46.0,0.0,0.0
83c2cdfffffffff,199.0,0.0,0.0
83c2cefffffffff,106.0,0.0,0.0
83c2d0fffffffff,156.0,0.0,0.0
83c2d1fffffffff,12.0,0.0,0.0
83c2d2fffffffff,42.0,0.0,0.0
83c2d3fffffffff,68.0,0.0,0.0
83c2d4fffffffff,104.0,0.0,0.0
83c2d5fffffffff,25.0,0.0,0.0
83c2d6fffffffff,196.0,0.0,3.0
83c2d8fffffffff,19.0,0.0,0.0
83c2d9fffffffff,240.0,0.0,5.0
83c2dafffffffff,3.0,0.0,0.0
83c2dbfffffffff,14.0,0.0,0.0
83c2dcfffffffff,5.0,0.0,0.0
83c2ddfffffffff,10.0,0.0,0.0
83c2defffffffff,8.0,0.0,0.0
83c2e0fffffffff,123.0,0.0,0.0
83c2e1fffffffff,36.0,0.0,0.0
83c2e2fffffffff,573.0,0.0,0.0
83c2e3fffffffff,4122.0,0.0,66.0
83c2e4fffffffff,4.0,0.0,0.0
83c2e5fffffffff,25.0,0.0,0.0
83c2e6fffffffff,27.0,0.0,0.0
83c2e8fffffffff,47.0,0.0,0.0
83c2e9fffffffff,17.0,0.0,0.0
83c2eafffffffff,88.0,0.0,0.0
83c2ebfffffffff,54.0,0.0,0.0
83c2ecfffffffff,2.0,0.0,0.0
83c2edfffffffff,4.0,0.0,0.0
83c2eefffffffff,213.0,0.0,0.0
83c2f1fffffffff,251.0,0.0,1.0
83c2f2fffffffff,505.0,0.0,2.0
83c2f3fffffffff,232.0,0.0,0.0
83c348fffffffff,1.0,0.0,0.0
83c349fffffffff,2.0,0.0,0.0
83c34afffffffff,4.0,0.0,0.0
83c34bfffffffff,7.0,0.0,0.0
83c34efffffffff,1.0,0.0,0.0
83c351fffffffff,2.0,0.0,0.0
83c353fffffffff,4.0,0.0,0.0
83c358fffffffff,2.0,0.0,0.0
83c35dfffffffff,2.0,0.0,0.0
