cell_id,Cyanolyca armillata,Cyanolyca armillata armillata/meridana,Cyanolyca armillata quindiuna
82660ffffffffff,128.0,2.0,0.0
82661ffffffffff,1128.0,0.0,18.0
82662ffffffffff,106.0,1.0,0.0
8266c7fffffffff,217.0,0.0,0.0
8266d7fffffffff,3.0,0.0,0.0
8266e7fffffffff,2459.0,9.0,26.0
8266f7fffffffff,148.0,0.0,0.0
82675ffffffffff,14.0,0.0,0.0
