cell_id,Trachyphonus darnaudii,Trachyphonus darnaudii darnaudii/boehmi,Trachyphonus darnaudii usambiro,Trachyphonus darnaudii emini
827a47fffffffff,13.0,13.0,0.0,0.0
827a4ffffffffff,10.0,2.0,0.0,0.0
827a6ffffffffff,17.0,4.0,7.0,0.0
827b4ffffffffff,1.0,0.0,0.0,0.0
829697fffffffff,5.0,0.0,4.0,0.0
