cell_id,Asio otus,Asio otus wilsonianus/tuftsi,Asio otus otus/canariensis
8401355ffffffff,2.0,0.0,0.0
8408065ffffffff,1.0,0.0,0.0
840811dffffffff,2.0,0.0,0.0
840829bffffffff,1.0,0.0,0.0
840880bffffffff,7.0,0.0,0.0
840880dffffffff,2.0,0.0,0.0
840882dffffffff,2.0,0.0,0.0
8408869ffffffff,2.0,0.0,0.0
840886bffffffff,1.0,0.0,0.0
840886dffffffff,5.0,0.0,0.0
8408937ffffffff,3.0,0.0,0.0
8408991ffffffff,6.0,0.0,0.0
8408997ffffffff,3.0,0.0,0.0
84089a1ffffffff,2.0,0.0,0.0
84089a9ffffffff,2.0,0.0,0.0
84089c3ffffffff,1.0,0.0,0.0
84089d3ffffffff,2.0,0.0,0.0
8408a03ffffffff,2.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0
8408a31ffffffff,2.0,0.0,0.0
8408a35ffffffff,2.0,0.0,0.0
8408a69ffffffff,1.0,0.0,0.0
8408ac5ffffffff,2.0,0.0,0.0
8408b15ffffffff,5.0,0.0,0.0
8408b2dffffffff,4.0,0.0,0.0
8408b53ffffffff,2.0,0.0,0.0
8408d1dffffffff,2.0,0.0,0.0
8408f17ffffffff,2.0,0.0,0.0
8409993ffffffff,2.0,0.0,0.0
8409997ffffffff,6.0,0.0,0.0
84099e9ffffffff,1.0,0.0,0.0
8409b1bffffffff,1.0,0.0,0.0
840ab49ffffffff,2.0,0.0,0.0
840e4d3ffffffff,2.0,0.0,0.0
840e4dbffffffff,3.0,0.0,0.0
840ec21ffffffff,4.0,0.0,0.0
840ec23ffffffff,3.0,0.0,0.0
840ec29ffffffff,2.0,0.0,0.0
840ec9bffffffff,1.0,0.0,0.0
840ecc7ffffffff,1.0,0.0,0.0
840ecc9ffffffff,1.0,0.0,0.0
840ed91ffffffff,2.0,0.0,0.0
840ede1ffffffff,1.0,0.0,0.0
840eea7ffffffff,95.0,0.0,0.0
840eeb5ffffffff,12.0,0.0,0.0
8410167ffffffff,5.0,0.0,0.0
8410c05ffffffff,2.0,0.0,0.0
8410c27ffffffff,1.0,0.0,0.0
8410dc9ffffffff,5.0,0.0,0.0
8410f21ffffffff,1.0,0.0,0.0
8411059ffffffff,21.0,0.0,0.0
841105bffffffff,2.0,0.0,0.0
8411061ffffffff,24.0,0.0,0.0
8411267ffffffff,1.0,0.0,0.0
841126dffffffff,5.0,0.0,2.0
84112adffffffff,1.0,0.0,0.0
84112ebffffffff,1.0,0.0,0.0
8411355ffffffff,2.0,0.0,0.0
841181bffffffff,4.0,0.0,0.0
84118adffffffff,8.0,0.0,0.0
84118e1ffffffff,5.0,0.0,0.0
8411aa1ffffffff,2.0,0.0,0.0
8411aa5ffffffff,8.0,0.0,0.0
8411aa7ffffffff,49.0,0.0,0.0
8411ab5ffffffff,6.0,0.0,0.0
8411abdffffffff,1.0,0.0,0.0
8411ae3ffffffff,5.0,0.0,0.0
8411b4dffffffff,1.0,0.0,0.0
84121a9ffffffff,2.0,0.0,0.0
8412299ffffffff,2.0,0.0,0.0
8412433ffffffff,2.0,0.0,0.0
84124b7ffffffff,2.0,0.0,0.0
84124d1ffffffff,2.0,0.0,0.0
84124dbffffffff,2.0,0.0,0.0
8412515ffffffff,26.0,0.0,0.0
841251dffffffff,3.0,0.0,0.0
8412531ffffffff,2.0,0.0,0.0
8412539ffffffff,4.0,0.0,0.0
841253bffffffff,3.0,0.0,0.0
8412567ffffffff,2.0,0.0,0.0
8412591ffffffff,15.0,0.0,0.0
8412593ffffffff,2.0,0.0,0.0
8412597ffffffff,7.0,0.0,0.0
84125b9ffffffff,1.0,0.0,0.0
84125d9ffffffff,2.0,0.0,0.0
84125dbffffffff,7.0,0.0,0.0
8412891ffffffff,1.0,0.0,0.0
8412893ffffffff,7.0,0.0,0.0
8412897ffffffff,1.0,0.0,0.0
84128bdffffffff,2.0,0.0,0.0
84128d3ffffffff,2.0,0.0,0.0
8412ab5ffffffff,2.0,0.0,0.0
8412c01ffffffff,4.0,0.0,0.0
8412c05ffffffff,2.0,0.0,0.0
8412c11ffffffff,4.0,0.0,0.0
8412c13ffffffff,2.0,0.0,0.0
8412c1bffffffff,6.0,0.0,0.0
8412c21ffffffff,2.0,0.0,0.0
8412c81ffffffff,5.0,0.0,0.0
8412c85ffffffff,2.0,0.0,0.0
8412c91ffffffff,1.0,0.0,0.0
8412c9bffffffff,1.0,0.0,0.0
8412c9dffffffff,2.0,0.0,0.0
8412cc1ffffffff,6.0,0.0,0.0
8412cc9ffffffff,1.0,0.0,0.0
8412ccdffffffff,28.0,0.0,0.0
8412cd9ffffffff,2.0,0.0,0.0
8412cebffffffff,2.0,0.0,0.0
8412d01ffffffff,2.0,0.0,0.0
8412d0bffffffff,2.0,0.0,0.0
8412d1dffffffff,2.0,0.0,0.0
8412d29ffffffff,3.0,0.0,0.0
8412d33ffffffff,2.0,0.0,0.0
8412d39ffffffff,4.0,0.0,0.0
8412d3bffffffff,5.0,0.0,0.0
8412d61ffffffff,2.0,0.0,0.0
8412dddffffffff,2.0,0.0,0.0
8412de5ffffffff,11.0,0.0,0.0
8412e13ffffffff,5.0,0.0,0.0
8412e25ffffffff,2.0,0.0,0.0
8412e91ffffffff,1.0,0.0,0.0
8412ea3ffffffff,3.0,0.0,0.0
8412ea7ffffffff,11.0,0.0,0.0
8412ec1ffffffff,129.0,0.0,0.0
8412ec5ffffffff,2.0,0.0,0.0
8412ec7ffffffff,3.0,0.0,0.0
8412ec9ffffffff,7.0,0.0,0.0
8412ecbffffffff,2.0,0.0,0.0
8412ecdffffffff,7.0,0.0,0.0
8414ae5ffffffff,41.0,0.0,0.0
8414b29ffffffff,1.0,0.0,0.0
841592bffffffff,4.0,0.0,0.0
841598bffffffff,2.0,0.0,0.0
8415b07ffffffff,3.0,0.0,0.0
8418233ffffffff,2.0,0.0,0.0
841828bffffffff,1.0,0.0,0.0
84182c1ffffffff,7.0,0.0,0.0
84182c3ffffffff,15.0,0.0,0.0
84182c9ffffffff,8.0,0.0,0.0
84182cbffffffff,3.0,0.0,0.0
84182e5ffffffff,2.0,0.0,0.0
841845dffffffff,1.0,0.0,0.0
8418493ffffffff,2.0,0.0,0.0
8418497ffffffff,2.0,0.0,0.0
84184bbffffffff,2.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0
84185bbffffffff,1.0,0.0,0.0
8418629ffffffff,6.0,0.0,0.0
8418633ffffffff,4.0,0.0,0.0
8418685ffffffff,1.0,0.0,0.0
84186a1ffffffff,3.0,0.0,0.0
84186a5ffffffff,3.0,0.0,0.0
84186a7ffffffff,2.0,0.0,0.0
84186c1ffffffff,6.0,0.0,0.0
84186c7ffffffff,2.0,0.0,0.0
84186d1ffffffff,2.0,0.0,0.0
84186e5ffffffff,1.0,0.0,0.0
84186ebffffffff,2.0,0.0,0.0
8419497ffffffff,2.0,0.0,0.0
84194d3ffffffff,1.0,0.0,0.0
84194d5ffffffff,2.0,0.0,0.0
84194dbffffffff,12.0,0.0,0.0
84194ddffffffff,47.0,0.0,13.0
8419527ffffffff,3.0,0.0,0.0
8419683ffffffff,4.0,0.0,0.0
8419689ffffffff,2.0,0.0,0.0
841968bffffffff,3.0,0.0,0.0
8419691ffffffff,13.0,0.0,0.0
8419693ffffffff,22.0,0.0,0.0
8419695ffffffff,7.0,0.0,0.0
8419697ffffffff,12.0,0.0,0.0
841969bffffffff,6.0,0.0,0.0
84196bbffffffff,3.0,0.0,0.0
84196d5ffffffff,2.0,0.0,0.0
84196d7ffffffff,6.0,0.0,0.0
84196d9ffffffff,6.0,0.0,0.0
84196dbffffffff,2.0,0.0,0.0
84196ddffffffff,7.0,0.0,0.0
841e005ffffffff,2.0,0.0,0.0
841e00dffffffff,2.0,0.0,0.0
841e017ffffffff,9.0,0.0,0.0
841e019ffffffff,4.0,0.0,0.0
841e021ffffffff,6.0,0.0,0.0
841e023ffffffff,23.0,0.0,2.0
841e025ffffffff,12.0,0.0,2.0
