cell_id,Asio otus,Asio otus wilsonianus/tuftsi,Asio otus otus/canariensis
841e027ffffffff,4.0,0.0,0.0
841e029ffffffff,19.0,0.0,0.0
841e02bffffffff,4.0,0.0,0.0
841e02dffffffff,75.0,0.0,0.0
841e031ffffffff,5.0,0.0,0.0
841e035ffffffff,1.0,0.0,0.0
841e037ffffffff,6.0,0.0,0.0
841e03bffffffff,5.0,0.0,0.0
841e041ffffffff,37.0,0.0,0.0
841e043ffffffff,3.0,0.0,0.0
841e045ffffffff,77.0,0.0,0.0
841e047ffffffff,8.0,0.0,0.0
841e049ffffffff,79.0,0.0,0.0
841e04bffffffff,3.0,0.0,0.0
841e04dffffffff,2.0,0.0,0.0
841e051ffffffff,2.0,0.0,0.0
841e053ffffffff,1.0,0.0,0.0
841e05bffffffff,8.0,0.0,0.0
841e061ffffffff,36.0,0.0,0.0
841e063ffffffff,2.0,0.0,0.0
841e067ffffffff,9.0,0.0,0.0
841e069ffffffff,18.0,0.0,0.0
841e06bffffffff,9.0,0.0,0.0
841e085ffffffff,45.0,0.0,0.0
841e08bffffffff,2.0,0.0,0.0
841e08dffffffff,8.0,0.0,0.0
841e0a1ffffffff,2.0,0.0,0.0
841e0a5ffffffff,1.0,0.0,0.0
841e0a9ffffffff,254.0,0.0,0.0
841e0adffffffff,17.0,0.0,0.0
841e0c1ffffffff,3.0,0.0,0.0
841e0c3ffffffff,42.0,0.0,0.0
841e0c5ffffffff,1.0,0.0,0.0
841e0c7ffffffff,7.0,0.0,0.0
841e0e3ffffffff,38.0,0.0,6.0
841e0e7ffffffff,39.0,0.0,0.0
841e0e9ffffffff,3.0,0.0,0.0
841e0ebffffffff,10.0,0.0,0.0
841e0edffffffff,8.0,0.0,0.0
841e10bffffffff,5.0,0.0,0.0
841e117ffffffff,5.0,0.0,0.0
841e121ffffffff,6.0,0.0,0.0
841e123ffffffff,12.0,0.0,0.0
841e125ffffffff,2.0,0.0,0.0
841e129ffffffff,3.0,0.0,0.0
841e131ffffffff,3.0,0.0,0.0
841e133ffffffff,1.0,0.0,0.0
841e135ffffffff,5.0,0.0,0.0
841e137ffffffff,6.0,0.0,0.0
841e139ffffffff,8.0,0.0,0.0
841e13bffffffff,2.0,0.0,0.0
841e13dffffffff,10.0,0.0,0.0
841e149ffffffff,3.0,0.0,0.0
841e153ffffffff,4.0,0.0,0.0
841e15bffffffff,5.0,0.0,0.0
841e163ffffffff,2.0,0.0,0.0
841e185ffffffff,7.0,0.0,0.0
841e195ffffffff,42.0,0.0,0.0
841e19dffffffff,4.0,0.0,0.0
841e1abffffffff,1.0,0.0,0.0
841e1adffffffff,2.0,0.0,0.0
841e1b1ffffffff,4.0,0.0,0.0
841e1b3ffffffff,58.0,0.0,0.0
841e1b7ffffffff,2.0,0.0,0.0
841e1b9ffffffff,8.0,0.0,0.0
841e1bbffffffff,41.0,0.0,0.0
841e1c1ffffffff,2.0,0.0,0.0
841e1c5ffffffff,2.0,0.0,0.0
841e1c7ffffffff,2.0,0.0,0.0
841e1cbffffffff,32.0,0.0,0.0
841e1cdffffffff,1.0,0.0,0.0
841e1d1ffffffff,2.0,0.0,0.0
841e1d3ffffffff,1.0,0.0,0.0
841e1d7ffffffff,5.0,0.0,0.0
841e1dbffffffff,1.0,0.0,0.0
841e1ddffffffff,29.0,0.0,3.0
841e1edffffffff,2.0,0.0,0.0
841e201ffffffff,1.0,0.0,0.0
841e205ffffffff,2.0,0.0,0.0
841e221ffffffff,1.0,0.0,0.0
841e225ffffffff,2.0,0.0,0.0
841e233ffffffff,8.0,0.0,0.0
841e237ffffffff,5.0,0.0,0.0
841e23dffffffff,1.0,0.0,0.0
841e243ffffffff,1.0,0.0,0.0
841e24bffffffff,7.0,0.0,0.0
841e259ffffffff,1.0,0.0,0.0
841e265ffffffff,2.0,0.0,0.0
841e283ffffffff,8.0,0.0,0.0
841e293ffffffff,2.0,0.0,0.0
841e29bffffffff,2.0,0.0,0.0
841e2a9ffffffff,11.0,0.0,0.0
841e2adffffffff,3.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0
841e2c1ffffffff,2.0,0.0,0.0
841e2d9ffffffff,1.0,0.0,0.0
841e2ddffffffff,3.0,0.0,0.0
841e2e1ffffffff,2.0,0.0,0.0
841e2e3ffffffff,3.0,0.0,0.0
841e2e5ffffffff,4.0,0.0,0.0
841e2e7ffffffff,6.0,0.0,0.0
841e307ffffffff,144.0,0.0,0.0
841e30bffffffff,3.0,0.0,0.0
841e30dffffffff,5.0,0.0,0.0
841e319ffffffff,7.0,0.0,0.0
841e31bffffffff,2.0,0.0,0.0
841e31dffffffff,4.0,0.0,0.0
841e325ffffffff,2.0,0.0,0.0
841e329ffffffff,2.0,0.0,0.0
841e32bffffffff,2.0,0.0,0.0
841e339ffffffff,4.0,0.0,0.0
841e341ffffffff,2.0,0.0,0.0
841e343ffffffff,6.0,0.0,0.0
841e34bffffffff,4.0,0.0,0.0
841e351ffffffff,19.0,0.0,0.0
841e353ffffffff,9.0,0.0,0.0
841e355ffffffff,132.0,0.0,0.0
841e357ffffffff,18.0,0.0,0.0
841e359ffffffff,9.0,0.0,0.0
841e35bffffffff,2.0,0.0,0.0
841e35dffffffff,19.0,0.0,0.0
841e36bffffffff,8.0,0.0,0.0
841e425ffffffff,6.0,0.0,0.0
841e427ffffffff,2.0,0.0,0.0
841e467ffffffff,1.0,0.0,0.0
841e495ffffffff,2.0,0.0,0.0
841e497ffffffff,3.0,0.0,0.0
841e4b1ffffffff,4.0,0.0,0.0
841e4bbffffffff,9.0,0.0,0.0
841e4bdffffffff,2.0,0.0,0.0
841e4d9ffffffff,2.0,0.0,0.0
841e513ffffffff,15.0,0.0,0.0
841e517ffffffff,1.0,0.0,0.0
841e51bffffffff,3.0,0.0,0.0
841e525ffffffff,2.0,0.0,0.0
841e565ffffffff,2.0,0.0,0.0
841e5a5ffffffff,8.0,0.0,0.0
841e5a9ffffffff,4.0,0.0,0.0
841e5adffffffff,5.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0
841e5cdffffffff,5.0,0.0,0.0
841e5d9ffffffff,3.0,0.0,0.0
841e5ddffffffff,3.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0
841e5e5ffffffff,2.0,0.0,0.0
841e615ffffffff,2.0,0.0,0.0
841e639ffffffff,1.0,0.0,0.0
841e63bffffffff,2.0,0.0,0.0
841e6b3ffffffff,3.0,0.0,0.0
841e6bbffffffff,2.0,0.0,0.0
841e6e7ffffffff,5.0,0.0,0.0
841e745ffffffff,3.0,0.0,0.0
841e75dffffffff,2.0,0.0,0.0
841e833ffffffff,2.0,0.0,0.0
841e8dbffffffff,2.0,0.0,0.0
841ea01ffffffff,4.0,0.0,0.0
841ea03ffffffff,2.0,0.0,0.0
841ea07ffffffff,5.0,0.0,0.0
841ea19ffffffff,2.0,0.0,0.0
841ea41ffffffff,2.0,0.0,0.0
841ea53ffffffff,6.0,0.0,0.0
841ea5bffffffff,2.0,0.0,0.0
841ea85ffffffff,2.0,0.0,0.0
841eac9ffffffff,1.0,0.0,0.0
841ead9ffffffff,4.0,0.0,0.0
841eb2bffffffff,2.0,0.0,0.0
841eb49ffffffff,3.0,0.0,0.0
841eb53ffffffff,1.0,0.0,0.0
841ec01ffffffff,2.0,0.0,0.0
841ec03ffffffff,2.0,0.0,0.0
841ec09ffffffff,3.0,0.0,0.0
841ec11ffffffff,4.0,0.0,0.0
841ec13ffffffff,1.0,0.0,0.0
841ec1bffffffff,2.0,0.0,0.0
841ec1dffffffff,18.0,0.0,0.0
841ec21ffffffff,1.0,0.0,0.0
841ec23ffffffff,4.0,0.0,0.0
841ec27ffffffff,6.0,0.0,0.0
841ec2bffffffff,2.0,0.0,0.0
841ec33ffffffff,9.0,0.0,0.0
841ec39ffffffff,2.0,0.0,0.0
841ec3dffffffff,5.0,0.0,0.0
841ec47ffffffff,17.0,0.0,0.0
841ec89ffffffff,1.0,0.0,0.0
841ec91ffffffff,5.0,0.0,0.0
841ec97ffffffff,1.0,0.0,0.0
841ec9bffffffff,9.0,0.0,0.0
841ec9dffffffff,31.0,0.0,0.0
841ecb1ffffffff,2.0,0.0,0.0
841ecbbffffffff,1.0,0.0,0.0
841ecc7ffffffff,1.0,0.0,0.0
841ecd5ffffffff,6.0,0.0,0.0
841ece5ffffffff,2.0,0.0,0.0
841ecebffffffff,2.0,0.0,0.0
841ed07ffffffff,2.0,0.0,0.0
841ed0bffffffff,5.0,0.0,0.0
841ed13ffffffff,1.0,0.0,0.0
841ed1bffffffff,2.0,0.0,0.0
841ed33ffffffff,7.0,0.0,0.0
841ed3dffffffff,2.0,0.0,0.0
841ed93ffffffff,12.0,0.0,0.0
841ed9bffffffff,7.0,0.0,0.0
841eda3ffffffff,4.0,0.0,0.0
841ede1ffffffff,4.0,0.0,0.0
841ededffffffff,5.0,0.0,0.0
841ee19ffffffff,1.0,0.0,0.0
841ee37ffffffff,28.0,0.0,0.0
841ee61ffffffff,3.0,0.0,0.0
841ee65ffffffff,7.0,0.0,0.0
841ee8dffffffff,2.0,0.0,0.0
841ee91ffffffff,11.0,0.0,0.0
841ee97ffffffff,13.0,0.0,0.0
841eeadffffffff,2.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0
841eecdffffffff,1.0,0.0,0.0
841eed3ffffffff,1.0,0.0,0.0
841eee7ffffffff,1.0,0.0,0.0
841ef19ffffffff,2.0,0.0,0.0
841ef1bffffffff,4.0,0.0,0.0
841ef59ffffffff,5.0,0.0,0.0
841f001ffffffff,2.0,0.0,1.0
841f025ffffffff,1.0,0.0,1.0
841f029ffffffff,2.0,0.0,0.0
841f03bffffffff,2.0,0.0,0.0
841f051ffffffff,3.0,0.0,0.0
841f059ffffffff,4.0,0.0,0.0
841f05bffffffff,23.0,0.0,0.0
841f061ffffffff,8.0,0.0,0.0
841f087ffffffff,2.0,0.0,0.0
841f09bffffffff,2.0,0.0,0.0
841f0a7ffffffff,1.0,0.0,0.0
841f0b5ffffffff,3.0,0.0,0.0
841f0d1ffffffff,2.0,0.0,0.0
841f10dffffffff,3.0,0.0,0.0
841f115ffffffff,1.0,0.0,0.0
841f12dffffffff,2.0,0.0,0.0
841f133ffffffff,2.0,0.0,0.0
841f137ffffffff,4.0,0.0,0.0
841f143ffffffff,3.0,0.0,0.0
841f145ffffffff,2.0,0.0,0.0
841f14dffffffff,7.0,0.0,0.0
841f153ffffffff,2.0,0.0,0.0
841f161ffffffff,1.0,0.0,0.0
841f18bffffffff,19.0,0.0,0.0
841f18dffffffff,2.0,0.0,0.0
841f1a1ffffffff,6.0,0.0,0.0
841f1a5ffffffff,10.0,0.0,0.0
841f1a9ffffffff,2.0,0.0,0.0
841f1abffffffff,2.0,0.0,0.0
841f1b3ffffffff,4.0,0.0,0.0
841f1b9ffffffff,2.0,0.0,0.0
841f1c7ffffffff,2.0,0.0,0.0
841f1d5ffffffff,14.0,0.0,0.0
841f1dbffffffff,2.0,0.0,0.0
841f1e5ffffffff,2.0,0.0,0.0
841f225ffffffff,2.0,0.0,0.0
841f229ffffffff,2.0,0.0,0.0
841f233ffffffff,1.0,0.0,0.0
841f237ffffffff,10.0,0.0,6.0
841f283ffffffff,8.0,0.0,0.0
841f29dffffffff,2.0,0.0,0.0
841f2a1ffffffff,3.0,0.0,0.0
841f2a3ffffffff,48.0,0.0,47.0
841f2adffffffff,2.0,0.0,0.0
841f313ffffffff,2.0,0.0,0.0
841f315ffffffff,2.0,0.0,1.0
841f319ffffffff,2.0,0.0,0.0
841f335ffffffff,5.0,0.0,0.0
841f33bffffffff,5.0,0.0,0.0
841f33dffffffff,9.0,0.0,0.0
841f351ffffffff,2.0,0.0,0.0
841f355ffffffff,1.0,0.0,1.0
841f403ffffffff,2.0,0.0,0.0
841f425ffffffff,2.0,0.0,0.0
841f42bffffffff,2.0,0.0,0.0
841f46bffffffff,1.0,0.0,0.0
841f48dffffffff,4.0,0.0,0.0
841f4e1ffffffff,4.0,0.0,0.0
841f4e3ffffffff,2.0,0.0,0.0
841f4ebffffffff,1.0,0.0,0.0
841f519ffffffff,2.0,0.0,0.0
841f521ffffffff,6.0,0.0,0.0
841f535ffffffff,17.0,0.0,0.0
841f54dffffffff,1.0,0.0,0.0
841f5adffffffff,2.0,0.0,0.0
841f5c5ffffffff,8.0,0.0,0.0
841f5d5ffffffff,3.0,0.0,0.0
841f5e1ffffffff,5.0,0.0,0.0
841f613ffffffff,2.0,0.0,0.0
841f645ffffffff,2.0,0.0,0.0
841f715ffffffff,11.0,0.0,0.0
841f725ffffffff,7.0,0.0,0.0
841f727ffffffff,2.0,0.0,0.0
841f751ffffffff,5.0,0.0,0.0
841f803ffffffff,4.0,0.0,0.0
841f807ffffffff,4.0,0.0,0.0
841f81bffffffff,17.0,0.0,0.0
841f81dffffffff,1.0,0.0,0.0
841f857ffffffff,2.0,0.0,0.0
841f88bffffffff,2.0,0.0,0.0
841f89bffffffff,2.0,0.0,0.0
841f8c1ffffffff,4.0,0.0,0.0
841f8cdffffffff,3.0,0.0,0.0
841f8d1ffffffff,118.0,0.0,0.0
841f8d7ffffffff,5.0,0.0,0.0
841f8ddffffffff,2.0,0.0,0.0
841f8e9ffffffff,3.0,0.0,0.0
841f8ebffffffff,1.0,0.0,0.0
841f911ffffffff,2.0,0.0,0.0
841f913ffffffff,6.0,0.0,0.0
841f917ffffffff,7.0,0.0,0.0
841f933ffffffff,10.0,0.0,0.0
841f981ffffffff,15.0,0.0,0.0
841f983ffffffff,2.0,0.0,0.0
841f98bffffffff,2.0,0.0,0.0
841f991ffffffff,2.0,0.0,0.0
841f995ffffffff,3.0,0.0,0.0
841f99dffffffff,2.0,0.0,0.0
841f9a3ffffffff,3.0,0.0,0.0
841f9abffffffff,1.0,0.0,0.0
841f9b9ffffffff,2.0,0.0,0.0
841f9cdffffffff,6.0,0.0,0.0
841f9e5ffffffff,1.0,0.0,0.0
841fa11ffffffff,2.0,0.0,0.0
841fa15ffffffff,2.0,0.0,0.0
841fa1dffffffff,2.0,0.0,0.0
841fa35ffffffff,4.0,0.0,0.0
841fa3bffffffff,6.0,0.0,0.0
841fa45ffffffff,3.0,0.0,0.0
841fa47ffffffff,6.0,0.0,5.0
841fa49ffffffff,2.0,0.0,0.0
841fa4bffffffff,3.0,0.0,0.0
841fa4dffffffff,11.0,0.0,0.0
841fa51ffffffff,1.0,0.0,0.0
841fa59ffffffff,12.0,0.0,0.0
841fa5dffffffff,3.0,0.0,0.0
841fa6bffffffff,1.0,0.0,0.0
841fa83ffffffff,2.0,0.0,0.0
841fa8dffffffff,2.0,0.0,0.0
841fa95ffffffff,5.0,0.0,0.0
841faa1ffffffff,1.0,0.0,0.0
841faa7ffffffff,4.0,0.0,0.0
841faadffffffff,3.0,0.0,0.0
841fab1ffffffff,2.0,0.0,0.0
841fabbffffffff,1.0,0.0,0.0
841fac1ffffffff,2.0,0.0,0.0
841fac7ffffffff,1.0,0.0,0.0
841fae3ffffffff,20.0,0.0,0.0
841fae7ffffffff,34.0,0.0,0.0
841faebffffffff,1.0,0.0,0.0
841fb03ffffffff,2.0,0.0,0.0
841fb11ffffffff,5.0,0.0,0.0
841fb13ffffffff,8.0,0.0,0.0
841fb19ffffffff,2.0,0.0,0.0
841fb1dffffffff,1.0,0.0,0.0
841fb67ffffffff,5.0,0.0,0.0
84200adffffffff,2.0,0.0,0.0
8420125ffffffff,2.0,0.0,0.0
8420129ffffffff,2.0,0.0,0.0
842013dffffffff,2.0,0.0,0.0
842016bffffffff,1.0,0.0,0.0
84201bdffffffff,5.0,0.0,0.0
8420591ffffffff,4.0,0.0,0.0
84205b9ffffffff,2.0,0.0,1.0
8420a53ffffffff,4.0,0.0,0.0
8420e65ffffffff,2.0,0.0,0.0
8420e69ffffffff,1.0,0.0,0.0
842124bffffffff,4.0,0.0,0.0
842151dffffffff,1.0,0.0,0.0
8421529ffffffff,2.0,0.0,0.0
842153dffffffff,5.0,0.0,0.0
8421711ffffffff,1.0,0.0,0.0
84219d3ffffffff,2.0,0.0,0.0
8424051ffffffff,2.0,0.0,0.0
842405bffffffff,2.0,0.0,0.0
84240a1ffffffff,1.0,0.0,0.0
84240a9ffffffff,10.0,0.0,0.0
84240e1ffffffff,1.0,0.0,0.0
842428dffffffff,1.0,0.0,0.0
84244c1ffffffff,6.0,0.0,0.0
8424505ffffffff,6.0,0.0,0.0
842451dffffffff,15.0,0.0,0.0
8424563ffffffff,2.0,0.0,0.0
8424567ffffffff,15.0,0.0,0.0
842460dffffffff,28.0,0.0,0.0
84246a5ffffffff,1.0,0.0,0.0
84246c1ffffffff,2.0,0.0,0.0
84248b1ffffffff,2.0,0.0,0.0
8425001ffffffff,2.0,0.0,0.0
842512bffffffff,1.0,0.0,0.0
842515dffffffff,2.0,0.0,0.0
842535dffffffff,2.0,0.0,0.0
8425409ffffffff,24.0,0.0,0.0
84255a3ffffffff,3.0,0.0,0.0
84255b5ffffffff,2.0,0.0,0.0
84255b7ffffffff,2.0,0.0,0.0
8425717ffffffff,5.0,0.0,0.0
8425a49ffffffff,9.0,0.0,0.0
8425ac9ffffffff,4.0,0.0,0.0
8425b41ffffffff,2.0,0.0,0.0
8426623ffffffff,1.0,0.0,0.0
8426aadffffffff,1.0,0.0,0.0
8427023ffffffff,20.0,0.0,0.0
8427029ffffffff,8.0,0.0,0.0
842702bffffffff,1.0,0.0,0.0
8427031ffffffff,7.0,0.0,0.0
8427035ffffffff,2.0,0.0,0.0
8427037ffffffff,8.0,0.0,0.0
8427055ffffffff,2.0,0.0,0.0
8427063ffffffff,5.0,0.0,0.0
8427067ffffffff,8.0,0.0,0.0
84270e1ffffffff,2.0,0.0,0.0
84270e3ffffffff,2.0,0.0,0.0
8427103ffffffff,6.0,0.0,0.0
842711bffffffff,5.0,0.0,0.0
8427137ffffffff,2.0,0.0,0.0
842713bffffffff,2.0,0.0,0.0
842715bffffffff,4.0,0.0,0.0
84271c9ffffffff,5.0,0.0,0.0
8427617ffffffff,37.0,0.0,0.0
842763bffffffff,10.0,0.0,0.0
8427665ffffffff,1.0,0.0,0.0
84276edffffffff,26.0,0.0,0.0
8427701ffffffff,1.0,0.0,0.0
8427705ffffffff,3.0,0.0,0.0
842770dffffffff,5.0,0.0,0.0
8427763ffffffff,1.0,0.0,0.0
8427a47ffffffff,5.0,0.0,0.0
8427addffffffff,3.0,0.0,0.0
8427b2bffffffff,7.0,0.0,0.0
8427b6bffffffff,2.0,0.0,0.0
842ab05ffffffff,19.0,0.0,0.0
842ab09ffffffff,6.0,0.0,0.0
842ab0dffffffff,7.0,0.0,0.0
842ab21ffffffff,14.0,0.0,0.0
842ab2bffffffff,25.0,0.0,0.0
842ab2dffffffff,1.0,0.0,0.0
842ab41ffffffff,4.0,0.0,0.0
842ab43ffffffff,2.0,0.0,0.0
842ab47ffffffff,1.0,0.0,0.0
842ab51ffffffff,3.0,0.0,0.0
842ab55ffffffff,10.0,0.0,0.0
842ab5dffffffff,6.0,0.0,0.0
842ab61ffffffff,12.0,0.0,0.0
842ab63ffffffff,2.0,0.0,0.0
842ab6bffffffff,6.0,0.0,0.0
842b121ffffffff,2.0,0.0,0.0
842b127ffffffff,14.0,0.0,0.0
842b14dffffffff,1.0,0.0,0.0
842b161ffffffff,8.0,0.0,0.0
842b167ffffffff,1.0,0.0,0.0
842b169ffffffff,11.0,0.0,0.0
842b341ffffffff,2.0,0.0,0.0
842b811ffffffff,2.0,0.0,0.0
842b813ffffffff,1.0,0.0,0.0
842b831ffffffff,4.0,0.0,0.0
842b839ffffffff,2.0,0.0,0.0
842b83bffffffff,11.0,0.0,0.0
842b8adffffffff,1.0,0.0,0.0
842b8e5ffffffff,7.0,0.0,0.0
