cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
820e4ffffffffff,8.0,0.0,0.0
820ecffffffffff,4.0,0.0,0.0
821aa7fffffffff,8.0,0.0,0.0
822607fffffffff,17.0,0.0,0.0
82260ffffffffff,95.0,0.0,30.0
822617fffffffff,56.0,0.0,0.0
82261ffffffffff,29.0,0.0,0.0
822627fffffffff,12.0,0.0,0.0
82262ffffffffff,44.0,0.0,0.0
822647fffffffff,59.0,0.0,0.0
82264ffffffffff,168.0,0.0,73.0
822657fffffffff,24.0,0.0,1.0
82265ffffffffff,96.0,0.0,65.0
822667fffffffff,75.0,0.0,31.0
82266ffffffffff,23.0,0.0,5.0
822677fffffffff,49.0,0.0,2.0
822687fffffffff,46.0,0.0,44.0
82268ffffffffff,16.0,0.0,16.0
8226affffffffff,36.0,0.0,23.0
8226c7fffffffff,20.0,0.0,14.0
8226cffffffffff,2.0,0.0,2.0
8226d7fffffffff,12.0,0.0,0.0
8226dffffffffff,14.0,0.0,1.0
8226e7fffffffff,113.0,0.0,0.0
8226effffffffff,18.0,0.0,4.0
8226f7fffffffff,20.0,0.0,0.0
822707fffffffff,6.0,0.0,0.0
82270ffffffffff,17.0,0.0,2.0
82271ffffffffff,4.0,0.0,0.0
822747fffffffff,153.0,0.0,1.0
82274ffffffffff,496.0,0.0,3.0
822757fffffffff,10.0,0.0,0.0
82275ffffffffff,198.0,0.0,10.0
822767fffffffff,14.0,0.0,0.0
82276ffffffffff,120.0,0.0,29.0
822777fffffffff,14.0,0.0,0.0
82278ffffffffff,2.0,0.0,0.0
8227affffffffff,2.0,0.0,0.0
822817fffffffff,39.0,0.0,4.0
8228d7fffffffff,7.0,0.0,4.0
822a07fffffffff,44.0,0.0,9.0
822a17fffffffff,1023.0,0.0,51.0
822a1ffffffffff,4.0,0.0,0.0
822a37fffffffff,1347.0,0.0,99.0
822a87fffffffff,58.0,0.0,4.0
822a8ffffffffff,79.0,0.0,4.0
822a97fffffffff,19.0,0.0,1.0
822a9ffffffffff,8.0,0.0,8.0
822aa7fffffffff,146.0,0.0,26.0
822aaffffffffff,1096.0,0.0,159.0
822ab7fffffffff,442.0,0.0,46.0
822ad7fffffffff,2.0,0.0,2.0
822af7fffffffff,11.0,0.0,7.0
822b07fffffffff,27.0,0.0,0.0
822b0ffffffffff,65.0,0.0,0.0
822b17fffffffff,265.0,0.0,0.0
822b1ffffffffff,18.0,0.0,0.0
822b37fffffffff,3.0,0.0,0.0
822b87fffffffff,110.0,0.0,17.0
822b8ffffffffff,211.0,0.0,32.0
822b97fffffffff,20.0,0.0,3.0
822b9ffffffffff,511.0,0.0,83.0
822ba7fffffffff,9.0,0.0,0.0
822baffffffffff,371.0,0.0,2.0
822bb7fffffffff,6.0,0.0,0.0
824417fffffffff,12.0,0.0,2.0
82441ffffffffff,110.0,0.0,35.0
824447fffffffff,88.0,0.0,2.0
82444ffffffffff,17.0,0.0,1.0
824457fffffffff,10.0,0.0,0.0
82445ffffffffff,1.0,0.0,0.0
824467fffffffff,1.0,0.0,1.0
82446ffffffffff,40.0,0.0,18.0
8244a7fffffffff,1.0,0.0,0.0
8244affffffffff,82.0,0.0,19.0
8244c7fffffffff,14.0,0.0,0.0
8244cffffffffff,58.0,0.0,28.0
8244d7fffffffff,11.0,0.0,0.0
8244dffffffffff,37.0,0.0,4.0
8244e7fffffffff,6.0,0.0,0.0
8244effffffffff,3.0,0.0,0.0
8244f7fffffffff,34.0,0.0,2.0
82450ffffffffff,4.0,0.0,0.0
824527fffffffff,30.0,0.0,2.0
82452ffffffffff,28.0,0.0,5.0
824537fffffffff,6.0,0.0,0.0
82458ffffffffff,2.0,0.0,0.0
82482ffffffffff,1.0,0.0,0.0
824887fffffffff,11.0,0.0,5.0
82488ffffffffff,1.0,0.0,0.0
824897fffffffff,22.0,0.0,6.0
82489ffffffffff,20.0,0.0,2.0
8248b7fffffffff,17.0,0.0,12.0
824997fffffffff,4.0,0.0,0.0
82499ffffffffff,3.0,0.0,0.0
82660ffffffffff,8.0,0.0,0.0
826617fffffffff,7.0,0.0,0.0
82661ffffffffff,50.0,0.0,3.0
826627fffffffff,1.0,0.0,0.0
8266a7fffffffff,2.0,0.0,0.0
8266b7fffffffff,13.0,0.0,4.0
8266e7fffffffff,5.0,0.0,1.0
8266effffffffff,17.0,0.0,0.0
826747fffffffff,3.0,0.0,0.0
82674ffffffffff,2.0,0.0,0.0
82675ffffffffff,2.0,0.0,0.0
826d27fffffffff,12.0,0.0,10.0
826d2ffffffffff,40.0,0.0,0.0
826d37fffffffff,17.0,0.0,0.0
826d67fffffffff,5.0,0.0,0.0
826d6ffffffffff,36.0,0.0,5.0
826d77fffffffff,4.0,0.0,0.0
