cell_id,Catharus guttatus,Catharus guttatus [guttatus Group],Catharus guttatus [auduboni Group],Catharus guttatus faxoni/crymophilus
830c0bfffffffff,25.0,0.0,0.0,0.0
830c14fffffffff,165.0,0.0,0.0,0.0
830c15fffffffff,18.0,0.0,0.0,0.0
830c40fffffffff,2.0,0.0,0.0,0.0
830c41fffffffff,398.0,0.0,0.0,0.0
830c42fffffffff,1496.0,0.0,0.0,0.0
830c44fffffffff,90.0,0.0,0.0,0.0
830c45fffffffff,81.0,0.0,0.0,0.0
830c46fffffffff,793.0,0.0,0.0,0.0
830c50fffffffff,118.0,0.0,0.0,0.0
830c51fffffffff,902.0,0.0,0.0,0.0
830c54fffffffff,45.0,0.0,0.0,0.0
830c55fffffffff,312.0,0.0,0.0,0.0
830c56fffffffff,6.0,0.0,0.0,0.0
830c5afffffffff,602.0,0.0,0.0,0.0
830c61fffffffff,12.0,0.0,0.0,0.0
830c62fffffffff,8.0,0.0,0.0,0.0
830c63fffffffff,22.0,0.0,0.0,0.0
830c64fffffffff,40.0,0.0,0.0,0.0
830c65fffffffff,22.0,0.0,0.0,0.0
830c66fffffffff,28.0,0.0,0.0,0.0
830c68fffffffff,5.0,0.0,0.0,0.0
830c6afffffffff,8.0,0.0,0.0,0.0
830c70fffffffff,128.0,13.0,0.0,0.0
830c71fffffffff,109.0,0.0,0.0,0.0
830c73fffffffff,1447.0,4.0,0.0,0.0
830c74fffffffff,256.0,0.0,0.0,0.0
830c75fffffffff,17.0,0.0,0.0,0.0
830c76fffffffff,33.0,0.0,0.0,0.0
830ca4fffffffff,109.0,0.0,0.0,0.0
830cccfffffffff,2.0,0.0,0.0,0.0
830cddfffffffff,9.0,0.0,0.0,0.0
830cdefffffffff,2.0,0.0,0.0,0.0
830ce1fffffffff,4.0,0.0,0.0,0.0
830ce8fffffffff,6.0,0.0,0.0,0.0
830ce9fffffffff,13.0,0.0,0.0,0.0
830cecfffffffff,10.0,0.0,0.0,0.0
830cedfffffffff,11.0,0.0,0.0,0.0
830ceefffffffff,7.0,0.0,0.0,0.0
830d03fffffffff,38.0,0.0,0.0,0.0
830d49fffffffff,19.0,0.0,0.0,0.0
830d4afffffffff,16.0,0.0,0.0,0.0
830d4cfffffffff,3.0,0.0,0.0,0.0
830d52fffffffff,2.0,0.0,0.0,0.0
830d53fffffffff,5.0,0.0,0.0,0.0
830d58fffffffff,14.0,0.0,0.0,0.0
830d59fffffffff,49.0,0.0,0.0,0.0
830d5afffffffff,122.0,0.0,0.0,0.0
830d5bfffffffff,5.0,0.0,0.0,0.0
830d5cfffffffff,2.0,0.0,0.0,0.0
830d5efffffffff,52.0,0.0,0.0,0.0
830d61fffffffff,19.0,0.0,0.0,0.0
830d65fffffffff,2.0,0.0,0.0,0.0
830d73fffffffff,3.0,0.0,0.0,0.0
830e40fffffffff,2.0,0.0,0.0,0.0
830e41fffffffff,2.0,0.0,0.0,0.0
830e45fffffffff,35.0,0.0,0.0,0.0
830e48fffffffff,67.0,0.0,0.0,0.0
830e49fffffffff,273.0,0.0,0.0,0.0
830e4afffffffff,249.0,0.0,0.0,0.0
830e4bfffffffff,96.0,0.0,0.0,2.0
830e4cfffffffff,18.0,0.0,0.0,0.0
830e4dfffffffff,379.0,0.0,0.0,0.0
830e4efffffffff,3.0,0.0,0.0,0.0
830e51fffffffff,4.0,0.0,0.0,0.0
830e52fffffffff,22.0,0.0,0.0,0.0
830e53fffffffff,177.0,0.0,0.0,0.0
830e59fffffffff,40.0,0.0,0.0,0.0
830e5afffffffff,15.0,0.0,0.0,0.0
830e5bfffffffff,86.0,0.0,0.0,0.0
830e61fffffffff,1.0,0.0,0.0,0.0
830e69fffffffff,2.0,0.0,0.0,0.0
830e6afffffffff,8.0,0.0,0.0,0.0
830e6bfffffffff,18.0,0.0,0.0,0.0
830e6cfffffffff,4.0,0.0,0.0,0.0
830e6efffffffff,4.0,0.0,0.0,0.0
830e80fffffffff,146.0,0.0,0.0,0.0
830e83fffffffff,1.0,0.0,0.0,0.0
830e89fffffffff,30.0,0.0,0.0,0.0
830e8dfffffffff,3.0,0.0,0.0,0.0
830e96fffffffff,3.0,0.0,0.0,0.0
830e9afffffffff,8.0,0.0,0.0,0.0
830ec0fffffffff,1.0,0.0,0.0,0.0
830ec1fffffffff,7.0,0.0,0.0,0.0
830ec2fffffffff,106.0,0.0,0.0,0.0
830ec6fffffffff,1.0,0.0,0.0,0.0
830ec8fffffffff,66.0,0.0,0.0,0.0
830ec9fffffffff,287.0,0.0,0.0,153.0
830ecafffffffff,9.0,0.0,0.0,0.0
830ecbfffffffff,57.0,0.0,0.0,0.0
830eccfffffffff,67.0,0.0,0.0,0.0
830ecdfffffffff,107.0,0.0,0.0,54.0
830ed0fffffffff,3.0,0.0,0.0,0.0
830ed1fffffffff,5.0,0.0,0.0,0.0
830ed4fffffffff,25.0,0.0,0.0,0.0
830ed8fffffffff,9.0,0.0,0.0,0.0
830ed9fffffffff,12.0,0.0,0.0,0.0
830edafffffffff,2.0,0.0,0.0,0.0
830edbfffffffff,16.0,0.0,0.0,0.0
830edcfffffffff,7.0,0.0,0.0,0.0
830ee1fffffffff,6.0,0.0,0.0,0.0
830ee5fffffffff,2.0,0.0,0.0,0.0
830ee8fffffffff,25.0,0.0,0.0,0.0
830ee9fffffffff,4.0,0.0,0.0,0.0
830eeafffffffff,299.0,0.0,0.0,0.0
830eebfffffffff,23.0,0.0,0.0,1.0
830eecfffffffff,6.0,0.0,0.0,0.0
830eedfffffffff,76.0,0.0,0.0,0.0
830eeefffffffff,3.0,0.0,0.0,0.0
830ef1fffffffff,6.0,0.0,0.0,0.0
