cell_id,Lanius excubitor,Lanius excubitor [excubitor Group],Lanius excubitor [elegans Group],Lanius excubitor aucheri/buryi,Lanius excubitor uncinatus,Lanius excubitor pallidirostris,Lanius excubitor lahtora
84195c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841972bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419731ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8419733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841973dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e157ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e36bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e427ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e553ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e83bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecd5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eea3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f513ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f5c5ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
841f603ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f817ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f823ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f831ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f8e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f8edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f96bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f981ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa03ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841fb2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84200adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842010dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8420333ffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
8420335ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842033bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8420991ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8420e3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8424001ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842400dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8424037ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84240a9ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84240adffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84241c9ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84241d9ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84241dbffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8424311ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8424505ffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0
842451dffffffff,19.0,0.0,0.0,0.0,0.0,19.0,0.0
8424529ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842452dffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
8424567ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
842456bffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842476dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8424d51ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8425135ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8425139ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8425a87ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842c0b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842c0bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842c513ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842c51bffffffff,15.0,0.0,0.0,0.0,0.0,14.0,0.0
842c56dffffffff,5.0,2.0,0.0,0.0,0.0,1.0,0.0
842c5e9ffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
842c833ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
842c903ffffffff,3.0,0.0,0.0,2.0,0.0,1.0,0.0
842c915ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842c935ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
842c93bffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
842c9c9ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
842ce4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842d107ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842d303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842d33bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842d5c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842db01ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842db03ffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
842db05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842db0dffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
842db29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842db67ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8431a51ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8438247ffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
84384a1ffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
84384a9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
84384adffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
84384d9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
84384e7ffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
8438551ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
84385dbffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8438625ffffffff,21.0,0.0,17.0,0.0,0.0,0.0,0.0
84386a9ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8438707ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8438709ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8438711ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8438715ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8438717ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
843871bffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8438737ffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
8438739ffffffff,4.0,0.0,1.0,0.0,0.0,0.0,0.0
8438753ffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
8438757ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8438a57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8438ab3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8438db5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8438dbbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8438dbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84391abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84391c7ffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
84392e1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
843945dffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
843946dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8439567ffffffff,7.0,0.0,6.0,0.0,0.0,0.0,0.0
84396c7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8439733ffffffff,25.0,0.0,0.0,0.0,0.0,25.0,0.0
84399a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84399e5ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843cab9ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
843cabbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843cb15ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,15.0
843cb65ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
843cb6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
843cf29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
843cf2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843d04dffffffff,10.0,1.0,0.0,0.0,0.0,5.0,0.0
843d34bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843d845ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,25.0
843d84dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
843d851ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,6.0
843d853ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
843d85dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
843d8d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
843d929ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,4.0
843d93dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
843d96dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843d983ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843d985ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843d987ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,7.0
843d9abffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843d9b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
843d9bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843da11ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,2.0
843da13ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
843da17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843da19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843da1bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843da1dffffffff,173.0,0.0,0.0,0.0,0.0,0.0,1.0
843da21ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
843da25ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
843da2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
843da33ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
843da35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
843da37ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,40.0
843da69ffffffff,158.0,0.0,0.0,0.0,0.0,0.0,156.0
843da6bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,9.0
843db13ffffffff,63.0,0.0,0.0,0.0,0.0,0.0,63.0
843db4dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,9.0
843db51ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
843db55ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,16.0
843db57ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,27.0
843db5bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
843db6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
843e689ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
843e6c3ffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
843e6c9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
843e6cbffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
843e719ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
843f365ffffffff,22.0,0.0,21.0,0.0,0.0,0.0,0.0
843f681ffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
8442331ffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0
8442515ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,23.0
8442531ffffffff,174.0,0.0,0.0,0.0,0.0,0.0,169.0
8442533ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,18.0
8442537ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,9.0
844253bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
8442581ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
8442585ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,11.0
844258bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
8442591ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442593ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442599ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
844259dffffffff,74.0,0.0,0.0,0.0,0.0,0.0,74.0
84425a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,10.0
84425a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
84425a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
84425abffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
84425adffffffff,15.0,0.0,0.0,0.0,0.0,0.0,15.0
84425e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8442c01ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442c07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442c0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442c13ffffffff,79.0,0.0,0.0,0.0,0.0,0.0,75.0
8442c1bffffffff,28.0,0.0,0.0,0.0,0.0,3.0,25.0
8442c1dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
8442c2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8442c39ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8442c41ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
8442c43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442c47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8442c49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442c4bffffffff,74.0,0.0,0.0,0.0,0.0,27.0,47.0
8442c4dffffffff,22.0,0.0,0.0,0.0,0.0,0.0,22.0
8442c5dffffffff,38.0,0.0,0.0,0.0,0.0,14.0,24.0
8442c69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442c85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442c95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8442cabffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8442cb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8442cc5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,1.0
8442cc7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442cddffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8442ce1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442ce3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8442ce5ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8442ce7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8442ce9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442d13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8442dd3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8442dd9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442e35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8442e37ffffffff,5.0,0.0,0.0,0.0,0.0,2.0,3.0
8442e45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8442e97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8442e9dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8442eabffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8442eb1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8442eb5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,5.0
8442ed9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8442edbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8443107ffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0
8443363ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
844363dffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8443a11ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8443a13ffffffff,2.0,0.0,0.0,1.0,0.0,1.0,0.0
8443a69ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8443a89ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8443a93ffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0
8443a99ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8443a9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8443ac3ffffffff,2.0,0.0,0.0,1.0,0.0,1.0,0.0
8443acbffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8443ad3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8443ae5ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
844bb53ffffffff,201.0,0.0,0.0,0.0,0.0,68.0,0.0
84524ddffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8452d41ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
8452d45ffffffff,7.0,0.0,0.0,7.0,0.0,0.0,0.0
84534d5ffffffff,9.0,0.0,0.0,0.0,0.0,9.0,0.0
8453553ffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8453645ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
84536a3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8453a4bffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8454f4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8458581ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8459001ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8459015ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8459017ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
845901dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8459041ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8459091ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8459097ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84590edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845929bffffffff,7.0,0.0,5.0,0.0,0.0,0.0,0.0
845961bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8459643ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845964bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8459657ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8459741ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8459745ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
845974dffffffff,17.0,0.0,6.0,0.0,0.0,0.0,0.0
8460107ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,1.0
8460121ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8460127ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846015dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8460161ffffffff,193.0,0.0,0.0,0.0,0.0,0.0,90.0
8460165ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,5.0
8460167ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846016dffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8460303ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,23.0
8460339ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
846035bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8460813ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8460817ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
846081dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,9.0
8460845ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,2.0
8460857ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
846085bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8460885ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
846088dffffffff,73.0,0.0,0.0,0.0,0.0,0.0,73.0
84608a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
84608e3ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,29.0
84608e9ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,27.0
84608ebffffffff,102.0,0.0,0.0,0.0,0.0,0.0,99.0
84608edffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
8460901ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
8460903ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460915ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460939ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460947ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460969ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
84609d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
84609dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8460a0dffffffff,169.0,0.0,0.0,0.0,0.0,0.0,72.0
8460a17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460a1bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8460a25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8460a27ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,4.0
8460a39ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,2.0
8460a49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
8460a4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8460a59ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8460a5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8460a61ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
