cell_id,Vireo plumbeus,Vireo plumbeus plumbeus/gravis,Vireo plumbeus notius/montanus
8426901ffffffff,1.0,0.0,0.0
8426903ffffffff,7.0,0.0,0.0
8426905ffffffff,95.0,0.0,0.0
8426907ffffffff,40.0,0.0,0.0
8426909ffffffff,4.0,0.0,0.0
842690dffffffff,43.0,0.0,0.0
8426913ffffffff,12.0,0.0,0.0
8426915ffffffff,34.0,0.0,0.0
8426917ffffffff,13.0,0.0,0.0
8426919ffffffff,4.0,0.0,0.0
842691bffffffff,4.0,0.0,0.0
842691dffffffff,33.0,0.0,0.0
8426923ffffffff,4.0,0.0,0.0
8426927ffffffff,6.0,0.0,0.0
8426929ffffffff,64.0,0.0,0.0
842692bffffffff,10.0,0.0,0.0
842692dffffffff,4.0,0.0,0.0
8426935ffffffff,2.0,0.0,0.0
8426939ffffffff,1.0,0.0,0.0
842693dffffffff,4.0,0.0,0.0
8426945ffffffff,20.0,0.0,0.0
8426947ffffffff,5.0,0.0,0.0
842694dffffffff,13.0,0.0,0.0
8426951ffffffff,15.0,0.0,0.0
8426953ffffffff,33.0,0.0,0.0
8426957ffffffff,7.0,0.0,0.0
8426959ffffffff,9.0,0.0,0.0
842695bffffffff,21.0,0.0,0.0
842695dffffffff,1.0,0.0,0.0
8426961ffffffff,101.0,0.0,0.0
8426963ffffffff,142.0,0.0,0.0
8426965ffffffff,1.0,0.0,0.0
8426967ffffffff,69.0,0.0,0.0
8426969ffffffff,51.0,0.0,0.0
842696bffffffff,290.0,0.0,0.0
8426981ffffffff,32.0,0.0,0.0
8426983ffffffff,73.0,0.0,0.0
8426985ffffffff,7.0,0.0,0.0
8426987ffffffff,322.0,0.0,0.0
8426989ffffffff,223.0,0.0,0.0
842698bffffffff,23.0,0.0,0.0
842698dffffffff,88.0,0.0,0.0
8426991ffffffff,80.0,0.0,0.0
8426993ffffffff,5.0,0.0,0.0
8426995ffffffff,183.0,0.0,0.0
8426997ffffffff,24.0,0.0,0.0
8426999ffffffff,5.0,0.0,0.0
842699bffffffff,95.0,0.0,0.0
842699dffffffff,38.0,0.0,0.0
84269a1ffffffff,20.0,0.0,0.0
84269a9ffffffff,39.0,0.0,0.0
84269abffffffff,52.0,0.0,0.0
84269adffffffff,6.0,0.0,0.0
84269b1ffffffff,4.0,0.0,0.0
84269b5ffffffff,6.0,0.0,0.0
84269b9ffffffff,116.0,0.0,0.0
84269bbffffffff,16.0,0.0,0.0
84269bdffffffff,2.0,0.0,0.0
84269c1ffffffff,484.0,0.0,0.0
84269c3ffffffff,48.0,0.0,0.0
84269c5ffffffff,277.0,0.0,0.0
84269c7ffffffff,59.0,0.0,0.0
84269c9ffffffff,27.0,0.0,0.0
84269cbffffffff,85.0,0.0,0.0
84269cdffffffff,313.0,0.0,0.0
84269d1ffffffff,15.0,0.0,0.0
84269d5ffffffff,198.0,0.0,0.0
84269d7ffffffff,12.0,0.0,0.0
84269ddffffffff,182.0,0.0,0.0
84269e1ffffffff,81.0,0.0,0.0
84269e3ffffffff,4.0,0.0,0.0
84269e5ffffffff,1.0,0.0,0.0
84269e7ffffffff,6.0,0.0,0.0
84269e9ffffffff,21.0,0.0,0.0
84269ebffffffff,78.0,0.0,0.0
84269edffffffff,14.0,0.0,0.0
8426a07ffffffff,7.0,0.0,0.0
8426a15ffffffff,8.0,0.0,0.0
8426a17ffffffff,12.0,0.0,0.0
8426a19ffffffff,64.0,2.0,0.0
8426a1bffffffff,11.0,0.0,0.0
8426a1dffffffff,4.0,0.0,0.0
8426a2bffffffff,10.0,0.0,0.0
8426a31ffffffff,2.0,0.0,0.0
8426a33ffffffff,2.0,0.0,0.0
8426a39ffffffff,3.0,0.0,0.0
8426a3bffffffff,8.0,0.0,0.0
8426a41ffffffff,5.0,0.0,0.0
8426a43ffffffff,4.0,0.0,0.0
8426a4bffffffff,2.0,0.0,0.0
8426a51ffffffff,175.0,0.0,0.0
8426a53ffffffff,16.0,0.0,0.0
8426a59ffffffff,45.0,0.0,0.0
8426a5bffffffff,190.0,0.0,0.0
8426a5dffffffff,11.0,0.0,0.0
8426a6dffffffff,2.0,0.0,0.0
8426a85ffffffff,1.0,0.0,0.0
8426a87ffffffff,22.0,0.0,0.0
8426a8bffffffff,8.0,0.0,0.0
8426a8dffffffff,11.0,0.0,0.0
8426a95ffffffff,2.0,0.0,0.0
8426a97ffffffff,7.0,0.0,0.0
8426aa1ffffffff,3.0,0.0,0.0
8426aa5ffffffff,156.0,0.0,0.0
8426aa7ffffffff,44.0,0.0,0.0
8426aa9ffffffff,147.0,0.0,0.0
8426aabffffffff,5.0,0.0,0.0
8426aadffffffff,20.0,0.0,0.0
8426ab1ffffffff,1.0,0.0,0.0
8426ab3ffffffff,9.0,0.0,0.0
8426ab5ffffffff,15.0,0.0,0.0
8426ab7ffffffff,30.0,0.0,0.0
8426ab9ffffffff,10.0,0.0,0.0
8426abdffffffff,5.0,0.0,0.0
8426ac5ffffffff,39.0,0.0,0.0
8426ad7ffffffff,2.0,0.0,0.0
8426ae3ffffffff,4.0,0.0,0.0
8426ae7ffffffff,37.0,0.0,0.0
8426ae9ffffffff,5.0,1.0,0.0
8426aebffffffff,6.0,0.0,0.0
8426b0bffffffff,2.0,0.0,0.0
8426b25ffffffff,5.0,0.0,0.0
8426b33ffffffff,12.0,0.0,0.0
8426b55ffffffff,2.0,0.0,0.0
8426b65ffffffff,1.0,0.0,0.0
8426d05ffffffff,4.0,0.0,0.0
8426d09ffffffff,2.0,0.0,0.0
8426d15ffffffff,1.0,0.0,0.0
8426d25ffffffff,4.0,0.0,0.0
8426d2dffffffff,4.0,0.0,0.0
8426d35ffffffff,6.0,0.0,0.0
8426d39ffffffff,2.0,0.0,0.0
8426d45ffffffff,3.0,0.0,0.0
8426d6bffffffff,18.0,0.0,0.0
8426d6dffffffff,10.0,0.0,0.0
8426de7ffffffff,15.0,0.0,0.0
8426f21ffffffff,9.0,0.0,0.0
8426f25ffffffff,51.0,0.0,0.0
8426f27ffffffff,11.0,0.0,0.0
8426f2dffffffff,33.0,0.0,0.0
8427825ffffffff,2.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
8427885ffffffff,8.0,0.0,0.0
84278b1ffffffff,28.0,0.0,0.0
84278b3ffffffff,28.0,0.0,0.0
84278b5ffffffff,85.0,0.0,0.0
84278b7ffffffff,22.0,0.0,0.0
84278d3ffffffff,1.0,0.0,0.0
84278e3ffffffff,11.0,0.0,0.0
8427953ffffffff,23.0,0.0,0.0
8427957ffffffff,2.0,0.0,0.0
842798dffffffff,73.0,0.0,0.0
8427995ffffffff,8.0,0.0,0.0
8427999ffffffff,4.0,0.0,0.0
84279a9ffffffff,2.0,0.0,0.0
84279abffffffff,3.0,0.0,0.0
84279adffffffff,12.0,0.0,0.0
84279b3ffffffff,2.0,0.0,0.0
84279c5ffffffff,16.0,0.0,0.0
84279c7ffffffff,8.0,0.0,0.0
84279d3ffffffff,4.0,0.0,0.0
84279d7ffffffff,2.0,0.0,0.0
84279e3ffffffff,3.0,0.0,0.0
84279e7ffffffff,11.0,0.0,0.0
84279ebffffffff,2.0,0.0,0.0
842816dffffffff,2.0,0.0,0.0
8428941ffffffff,5.0,0.0,0.0
842894bffffffff,2.0,0.0,0.0
8428a43ffffffff,2.0,0.0,0.0
8428a45ffffffff,2.0,0.0,0.0
8428a5dffffffff,2.0,0.0,0.0
8428a6dffffffff,2.0,0.0,0.0
8428b01ffffffff,10.0,0.0,0.0
8428b05ffffffff,2.0,0.0,0.0
8428b07ffffffff,2.0,0.0,0.0
8428b09ffffffff,121.0,0.0,0.0
8428b0bffffffff,16.0,0.0,0.0
8428b0dffffffff,46.0,0.0,0.0
8428b21ffffffff,2.0,0.0,0.0
8428b23ffffffff,1.0,0.0,0.0
8428b27ffffffff,11.0,0.0,0.0
8428b29ffffffff,2.0,0.0,0.0
8428b2bffffffff,92.0,0.0,0.0
8428b2dffffffff,1.0,0.0,0.0
8428b43ffffffff,1.0,0.0,0.0
8428b61ffffffff,23.0,0.0,0.0
8428b63ffffffff,1.0,0.0,0.0
8428b65ffffffff,25.0,0.0,0.0
8428b69ffffffff,2.0,0.0,0.0
8428b6dffffffff,31.0,0.0,0.0
842980dffffffff,134.0,0.0,0.0
8429811ffffffff,2.0,0.0,0.0
8429819ffffffff,2.0,0.0,0.0
842981bffffffff,11.0,0.0,0.0
8429821ffffffff,5.0,0.0,0.0
8429825ffffffff,25.0,0.0,0.0
8429827ffffffff,2.0,0.0,0.0
842982dffffffff,1.0,0.0,0.0
8429841ffffffff,6.0,0.0,0.0
8429845ffffffff,5.0,0.0,0.0
8429847ffffffff,17.0,0.0,0.0
8429849ffffffff,5.0,0.0,0.0
842984dffffffff,24.0,0.0,0.0
8429851ffffffff,3.0,0.0,0.0
8429853ffffffff,4.0,0.0,0.0
8429855ffffffff,4.0,0.0,0.0
8429857ffffffff,3.0,0.0,0.0
8429863ffffffff,33.0,0.0,0.0
8429867ffffffff,3.0,0.0,0.0
8429869ffffffff,48.0,0.0,0.0
842986bffffffff,132.0,0.0,0.0
8429883ffffffff,2.0,0.0,0.0
8429889ffffffff,2.0,0.0,0.0
8429891ffffffff,25.0,0.0,0.0
8429895ffffffff,11.0,0.0,0.0
8429899ffffffff,15.0,0.0,0.0
842989dffffffff,23.0,0.0,0.0
84298abffffffff,4.0,0.0,0.0
84298adffffffff,3.0,0.0,0.0
84298b7ffffffff,4.0,0.0,0.0
84298c1ffffffff,8.0,0.0,0.0
84298c5ffffffff,2.0,0.0,0.0
84298c9ffffffff,12.0,0.0,0.0
84298cbffffffff,1.0,0.0,0.0
84298cdffffffff,43.0,0.0,0.0
84298d5ffffffff,3.0,0.0,0.0
84298e9ffffffff,8.0,0.0,0.0
8429901ffffffff,18.0,0.0,0.0
8429903ffffffff,11.0,0.0,0.0
8429907ffffffff,112.0,0.0,0.0
8429909ffffffff,9.0,0.0,0.0
842990bffffffff,457.0,0.0,0.0
8429919ffffffff,10.0,0.0,0.0
842991bffffffff,3.0,0.0,0.0
842991dffffffff,39.0,0.0,0.0
8429921ffffffff,6.0,0.0,0.0
8429923ffffffff,72.0,0.0,0.0
842992bffffffff,86.0,0.0,0.0
8429931ffffffff,12.0,0.0,0.0
8429933ffffffff,1.0,0.0,0.0
8429935ffffffff,4.0,0.0,0.0
8429937ffffffff,4.0,0.0,0.0
8429939ffffffff,2.0,0.0,0.0
842993bffffffff,2.0,0.0,0.0
842993dffffffff,2.0,0.0,0.0
8429941ffffffff,28.0,0.0,0.0
8429945ffffffff,47.0,0.0,0.0
8429947ffffffff,51.0,0.0,0.0
842994dffffffff,174.0,0.0,0.0
8429951ffffffff,20.0,0.0,0.0
8429953ffffffff,99.0,0.0,0.0
8429955ffffffff,18.0,0.0,0.0
8429957ffffffff,168.0,0.0,0.0
842995bffffffff,3.0,0.0,0.0
842995dffffffff,2.0,0.0,0.0
8429965ffffffff,2.0,0.0,0.0
842996bffffffff,4.0,0.0,0.0
842996dffffffff,1.0,0.0,0.0
8429981ffffffff,2.0,0.0,0.0
8429983ffffffff,2.0,0.0,0.0
8429989ffffffff,2.0,0.0,0.0
842998dffffffff,3.0,0.0,0.0
8429995ffffffff,4.0,0.0,0.0
8429997ffffffff,6.0,0.0,0.0
84299a9ffffffff,3.0,0.0,0.0
84299adffffffff,2.0,0.0,0.0
84299b3ffffffff,3.0,0.0,0.0
84299b7ffffffff,19.0,0.0,0.0
84299bbffffffff,10.0,0.0,0.0
84299bdffffffff,3.0,0.0,0.0
84299cdffffffff,1.0,0.0,0.0
84299d3ffffffff,2.0,0.0,0.0
84299ebffffffff,53.0,0.0,0.0
8429a01ffffffff,40.0,0.0,0.0
8429a03ffffffff,13.0,0.0,0.0
8429a05ffffffff,48.0,0.0,0.0
8429a07ffffffff,6.0,0.0,0.0
8429a0bffffffff,41.0,0.0,0.0
8429a11ffffffff,32.0,0.0,0.0
8429a13ffffffff,2.0,0.0,0.0
8429a15ffffffff,38.0,0.0,0.0
8429a17ffffffff,6.0,0.0,0.0
8429a19ffffffff,51.0,0.0,0.0
8429a1dffffffff,191.0,0.0,0.0
8429a27ffffffff,4.0,0.0,0.0
8429a29ffffffff,11.0,0.0,0.0
8429a33ffffffff,1.0,0.0,0.0
8429a3bffffffff,19.0,0.0,0.0
8429a57ffffffff,191.0,0.0,0.0
8429a63ffffffff,3.0,0.0,0.0
8429aa7ffffffff,45.0,0.0,0.0
8429acdffffffff,1.0,0.0,0.0
8429ae1ffffffff,2.0,0.0,0.0
8429ae5ffffffff,67.0,0.0,0.0
8429ae7ffffffff,15.0,0.0,0.0
8429aebffffffff,1.0,0.0,0.0
8429b03ffffffff,150.0,0.0,0.0
8429b05ffffffff,1.0,0.0,0.0
8429b0bffffffff,2.0,0.0,0.0
8429b0dffffffff,5.0,0.0,0.0
8429b13ffffffff,6.0,0.0,0.0
8429b15ffffffff,5.0,0.0,0.0
8429b1bffffffff,6.0,0.0,0.0
8429b21ffffffff,28.0,0.0,0.0
8429b25ffffffff,634.0,15.0,0.0
8429b27ffffffff,5.0,0.0,0.0
8429b29ffffffff,371.0,0.0,0.0
8429b2bffffffff,9.0,0.0,0.0
8429b2dffffffff,622.0,0.0,0.0
8429b31ffffffff,4.0,0.0,0.0
8429b41ffffffff,2.0,0.0,0.0
8429b57ffffffff,1.0,0.0,0.0
8429b61ffffffff,109.0,0.0,0.0
8429b63ffffffff,24.0,0.0,0.0
8429b65ffffffff,120.0,0.0,0.0
8429b67ffffffff,497.0,0.0,0.0
8429b6bffffffff,312.0,0.0,0.0
8429b6dffffffff,54.0,0.0,0.0
8445207ffffffff,1.0,0.0,1.0
8445209ffffffff,20.0,0.0,0.0
844520dffffffff,16.0,0.0,4.0
8445217ffffffff,4.0,0.0,0.0
8445233ffffffff,7.0,0.0,0.0
8445241ffffffff,8.0,0.0,6.0
8445243ffffffff,31.0,0.0,13.0
8445245ffffffff,4.0,0.0,4.0
8445247ffffffff,29.0,0.0,18.0
844524bffffffff,2.0,0.0,2.0
8445255ffffffff,18.0,0.0,15.0
8445261ffffffff,7.0,0.0,7.0
8445263ffffffff,44.0,0.0,44.0
844526bffffffff,67.0,0.0,43.0
844526dffffffff,12.0,0.0,11.0
84452e1ffffffff,523.0,0.0,123.0
84452e5ffffffff,15.0,0.0,7.0
84452e9ffffffff,13.0,0.0,1.0
84452edffffffff,98.0,0.0,23.0
8445309ffffffff,4.0,0.0,4.0
8445343ffffffff,9.0,0.0,9.0
8445347ffffffff,5.0,0.0,5.0
8445355ffffffff,6.0,0.0,6.0
8445365ffffffff,16.0,0.0,15.0
8445367ffffffff,1.0,0.0,1.0
844802bffffffff,36.0,0.0,0.0
844803bffffffff,2.0,0.0,0.0
8448059ffffffff,3.0,0.0,0.0
844805bffffffff,9.0,0.0,0.0
8448065ffffffff,18.0,0.0,0.0
8448087ffffffff,2.0,0.0,0.0
8448097ffffffff,35.0,0.0,0.0
84480a5ffffffff,1.0,0.0,0.0
84480a9ffffffff,13.0,0.0,0.0
84480adffffffff,485.0,0.0,0.0
84480bbffffffff,11.0,0.0,0.0
84480e5ffffffff,18.0,0.0,0.0
84480edffffffff,4.0,0.0,0.0
8448141ffffffff,9.0,0.0,0.0
8448143ffffffff,18.0,0.0,0.0
8448147ffffffff,20.0,0.0,0.0
844814bffffffff,1.0,0.0,0.0
844814dffffffff,4.0,0.0,0.0
8448155ffffffff,1.0,0.0,0.0
844815bffffffff,24.0,0.0,0.0
844816bffffffff,7.0,0.0,0.0
844818bffffffff,4.0,0.0,0.0
8448193ffffffff,10.0,0.0,0.0
8448195ffffffff,1.0,0.0,0.0
8448197ffffffff,4.0,0.0,0.0
8448199ffffffff,2.0,0.0,0.0
844819dffffffff,11.0,0.0,0.0
84481a7ffffffff,3.0,0.0,0.0
84481c1ffffffff,3.0,0.0,0.0
84481c5ffffffff,2.0,0.0,0.0
84481d1ffffffff,2.0,0.0,0.0
84481d5ffffffff,1.0,0.0,0.0
84481d7ffffffff,12.0,0.0,0.0
84481dbffffffff,6.0,0.0,0.0
8448233ffffffff,18.0,0.0,0.0
84482a3ffffffff,7.0,0.0,0.0
84482adffffffff,3.0,0.0,0.0
84482e3ffffffff,1.0,0.0,0.0
84482e5ffffffff,40.0,0.0,0.0
84482e7ffffffff,8.0,0.0,0.0
8448321ffffffff,2.0,0.0,0.0
8448325ffffffff,12.0,0.0,0.0
8448329ffffffff,1.0,0.0,0.0
844832bffffffff,2.0,0.0,0.0
8448331ffffffff,27.0,0.0,0.0
8448333ffffffff,33.0,0.0,0.0
8448337ffffffff,339.0,0.0,0.0
844833bffffffff,107.0,0.0,0.0
844833dffffffff,2.0,0.0,0.0
8448361ffffffff,512.0,0.0,0.0
8448363ffffffff,258.0,0.0,0.0
8448365ffffffff,115.0,0.0,0.0
8448367ffffffff,31.0,0.0,0.0
8448369ffffffff,294.0,0.0,0.0
844836dffffffff,141.0,4.0,0.0
8448565ffffffff,7.0,0.0,0.0
8448567ffffffff,3.0,0.0,0.0
8448897ffffffff,2.0,0.0,0.0
844889bffffffff,1.0,0.0,0.0
84488b3ffffffff,2.0,0.0,0.0
84488d1ffffffff,35.0,0.0,0.0
84488d3ffffffff,2.0,0.0,0.0
84488d9ffffffff,30.0,0.0,0.0
8448ab3ffffffff,107.0,0.0,0.0
8448ab7ffffffff,322.0,0.0,0.0
8448c01ffffffff,23.0,0.0,0.0
8448c03ffffffff,327.0,0.0,0.0
8448c05ffffffff,74.0,0.0,0.0
8448c07ffffffff,14.0,0.0,0.0
8448c09ffffffff,10.0,0.0,0.0
8448c0bffffffff,158.0,0.0,0.0
8448c0dffffffff,1.0,0.0,0.0
8448c11ffffffff,61.0,0.0,0.0
8448c13ffffffff,94.0,0.0,0.0
8448c15ffffffff,23.0,0.0,0.0
8448c17ffffffff,36.0,0.0,0.0
8448c19ffffffff,66.0,0.0,0.0
8448c1bffffffff,33.0,0.0,0.0
8448c1dffffffff,161.0,0.0,0.0
8448c25ffffffff,44.0,0.0,0.0
8448c27ffffffff,5.0,0.0,0.0
8448c2bffffffff,15.0,0.0,0.0
8448c2dffffffff,15.0,0.0,0.0
8448c31ffffffff,79.0,0.0,0.0
8448c33ffffffff,25.0,0.0,0.0
8448c35ffffffff,607.0,0.0,0.0
8448c37ffffffff,2.0,0.0,0.0
8448c39ffffffff,5.0,0.0,0.0
8448c3bffffffff,11.0,0.0,0.0
8448c3dffffffff,15.0,0.0,0.0
8448c47ffffffff,3.0,0.0,0.0
8448c53ffffffff,4.0,0.0,0.0
8448c57ffffffff,34.0,0.0,0.0
8448c59ffffffff,7208.0,0.0,0.0
8448c5bffffffff,1256.0,0.0,0.0
8448c5dffffffff,1.0,0.0,0.0
8448c61ffffffff,13.0,0.0,0.0
8448c63ffffffff,65.0,0.0,0.0
8448c65ffffffff,16.0,0.0,0.0
8448c67ffffffff,21.0,0.0,0.0
8448c69ffffffff,8.0,0.0,0.0
8448c6dffffffff,84.0,0.0,0.0
8448c81ffffffff,7.0,0.0,0.0
8448c89ffffffff,7.0,0.0,0.0
8448c8bffffffff,28.0,0.0,0.0
8448c93ffffffff,2.0,0.0,0.0
8448c99ffffffff,259.0,1.0,0.0
8448c9bffffffff,8.0,0.0,0.0
8448ca1ffffffff,5.0,0.0,0.0
8448ca3ffffffff,5.0,0.0,0.0
8448ca9ffffffff,40.0,0.0,0.0
8448cabffffffff,2.0,0.0,0.0
8448cadffffffff,119.0,0.0,0.0
8448cb5ffffffff,9.0,0.0,0.0
8448cbdffffffff,1.0,0.0,0.0
8448cc1ffffffff,127.0,4.0,0.0
8448cc3ffffffff,72.0,7.0,0.0
8448cc5ffffffff,107.0,7.0,0.0
8448cc7ffffffff,32.0,0.0,0.0
8448ccbffffffff,25.0,0.0,0.0
8448ccdffffffff,9.0,0.0,0.0
8448cd1ffffffff,130.0,0.0,0.0
8448cd3ffffffff,854.0,14.0,0.0
8448cd5ffffffff,26.0,0.0,0.0
8448cd7ffffffff,28.0,0.0,0.0
8448cd9ffffffff,290.0,0.0,0.0
8448cdbffffffff,201.0,0.0,0.0
8448cddffffffff,166.0,3.0,0.0
8448ce5ffffffff,6.0,0.0,0.0
8448ce7ffffffff,3.0,0.0,0.0
8448ce9ffffffff,8.0,0.0,0.0
8448cebffffffff,8.0,0.0,0.0
8448cedffffffff,21.0,0.0,0.0
8448d03ffffffff,4.0,0.0,0.0
8448d07ffffffff,3.0,0.0,0.0
8448d0bffffffff,1.0,0.0,0.0
8448d0dffffffff,9.0,0.0,0.0
8448d11ffffffff,3.0,0.0,0.0
8448d15ffffffff,2.0,0.0,0.0
8448d19ffffffff,29.0,0.0,0.0
8448d1bffffffff,63.0,0.0,0.0
8448d23ffffffff,2.0,0.0,0.0
8448d2bffffffff,7.0,0.0,0.0
8448d33ffffffff,35.0,0.0,0.0
8448d35ffffffff,51.0,0.0,0.0
8448d37ffffffff,101.0,0.0,0.0
8448d3dffffffff,2.0,0.0,0.0
8448d43ffffffff,120.0,0.0,0.0
8448d4bffffffff,224.0,0.0,0.0
8448d51ffffffff,6.0,0.0,0.0
8448d53ffffffff,72.0,0.0,0.0
8448d5dffffffff,43.0,0.0,0.0
8448d63ffffffff,1.0,0.0,0.0
8448d81ffffffff,135.0,0.0,0.0
8448d83ffffffff,3444.0,0.0,0.0
8448d85ffffffff,199.0,0.0,0.0
8448d87ffffffff,1001.0,0.0,0.0
8448d89ffffffff,1689.0,0.0,0.0
8448d8bffffffff,25.0,0.0,0.0
8448d95ffffffff,16.0,0.0,0.0
8448d97ffffffff,5.0,0.0,0.0
8448d9dffffffff,7.0,0.0,0.0
8448da1ffffffff,19.0,0.0,0.0
8448da3ffffffff,34.0,0.0,0.0
8448da5ffffffff,19.0,0.0,0.0
8448da7ffffffff,2.0,0.0,0.0
8448da9ffffffff,90.0,0.0,0.0
8448dabffffffff,65.0,0.0,0.0
8448db1ffffffff,10.0,0.0,0.0
8448db3ffffffff,25.0,0.0,0.0
8448db5ffffffff,70.0,0.0,0.0
8448db7ffffffff,9.0,0.0,0.0
8448db9ffffffff,48.0,0.0,0.0
8448dbbffffffff,65.0,0.0,0.0
8448dbdffffffff,105.0,0.0,0.0
8448dc1ffffffff,3.0,0.0,0.0
8448dc3ffffffff,93.0,0.0,0.0
8448dc5ffffffff,20.0,0.0,0.0
8448dc7ffffffff,57.0,0.0,0.0
8448dcbffffffff,15.0,0.0,0.0
8448dd3ffffffff,19.0,0.0,0.0
8448dd5ffffffff,41.0,0.0,0.0
8448dd7ffffffff,13.0,0.0,0.0
8448dd9ffffffff,8.0,0.0,0.0
8448ddbffffffff,137.0,0.0,0.0
8448de3ffffffff,7.0,0.0,0.0
8448de5ffffffff,6.0,0.0,0.0
8448de9ffffffff,16.0,0.0,0.0
8448e01ffffffff,7.0,0.0,0.0
8448e07ffffffff,9.0,0.0,0.0
8448e09ffffffff,2.0,0.0,0.0
8448e0dffffffff,3.0,0.0,0.0
8448e11ffffffff,1.0,0.0,0.0
8448e13ffffffff,8.0,0.0,0.0
8448e15ffffffff,1.0,0.0,0.0
8448e17ffffffff,2.0,0.0,0.0
8448e19ffffffff,3.0,0.0,0.0
8448e1bffffffff,4.0,0.0,0.0
8448e21ffffffff,7.0,0.0,0.0
8448e29ffffffff,1.0,0.0,0.0
8448e2bffffffff,2.0,0.0,0.0
8448e33ffffffff,24.0,0.0,0.0
8448e37ffffffff,110.0,0.0,0.0
8448e3dffffffff,1.0,0.0,0.0
8448e43ffffffff,2.0,0.0,0.0
8448e49ffffffff,21.0,0.0,0.0
8448e4bffffffff,1.0,0.0,0.0
8448e4dffffffff,54.0,0.0,0.0
8448e53ffffffff,15.0,0.0,0.0
8448e55ffffffff,5.0,0.0,0.0
8448e5bffffffff,44.0,0.0,0.0
8448e5dffffffff,1.0,0.0,0.0
8448e61ffffffff,27.0,0.0,0.0
8448e63ffffffff,44.0,0.0,0.0
8448e67ffffffff,2.0,0.0,0.0
8448e69ffffffff,1.0,0.0,0.0
8448e6bffffffff,6.0,0.0,0.0
8448e81ffffffff,48.0,0.0,0.0
8448e83ffffffff,23.0,0.0,0.0
8448e85ffffffff,6493.0,0.0,0.0
8448e87ffffffff,8.0,0.0,0.0
8448e89ffffffff,6.0,0.0,0.0
8448e8dffffffff,4235.0,0.0,0.0
8448e93ffffffff,8.0,0.0,0.0
8448e95ffffffff,2.0,0.0,0.0
8448e97ffffffff,69.0,0.0,0.0
8448e99ffffffff,3.0,0.0,0.0
8448e9bffffffff,1.0,0.0,0.0
