cell_id,Pterocles exustus,Pterocles exustus [exustus Group],Pterocles exustus erlangeri,Pterocles exustus hindustan
823c87fffffffff,10.0,0.0,0.0,0.0
823cb7fffffffff,11.0,0.0,0.0,0.0
823d87fffffffff,170.0,0.0,0.0,0.0
823d8ffffffffff,8.0,0.0,0.0,0.0
823d97fffffffff,13.0,0.0,0.0,0.0
823d9ffffffffff,5.0,0.0,0.0,0.0
823da7fffffffff,477.0,0.0,0.0,0.0
823daffffffffff,2.0,0.0,0.0,0.0
823db7fffffffff,286.0,0.0,0.0,0.0
823e77fffffffff,1.0,0.0,0.0,0.0
824237fffffffff,2.0,0.0,0.0,0.0
824257fffffffff,785.0,0.0,0.0,0.0
82425ffffffffff,161.0,0.0,0.0,0.0
8242c7fffffffff,1509.0,0.0,0.0,0.0
8242cffffffffff,646.0,0.0,0.0,0.0
8242d7fffffffff,2.0,0.0,0.0,0.0
8242dffffffffff,164.0,0.0,0.0,0.0
8242e7fffffffff,105.0,0.0,0.0,0.0
8242effffffffff,38.0,0.0,0.0,0.0
824317fffffffff,14.0,0.0,0.0,0.0
82431ffffffffff,30.0,0.0,0.0,0.0
824387fffffffff,1.0,0.0,0.0,0.0
82438ffffffffff,27.0,0.0,9.0,0.0
824397fffffffff,12.0,0.0,3.0,0.0
82439ffffffffff,28.0,0.0,16.0,0.0
8243a7fffffffff,333.0,0.0,44.0,0.0
8243affffffffff,331.0,0.0,58.0,0.0
825217fffffffff,6.0,0.0,0.0,0.0
82521ffffffffff,10.0,0.0,0.0,0.0
82524ffffffffff,46.0,0.0,23.0,0.0
82526ffffffffff,22.0,0.0,10.0,0.0
82528ffffffffff,8.0,0.0,0.0,0.0
8252affffffffff,2.0,0.0,0.0,0.0
8252d7fffffffff,26.0,0.0,0.0,0.0
8252dffffffffff,2.0,0.0,0.0,0.0
82530ffffffffff,1.0,0.0,0.0,0.0
82534ffffffffff,27.0,0.0,4.0,0.0
825357fffffffff,2.0,0.0,0.0,0.0
825377fffffffff,1.0,0.0,0.0,0.0
8253affffffffff,12.0,0.0,0.0,0.0
825417fffffffff,124.0,57.0,0.0,0.0
82541ffffffffff,24.0,1.0,0.0,0.0
8254affffffffff,1.0,0.0,0.0,0.0
825857fffffffff,1.0,0.0,0.0,0.0
82585ffffffffff,6.0,0.0,0.0,0.0
825d17fffffffff,741.0,0.0,0.0,0.0
826017fffffffff,235.0,0.0,0.0,0.0
826037fffffffff,516.0,0.0,0.0,0.0
826087fffffffff,71.0,0.0,0.0,0.0
82608ffffffffff,313.0,0.0,0.0,0.0
826097fffffffff,60.0,0.0,0.0,0.0
82609ffffffffff,8.0,0.0,0.0,0.0
8260a7fffffffff,195.0,0.0,0.0,0.0
8260affffffffff,40.0,0.0,0.0,0.0
8260b7fffffffff,206.0,0.0,0.0,0.0
82611ffffffffff,49.0,0.0,0.0,0.0
82618ffffffffff,37.0,0.0,0.0,0.0
82619ffffffffff,1.0,0.0,0.0,0.0
8261affffffffff,2.0,0.0,0.0,0.0
826327fffffffff,13.0,0.0,0.0,0.0
826337fffffffff,63.0,0.0,37.0,0.0
826a5ffffffffff,3.0,0.0,0.0,0.0
826b17fffffffff,6.0,0.0,0.0,0.0
826b37fffffffff,1.0,0.0,0.0,0.0
827a47fffffffff,300.0,0.0,0.0,0.0
827a57fffffffff,8.0,0.0,0.0,0.0
827a5ffffffffff,21.0,0.0,0.0,0.0
827a67fffffffff,287.0,0.0,0.0,0.0
827a6ffffffffff,219.0,36.0,0.0,0.0
827a77fffffffff,8.0,0.0,0.0,0.0
827a9ffffffffff,2.0,0.0,0.0,0.0
827acffffffffff,15.0,0.0,0.0,0.0
827adffffffffff,114.0,0.0,0.0,0.0
829687fffffffff,4.0,0.0,0.0,0.0
829697fffffffff,364.0,54.0,0.0,0.0
82969ffffffffff,1.0,0.0,0.0,0.0
8296b7fffffffff,9.0,0.0,0.0,0.0
