cell_id,Cinclodes antarcticus,Cinclodes antarcticus maculirostris,Cinclodes antarcticus antarcticus
83cf32fffffffff,11.0,0.0,0.0
83de62fffffffff,5.0,0.0,1.0
83de74fffffffff,6.0,0.0,0.0
83df44fffffffff,1.0,0.0,0.0
83df45fffffffff,51.0,5.0,0.0
83df62fffffffff,4.0,0.0,0.0
