cell_id,Cygnus columbianus,Cygnus columbianus columbianus,Cygnus columbianus bewickii,Cygnus columbianus columbianus x bewickii
82025ffffffffff,2.0,0.0,0.0,0.0
8202c7fffffffff,3.0,0.0,0.0,0.0
8202cffffffffff,271.0,0.0,0.0,0.0
8202d7fffffffff,5.0,0.0,0.0,0.0
8202dffffffffff,4.0,0.0,0.0,0.0
82041ffffffffff,18.0,0.0,18.0,0.0
8204cffffffffff,57.0,0.0,13.0,0.0
8204effffffffff,7.0,0.0,0.0,0.0
82058ffffffffff,41.0,0.0,41.0,0.0
820887fffffffff,8.0,0.0,1.0,0.0
82088ffffffffff,3.0,0.0,1.0,0.0
820897fffffffff,4.0,0.0,2.0,0.0
82089ffffffffff,130.0,0.0,17.0,0.0
8208b7fffffffff,6.0,0.0,0.0,0.0
8208d7fffffffff,4.0,0.0,0.0,0.0
820997fffffffff,6.0,0.0,5.0,0.0
820c07fffffffff,19.0,4.0,0.0,0.0
820c17fffffffff,3437.0,0.0,0.0,0.0
820c1ffffffffff,83.0,0.0,0.0,0.0
820c27fffffffff,4.0,0.0,0.0,0.0
820c2ffffffffff,5.0,0.0,0.0,0.0
820c37fffffffff,132.0,0.0,0.0,0.0
820c47fffffffff,20.0,0.0,0.0,0.0
820c57fffffffff,21.0,0.0,0.0,0.0
820c5ffffffffff,231.0,0.0,0.0,0.0
820c67fffffffff,97.0,4.0,0.0,0.0
820c77fffffffff,214.0,29.0,0.0,0.0
820c87fffffffff,7.0,0.0,0.0,0.0
820ca7fffffffff,393.0,0.0,0.0,0.0
820caffffffffff,22.0,0.0,0.0,0.0
820cc7fffffffff,9.0,0.0,0.0,0.0
820ccffffffffff,2.0,0.0,0.0,0.0
820cdffffffffff,169.0,0.0,0.0,0.0
820ce7fffffffff,65.0,0.0,0.0,0.0
820ceffffffffff,41.0,0.0,0.0,0.0
820cf7fffffffff,4.0,0.0,0.0,0.0
820d07fffffffff,2400.0,407.0,0.0,0.0
820d0ffffffffff,540.0,23.0,0.0,0.0
820d47fffffffff,25.0,0.0,0.0,0.0
820d4ffffffffff,46.0,0.0,0.0,0.0
820d57fffffffff,42.0,2.0,0.0,0.0
820d5ffffffffff,104.0,4.0,0.0,0.0
820d67fffffffff,439.0,0.0,0.0,0.0
820d77fffffffff,574.0,138.0,0.0,0.0
820d9ffffffffff,2.0,0.0,0.0,0.0
820e07fffffffff,9.0,0.0,0.0,0.0
820e0ffffffffff,34.0,0.0,0.0,0.0
820e1ffffffffff,14.0,0.0,0.0,0.0
820e27fffffffff,2.0,0.0,0.0,0.0
820e37fffffffff,16.0,0.0,0.0,0.0
820e87fffffffff,1041.0,0.0,0.0,0.0
820e8ffffffffff,4.0,0.0,0.0,0.0
820e97fffffffff,4.0,0.0,0.0,0.0
820e9ffffffffff,4.0,0.0,0.0,0.0
820ec7fffffffff,22.0,0.0,0.0,0.0
820ecffffffffff,31.0,0.0,0.0,0.0
820ed7fffffffff,4.0,0.0,0.0,0.0
820ee7fffffffff,14.0,0.0,0.0,0.0
820eeffffffffff,8.0,0.0,0.0,0.0
820ef7fffffffff,2.0,0.0,0.0,0.0
820f0ffffffffff,3.0,0.0,0.0,0.0
820f17fffffffff,2.0,0.0,0.0,0.0
820f97fffffffff,1.0,0.0,0.0,0.0
820f9ffffffffff,21.0,0.0,0.0,0.0
820fa7fffffffff,2.0,0.0,0.0,0.0
820fb7fffffffff,4.0,0.0,0.0,0.0
821107fffffffff,58.0,0.0,38.0,0.0
82110ffffffffff,7.0,0.0,7.0,0.0
821127fffffffff,14.0,0.0,0.0,0.0
821137fffffffff,13.0,0.0,2.0,0.0
8211affffffffff,33.0,0.0,31.0,0.0
82121ffffffffff,10.0,0.0,0.0,0.0
821227fffffffff,2.0,0.0,0.0,0.0
82124ffffffffff,19.0,0.0,0.0,0.0
821257fffffffff,83.0,15.0,0.0,0.0
82125ffffffffff,630.0,15.0,0.0,0.0
82126ffffffffff,1.0,0.0,0.0,0.0
821277fffffffff,12.0,0.0,0.0,0.0
821287fffffffff,8.0,0.0,0.0,0.0
82128ffffffffff,11.0,0.0,0.0,0.0
82129ffffffffff,2.0,0.0,0.0,0.0
8212affffffffff,23.0,0.0,0.0,0.0
8212c7fffffffff,451.0,0.0,0.0,0.0
8212cffffffffff,1871.0,64.0,0.0,0.0
8212d7fffffffff,299.0,20.0,0.0,0.0
8212dffffffffff,688.0,14.0,0.0,0.0
8212e7fffffffff,421.0,6.0,0.0,0.0
8212effffffffff,1210.0,29.0,0.0,0.0
8212f7fffffffff,19.0,0.0,0.0,0.0
821307fffffffff,6.0,1.0,0.0,0.0
821327fffffffff,2.0,0.0,0.0,0.0
82132ffffffffff,2.0,0.0,0.0,0.0
821337fffffffff,1.0,0.0,0.0,0.0
821347fffffffff,2.0,0.0,0.0,0.0
821357fffffffff,31.0,0.0,0.0,0.0
821387fffffffff,964.0,0.0,0.0,0.0
82138ffffffffff,25.0,0.0,0.0,0.0
821397fffffffff,13.0,0.0,0.0,0.0
82139ffffffffff,36.0,0.0,0.0,0.0
8213a7fffffffff,9.0,0.0,0.0,0.0
8213affffffffff,2.0,0.0,0.0,0.0
8213b7fffffffff,46.0,0.0,0.0,0.0
8215b7fffffffff,1.0,0.0,0.0,0.0
82176ffffffffff,15.0,0.0,10.0,0.0
82190ffffffffff,2.0,0.0,0.0,0.0
821947fffffffff,187.0,0.0,70.0,0.0
82194ffffffffff,192.0,0.0,78.0,0.0
821957fffffffff,23.0,0.0,17.0,0.0
82195ffffffffff,143.0,0.0,29.0,0.0
82196ffffffffff,203.0,0.0,74.0,0.0
821977fffffffff,12.0,0.0,0.0,0.0
821e27fffffffff,33.0,0.0,0.0,0.0
821e5ffffffffff,7.0,0.0,5.0,0.0
821e67fffffffff,8.0,0.0,4.0,0.0
821ec7fffffffff,144.0,0.0,25.0,0.0
821ecffffffffff,104.0,0.0,20.0,0.0
821ed7fffffffff,19.0,0.0,6.0,0.0
821eeffffffffff,69.0,0.0,26.0,0.0
821f07fffffffff,44.0,0.0,13.0,0.0
821f0ffffffffff,18.0,0.0,0.0,0.0
821f17fffffffff,29.0,0.0,16.0,0.0
821f1ffffffffff,6.0,0.0,0.0,0.0
821f27fffffffff,16.0,0.0,5.0,0.0
821f2ffffffffff,27.0,0.0,7.0,0.0
821f37fffffffff,79.0,0.0,28.0,0.0
821f4ffffffffff,8.0,0.0,2.0,0.0
821f57fffffffff,27.0,0.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0,0.0
821f67fffffffff,29.0,0.0,3.0,0.0
821f77fffffffff,34.0,0.0,16.0,0.0
821f8ffffffffff,13.0,0.0,9.0,0.0
821f97fffffffff,1.0,0.0,1.0,0.0
821fa7fffffffff,39.0,0.0,13.0,0.0
821fb7fffffffff,81.0,0.0,47.0,0.0
82206ffffffffff,1.0,0.0,1.0,0.0
8220e7fffffffff,2.0,0.0,2.0,0.0
82214ffffffffff,1.0,0.0,1.0,0.0
822157fffffffff,3.0,0.0,0.0,0.0
822407fffffffff,3.0,0.0,1.0,0.0
822437fffffffff,1.0,0.0,0.0,0.0
82246ffffffffff,2.0,0.0,2.0,0.0
822477fffffffff,2.0,0.0,0.0,0.0
822517fffffffff,3.0,0.0,0.0,0.0
822607fffffffff,18.0,3.0,0.0,0.0
82260ffffffffff,93.0,0.0,0.0,0.0
