cell_id,Cisticola juncidis,Cisticola juncidis [juncidis Group],Cisticola juncidis terrestris/uropygialis,Cisticola juncidis [tinnabulans Group],Cisticola juncidis brunniceps
82184ffffffffff,24.0,15.0,0.0,0.0,0.0
82185ffffffffff,99.0,0.0,0.0,0.0,0.0
82186ffffffffff,3.0,0.0,0.0,0.0,0.0
82194ffffffffff,57.0,10.0,0.0,0.0,0.0
82196ffffffffff,10.0,0.0,0.0,0.0,0.0
821ea7fffffffff,15.0,2.0,0.0,0.0,0.0
821eaffffffffff,3.0,0.0,0.0,0.0,0.0
821ec7fffffffff,2.0,2.0,0.0,0.0,0.0
821ecffffffffff,2.0,0.0,0.0,0.0,0.0
821ed7fffffffff,1.0,0.0,0.0,0.0,0.0
821edffffffffff,1.0,1.0,0.0,0.0,0.0
821eeffffffffff,2.0,0.0,0.0,0.0,0.0
821f17fffffffff,3.0,0.0,0.0,0.0,0.0
821f87fffffffff,1.0,0.0,0.0,0.0,0.0
821f8ffffffffff,10.0,2.0,0.0,0.0,0.0
821f9ffffffffff,8.0,0.0,0.0,0.0,0.0
821fa7fffffffff,5.0,0.0,0.0,0.0,0.0
821faffffffffff,6.0,0.0,0.0,0.0,0.0
821fb7fffffffff,17.0,0.0,0.0,0.0,0.0
822c9ffffffffff,2.0,0.0,0.0,0.0,0.0
822da7fffffffff,3.0,1.0,0.0,0.0,0.0
822db7fffffffff,5.0,0.0,0.0,0.0,0.0
823087fffffffff,4.0,0.0,0.0,0.0,0.0
82309ffffffffff,49.0,0.0,0.0,0.0,0.0
82318ffffffffff,2.0,0.0,0.0,0.0,0.0
823867fffffffff,9.0,3.0,0.0,0.0,0.0
823877fffffffff,16.0,0.0,0.0,0.0,0.0
8238effffffffff,2.0,0.0,0.0,0.0,0.0
823907fffffffff,163.0,74.0,0.0,0.0,0.0
82390ffffffffff,2.0,0.0,0.0,0.0,0.0
823917fffffffff,48.0,21.0,0.0,0.0,0.0
82391ffffffffff,101.0,101.0,0.0,0.0,0.0
823927fffffffff,43.0,4.0,0.0,0.0,0.0
82392ffffffffff,29.0,0.0,0.0,0.0,0.0
823937fffffffff,10.0,2.0,0.0,0.0,0.0
823947fffffffff,25.0,25.0,0.0,0.0,0.0
823957fffffffff,8.0,8.0,0.0,0.0,0.0
82395ffffffffff,1.0,0.0,0.0,0.0,0.0
823977fffffffff,111.0,97.0,0.0,0.0,0.0
823c07fffffffff,6.0,6.0,0.0,0.0,0.0
823c1ffffffffff,8.0,0.0,0.0,0.0,0.0
823c37fffffffff,6.0,0.0,0.0,0.0,0.0
823c5ffffffffff,5.0,2.0,0.0,0.0,0.0
823c87fffffffff,3.0,0.0,0.0,0.0,0.0
823caffffffffff,5.0,0.0,0.0,0.0,0.0
823cc7fffffffff,6.0,0.0,0.0,0.0,0.0
823ce7fffffffff,17.0,0.0,0.0,0.0,0.0
823ceffffffffff,1.0,0.0,0.0,0.0,0.0
823cf7fffffffff,68.0,0.0,0.0,0.0,0.0
823d17fffffffff,8.0,0.0,0.0,0.0,0.0
823d37fffffffff,30.0,2.0,0.0,0.0,0.0
823d8ffffffffff,12.0,6.0,0.0,0.0,0.0
823d97fffffffff,2.0,0.0,0.0,0.0,0.0
823d9ffffffffff,2.0,0.0,0.0,0.0,0.0
823da7fffffffff,3.0,0.0,0.0,0.0,0.0
823daffffffffff,2.0,0.0,0.0,0.0,0.0
823e47fffffffff,4.0,0.0,0.0,0.0,0.0
823f4ffffffffff,1.0,1.0,0.0,0.0,0.0
823f67fffffffff,8.0,0.0,0.0,0.0,0.0
82411ffffffffff,3.0,0.0,0.0,0.0,0.0
824177fffffffff,15.0,0.0,0.0,0.0,0.0
8241a7fffffffff,10.0,0.0,0.0,0.0,0.0
8241b7fffffffff,2.0,0.0,0.0,0.0,0.0
8242c7fffffffff,7.0,0.0,0.0,0.0,0.0
8242cffffffffff,3.0,0.0,0.0,0.0,0.0
8242dffffffffff,3.0,0.0,0.0,0.0,0.0
824b87fffffffff,8.0,0.0,0.0,0.0,0.0
824ba7fffffffff,24.0,0.0,0.0,4.0,0.0
824bb7fffffffff,21.0,0.0,0.0,0.0,0.0
82521ffffffffff,2.0,0.0,0.0,0.0,0.0
826007fffffffff,23.0,0.0,0.0,0.0,0.0
826017fffffffff,7.0,2.0,0.0,0.0,0.0
82601ffffffffff,7.0,0.0,0.0,0.0,0.0
826027fffffffff,52.0,2.0,0.0,0.0,0.0
826037fffffffff,159.0,2.0,0.0,0.0,0.0
82608ffffffffff,6.0,0.0,0.0,0.0,0.0
82609ffffffffff,1.0,0.0,0.0,0.0,0.0
8260a7fffffffff,1.0,0.0,0.0,0.0,0.0
8260affffffffff,71.0,2.0,0.0,0.0,0.0
8260b7fffffffff,5.0,0.0,0.0,0.0,0.0
82618ffffffffff,1.0,0.0,0.0,0.0,0.0
82619ffffffffff,1.0,0.0,0.0,0.0,0.0
82642ffffffffff,11.0,0.0,0.0,0.0,0.0
82649ffffffffff,1.0,1.0,0.0,0.0,0.0
8264a7fffffffff,2.0,0.0,0.0,2.0,0.0
826507fffffffff,44.0,0.0,0.0,0.0,0.0
82651ffffffffff,127.0,0.0,0.0,0.0,0.0
826527fffffffff,56.0,0.0,0.0,2.0,0.0
826587fffffffff,1.0,0.0,0.0,1.0,0.0
82658ffffffffff,86.0,0.0,0.0,86.0,0.0
82682ffffffffff,1.0,0.0,0.0,1.0,0.0
82684ffffffffff,1.0,0.0,0.0,1.0,0.0
82685ffffffffff,1.0,0.0,0.0,0.0,0.0
826947fffffffff,2.0,0.0,0.0,0.0,0.0
82694ffffffffff,3.0,0.0,0.0,0.0,0.0
827a47fffffffff,2.0,0.0,0.0,0.0,0.0
827a67fffffffff,16.0,0.0,0.0,0.0,0.0
827a6ffffffffff,12.0,0.0,0.0,0.0,0.0
827b4ffffffffff,81.0,0.0,26.0,0.0,0.0
828db7fffffffff,3.0,0.0,0.0,2.0,0.0
8294e7fffffffff,19.0,0.0,0.0,0.0,0.0
8295a7fffffffff,2.0,0.0,0.0,2.0,0.0
829697fffffffff,1.0,0.0,1.0,0.0,0.0
8296a7fffffffff,4.0,0.0,0.0,0.0,0.0
829c27fffffffff,5.0,0.0,0.0,0.0,0.0
829c77fffffffff,1.0,0.0,0.0,1.0,0.0
829d0ffffffffff,3.0,0.0,0.0,0.0,0.0
82ac97fffffffff,3.0,0.0,3.0,0.0,0.0
82bcc7fffffffff,4.0,0.0,0.0,0.0,0.0
82bcd7fffffffff,1.0,0.0,1.0,0.0,0.0
82bcdffffffffff,3.0,0.0,0.0,0.0,0.0
