cell_id,Larus dominicanus,Larus dominicanus dominicanus,Larus dominicanus austrinus,Larus dominicanus judithae,Larus dominicanus vetula,Larus dominicanus melisandae
835413fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83541afffffffff,10.0,0.0,0.0,0.0,0.0,0.0
835436fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8354a9fffffffff,121.0,0.0,0.0,0.0,17.0,0.0
8355aafffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836620fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836625fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366d2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836755fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
836c59fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
836c5bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836c5dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838008fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838116fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83818bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838302fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838304fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83831efffffffff,11.0,0.0,0.0,0.0,3.0,0.0
838320fffffffff,4.0,0.0,0.0,0.0,2.0,0.0
838323fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
83845efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838e25fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
838e44fffffffff,80.0,0.0,0.0,0.0,0.0,0.0
838e45fffffffff,682.0,0.0,0.0,0.0,0.0,0.0
838e4cfffffffff,34.0,0.0,0.0,0.0,0.0,0.0
838e4dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838e62fffffffff,3641.0,0.0,0.0,0.0,0.0,0.0
838e63fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
838e6afffffffff,39.0,0.0,0.0,0.0,0.0,0.0
838e6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838e75fffffffff,320.0,0.0,0.0,0.0,0.0,0.0
