cell_id,Salpinctes obsoletus,Salpinctes obsoletus [obsoletus Group],Salpinctes obsoletus [guttatus Group]
820e87fffffffff,10.0,0.0,0.0
820edffffffffff,1.0,0.0,0.0
82125ffffffffff,2.0,0.0,0.0
82128ffffffffff,1.0,0.0,0.0
8212c7fffffffff,7.0,0.0,0.0
8212cffffffffff,30.0,0.0,0.0
8212d7fffffffff,12.0,0.0,0.0
8212dffffffffff,18.0,2.0,0.0
8212e7fffffffff,1.0,0.0,0.0
8212effffffffff,10.0,0.0,0.0
8212f7fffffffff,4.0,0.0,0.0
822607fffffffff,2.0,0.0,0.0
82260ffffffffff,11.0,2.0,0.0
822617fffffffff,7.0,0.0,0.0
822647fffffffff,11.0,0.0,0.0
822657fffffffff,43.0,0.0,0.0
82265ffffffffff,31.0,0.0,0.0
822667fffffffff,13.0,0.0,0.0
82266ffffffffff,24.0,0.0,0.0
822677fffffffff,4.0,0.0,0.0
822687fffffffff,42.0,0.0,0.0
82268ffffffffff,162.0,8.0,0.0
822697fffffffff,125.0,4.0,0.0
82269ffffffffff,158.0,0.0,0.0
8226a7fffffffff,12.0,0.0,0.0
8226affffffffff,68.0,0.0,0.0
8226b7fffffffff,2.0,0.0,0.0
8226c7fffffffff,17.0,2.0,0.0
8226cffffffffff,41.0,0.0,0.0
8226d7fffffffff,128.0,2.0,0.0
8226dffffffffff,14.0,0.0,0.0
8226e7fffffffff,60.0,0.0,0.0
8226effffffffff,13.0,0.0,0.0
8226f7fffffffff,47.0,0.0,0.0
822707fffffffff,1.0,0.0,0.0
822717fffffffff,6.0,0.0,0.0
822747fffffffff,28.0,0.0,0.0
82274ffffffffff,2.0,0.0,0.0
822757fffffffff,1.0,0.0,0.0
822767fffffffff,2.0,0.0,0.0
82276ffffffffff,6.0,0.0,0.0
822777fffffffff,5.0,0.0,0.0
822787fffffffff,25.0,0.0,0.0
82278ffffffffff,4.0,0.0,0.0
822797fffffffff,5.0,0.0,0.0
82279ffffffffff,13.0,2.0,0.0
8227a7fffffffff,12.0,0.0,0.0
8227affffffffff,5.0,0.0,0.0
8227b7fffffffff,31.0,0.0,0.0
822807fffffffff,60.0,0.0,0.0
822817fffffffff,31.0,0.0,0.0
82281ffffffffff,59.0,1.0,0.0
822837fffffffff,918.0,32.0,0.0
822887fffffffff,12.0,0.0,0.0
82288ffffffffff,7.0,0.0,0.0
822897fffffffff,12.0,0.0,0.0
82289ffffffffff,17.0,0.0,0.0
8228affffffffff,38.0,0.0,0.0
8228b7fffffffff,22.0,0.0,0.0
8228c7fffffffff,10.0,2.0,0.0
8228d7fffffffff,180.0,2.0,0.0
8228dffffffffff,64.0,0.0,0.0
8228f7fffffffff,107.0,0.0,0.0
822917fffffffff,6.0,0.0,0.0
82291ffffffffff,4.0,0.0,0.0
822987fffffffff,6.0,0.0,0.0
82298ffffffffff,11.0,0.0,0.0
822997fffffffff,40.0,6.0,0.0
8229a7fffffffff,280.0,3.0,0.0
8229affffffffff,13.0,0.0,0.0
8229b7fffffffff,27.0,12.0,0.0
822a17fffffffff,126.0,6.0,0.0
822a37fffffffff,104.0,11.0,0.0
822a87fffffffff,5.0,0.0,0.0
822aaffffffffff,73.0,8.0,0.0
822ab7fffffffff,2.0,0.0,0.0
822b07fffffffff,4.0,0.0,0.0
822b0ffffffffff,20.0,2.0,0.0
822b17fffffffff,57.0,0.0,0.0
822b27fffffffff,1.0,0.0,0.0
822b87fffffffff,47.0,0.0,0.0
822b9ffffffffff,2.0,0.0,0.0
824447fffffffff,17.0,0.0,0.0
82444ffffffffff,6.0,0.0,0.0
824457fffffffff,4.0,0.0,0.0
824467fffffffff,4.0,0.0,0.0
82446ffffffffff,11.0,0.0,0.0
8244cffffffffff,4.0,0.0,0.0
824527fffffffff,8.0,0.0,0.0
82485ffffffffff,109.0,2.0,0.0
824887fffffffff,42.0,0.0,0.0
82488ffffffffff,12.0,0.0,0.0
824897fffffffff,2.0,0.0,0.0
82489ffffffffff,67.0,0.0,0.0
8248b7fffffffff,171.0,0.0,0.0
8248c7fffffffff,28.0,9.0,0.0
8248cffffffffff,7.0,6.0,0.0
8248d7fffffffff,6.0,1.0,0.0
8248dffffffffff,89.0,3.0,0.0
8248e7fffffffff,2.0,0.0,0.0
8248effffffffff,137.0,33.0,0.0
824987fffffffff,4.0,0.0,0.0
824997fffffffff,27.0,10.0,0.0
82499ffffffffff,11.0,0.0,0.0
826d2ffffffffff,80.0,0.0,3.0
826d37fffffffff,9.0,1.0,0.0
826d67fffffffff,257.0,0.0,67.0
826d6ffffffffff,1.0,0.0,0.0
826d77fffffffff,3.0,0.0,0.0
