cell_id,Cathartes aura,Cathartes aura [aura Group],Cathartes aura ruficollis,Cathartes aura jota,Cathartes aura [undescribed form]
820c17fffffffff,6.0,0.0,0.0,0.0,0.0
820d4ffffffffff,2.0,0.0,0.0,0.0,0.0
820e5ffffffffff,2.0,0.0,0.0,0.0,0.0
820e87fffffffff,2.0,0.0,0.0,0.0,0.0
820ecffffffffff,14.0,11.0,0.0,0.0,0.0
820eeffffffffff,13.0,0.0,0.0,0.0,0.0
821207fffffffff,2.0,0.0,0.0,0.0,0.0
821257fffffffff,15.0,5.0,0.0,0.0,0.0
82125ffffffffff,12.0,0.0,0.0,0.0,0.0
821287fffffffff,2.0,0.0,0.0,0.0,0.0
82128ffffffffff,28.0,2.0,0.0,0.0,0.0
82129ffffffffff,3.0,1.0,0.0,0.0,0.0
8212c7fffffffff,45.0,0.0,0.0,0.0,0.0
8212cffffffffff,29.0,0.0,0.0,0.0,0.0
8212d7fffffffff,17.0,13.0,0.0,0.0,0.0
8212dffffffffff,29.0,16.0,0.0,0.0,0.0
8212e7fffffffff,1.0,0.0,0.0,0.0,0.0
8212effffffffff,17.0,1.0,0.0,0.0,0.0
8212f7fffffffff,6.0,0.0,0.0,0.0,0.0
821387fffffffff,1.0,0.0,0.0,0.0,0.0
82139ffffffffff,2.0,0.0,0.0,0.0,0.0
821aa7fffffffff,11.0,2.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0
821b87fffffffff,4.0,0.0,0.0,0.0,0.0
822607fffffffff,10.0,0.0,0.0,0.0,0.0
82260ffffffffff,21.0,1.0,0.0,0.0,0.0
822617fffffffff,2.0,0.0,0.0,0.0,0.0
82261ffffffffff,5.0,0.0,0.0,0.0,0.0
822627fffffffff,19.0,0.0,0.0,0.0,0.0
82262ffffffffff,7.0,2.0,0.0,0.0,0.0
822637fffffffff,12.0,0.0,0.0,0.0,0.0
822647fffffffff,102.0,2.0,0.0,0.0,0.0
82264ffffffffff,132.0,29.0,0.0,0.0,0.0
822657fffffffff,118.0,0.0,0.0,0.0,0.0
82265ffffffffff,45.0,4.0,0.0,0.0,0.0
822667fffffffff,155.0,3.0,0.0,0.0,0.0
82266ffffffffff,36.0,0.0,0.0,0.0,0.0
822677fffffffff,63.0,4.0,0.0,0.0,0.0
822687fffffffff,204.0,2.0,0.0,0.0,0.0
82268ffffffffff,382.0,2.0,0.0,0.0,0.0
822697fffffffff,341.0,9.0,0.0,0.0,0.0
82269ffffffffff,218.0,4.0,0.0,0.0,0.0
8226a7fffffffff,8.0,3.0,0.0,0.0,0.0
8226affffffffff,132.0,2.0,0.0,0.0,0.0
8226b7fffffffff,6.0,2.0,0.0,0.0,0.0
8226c7fffffffff,44.0,0.0,0.0,0.0,0.0
8226cffffffffff,331.0,1.0,0.0,0.0,0.0
8226d7fffffffff,27.0,0.0,0.0,0.0,0.0
8226dffffffffff,51.0,0.0,0.0,0.0,0.0
8226e7fffffffff,53.0,3.0,0.0,0.0,0.0
8226effffffffff,39.0,0.0,0.0,0.0,0.0
8226f7fffffffff,122.0,2.0,0.0,0.0,0.0
822707fffffffff,8.0,0.0,0.0,0.0,0.0
82270ffffffffff,36.0,28.0,0.0,0.0,0.0
822717fffffffff,4.0,0.0,0.0,0.0,0.0
82271ffffffffff,11.0,0.0,0.0,0.0,0.0
82272ffffffffff,2.0,0.0,0.0,0.0,0.0
822747fffffffff,156.0,2.0,0.0,0.0,0.0
82274ffffffffff,1320.0,6.0,0.0,0.0,0.0
822757fffffffff,187.0,1.0,0.0,0.0,0.0
82275ffffffffff,324.0,1.0,0.0,0.0,0.0
822767fffffffff,93.0,61.0,0.0,0.0,0.0
82276ffffffffff,691.0,564.0,0.0,0.0,0.0
822777fffffffff,97.0,67.0,0.0,0.0,0.0
822787fffffffff,12.0,0.0,0.0,0.0,0.0
82278ffffffffff,1.0,0.0,0.0,0.0,0.0
822797fffffffff,16.0,0.0,0.0,0.0,0.0
82279ffffffffff,14.0,5.0,0.0,0.0,0.0
8227a7fffffffff,21.0,0.0,0.0,0.0,0.0
8227affffffffff,18.0,0.0,0.0,0.0,0.0
8227b7fffffffff,12.0,0.0,0.0,0.0,0.0
822807fffffffff,18.0,5.0,0.0,0.0,0.0
822817fffffffff,127.0,3.0,0.0,0.0,0.0
82281ffffffffff,165.0,0.0,0.0,0.0,0.0
822837fffffffff,5441.0,44.0,0.0,0.0,0.0
822887fffffffff,106.0,0.0,0.0,0.0,0.0
82288ffffffffff,38.0,0.0,0.0,0.0,0.0
822897fffffffff,41.0,6.0,0.0,0.0,0.0
82289ffffffffff,56.0,4.0,0.0,0.0,0.0
8228a7fffffffff,3.0,0.0,0.0,0.0,0.0
8228affffffffff,12.0,0.0,0.0,0.0,0.0
8228b7fffffffff,39.0,0.0,0.0,0.0,0.0
8228c7fffffffff,29.0,4.0,0.0,0.0,0.0
8228d7fffffffff,237.0,37.0,0.0,0.0,0.0
8228dffffffffff,90.0,36.0,0.0,0.0,0.0
8228f7fffffffff,253.0,9.0,0.0,0.0,0.0
822917fffffffff,20.0,20.0,0.0,0.0,0.0
82291ffffffffff,18.0,11.0,0.0,0.0,0.0
822987fffffffff,50.0,1.0,0.0,0.0,0.0
82298ffffffffff,36.0,3.0,0.0,0.0,0.0
822997fffffffff,54.0,16.0,0.0,0.0,0.0
82299ffffffffff,11.0,0.0,0.0,0.0,0.0
8229a7fffffffff,224.0,24.0,0.0,0.0,0.0
8229affffffffff,87.0,13.0,0.0,0.0,0.0
8229b7fffffffff,86.0,8.0,0.0,0.0,0.0
822a07fffffffff,43.0,0.0,0.0,0.0,0.0
822a17fffffffff,13318.0,119.0,0.0,0.0,0.0
822a37fffffffff,903.0,19.0,0.0,0.0,0.0
822a87fffffffff,130.0,17.0,0.0,0.0,0.0
822a8ffffffffff,17.0,7.0,0.0,0.0,0.0
822a97fffffffff,71.0,0.0,0.0,0.0,0.0
822a9ffffffffff,12.0,0.0,0.0,0.0,0.0
822aa7fffffffff,287.0,51.0,0.0,0.0,0.0
822aaffffffffff,1629.0,190.0,0.0,0.0,0.0
822ab7fffffffff,2838.0,1522.0,0.0,0.0,0.0
822ad7fffffffff,32.0,7.0,0.0,0.0,0.0
822af7fffffffff,85.0,0.0,0.0,0.0,0.0
822b07fffffffff,44.0,1.0,0.0,0.0,0.0
822b0ffffffffff,26.0,0.0,0.0,0.0,0.0
822b17fffffffff,54.0,0.0,0.0,0.0,0.0
822b1ffffffffff,272.0,9.0,0.0,0.0,0.0
822b27fffffffff,12.0,0.0,0.0,0.0,0.0
822b2ffffffffff,20.0,0.0,0.0,0.0,0.0
822b37fffffffff,36.0,0.0,0.0,0.0,0.0
822b87fffffffff,263.0,97.0,0.0,0.0,0.0
822b8ffffffffff,1756.0,1201.0,0.0,0.0,0.0
822b97fffffffff,111.0,77.0,0.0,0.0,0.0
822b9ffffffffff,3194.0,1704.0,0.0,0.0,0.0
822ba7fffffffff,17.0,0.0,0.0,0.0,0.0
822baffffffffff,780.0,245.0,0.0,0.0,0.0
822bb7fffffffff,18.0,0.0,0.0,0.0,0.0
824417fffffffff,86.0,34.0,0.0,0.0,0.0
82441ffffffffff,89.0,56.0,0.0,0.0,0.0
824447fffffffff,209.0,4.0,0.0,0.0,0.0
82444ffffffffff,45.0,2.0,0.0,0.0,0.0
824457fffffffff,2.0,0.0,0.0,0.0,0.0
82446ffffffffff,37.0,8.0,0.0,0.0,0.0
824477fffffffff,14.0,0.0,0.0,0.0,0.0
824487fffffffff,30.0,20.0,0.0,0.0,0.0
8244a7fffffffff,97.0,29.0,0.0,0.0,0.0
8244affffffffff,62.0,37.0,0.0,0.0,0.0
8244b7fffffffff,7.0,0.0,0.0,0.0,0.0
8244c7fffffffff,27.0,0.0,0.0,0.0,0.0
8244cffffffffff,34.0,7.0,0.0,0.0,0.0
8244d7fffffffff,128.0,2.0,0.0,0.0,0.0
8244dffffffffff,31.0,6.0,0.0,0.0,0.0
8244e7fffffffff,19.0,8.0,0.0,0.0,0.0
8244effffffffff,23.0,0.0,0.0,0.0,0.0
8244f7fffffffff,44.0,7.0,0.0,0.0,0.0
824507fffffffff,28.0,26.0,0.0,0.0,0.0
82450ffffffffff,968.0,966.0,0.0,0.0,0.0
82451ffffffffff,3.0,3.0,0.0,0.0,0.0
824527fffffffff,52.0,0.0,2.0,0.0,0.0
82452ffffffffff,42.0,36.0,0.0,0.0,0.0
824537fffffffff,6.0,4.0,0.0,0.0,0.0
824577fffffffff,154.0,151.0,0.0,0.0,0.0
8245a7fffffffff,27.0,0.0,0.0,0.0,0.0
8245b7fffffffff,30.0,24.0,0.0,0.0,0.0
82480ffffffffff,125.0,125.0,0.0,0.0,0.0
824817fffffffff,2.0,2.0,0.0,0.0,0.0
82481ffffffffff,1.0,1.0,0.0,0.0,0.0
824827fffffffff,5.0,5.0,0.0,0.0,0.0
82482ffffffffff,3.0,0.0,0.0,0.0,0.0
824837fffffffff,10.0,9.0,0.0,0.0,0.0
824847fffffffff,1.0,0.0,0.0,0.0,0.0
824857fffffffff,23.0,22.0,0.0,0.0,0.0
82485ffffffffff,82.0,26.0,0.0,0.0,0.0
824877fffffffff,1.0,0.0,0.0,0.0,0.0
824887fffffffff,10.0,2.0,0.0,0.0,0.0
82488ffffffffff,26.0,3.0,0.0,0.0,0.0
824897fffffffff,99.0,12.0,0.0,0.0,0.0
82489ffffffffff,35.0,2.0,0.0,0.0,0.0
8248a7fffffffff,15.0,3.0,0.0,0.0,0.0
8248affffffffff,2.0,2.0,0.0,0.0,0.0
8248b7fffffffff,127.0,6.0,0.0,0.0,0.0
8248c7fffffffff,230.0,42.0,0.0,0.0,0.0
8248cffffffffff,43.0,7.0,0.0,0.0,0.0
8248d7fffffffff,59.0,1.0,0.0,0.0,0.0
8248dffffffffff,137.0,0.0,0.0,0.0,0.0
8248e7fffffffff,78.0,31.0,0.0,0.0,0.0
8248effffffffff,1327.0,382.0,0.0,0.0,0.0
8248f7fffffffff,8.0,3.0,0.0,0.0,0.0
824987fffffffff,132.0,130.0,0.0,0.0,0.0
824997fffffffff,430.0,164.0,0.0,0.0,0.0
82499ffffffffff,13.0,13.0,0.0,0.0,0.0
8249affffffffff,56.0,52.0,0.0,0.0,0.0
8249b7fffffffff,99.0,99.0,0.0,0.0,0.0
824cc7fffffffff,89.0,0.0,0.0,0.0,0.0
824cd7fffffffff,3.0,1.0,0.0,0.0,0.0
824ceffffffffff,33.0,0.0,0.0,0.0,0.0
824cf7fffffffff,15.0,4.0,0.0,0.0,0.0
825f0ffffffffff,3.0,0.0,3.0,0.0,0.0
825f47fffffffff,6.0,0.0,6.0,0.0,0.0
825f5ffffffffff,39.0,0.0,1.0,0.0,0.0
825f77fffffffff,19.0,0.0,19.0,0.0,0.0
82660ffffffffff,6.0,0.0,0.0,0.0,0.0
826617fffffffff,17.0,8.0,0.0,0.0,0.0
82661ffffffffff,12.0,0.0,4.0,0.0,0.0
826627fffffffff,9.0,0.0,6.0,0.0,0.0
82662ffffffffff,5.0,1.0,4.0,0.0,0.0
826677fffffffff,6.0,0.0,6.0,0.0,0.0
8266a7fffffffff,28.0,17.0,2.0,0.0,0.0
8266affffffffff,2.0,0.0,0.0,0.0,0.0
8266b7fffffffff,50.0,9.0,0.0,0.0,0.0
8266d7fffffffff,31.0,0.0,9.0,7.0,1.0
8266dffffffffff,1.0,0.0,0.0,0.0,0.0
8266e7fffffffff,3.0,0.0,3.0,0.0,0.0
8266f7fffffffff,2.0,0.0,0.0,0.0,0.0
826727fffffffff,1.0,0.0,0.0,0.0,0.0
826737fffffffff,3.0,0.0,0.0,0.0,0.0
826747fffffffff,1.0,0.0,1.0,0.0,0.0
826757fffffffff,11.0,1.0,5.0,0.0,0.0
82675ffffffffff,6.0,0.0,4.0,0.0,0.0
82676ffffffffff,1.0,0.0,0.0,0.0,0.0
82679ffffffffff,18.0,4.0,0.0,0.0,0.0
826d07fffffffff,14.0,12.0,0.0,0.0,0.0
826d17fffffffff,2.0,2.0,0.0,0.0,0.0
826d27fffffffff,26.0,10.0,0.0,0.0,0.0
826d2ffffffffff,81.0,33.0,5.0,0.0,0.0
826d37fffffffff,45.0,22.0,0.0,0.0,0.0
826d67fffffffff,20.0,0.0,0.0,0.0,0.0
826d6ffffffffff,70.0,3.0,4.0,0.0,1.0
826d77fffffffff,16.0,0.0,0.0,0.0,0.0
828027fffffffff,2.0,0.0,0.0,0.0,0.0
828187fffffffff,1.0,0.0,1.0,0.0,0.0
828a47fffffffff,1.0,0.0,0.0,0.0,0.0
828af7fffffffff,1.0,0.0,1.0,0.0,0.0
828b27fffffffff,5.0,0.0,4.0,0.0,0.0
828b67fffffffff,10.0,0.0,9.0,0.0,0.0
828e47fffffffff,4.0,0.0,0.0,0.0,0.0
828e67fffffffff,22.0,0.0,0.0,5.0,0.0
828f2ffffffffff,1.0,0.0,1.0,0.0,0.0
828f4ffffffffff,4.0,0.0,4.0,0.0,0.0
828f57fffffffff,2.0,0.0,2.0,0.0,0.0
828f5ffffffffff,4.0,0.0,4.0,0.0,0.0
82a807fffffffff,1.0,0.0,1.0,0.0,0.0
82a837fffffffff,1.0,0.0,0.0,0.0,0.0
82a92ffffffffff,1.0,0.0,0.0,0.0,0.0
82a957fffffffff,13.0,0.0,11.0,0.0,0.0
82a967fffffffff,26.0,0.0,5.0,0.0,0.0
82a96ffffffffff,30.0,0.0,0.0,0.0,0.0
82b20ffffffffff,58.0,0.0,0.0,0.0,0.0
82b21ffffffffff,33.0,0.0,4.0,24.0,0.0
82b227fffffffff,5.0,0.0,0.0,3.0,0.0
82b247fffffffff,7.0,0.0,0.0,0.0,0.0
82b24ffffffffff,5.0,0.0,0.0,1.0,0.0
82b257fffffffff,26.0,0.0,0.0,0.0,0.0
82b25ffffffffff,16.0,0.0,4.0,3.0,0.0
82b267fffffffff,38.0,0.0,0.0,0.0,0.0
82b26ffffffffff,20.0,0.0,0.0,0.0,0.0
82b277fffffffff,70.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,27.0,0.0,12.0,8.0,0.0
82b2cffffffffff,9.0,0.0,9.0,0.0,0.0
82b2dffffffffff,1.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,6.0,0.0,0.0,0.0,0.0
82b2effffffffff,30.0,0.0,28.0,0.0,0.0
82b307fffffffff,658.0,0.0,0.0,615.0,0.0
82b31ffffffffff,1.0,0.0,0.0,0.0,0.0
82b337fffffffff,3.0,0.0,0.0,0.0,0.0
82b347fffffffff,6.0,0.0,4.0,0.0,0.0
82b357fffffffff,1.0,0.0,1.0,0.0,0.0
82b35ffffffffff,6.0,0.0,0.0,6.0,0.0
82c207fffffffff,2.0,0.0,0.0,0.0,0.0
82c21ffffffffff,10.0,0.0,0.0,0.0,0.0
82c22ffffffffff,7.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,13.0,0.0,0.0,0.0,0.0
82c2cffffffffff,20.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,8.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,17.0,0.0,0.0,0.0,0.0
82c2effffffffff,5.0,0.0,1.0,0.0,0.0
82c30ffffffffff,1.0,0.0,0.0,0.0,0.0
82c32ffffffffff,7.0,0.0,4.0,0.0,0.0
82c357fffffffff,2.0,0.0,0.0,1.0,0.0
82c367fffffffff,5.0,0.0,0.0,0.0,0.0
82cea7fffffffff,7.0,0.0,0.0,2.0,0.0
82ceaffffffffff,26.0,0.0,0.0,26.0,0.0
82ceb7fffffffff,28.0,0.0,0.0,0.0,0.0
82cf1ffffffffff,2.0,0.0,0.0,0.0,0.0
82cf37fffffffff,3.0,0.0,0.0,0.0,0.0
82cf9ffffffffff,2.0,0.0,0.0,0.0,0.0
82cfa7fffffffff,3.0,0.0,0.0,0.0,0.0
82de77fffffffff,6.0,0.0,0.0,6.0,0.0
82df47fffffffff,12.0,0.0,0.0,10.0,0.0
82df4ffffffffff,4.0,0.0,1.0,0.0,0.0
82df6ffffffffff,27.0,0.0,0.0,25.0,0.0
