cell_id,Rhipidura cockerelli,Rhipidura cockerelli [cockerelli Group],Rhipidura cockerelli lavellae,Rhipidura cockerelli albina
847680dffffffff,1.0,0.0,0.0,0.0
8476845ffffffff,2.0,0.0,0.0,0.0
84769d1ffffffff,3.0,0.0,0.0,0.0
849eda7ffffffff,3.0,0.0,0.0,0.0
