cell_id,Falco sparverius,Falco sparverius [sparverius Group],Falco sparverius paulus,Falco sparverius caribaearum,Falco sparverius dominicensis,Falco sparverius sparverioides,Falco sparverius [cinnamominus Group],Falco sparverius fernandensis
841aa45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841aad7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ab0bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84260e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426139ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426243ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426269ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842626bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426405ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426407ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842640dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426417ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426429ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426439ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426443ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426461ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426463ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842646bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426481ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426483ffffffff,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426487ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426489ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842649bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264a5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84264abffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84264adffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84264b9ffffffff,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84264c7ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84264d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264e1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84264e5ffffffff,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8426517ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842652dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426541ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426555ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426565ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426567ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842656dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426593ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
842659bffffffff,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84265a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84265dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426629ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426641ffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842664dffffffff,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8426661ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426689ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426693ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842669bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84266a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84266c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84266e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84266ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426801ffffffff,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426805ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426809ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842680bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426813ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426815ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426819ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842681bffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426821ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426831ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426833ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426835ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426853ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426863ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426881ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426885ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426887ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426889ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842688dffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426893ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426899ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842689dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268cdffffffff,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268e1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426905ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426907ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842690dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426929ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426945ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842694dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426961ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426963ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426965ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842696bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426981ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426987ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426991ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426993ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426995ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a51ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a81ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a87ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a8bffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a97ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aabffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aadffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426abbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426abdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b23ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ca1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426cb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426cbdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d41ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d4bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e21ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e2bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e2dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e33ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e43ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e9dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ed3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ed5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ed7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f1bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f21ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f25ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f27ffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f2dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427007ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842703dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427093ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427097ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84270dbffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84270e1ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84270e3ffffffff,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
842711bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427191ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84271abffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427411ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427419ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842741bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427425ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842742dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427445ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427447ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842744bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842745dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427463ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427467ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427481ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427485ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842748bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842748dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427491ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427499ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842749bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842749dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274abffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274b5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274c1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274cdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274d9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274dbffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274ddffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274e3ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84274ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842751dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427545ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427555ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427569ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842756dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427581ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427587ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842758dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427591ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427593ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842759bffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
