cell_id,Cinclodes antarcticus,Cinclodes antarcticus maculirostris,Cinclodes antarcticus antarcticus
82cf17fffffffff,1.0,0.0,0.0
82de67fffffffff,315.0,0.0,62.0
82de77fffffffff,215.0,0.0,59.0
82df47fffffffff,191.0,13.0,0.0
82df5ffffffffff,10.0,0.0,0.0
82df6ffffffffff,3.0,0.0,0.0
