cell_id,Trogon surrucura,Trogon surrucura aurantius,Trogon surrucura surrucura
828107fffffffff,3.0,3.0,0.0
82a817fffffffff,9.0,9.0,0.0
82a887fffffffff,10.0,8.0,0.0
82a8affffffffff,3.0,3.0,0.0
82a92ffffffffff,59.0,0.0,2.0
82a94ffffffffff,6.0,0.0,0.0
82a957fffffffff,13.0,0.0,12.0
82a95ffffffffff,3.0,0.0,0.0
82a967fffffffff,31.0,0.0,0.0
82a96ffffffffff,1.0,0.0,0.0
