cell_id,Pica pica,Pica pica melanotos,Pica pica [pica Group],Pica pica camtschatica
830120fffffffff,4.0,0.0,2.0,0.0
830122fffffffff,7.0,0.0,0.0,0.0
830123fffffffff,4.0,0.0,0.0,0.0
830124fffffffff,5.0,0.0,0.0,0.0
830125fffffffff,3.0,0.0,0.0,0.0
830126fffffffff,47.0,0.0,4.0,0.0
830130fffffffff,28.0,0.0,0.0,0.0
830131fffffffff,19.0,0.0,0.0,0.0
830134fffffffff,8.0,0.0,2.0,0.0
830135fffffffff,219.0,0.0,37.0,0.0
830800fffffffff,3.0,0.0,0.0,0.0
830802fffffffff,9.0,0.0,0.0,0.0
830803fffffffff,2.0,0.0,0.0,0.0
830806fffffffff,31.0,0.0,0.0,0.0
830810fffffffff,17.0,0.0,0.0,0.0
830811fffffffff,20.0,0.0,0.0,0.0
830812fffffffff,3.0,0.0,0.0,0.0
830813fffffffff,26.0,0.0,0.0,0.0
830814fffffffff,13.0,0.0,4.0,0.0
830815fffffffff,332.0,0.0,12.0,0.0
830816fffffffff,9.0,0.0,5.0,0.0
830819fffffffff,13.0,0.0,0.0,0.0
83081dfffffffff,3.0,0.0,0.0,0.0
83081efffffffff,30.0,0.0,0.0,0.0
830828fffffffff,8.0,0.0,0.0,0.0
830829fffffffff,7.0,0.0,0.0,0.0
83082afffffffff,5.0,0.0,2.0,0.0
83082bfffffffff,6.0,0.0,0.0,0.0
83082dfffffffff,1.0,0.0,0.0,0.0
830830fffffffff,2.0,0.0,0.0,0.0
830832fffffffff,14.0,0.0,1.0,0.0
830833fffffffff,30.0,0.0,0.0,0.0
830836fffffffff,71.0,0.0,0.0,0.0
830880fffffffff,95.0,0.0,0.0,0.0
830882fffffffff,42.0,0.0,0.0,0.0
830883fffffffff,76.0,0.0,0.0,0.0
830884fffffffff,56.0,0.0,0.0,0.0
830885fffffffff,30.0,0.0,0.0,0.0
830886fffffffff,1038.0,0.0,0.0,0.0
830888fffffffff,41.0,0.0,7.0,0.0
830889fffffffff,12.0,0.0,0.0,0.0
83088afffffffff,22.0,0.0,2.0,0.0
83088bfffffffff,4.0,0.0,0.0,0.0
83088efffffffff,12.0,0.0,10.0,0.0
830890fffffffff,7.0,0.0,0.0,0.0
830893fffffffff,4.0,0.0,0.0,0.0
830895fffffffff,113.0,0.0,0.0,0.0
830896fffffffff,23.0,0.0,0.0,0.0
830898fffffffff,45.0,0.0,0.0,0.0
830899fffffffff,279.0,0.0,57.0,0.0
83089afffffffff,127.0,0.0,0.0,0.0
83089bfffffffff,63.0,0.0,0.0,0.0
83089dfffffffff,290.0,0.0,6.0,0.0
83089efffffffff,42.0,0.0,0.0,0.0
8308a0fffffffff,5.0,0.0,0.0,0.0
8308a2fffffffff,44.0,0.0,0.0,0.0
8308a3fffffffff,28.0,0.0,0.0,0.0
8308a4fffffffff,72.0,0.0,20.0,0.0
8308a5fffffffff,4.0,0.0,2.0,0.0
8308a6fffffffff,18.0,0.0,8.0,0.0
8308a8fffffffff,3.0,0.0,0.0,0.0
8308acfffffffff,4.0,0.0,0.0,0.0
8308adfffffffff,1.0,0.0,0.0,0.0
8308aefffffffff,4.0,0.0,0.0,0.0
8308b0fffffffff,42.0,0.0,2.0,0.0
8308b1fffffffff,114.0,0.0,0.0,0.0
8308b3fffffffff,48.0,0.0,0.0,0.0
8308b4fffffffff,27.0,0.0,0.0,0.0
8308b5fffffffff,25.0,0.0,0.0,0.0
