cell_id,Spilopelia chinensis,Spilopelia chinensis suratensis/ceylonensis,Spilopelia chinensis chinensis/tigrina
843ca5dffffffff,28.0,0.0,0.0
843ca65ffffffff,2.0,0.0,0.0
843ca69ffffffff,17.0,0.0,0.0
843ca6dffffffff,4.0,0.0,0.0
843ca81ffffffff,1.0,0.0,0.0
843ca83ffffffff,6.0,0.0,0.0
843ca85ffffffff,40.0,0.0,0.0
843ca87ffffffff,154.0,0.0,0.0
843ca8bffffffff,29.0,0.0,0.0
843ca8dffffffff,47.0,0.0,0.0
843ca91ffffffff,32.0,0.0,0.0
843ca93ffffffff,43.0,0.0,0.0
843ca95ffffffff,60.0,0.0,0.0
843ca97ffffffff,457.0,0.0,0.0
843ca9dffffffff,95.0,0.0,0.0
843cab1ffffffff,173.0,0.0,0.0
843cab3ffffffff,2.0,0.0,0.0
843cab5ffffffff,7.0,0.0,0.0
843cab7ffffffff,60.0,0.0,0.0
843cab9ffffffff,134.0,3.0,0.0
843cabbffffffff,19.0,0.0,0.0
843cabdffffffff,18.0,0.0,0.0
843cac1ffffffff,2.0,0.0,0.0
843cac3ffffffff,67.0,0.0,0.0
843cac7ffffffff,1.0,0.0,0.0
843cacbffffffff,13.0,0.0,0.0
843cad3ffffffff,8.0,0.0,0.0
843cad5ffffffff,6.0,0.0,0.0
843caddffffffff,53.0,0.0,0.0
843cae1ffffffff,1.0,0.0,0.0
843cae3ffffffff,18.0,0.0,0.0
843cae5ffffffff,16.0,0.0,0.0
843cae9ffffffff,1.0,0.0,0.0
843caebffffffff,1.0,0.0,0.0
843cb01ffffffff,4.0,0.0,0.0
843cb03ffffffff,18.0,0.0,0.0
843cb07ffffffff,25.0,0.0,0.0
843cb09ffffffff,26.0,0.0,0.0
843cb0bffffffff,11.0,0.0,0.0
843cb0dffffffff,12.0,0.0,0.0
843cb11ffffffff,204.0,0.0,0.0
843cb13ffffffff,160.0,0.0,0.0
843cb15ffffffff,83.0,0.0,0.0
843cb17ffffffff,26.0,0.0,0.0
843cb19ffffffff,94.0,0.0,0.0
843cb1bffffffff,17.0,0.0,0.0
843cb1dffffffff,130.0,0.0,0.0
843cb23ffffffff,13.0,0.0,0.0
843cb29ffffffff,5.0,0.0,0.0
843cb2bffffffff,4.0,0.0,0.0
843cb35ffffffff,68.0,0.0,0.0
843cb39ffffffff,198.0,0.0,0.0
843cb3bffffffff,59.0,0.0,0.0
843cb3dffffffff,8.0,0.0,0.0
843cb41ffffffff,39.0,0.0,0.0
843cb45ffffffff,153.0,0.0,0.0
843cb47ffffffff,107.0,0.0,0.0
843cb49ffffffff,7.0,0.0,0.0
843cb4bffffffff,95.0,0.0,0.0
843cb4dffffffff,203.0,0.0,0.0
843cb51ffffffff,63.0,0.0,0.0
843cb55ffffffff,17.0,0.0,0.0
843cb59ffffffff,123.0,0.0,0.0
843cb5bffffffff,1.0,0.0,0.0
843cb5dffffffff,1759.0,0.0,0.0
843cb61ffffffff,16.0,0.0,0.0
843cb65ffffffff,154.0,0.0,0.0
843cb67ffffffff,1.0,0.0,0.0
843cb69ffffffff,98.0,0.0,0.0
843cb6bffffffff,95.0,0.0,0.0
843cb6dffffffff,130.0,0.0,0.0
843cc01ffffffff,10.0,0.0,0.0
843cc03ffffffff,4.0,0.0,0.0
843cc05ffffffff,5.0,0.0,0.0
843cc07ffffffff,12.0,0.0,0.0
843cc09ffffffff,4.0,0.0,0.0
843cc0bffffffff,71.0,0.0,0.0
843cc0dffffffff,19.0,0.0,0.0
843cc1dffffffff,8.0,0.0,0.0
843cc21ffffffff,35.0,0.0,0.0
843cc25ffffffff,3.0,0.0,0.0
843cc27ffffffff,24.0,0.0,0.0
843cc29ffffffff,62.0,0.0,0.0
843cc2bffffffff,13.0,0.0,0.0
843cc2dffffffff,12.0,0.0,0.0
843cc39ffffffff,2.0,0.0,0.0
843cc41ffffffff,105.0,3.0,0.0
843cc43ffffffff,93.0,3.0,0.0
843cc45ffffffff,724.0,0.0,0.0
843cc47ffffffff,149.0,0.0,0.0
843cc49ffffffff,6.0,0.0,0.0
843cc4bffffffff,71.0,0.0,0.0
843cc51ffffffff,19.0,0.0,0.0
843cc55ffffffff,66.0,0.0,0.0
843cc59ffffffff,5.0,0.0,0.0
843cc5bffffffff,105.0,0.0,0.0
843cc5dffffffff,147.0,0.0,0.0
843cc61ffffffff,8.0,0.0,0.0
843cc63ffffffff,11.0,0.0,0.0
843cc65ffffffff,7.0,0.0,0.0
843cc67ffffffff,13.0,0.0,0.0
843cc69ffffffff,3.0,0.0,0.0
843cc6bffffffff,715.0,0.0,0.0
843cc6dffffffff,2.0,0.0,0.0
843cc83ffffffff,5.0,0.0,0.0
843cc9dffffffff,2.0,0.0,0.0
843cca1ffffffff,10.0,0.0,0.0
843ccadffffffff,2.0,0.0,0.0
843ccb5ffffffff,20.0,0.0,3.0
843ccb7ffffffff,9.0,0.0,0.0
843ccbdffffffff,2.0,0.0,0.0
843ccc3ffffffff,2.0,0.0,0.0
843ccc9ffffffff,24.0,0.0,0.0
843ccd3ffffffff,2.0,0.0,0.0
843cce7ffffffff,1.0,0.0,0.0
843cd13ffffffff,29.0,0.0,0.0
843cd1bffffffff,20.0,0.0,0.0
843cd43ffffffff,5.0,0.0,0.0
843cd4bffffffff,20.0,0.0,0.0
843cd51ffffffff,5.0,0.0,0.0
843cd53ffffffff,8.0,0.0,0.0
843cd59ffffffff,5.0,0.0,0.0
843cd5bffffffff,31.0,0.0,0.0
843cd5dffffffff,4.0,0.0,0.0
843cd8bffffffff,18.0,0.0,0.0
843cd91ffffffff,171.0,0.0,15.0
843cd93ffffffff,5.0,0.0,0.0
843cd9bffffffff,7.0,0.0,0.0
843cd9dffffffff,38.0,0.0,2.0
843cdb1ffffffff,4.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0
843cdbbffffffff,8.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,17.0,0.0,0.0
843cddbffffffff,3.0,0.0,0.0
843cde7ffffffff,2.0,0.0,0.0
843cde9ffffffff,7.0,0.0,0.0
843ce01ffffffff,10.0,0.0,0.0
843ce03ffffffff,177.0,0.0,0.0
843ce05ffffffff,3.0,0.0,0.0
843ce09ffffffff,120.0,0.0,0.0
843ce0bffffffff,65.0,0.0,0.0
843ce11ffffffff,253.0,0.0,0.0
843ce13ffffffff,69.0,0.0,0.0
843ce15ffffffff,2462.0,0.0,0.0
843ce17ffffffff,17.0,0.0,0.0
843ce19ffffffff,54.0,0.0,0.0
843ce1bffffffff,94.0,0.0,0.0
843ce1dffffffff,444.0,0.0,0.0
843ce29ffffffff,24.0,0.0,0.0
843ce2bffffffff,40.0,0.0,0.0
843ce2dffffffff,40.0,0.0,0.0
843ce31ffffffff,27.0,0.0,0.0
843ce33ffffffff,2.0,0.0,0.0
843ce35ffffffff,10.0,2.0,0.0
843ce37ffffffff,14.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0
843ce3bffffffff,111.0,0.0,0.0
843ce3dffffffff,13.0,0.0,0.0
843ce41ffffffff,38.0,0.0,0.0
843ce43ffffffff,113.0,0.0,0.0
843ce45ffffffff,53.0,0.0,0.0
843ce47ffffffff,95.0,0.0,0.0
843ce4bffffffff,55.0,0.0,0.0
843ce4dffffffff,268.0,0.0,0.0
843ce51ffffffff,18.0,0.0,0.0
843ce53ffffffff,28.0,0.0,0.0
843ce55ffffffff,356.0,0.0,0.0
843ce57ffffffff,605.0,0.0,0.0
843ce59ffffffff,7.0,0.0,0.0
843ce5bffffffff,45.0,0.0,0.0
843ce5dffffffff,57.0,0.0,0.0
843ce61ffffffff,2.0,0.0,0.0
843ce6dffffffff,2.0,0.0,0.0
843ce81ffffffff,31.0,0.0,0.0
843ce83ffffffff,4.0,0.0,0.0
843ce85ffffffff,11.0,0.0,0.0
843ce87ffffffff,4.0,0.0,0.0
843ce89ffffffff,21.0,0.0,0.0
843ce8bffffffff,12.0,0.0,0.0
843ce8dffffffff,27.0,0.0,0.0
843ce95ffffffff,15.0,0.0,0.0
843cea1ffffffff,125.0,0.0,0.0
843cea3ffffffff,3.0,0.0,0.0
843cea5ffffffff,3.0,0.0,0.0
843cea7ffffffff,34.0,0.0,0.0
843ceabffffffff,3.0,0.0,0.0
843cebbffffffff,2.0,0.0,2.0
843cebdffffffff,13.0,0.0,0.0
843cec1ffffffff,1237.0,0.0,0.0
843cec3ffffffff,454.0,0.0,0.0
843cec5ffffffff,17.0,0.0,0.0
843cec9ffffffff,446.0,0.0,0.0
843cecbffffffff,6.0,0.0,0.0
843cecdffffffff,345.0,0.0,0.0
843ced1ffffffff,100.0,0.0,0.0
843ced3ffffffff,14.0,0.0,0.0
843ced5ffffffff,146.0,0.0,0.0
843ced7ffffffff,2.0,0.0,0.0
843ced9ffffffff,41.0,0.0,0.0
843cedbffffffff,19.0,0.0,0.0
843ceddffffffff,66.0,0.0,0.0
843cee1ffffffff,10.0,0.0,0.0
843cee3ffffffff,4.0,0.0,0.0
843cee7ffffffff,3.0,0.0,0.0
843ceebffffffff,3.0,0.0,0.0
843ceedffffffff,2.0,0.0,0.0
843cf01ffffffff,6.0,0.0,0.0
843cf05ffffffff,205.0,0.0,0.0
843cf09ffffffff,2.0,0.0,0.0
843cf0bffffffff,111.0,0.0,0.0
843cf0dffffffff,113.0,1.0,0.0
843cf11ffffffff,960.0,8.0,0.0
843cf13ffffffff,108.0,2.0,0.0
843cf15ffffffff,9.0,0.0,0.0
843cf17ffffffff,203.0,2.0,0.0
843cf19ffffffff,7.0,0.0,0.0
843cf1bffffffff,26.0,0.0,0.0
843cf21ffffffff,111.0,0.0,0.0
843cf25ffffffff,32.0,0.0,0.0
843cf27ffffffff,561.0,13.0,0.0
843cf29ffffffff,2230.0,7.0,15.0
843cf2dffffffff,5022.0,11.0,0.0
843cf31ffffffff,5.0,0.0,0.0
843cf33ffffffff,33.0,0.0,0.0
843cf35ffffffff,83.0,4.0,0.0
843cf37ffffffff,1.0,0.0,0.0
843cf39ffffffff,6.0,0.0,0.0
843cf3bffffffff,5.0,0.0,0.0
843cf3dffffffff,27.0,0.0,0.0
843cf41ffffffff,96.0,0.0,0.0
843cf43ffffffff,192.0,10.0,0.0
843cf45ffffffff,6.0,0.0,0.0
843cf47ffffffff,135.0,1.0,0.0
843cf49ffffffff,16.0,0.0,0.0
843cf4bffffffff,34.0,0.0,0.0
843cf51ffffffff,10.0,0.0,0.0
843cf53ffffffff,1.0,0.0,0.0
843cf57ffffffff,3.0,0.0,0.0
843cf59ffffffff,1.0,0.0,0.0
843cf5bffffffff,2.0,0.0,0.0
843cf5dffffffff,6.0,0.0,0.0
843cf61ffffffff,177.0,0.0,0.0
843cf63ffffffff,19.0,0.0,0.0
843cf65ffffffff,102.0,0.0,0.0
843cf67ffffffff,160.0,0.0,0.0
843cf69ffffffff,134.0,0.0,0.0
843cf6bffffffff,69.0,0.0,0.0
843cf6dffffffff,35.0,0.0,0.0
843d101ffffffff,88.0,0.0,0.0
843d103ffffffff,92.0,0.0,0.0
843d105ffffffff,3.0,0.0,0.0
843d107ffffffff,2946.0,0.0,0.0
843d109ffffffff,82.0,0.0,0.0
843d10bffffffff,4.0,0.0,0.0
843d10dffffffff,157.0,0.0,0.0
