cell_id,Spilopelia chinensis,Spilopelia chinensis suratensis/ceylonensis,Spilopelia chinensis chinensis/tigrina
84209a1ffffffff,3.0,0.0,0.0
84209a5ffffffff,440.0,7.0,0.0
84209a7ffffffff,2.0,0.0,0.0
84209a9ffffffff,1.0,0.0,0.0
84209bdffffffff,2.0,0.0,0.0
84209e7ffffffff,13.0,0.0,0.0
8424883ffffffff,1.0,0.0,0.0
84248b1ffffffff,2.0,0.0,0.0
84248b9ffffffff,10.0,0.0,0.0
84248bbffffffff,2.0,0.0,0.0
84248c1ffffffff,2.0,0.0,0.0
8424c05ffffffff,10.0,0.0,0.0
8424c0dffffffff,2.0,0.0,0.0
8424c2bffffffff,2.0,0.0,0.0
8424c63ffffffff,7.0,0.0,0.0
8424d05ffffffff,6.0,0.0,0.0
8424d19ffffffff,2.0,0.0,0.0
8424d23ffffffff,9.0,0.0,0.0
8424d2bffffffff,5.0,0.0,0.0
8424d6dffffffff,3.0,0.0,0.0
8424de7ffffffff,3.0,0.0,0.0
8429a51ffffffff,188.0,0.0,0.0
8429ab9ffffffff,15.0,0.0,0.0
8429ae1ffffffff,2.0,0.0,0.0
8429aebffffffff,49.0,0.0,0.0
843000dffffffff,2.0,0.0,0.0
8430063ffffffff,3.0,0.0,0.0
8430103ffffffff,2.0,0.0,0.0
843010bffffffff,4.0,0.0,0.0
8430111ffffffff,2.0,0.0,0.0
8430115ffffffff,20.0,0.0,0.0
8430123ffffffff,2.0,0.0,0.0
843012dffffffff,6.0,0.0,0.0
843015bffffffff,5.0,0.0,0.0
843016dffffffff,3.0,0.0,0.0
84301ebffffffff,2.0,0.0,0.0
843022dffffffff,2.0,0.0,0.0
843025dffffffff,4.0,0.0,0.0
8430305ffffffff,7.0,0.0,0.0
843030dffffffff,2.0,0.0,0.0
8430325ffffffff,3.0,0.0,0.0
843032dffffffff,4.0,0.0,0.0
8430815ffffffff,48.0,0.0,0.0
8430827ffffffff,2.0,0.0,0.0
8430833ffffffff,164.0,0.0,2.0
8430839ffffffff,9.0,0.0,0.0
843083bffffffff,5.0,0.0,0.0
843084bffffffff,26.0,0.0,0.0
8430855ffffffff,7.0,0.0,0.0
8430905ffffffff,1.0,0.0,0.0
8430911ffffffff,55.0,0.0,1.0
8430915ffffffff,10.0,0.0,0.0
8430919ffffffff,6.0,0.0,0.0
843091bffffffff,4.0,0.0,0.0
843091dffffffff,21.0,0.0,0.0
8430921ffffffff,2.0,0.0,0.0
8430929ffffffff,18.0,0.0,10.0
843092dffffffff,1.0,0.0,1.0
843093bffffffff,2.0,0.0,0.0
8430945ffffffff,1.0,0.0,1.0
843094bffffffff,1.0,0.0,0.0
8430963ffffffff,15.0,0.0,2.0
8430981ffffffff,65.0,0.0,1.0
8430983ffffffff,11.0,0.0,0.0
8430985ffffffff,21.0,0.0,0.0
8430987ffffffff,38.0,0.0,0.0
8430989ffffffff,265.0,0.0,1.0
843098dffffffff,105.0,0.0,0.0
8430991ffffffff,140.0,0.0,0.0
8430995ffffffff,354.0,0.0,0.0
8430997ffffffff,12.0,0.0,0.0
843099dffffffff,8.0,0.0,0.0
84309a1ffffffff,25.0,0.0,0.0
84309a3ffffffff,40.0,0.0,1.0
84309a5ffffffff,348.0,0.0,1.0
84309a7ffffffff,16.0,0.0,0.0
84309a9ffffffff,2.0,0.0,0.0
84309abffffffff,4.0,0.0,0.0
84309adffffffff,28.0,0.0,1.0
84309b1ffffffff,23.0,0.0,0.0
84309b3ffffffff,39.0,0.0,0.0
84309b5ffffffff,30.0,0.0,0.0
84309b7ffffffff,2.0,0.0,0.0
84309b9ffffffff,286.0,0.0,1.0
84309bbffffffff,69.0,0.0,1.0
84309bdffffffff,43.0,0.0,5.0
84309c5ffffffff,1.0,0.0,1.0
84309c7ffffffff,2.0,0.0,0.0
84309d1ffffffff,2.0,0.0,2.0
84309d3ffffffff,31.0,0.0,0.0
84309d5ffffffff,14.0,0.0,0.0
84309d7ffffffff,3.0,0.0,0.0
84309d9ffffffff,195.0,0.0,7.0
84309dbffffffff,2.0,0.0,0.0
84309ddffffffff,1.0,0.0,0.0
84309e1ffffffff,9.0,0.0,0.0
84309e3ffffffff,6.0,0.0,0.0
84309e5ffffffff,4.0,0.0,0.0
84309e7ffffffff,19.0,0.0,0.0
84309ebffffffff,5.0,0.0,0.0
8430a13ffffffff,18.0,0.0,0.0
8430a27ffffffff,10.0,0.0,0.0
8430a31ffffffff,6.0,0.0,0.0
8430a3bffffffff,6.0,0.0,0.0
8430ac5ffffffff,2.0,0.0,0.0
8430acdffffffff,19.0,0.0,0.0
8430b5dffffffff,4.0,0.0,0.0
8431503ffffffff,1.0,0.0,0.0
84316e5ffffffff,1.0,0.0,0.0
8431819ffffffff,73.0,0.0,3.0
843181bffffffff,2.0,0.0,0.0
8431827ffffffff,1.0,0.0,0.0
8431839ffffffff,2.0,0.0,0.0
8431851ffffffff,52.0,0.0,2.0
8431853ffffffff,2.0,0.0,0.0
8431857ffffffff,24.0,0.0,0.0
8431859ffffffff,23.0,0.0,1.0
843185bffffffff,164.0,0.0,18.0
8431881ffffffff,2.0,0.0,0.0
8431889ffffffff,32.0,0.0,0.0
84318c1ffffffff,7.0,0.0,0.0
84318c3ffffffff,5.0,0.0,0.0
84318c7ffffffff,105.0,0.0,0.0
84318d1ffffffff,418.0,0.0,4.0
84318d3ffffffff,16.0,0.0,0.0
84318d5ffffffff,1.0,0.0,0.0
84318d7ffffffff,120.0,0.0,5.0
84318d9ffffffff,2.0,0.0,0.0
8431905ffffffff,3.0,0.0,3.0
8431909ffffffff,16.0,0.0,0.0
843190dffffffff,12.0,0.0,1.0
8431915ffffffff,2.0,0.0,0.0
8431921ffffffff,2.0,0.0,0.0
8431923ffffffff,2.0,0.0,0.0
8431927ffffffff,11.0,0.0,0.0
8431997ffffffff,3.0,0.0,0.0
84319c9ffffffff,2.0,0.0,0.0
84319ddffffffff,5.0,0.0,0.0
8431a33ffffffff,2.0,0.0,2.0
8431a37ffffffff,2.0,0.0,0.0
8431a85ffffffff,52.0,0.0,9.0
8431a87ffffffff,2.0,0.0,0.0
8431aa1ffffffff,111.0,0.0,3.0
8431aa5ffffffff,1114.0,0.0,77.0
8431aa7ffffffff,59.0,0.0,10.0
8431aa9ffffffff,72.0,0.0,7.0
8431aabffffffff,44.0,0.0,3.0
8431aadffffffff,297.0,0.0,25.0
8431ab5ffffffff,2.0,0.0,0.0
8431abdffffffff,4.0,0.0,0.0
8431ae3ffffffff,6.0,0.0,0.0
8431ae7ffffffff,4.0,0.0,0.0
8431ae9ffffffff,1.0,0.0,0.0
8431b11ffffffff,2.0,0.0,0.0
843c021ffffffff,12.0,0.0,0.0
843c023ffffffff,3.0,0.0,0.0
843c025ffffffff,2.0,0.0,0.0
843c027ffffffff,5.0,0.0,0.0
843c029ffffffff,1285.0,268.0,0.0
843c02dffffffff,406.0,23.0,0.0
843c031ffffffff,1.0,0.0,0.0
843c035ffffffff,2.0,0.0,0.0
843c061ffffffff,2.0,0.0,0.0
843c063ffffffff,5.0,0.0,0.0
843c065ffffffff,46.0,1.0,0.0
843c067ffffffff,116.0,0.0,0.0
843c069ffffffff,4.0,0.0,0.0
843c06dffffffff,7.0,0.0,0.0
843c0a3ffffffff,9.0,0.0,0.0
843c0a5ffffffff,241.0,1.0,0.0
843c0a9ffffffff,5.0,0.0,0.0
843c0adffffffff,65.0,0.0,0.0
843c0b5ffffffff,65.0,0.0,0.0
843c0b7ffffffff,22.0,0.0,0.0
843c0bdffffffff,18.0,0.0,0.0
843c117ffffffff,1.0,0.0,0.0
843c121ffffffff,1.0,0.0,0.0
843c123ffffffff,2.0,0.0,0.0
843c133ffffffff,4.0,0.0,0.0
843c135ffffffff,36.0,0.0,0.0
843c137ffffffff,16.0,0.0,0.0
843c139ffffffff,21.0,0.0,0.0
843c141ffffffff,5.0,0.0,0.0
843c151ffffffff,3.0,0.0,0.0
843c155ffffffff,6.0,0.0,0.0
843c159ffffffff,422.0,3.0,0.0
843c15bffffffff,14.0,0.0,0.0
843c165ffffffff,60.0,0.0,0.0
843c181ffffffff,5.0,0.0,0.0
843c183ffffffff,6.0,0.0,0.0
843c187ffffffff,10.0,0.0,0.0
843c189ffffffff,29.0,0.0,0.0
843c18bffffffff,8.0,0.0,0.0
843c191ffffffff,109.0,0.0,0.0
843c193ffffffff,25.0,0.0,0.0
843c197ffffffff,7.0,0.0,0.0
843c199ffffffff,847.0,2.0,0.0
843c19bffffffff,107.0,0.0,0.0
843c19dffffffff,33.0,0.0,0.0
843c1a3ffffffff,4.0,0.0,0.0
843c1a9ffffffff,23.0,0.0,0.0
843c1abffffffff,3.0,0.0,0.0
843c1b1ffffffff,1.0,0.0,0.0
843c1b5ffffffff,299.0,2.0,0.0
843c1b9ffffffff,20.0,0.0,0.0
843c1bbffffffff,11.0,0.0,0.0
843c1bdffffffff,11.0,0.0,0.0
843c1c1ffffffff,1.0,0.0,0.0
843c1c3ffffffff,397.0,1.0,0.0
843c1c7ffffffff,31.0,0.0,0.0
843c1c9ffffffff,26.0,0.0,0.0
843c1cdffffffff,2.0,0.0,0.0
843c1d1ffffffff,9.0,0.0,0.0
843c1d3ffffffff,123.0,0.0,0.0
843c1d5ffffffff,7.0,0.0,0.0
843c1d7ffffffff,78.0,0.0,0.0
843c1dbffffffff,22.0,0.0,0.0
843c1ddffffffff,2.0,0.0,0.0
843c1e1ffffffff,1.0,0.0,0.0
843c1e5ffffffff,5.0,0.0,0.0
843c1e9ffffffff,223.0,0.0,0.0
843c303ffffffff,3.0,0.0,0.0
843c307ffffffff,5.0,0.0,0.0
843c315ffffffff,28.0,0.0,0.0
843c317ffffffff,3.0,0.0,0.0
843c329ffffffff,7.0,0.0,0.0
843c32bffffffff,10.0,0.0,0.0
843c333ffffffff,41.0,0.0,0.0
843c335ffffffff,65.0,0.0,0.0
843c337ffffffff,26.0,0.0,0.0
843c339ffffffff,2.0,0.0,0.0
843c33bffffffff,146.0,0.0,0.0
843c33dffffffff,29.0,0.0,0.0
843c341ffffffff,4.0,0.0,0.0
843c345ffffffff,8.0,0.0,0.0
843c361ffffffff,3.0,0.0,0.0
843c363ffffffff,2.0,0.0,0.0
843c367ffffffff,18.0,0.0,0.0
843c369ffffffff,101.0,0.0,0.0
843c36bffffffff,35.0,0.0,0.0
843c521ffffffff,62.0,0.0,0.0
843c525ffffffff,62.0,0.0,0.0
843c527ffffffff,71.0,0.0,0.0
843c52dffffffff,2.0,0.0,0.0
843c533ffffffff,5.0,0.0,0.0
843c535ffffffff,6.0,0.0,0.0
843c537ffffffff,23.0,0.0,0.0
843c581ffffffff,154.0,0.0,0.0
843c583ffffffff,7.0,0.0,0.0
843c585ffffffff,170.0,0.0,0.0
843c587ffffffff,62.0,0.0,0.0
843c58dffffffff,8.0,0.0,0.0
843c595ffffffff,11.0,0.0,0.0
843c5a1ffffffff,814.0,0.0,0.0
843c5a3ffffffff,1.0,0.0,0.0
843c5a9ffffffff,728.0,0.0,0.0
843c5abffffffff,46.0,0.0,0.0
843c5adffffffff,101.0,0.0,0.0
843c5b3ffffffff,10.0,0.0,0.0
843c5b7ffffffff,2.0,0.0,0.0
843c5bdffffffff,128.0,0.0,0.0
843c5c5ffffffff,1.0,0.0,0.0
843c5e1ffffffff,2.0,0.0,0.0
843c5e3ffffffff,27.0,0.0,0.0
843c5e7ffffffff,59.0,0.0,0.0
843c5ebffffffff,4.0,0.0,0.0
843c801ffffffff,38.0,0.0,0.0
843c805ffffffff,96.0,0.0,0.0
843c807ffffffff,14.0,0.0,0.0
843c809ffffffff,19.0,0.0,0.0
843c80bffffffff,1.0,0.0,0.0
843c80dffffffff,55.0,0.0,0.0
843c813ffffffff,4.0,0.0,0.0
843c817ffffffff,8.0,0.0,0.0
843c81bffffffff,7.0,0.0,0.0
843c823ffffffff,5.0,0.0,0.0
843c829ffffffff,1.0,0.0,0.0
843c82dffffffff,6.0,0.0,0.0
843c831ffffffff,11.0,0.0,0.0
843c833ffffffff,1.0,0.0,0.0
843c837ffffffff,13.0,0.0,0.0
843c839ffffffff,172.0,0.0,0.0
843c83bffffffff,16.0,0.0,0.0
843c83dffffffff,3.0,0.0,0.0
843c843ffffffff,22.0,0.0,0.0
843c84dffffffff,4.0,0.0,0.0
843c853ffffffff,2.0,0.0,0.0
843c855ffffffff,8.0,0.0,0.0
843c857ffffffff,1.0,0.0,0.0
843c867ffffffff,3.0,0.0,0.0
843c86dffffffff,2.0,0.0,0.0
843c885ffffffff,249.0,0.0,0.0
843c889ffffffff,39.0,0.0,0.0
843c88bffffffff,13.0,0.0,0.0
843c899ffffffff,709.0,4.0,0.0
843c89bffffffff,2.0,0.0,0.0
843c8a9ffffffff,10.0,0.0,0.0
843c8adffffffff,9.0,0.0,0.0
843c8c1ffffffff,24.0,0.0,0.0
843c8c3ffffffff,16.0,0.0,0.0
843c8c5ffffffff,4.0,0.0,0.0
843c8c7ffffffff,138.0,0.0,0.0
843c8c9ffffffff,40.0,0.0,0.0
843c8cbffffffff,142.0,0.0,0.0
843c8d1ffffffff,3.0,0.0,0.0
843c8d3ffffffff,48.0,0.0,0.0
843c8d5ffffffff,59.0,0.0,0.0
843c8d7ffffffff,101.0,0.0,0.0
843c8d9ffffffff,230.0,0.0,0.0
843c8dbffffffff,242.0,0.0,0.0
843c8ddffffffff,10.0,0.0,0.0
843c8e1ffffffff,68.0,0.0,0.0
843c8e3ffffffff,30.0,0.0,0.0
843c8e5ffffffff,744.0,0.0,0.0
843c8e7ffffffff,145.0,0.0,0.0
843c8ebffffffff,22.0,0.0,0.0
843c8edffffffff,219.0,0.0,0.0
843c903ffffffff,7.0,0.0,0.0
843c905ffffffff,17.0,0.0,0.0
843c907ffffffff,11.0,0.0,0.0
843c909ffffffff,272.0,0.0,0.0
843c90bffffffff,20.0,0.0,0.0
843c90dffffffff,5.0,0.0,0.0
843c911ffffffff,2.0,0.0,0.0
843c915ffffffff,25.0,0.0,0.0
843c917ffffffff,10.0,0.0,0.0
843c91dffffffff,7.0,0.0,0.0
843c921ffffffff,31.0,0.0,0.0
843c923ffffffff,17.0,0.0,0.0
843c925ffffffff,29.0,0.0,0.0
843c927ffffffff,70.0,0.0,0.0
843c929ffffffff,88.0,0.0,0.0
843c92bffffffff,39.0,0.0,0.0
843c92dffffffff,144.0,0.0,0.0
843c931ffffffff,550.0,0.0,0.0
843c935ffffffff,6.0,0.0,0.0
843c939ffffffff,31.0,0.0,0.0
843c93bffffffff,95.0,0.0,0.0
843c93dffffffff,15.0,0.0,0.0
843c941ffffffff,21.0,0.0,0.0
843c943ffffffff,255.0,0.0,0.0
843c945ffffffff,42.0,0.0,0.0
843c947ffffffff,292.0,0.0,0.0
843c949ffffffff,18.0,0.0,0.0
843c94bffffffff,19.0,0.0,0.0
843c94dffffffff,9.0,0.0,0.0
843c951ffffffff,2.0,0.0,0.0
843c953ffffffff,5.0,0.0,0.0
843c955ffffffff,5.0,0.0,0.0
843c959ffffffff,85.0,0.0,0.0
843c95bffffffff,17.0,0.0,0.0
843c963ffffffff,2.0,0.0,0.0
843c965ffffffff,4.0,0.0,0.0
843c967ffffffff,151.0,0.0,0.0
843c96dffffffff,6.0,0.0,0.0
843c9c1ffffffff,25.0,0.0,0.0
843c9c3ffffffff,21.0,0.0,0.0
843c9c5ffffffff,20.0,0.0,0.0
843c9c9ffffffff,2.0,0.0,0.0
843c9cbffffffff,14.0,0.0,0.0
843c9d9ffffffff,226.0,0.0,0.0
843c9dbffffffff,16.0,0.0,0.0
843c9ddffffffff,19.0,0.0,0.0
843c9e9ffffffff,41.0,0.0,0.0
843c9edffffffff,12.0,0.0,0.0
843ca01ffffffff,4.0,0.0,0.0
843ca05ffffffff,4.0,0.0,0.0
843ca13ffffffff,1.0,0.0,0.0
843ca15ffffffff,4.0,0.0,0.0
843ca21ffffffff,20.0,0.0,0.0
843ca23ffffffff,2.0,0.0,0.0
843ca25ffffffff,255.0,0.0,0.0
843ca2dffffffff,9.0,0.0,0.0
843ca31ffffffff,9.0,0.0,0.0
843ca33ffffffff,13.0,0.0,0.0
843ca39ffffffff,2.0,0.0,0.0
843ca3bffffffff,15.0,0.0,0.0
843ca41ffffffff,41.0,0.0,0.0
843ca45ffffffff,82.0,0.0,0.0
843ca47ffffffff,112.0,0.0,0.0
843ca49ffffffff,2.0,0.0,0.0
843ca4dffffffff,4.0,0.0,0.0
843ca51ffffffff,4.0,0.0,0.0
843ca5bffffffff,2.0,0.0,0.0
