cell_id,Muscisaxicola maclovianus,Muscisaxicola maclovianus mentalis,Muscisaxicola maclovianus maclovianus
828e6ffffffffff,2.0,0.0,0.0
828e77fffffffff,4.0,0.0,0.0
828f57fffffffff,2.0,0.0,0.0
82a947fffffffff,4.0,0.0,0.0
82b207fffffffff,25.0,0.0,0.0
82b21ffffffffff,3.0,0.0,0.0
82b227fffffffff,10.0,0.0,0.0
82b247fffffffff,1.0,0.0,0.0
82b24ffffffffff,1.0,0.0,0.0
82b25ffffffffff,21.0,0.0,0.0
82b2c7fffffffff,72.0,4.0,0.0
82b2e7fffffffff,23.0,0.0,0.0
82b2effffffffff,1.0,0.0,0.0
82b307fffffffff,46.0,0.0,0.0
82b30ffffffffff,10.0,0.0,0.0
82b31ffffffffff,12.0,0.0,0.0
82c207fffffffff,9.0,0.0,0.0
82c22ffffffffff,3.0,0.0,0.0
82c2e7fffffffff,13.0,0.0,0.0
82c2effffffffff,13.0,0.0,0.0
82c2f7fffffffff,4.0,0.0,0.0
82c327fffffffff,3.0,0.0,0.0
82c32ffffffffff,1.0,0.0,0.0
82c367fffffffff,2.0,0.0,0.0
82ce87fffffffff,39.0,0.0,0.0
82ce8ffffffffff,42.0,0.0,0.0
82ce97fffffffff,4.0,0.0,0.0
82ce9ffffffffff,49.0,0.0,0.0
82cea7fffffffff,9.0,0.0,0.0
82ceaffffffffff,1.0,0.0,0.0
82cf17fffffffff,16.0,0.0,0.0
82cf87fffffffff,3.0,0.0,0.0
82cf8ffffffffff,43.0,0.0,0.0
82cf97fffffffff,3.0,0.0,0.0
82cfa7fffffffff,10.0,0.0,0.0
82cfaffffffffff,4.0,0.0,0.0
82de67fffffffff,1.0,0.0,0.0
82de77fffffffff,3.0,0.0,0.0
82df47fffffffff,4.0,4.0,0.0
82df4ffffffffff,7.0,0.0,0.0
82df6ffffffffff,28.0,0.0,0.0
