cell_id,Numida meleagris,Numida meleagris sabyi,Numida meleagris galeatus,Numida meleagris meleagris/somaliensis,Numida meleagris reichenowi,Numida meleagris [mitratus Group]
8412539ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84185bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419083ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419413ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419433ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841948dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84194a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419589ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8419591ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84195c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419731ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841ed29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426219ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842641dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842643dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426491ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426493ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84264b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426521ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426647ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842681bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426899ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84268d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84269c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269cdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426a51ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426a8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426c1bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426c4dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426cb9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426de1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426e3dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426e51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427097ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427483ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427531ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8427569ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427581ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8427587ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84275c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84275ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842769bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84276edffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8427a97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428023ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428309ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428323ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428329ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428345ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842834dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428363ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842836bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84288d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84289b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428b11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428b2bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428b69ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8428b6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428c65ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428c6dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428d15ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842986bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429a01ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8429a05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429a0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429a1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429a4dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429a57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8429ad1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8429ad5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8429aebffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8429b6dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842a101ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a12bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a133ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842a13dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842a14dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a151ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
842a155ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
842a167ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842a307ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a313ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842a33bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842a347ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842a369ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a88bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a8a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a8c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842a8e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842a959ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842aa1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842aa31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842aa49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842aa95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842aaa5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842aaadffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842aab3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842aacdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842aad1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842aad9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842aaddffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842ab13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842af63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842af6dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842b0c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842b1d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842b83bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842b899ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842b8adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842b8b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
