cell_id,Fulmarus glacialis,Fulmarus glacialis glacialis/auduboni,Fulmarus glacialis rodgersii
841b823ffffffff,5.0,0.0,0.0
841b827ffffffff,1.0,0.0,0.0
841b8a3ffffffff,2.0,0.0,0.0
841ba1dffffffff,1.0,0.0,0.0
841ba23ffffffff,2.0,0.0,0.0
841baa1ffffffff,1.0,0.0,0.0
841baa7ffffffff,1.0,0.0,0.0
841baabffffffff,2.0,0.0,0.0
841d20bffffffff,1.0,0.0,0.0
841d25bffffffff,2.0,0.0,0.0
841d25dffffffff,2.0,0.0,0.0
841d2d7ffffffff,2.0,0.0,0.0
841d663ffffffff,2.0,0.0,0.0
841f251ffffffff,1.0,0.0,0.0
841f25dffffffff,3.0,1.0,0.0
841f337ffffffff,2.0,0.0,0.0
8422d01ffffffff,7.0,0.0,0.0
8422d03ffffffff,5.0,0.0,0.0
8422db7ffffffff,134.0,0.0,130.0
8427569ffffffff,2.0,0.0,0.0
842802bffffffff,4.0,0.0,0.0
8428037ffffffff,2.0,0.0,0.0
842803dffffffff,15.0,0.0,0.0
8428045ffffffff,3.0,0.0,0.0
842804dffffffff,2.0,0.0,0.0
8428069ffffffff,1.0,0.0,0.0
842806bffffffff,3.0,0.0,0.0
8428195ffffffff,12.0,0.0,0.0
84281cbffffffff,2.0,0.0,0.0
84281d9ffffffff,2.0,0.0,0.0
8428309ffffffff,21.0,0.0,0.0
8428319ffffffff,114.0,0.0,76.0
842831dffffffff,8.0,0.0,7.0
8428341ffffffff,8.0,0.0,0.0
8428343ffffffff,137.0,0.0,1.0
8428349ffffffff,52.0,0.0,14.0
842834bffffffff,1.0,0.0,0.0
842834dffffffff,76.0,0.0,36.0
8428355ffffffff,142.0,0.0,0.0
8428357ffffffff,45.0,0.0,0.0
842835dffffffff,232.0,0.0,37.0
8428c0dffffffff,2.0,0.0,0.0
8428c27ffffffff,11.0,0.0,0.0
8428c41ffffffff,1.0,0.0,0.0
8428c6bffffffff,6.0,0.0,0.0
8428ca1ffffffff,2.0,0.0,0.0
8428ce5ffffffff,9.0,0.0,1.0
8428d11ffffffff,2.0,0.0,0.0
8428d1bffffffff,40.0,0.0,0.0
8428d55ffffffff,10.0,0.0,0.0
8428d57ffffffff,4.0,0.0,0.0
8428d5dffffffff,2.0,0.0,0.0
8428e21ffffffff,1.0,0.0,0.0
8428e29ffffffff,2.0,0.0,0.0
8428e65ffffffff,10.0,0.0,0.0
8428e67ffffffff,10.0,0.0,0.0
8428f51ffffffff,2.0,0.0,0.0
8428f5bffffffff,4.0,0.0,0.0
842904dffffffff,1.0,0.0,0.0
8429103ffffffff,2.0,0.0,0.0
8429105ffffffff,1.0,0.0,0.0
8429121ffffffff,17.0,0.0,3.0
8429123ffffffff,9.0,0.0,2.0
8429125ffffffff,41.0,0.0,0.0
8429127ffffffff,19.0,0.0,4.0
8429129ffffffff,5.0,0.0,0.0
842912dffffffff,3.0,0.0,0.0
842913dffffffff,9.0,0.0,0.0
8429167ffffffff,10.0,0.0,0.0
84291a1ffffffff,4.0,0.0,0.0
84291a7ffffffff,4.0,0.0,0.0
84291b5ffffffff,5.0,0.0,5.0
84291b7ffffffff,3.0,0.0,0.0
84291e3ffffffff,8.0,0.0,0.0
84291e5ffffffff,11.0,0.0,0.0
8429231ffffffff,2.0,0.0,0.0
8429313ffffffff,3.0,0.0,0.0
8429a41ffffffff,149.0,0.0,0.0
8429a43ffffffff,4.0,0.0,0.0
8429a49ffffffff,137.0,0.0,5.0
8429a4bffffffff,377.0,0.0,0.0
8429a4dffffffff,2.0,0.0,0.0
8429a51ffffffff,5.0,0.0,0.0
8429a55ffffffff,127.0,0.0,0.0
8429a57ffffffff,8.0,0.0,0.0
8429a59ffffffff,7.0,0.0,0.0
8429a5bffffffff,2.0,0.0,0.0
8429a5dffffffff,22.0,0.0,0.0
8429ad1ffffffff,28.0,0.0,0.0
8429adbffffffff,16.0,0.0,0.0
842a021ffffffff,10.0,0.0,0.0
842a023ffffffff,2.0,0.0,0.0
842a025ffffffff,7.0,0.0,0.0
842a02dffffffff,4.0,0.0,0.0
842a041ffffffff,13.0,0.0,0.0
842a043ffffffff,14.0,0.0,0.0
842a045ffffffff,13.0,0.0,0.0
842a049ffffffff,2.0,0.0,0.0
842a04bffffffff,2.0,0.0,0.0
842a04dffffffff,14.0,0.0,0.0
842a051ffffffff,14.0,0.0,0.0
842a055ffffffff,55.0,0.0,0.0
842a059ffffffff,13.0,0.0,0.0
842a065ffffffff,35.0,0.0,0.0
842a103ffffffff,19.0,0.0,0.0
842a109ffffffff,1.0,0.0,0.0
842a10bffffffff,2.0,2.0,0.0
842a111ffffffff,32.0,0.0,0.0
842a113ffffffff,9.0,0.0,0.0
842a115ffffffff,9.0,0.0,0.0
842a117ffffffff,1.0,0.0,0.0
842a11bffffffff,48.0,14.0,0.0
842a11dffffffff,6.0,5.0,0.0
842a143ffffffff,1.0,0.0,0.0
842a153ffffffff,5.0,0.0,0.0
842a187ffffffff,27.0,0.0,0.0
842a1a1ffffffff,130.0,0.0,0.0
842a1a3ffffffff,4.0,0.0,0.0
842a1a5ffffffff,9.0,0.0,0.0
842a1a7ffffffff,7.0,0.0,0.0
842a1a9ffffffff,130.0,11.0,0.0
842a1abffffffff,22.0,0.0,0.0
842a1adffffffff,44.0,12.0,0.0
842a1bdffffffff,11.0,0.0,0.0
842a1c5ffffffff,1.0,0.0,0.0
842a1cbffffffff,37.0,37.0,0.0
842a1cdffffffff,27.0,13.0,0.0
842a1e3ffffffff,2.0,2.0,0.0
842a1e7ffffffff,67.0,9.0,0.0
842a241ffffffff,2.0,0.0,0.0
842a24bffffffff,2.0,0.0,0.0
842a301ffffffff,9.0,0.0,0.0
842a309ffffffff,228.0,2.0,0.0
842a30bffffffff,1.0,0.0,0.0
842a30dffffffff,5.0,0.0,0.0
842a311ffffffff,11.0,0.0,0.0
842a313ffffffff,33.0,0.0,0.0
842a315ffffffff,9.0,0.0,0.0
842a31bffffffff,27.0,0.0,0.0
842a31dffffffff,88.0,0.0,0.0
842a333ffffffff,6.0,0.0,0.0
842a343ffffffff,14.0,0.0,0.0
842a347ffffffff,2.0,0.0,0.0
842a349ffffffff,8.0,0.0,0.0
842a34bffffffff,18.0,0.0,0.0
842a353ffffffff,2.0,0.0,0.0
842a355ffffffff,2.0,0.0,0.0
842a357ffffffff,4.0,0.0,0.0
842a359ffffffff,8.0,0.0,0.0
842a35dffffffff,2.0,0.0,0.0
842aad1ffffffff,2.0,0.0,0.0
842aad3ffffffff,11.0,0.0,0.0
842aadbffffffff,52.0,10.0,0.0
842ac6dffffffff,5.0,1.0,0.0
842af09ffffffff,3.0,0.0,0.0
842af11ffffffff,3.0,3.0,0.0
842af19ffffffff,1.0,0.0,0.0
842af43ffffffff,61.0,0.0,0.0
842af47ffffffff,3.0,0.0,0.0
842af4bffffffff,58.0,0.0,0.0
842b03bffffffff,2.0,0.0,0.0
842b0c5ffffffff,4.0,0.0,0.0
842b0c7ffffffff,7.0,0.0,0.0
842b121ffffffff,7.0,0.0,0.0
842b167ffffffff,45.0,0.0,0.0
842b181ffffffff,3.0,0.0,0.0
842b187ffffffff,4.0,0.0,0.0
842b18bffffffff,4.0,0.0,0.0
842b191ffffffff,3.0,0.0,0.0
842b199ffffffff,2.0,0.0,0.0
842b1b1ffffffff,6.0,0.0,0.0
842b1b3ffffffff,10.0,0.0,0.0
842b1b5ffffffff,1.0,0.0,0.0
842b1b9ffffffff,16.0,0.0,0.0
842b1bdffffffff,1.0,0.0,0.0
842b1d5ffffffff,8.0,0.0,0.0
842b1d7ffffffff,7.0,0.0,0.0
842b1ddffffffff,1.0,0.0,0.0
842b211ffffffff,4.0,0.0,0.0
842b233ffffffff,2.0,0.0,0.0
842b257ffffffff,5.0,0.0,0.0
842b2b1ffffffff,1.0,0.0,0.0
842b303ffffffff,4.0,0.0,0.0
842b315ffffffff,6.0,0.0,0.0
842b319ffffffff,2.0,0.0,0.0
842b32bffffffff,2.0,0.0,0.0
842b367ffffffff,10.0,0.0,0.0
842b83bffffffff,8.0,0.0,0.0
842ba51ffffffff,5.0,0.0,0.0
842baabffffffff,3.0,0.0,0.0
842bac5ffffffff,4.0,0.0,0.0
842bacdffffffff,1.0,0.0,0.0
842e2a3ffffffff,2.0,0.0,0.0
842eac5ffffffff,2.0,0.0,0.0
842f583ffffffff,3.0,0.0,0.0
842f5d9ffffffff,3.0,0.0,3.0
8432d91ffffffff,1.0,0.0,0.0
84391a9ffffffff,2.0,0.0,0.0
843925bffffffff,7.0,0.0,0.0
8439263ffffffff,1.0,0.0,0.0
843926bffffffff,2.0,0.0,0.0
8439311ffffffff,3.0,0.0,0.0
8439339ffffffff,5.0,0.0,0.0
843933bffffffff,12.0,0.0,0.0
8444f61ffffffff,4.0,0.0,0.0
8446363ffffffff,2.0,0.0,0.0
8448061ffffffff,2.0,0.0,0.0
844823bffffffff,11.0,0.0,2.0
8448291ffffffff,2.0,0.0,0.0
8448295ffffffff,1.0,0.0,0.0
8448299ffffffff,3.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0
8448445ffffffff,5.0,0.0,0.0
8448469ffffffff,15.0,0.0,0.0
844846dffffffff,2.0,0.0,0.0
84484a1ffffffff,2.0,0.0,0.0
84484a5ffffffff,8.0,0.0,0.0
84484a7ffffffff,1.0,0.0,1.0
84484b1ffffffff,2.0,0.0,0.0
84485d9ffffffff,1.0,0.0,0.0
8448713ffffffff,2.0,0.0,0.0
8448733ffffffff,1.0,0.0,0.0
844874dffffffff,4.0,0.0,0.0
8448769ffffffff,2.0,0.0,0.0
8450ccbffffffff,2.0,0.0,0.0
84b2c45ffffffff,4.0,0.0,0.0
