cell_id,Dendrocopos major,Dendrocopos major canariensis/thanneri,Dendrocopos major numidus/mauritanus,Dendrocopos major [major Group],Dendrocopos major poelzami,Dendrocopos major japonicus,Dendrocopos major cabanisi/stresemanni
840745dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8407635ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408829ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
840882dffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8408847ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84089bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a0bffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8408a53ffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
8408c31ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8409821ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb03ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8411811ffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
8411813ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
841181bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841181dffffffff,9.0,0.0,0.0,9.0,0.0,0.0,0.0
84118e9ffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
8411aa5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8411aa7ffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0
8411ab1ffffffff,15.0,0.0,0.0,15.0,0.0,0.0,0.0
8411ab9ffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8411ae3ffffffff,27.0,0.0,0.0,27.0,0.0,0.0,0.0
8411ae7ffffffff,13.0,0.0,0.0,13.0,0.0,0.0,0.0
841598bffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
8418281ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418289ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841828bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841828dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c1ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c3ffffffff,82.0,0.0,0.0,1.0,0.0,0.0,0.0
84182c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84182cbffffffff,97.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182ebffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b5ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
84184b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bdffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418691ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
8418697ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84186bbffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8418729ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8418763ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419423ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84194e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419507ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419551ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8419557ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8419591ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e013ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e023ffffffff,11.0,0.0,0.0,11.0,0.0,0.0,0.0
841e085ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e2d7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841e355ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e465ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec1dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec39ffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0
841ec47ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecc5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eea3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eeadffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f051ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f1a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1a5ffffffff,77.0,0.0,0.0,77.0,0.0,0.0,0.0
841f1d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f283ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841f33dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f519ffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
841f5c5ffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0
841f739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f841ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
841f8b5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f98bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f995ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa9bffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841fac5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841fad1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841fad3ffffffff,12.0,0.0,0.0,12.0,0.0,0.0,0.0
841fadbffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841faebffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8420293ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8420685ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8421465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84255a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842c049ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
842c191ffffffff,9.0,0.0,0.0,0.0,9.0,0.0,0.0
842c193ffffffff,13.0,0.0,0.0,0.0,13.0,0.0,0.0
842c197ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
842c215ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
842c2abffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
842d363ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842e757ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8430833ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84309a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
84309d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84318d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84344cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8438625ffffffff,24.0,0.0,14.0,0.0,0.0,0.0,0.0
843862dffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
8438635ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
843863dffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8438667ffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0
84386edffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8438751ffffffff,16.0,0.0,12.0,0.0,0.0,0.0,0.0
8438753ffffffff,27.0,0.0,23.0,0.0,0.0,0.0,0.0
843875bffffffff,5.0,0.0,4.0,0.0,0.0,0.0,0.0
8439003ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8439007ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843901dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8439035ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8439039ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843903dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8439047ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843904dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8439053ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8439063ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843906dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843908dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84390c9ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8439101ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8439115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843915bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
843915dffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
8439181ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84391abffffffff,34.0,0.0,29.0,0.0,0.0,0.0,0.0
843920dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843921bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8439227ffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0
8439235ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8439239ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8439253ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8439285ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8439287ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8439299ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843929bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84392a5ffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
84392abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84392b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84392bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84392cbffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
8439317ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8439447ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
8439549ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843956bffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8439649ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8439705ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8439721ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
8439723ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8439727ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8439729ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
843972bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843972dffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8439739ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
843973bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843973dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8439759ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
843975dffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8439763ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8439833ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
843c5b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843ce95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843cebdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843f2d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843f613ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843f61bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84404c1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
8440961ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8440dedffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8441921ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8464983ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
