cell_id,Sterna hirundo,Sterna hirundo hirundo/tibetana,Sterna hirundo longipennis,Sterna hirundo hirundo/tibetana x longipennis
8214cffffffffff,5.0,0.0,1.0,0.0
8214d7fffffffff,5.0,0.0,2.0,0.0
82154ffffffffff,9.0,0.0,9.0,0.0
82155ffffffffff,26.0,0.0,26.0,0.0
821597fffffffff,84.0,0.0,12.0,0.0
82159ffffffffff,7.0,1.0,0.0,0.0
8215b7fffffffff,24.0,0.0,0.0,0.0
821617fffffffff,53.0,0.0,51.0,0.0
821637fffffffff,2.0,0.0,2.0,0.0
82171ffffffffff,55.0,0.0,45.0,0.0
821757fffffffff,27.0,0.0,17.0,0.0
82176ffffffffff,57.0,0.0,34.0,0.0
82178ffffffffff,48.0,0.0,44.0,0.0
821807fffffffff,64.0,10.0,0.0,0.0
821827fffffffff,40.0,12.0,0.0,0.0
82182ffffffffff,386.0,42.0,0.0,0.0
821847fffffffff,154.0,3.0,0.0,0.0
82184ffffffffff,474.0,1.0,0.0,0.0
821857fffffffff,6.0,0.0,0.0,0.0
82185ffffffffff,84.0,0.0,0.0,0.0
821867fffffffff,38.0,4.0,0.0,0.0
82186ffffffffff,180.0,0.0,0.0,0.0
821877fffffffff,87.0,0.0,0.0,0.0
821907fffffffff,4.0,0.0,0.0,0.0
82190ffffffffff,266.0,14.0,0.0,0.0
82192ffffffffff,192.0,28.0,0.0,0.0
821947fffffffff,2832.0,328.0,0.0,0.0
82194ffffffffff,2484.0,130.0,0.0,0.0
821957fffffffff,271.0,8.0,0.0,0.0
82195ffffffffff,1617.0,32.0,0.0,0.0
82196ffffffffff,1861.0,9.0,0.0,0.0
821977fffffffff,601.0,39.0,0.0,0.0
821aa7fffffffff,3206.0,0.0,0.0,0.0
821ab7fffffffff,58.0,0.0,0.0,0.0
821b87fffffffff,144.0,0.0,0.0,0.0
821b8ffffffffff,15.0,0.0,0.0,0.0
821b97fffffffff,159.0,0.0,0.0,0.0
821b9ffffffffff,522.0,0.0,0.0,0.0
821bb7fffffffff,8.0,0.0,0.0,0.0
821e07fffffffff,1518.0,88.0,0.0,0.0
821e0ffffffffff,332.0,10.0,0.0,0.0
821e17fffffffff,213.0,10.0,0.0,0.0
821e1ffffffffff,235.0,5.0,0.0,0.0
821e27fffffffff,336.0,5.0,0.0,0.0
821e2ffffffffff,223.0,5.0,0.0,0.0
821e37fffffffff,586.0,0.0,0.0,0.0
821e47fffffffff,4.0,0.0,0.0,0.0
821e4ffffffffff,42.0,0.0,0.0,0.0
821e57fffffffff,36.0,0.0,0.0,0.0
821e5ffffffffff,500.0,9.0,0.0,0.0
821e67fffffffff,90.0,0.0,0.0,0.0
821e6ffffffffff,48.0,0.0,0.0,0.0
821e77fffffffff,34.0,0.0,0.0,0.0
821e87fffffffff,27.0,0.0,0.0,0.0
821e8ffffffffff,6.0,0.0,0.0,0.0
821e97fffffffff,22.0,10.0,0.0,0.0
821ea7fffffffff,395.0,16.0,0.0,0.0
821eaffffffffff,66.0,8.0,0.0,0.0
821eb7fffffffff,30.0,0.0,0.0,0.0
821ec7fffffffff,332.0,16.0,0.0,0.0
821ecffffffffff,775.0,56.0,0.0,0.0
821ed7fffffffff,189.0,0.0,0.0,0.0
821edffffffffff,342.0,7.0,0.0,0.0
821ee7fffffffff,80.0,0.0,0.0,0.0
821eeffffffffff,465.0,115.0,0.0,0.0
821ef7fffffffff,45.0,5.0,0.0,0.0
821f07fffffffff,553.0,138.0,0.0,0.0
821f0ffffffffff,254.0,2.0,0.0,0.0
821f17fffffffff,89.0,2.0,0.0,0.0
821f1ffffffffff,349.0,22.0,0.0,0.0
821f27fffffffff,187.0,15.0,0.0,0.0
821f2ffffffffff,384.0,65.0,0.0,0.0
821f37fffffffff,273.0,16.0,0.0,0.0
821f47fffffffff,57.0,0.0,0.0,0.0
821f4ffffffffff,253.0,0.0,0.0,0.0
821f57fffffffff,331.0,14.0,0.0,0.0
821f5ffffffffff,190.0,4.0,0.0,0.0
821f67fffffffff,140.0,0.0,0.0,0.0
821f6ffffffffff,21.0,0.0,0.0,0.0
821f77fffffffff,350.0,0.0,0.0,0.0
821f87fffffffff,359.0,3.0,0.0,0.0
821f8ffffffffff,467.0,51.0,0.0,0.0
821f97fffffffff,50.0,11.0,0.0,0.0
821f9ffffffffff,111.0,12.0,0.0,0.0
821fa7fffffffff,180.0,6.0,0.0,0.0
821faffffffffff,28.0,0.0,0.0,0.0
821fb7fffffffff,391.0,7.0,0.0,0.0
82200ffffffffff,70.0,11.0,0.0,0.0
822017fffffffff,42.0,7.0,0.0,0.0
82201ffffffffff,43.0,6.0,0.0,0.0
82202ffffffffff,1.0,0.0,0.0,0.0
82204ffffffffff,57.0,4.0,0.0,0.0
82205ffffffffff,15.0,5.0,0.0,0.0
82206ffffffffff,2.0,0.0,0.0,0.0
822087fffffffff,6.0,0.0,0.0,0.0
82208ffffffffff,3.0,0.0,0.0,0.0
8220a7fffffffff,46.0,4.0,0.0,0.0
8220b7fffffffff,9.0,0.0,0.0,0.0
8220c7fffffffff,2.0,0.0,0.0,0.0
8220cffffffffff,12.0,3.0,0.0,0.0
8220e7fffffffff,89.0,6.0,0.0,0.0
8220effffffffff,22.0,0.0,0.0,0.0
8220f7fffffffff,7.0,0.0,0.0,0.0
822127fffffffff,41.0,0.0,0.0,0.0
82212ffffffffff,1.0,0.0,0.0,0.0
82214ffffffffff,7.0,0.0,0.0,0.0
822157fffffffff,81.0,10.0,0.0,0.0
822187fffffffff,1.0,0.0,0.0,0.0
82219ffffffffff,21.0,1.0,0.0,0.0
8221a7fffffffff,7.0,0.0,0.0,0.0
822407fffffffff,36.0,0.0,9.0,0.0
82240ffffffffff,6.0,0.0,0.0,0.0
822427fffffffff,52.0,0.0,0.0,0.0
82242ffffffffff,158.0,0.0,5.0,0.0
822437fffffffff,41.0,0.0,17.0,0.0
822447fffffffff,1.0,0.0,0.0,0.0
82244ffffffffff,32.0,0.0,11.0,0.0
822457fffffffff,9.0,0.0,0.0,0.0
82245ffffffffff,1.0,0.0,0.0,0.0
822467fffffffff,121.0,0.0,16.0,0.0
82246ffffffffff,17.0,0.0,1.0,0.0
822477fffffffff,90.0,0.0,11.0,0.0
822487fffffffff,33.0,6.0,0.0,0.0
82248ffffffffff,137.0,22.0,0.0,0.0
822497fffffffff,12.0,3.0,0.0,0.0
82249ffffffffff,35.0,2.0,0.0,0.0
8224affffffffff,2.0,0.0,0.0,0.0
8224b7fffffffff,2.0,0.0,0.0,0.0
8224c7fffffffff,9.0,0.0,0.0,0.0
8224cffffffffff,2.0,0.0,0.0,0.0
8224d7fffffffff,19.0,0.0,0.0,0.0
8224effffffffff,11.0,0.0,0.0,0.0
822507fffffffff,6.0,0.0,0.0,0.0
82250ffffffffff,11.0,0.0,0.0,0.0
822517fffffffff,149.0,0.0,9.0,0.0
82251ffffffffff,13.0,0.0,0.0,0.0
822547fffffffff,97.0,0.0,97.0,0.0
822557fffffffff,6.0,0.0,2.0,0.0
82255ffffffffff,123.0,0.0,15.0,0.0
82256ffffffffff,2.0,0.0,2.0,0.0
822577fffffffff,26.0,0.0,8.0,0.0
8225a7fffffffff,63.0,11.0,0.0,0.0
8225affffffffff,14.0,0.0,3.0,0.0
8225b7fffffffff,63.0,9.0,0.0,0.0
822607fffffffff,31.0,0.0,0.0,0.0
822617fffffffff,20.0,0.0,0.0,0.0
822627fffffffff,196.0,0.0,0.0,0.0
82262ffffffffff,46.0,0.0,0.0,0.0
822637fffffffff,451.0,22.0,0.0,0.0
822647fffffffff,172.0,0.0,0.0,0.0
82264ffffffffff,64.0,0.0,0.0,0.0
82265ffffffffff,21.0,0.0,0.0,0.0
822667fffffffff,747.0,0.0,0.0,0.0
82266ffffffffff,125.0,0.0,0.0,0.0
822677fffffffff,53.0,0.0,0.0,0.0
822687fffffffff,17.0,0.0,0.0,0.0
82268ffffffffff,143.0,0.0,0.0,0.0
822697fffffffff,1.0,0.0,0.0,0.0
8226affffffffff,284.0,0.0,0.0,0.0
8226b7fffffffff,8.0,0.0,0.0,0.0
8226e7fffffffff,40.0,0.0,0.0,0.0
822707fffffffff,656.0,0.0,0.0,0.0
82270ffffffffff,275.0,12.0,0.0,0.0
822717fffffffff,382.0,0.0,0.0,0.0
82271ffffffffff,100.0,0.0,0.0,0.0
822727fffffffff,4.0,0.0,0.0,0.0
82272ffffffffff,17.0,0.0,0.0,0.0
822737fffffffff,7.0,0.0,0.0,0.0
822747fffffffff,1440.0,5.0,0.0,0.0
82274ffffffffff,861.0,0.0,0.0,0.0
822757fffffffff,1800.0,25.0,0.0,0.0
82275ffffffffff,1010.0,5.0,0.0,0.0
822767fffffffff,662.0,9.0,0.0,0.0
82276ffffffffff,3619.0,226.0,0.0,0.0
822777fffffffff,10.0,0.0,0.0,0.0
822787fffffffff,367.0,0.0,0.0,0.0
82278ffffffffff,11.0,0.0,0.0,0.0
822797fffffffff,333.0,0.0,0.0,0.0
82279ffffffffff,4.0,0.0,0.0,0.0
8227a7fffffffff,389.0,0.0,0.0,0.0
8227affffffffff,259.0,1.0,0.0,0.0
8227b7fffffffff,218.0,0.0,0.0,0.0
822807fffffffff,253.0,0.0,0.0,0.0
822817fffffffff,24.0,0.0,0.0,0.0
82281ffffffffff,159.0,0.0,0.0,0.0
822827fffffffff,1.0,0.0,0.0,0.0
822837fffffffff,1342.0,0.0,0.0,0.0
822887fffffffff,75.0,0.0,0.0,0.0
82288ffffffffff,158.0,0.0,0.0,0.0
822897fffffffff,74.0,0.0,0.0,0.0
82289ffffffffff,20.0,0.0,0.0,0.0
8228affffffffff,11.0,0.0,0.0,0.0
8228b7fffffffff,175.0,0.0,0.0,0.0
8228c7fffffffff,930.0,0.0,0.0,0.0
8228d7fffffffff,213.0,0.0,0.0,0.0
8228dffffffffff,265.0,0.0,0.0,0.0
8228f7fffffffff,79.0,0.0,0.0,0.0
822917fffffffff,331.0,0.0,0.0,0.0
82291ffffffffff,295.0,0.0,0.0,0.0
822987fffffffff,25.0,0.0,0.0,0.0
82298ffffffffff,75.0,0.0,0.0,0.0
822997fffffffff,4.0,0.0,0.0,0.0
82299ffffffffff,10.0,0.0,0.0,0.0
8229a7fffffffff,377.0,0.0,0.0,0.0
8229affffffffff,250.0,0.0,0.0,0.0
8229b7fffffffff,129.0,0.0,0.0,0.0
822a07fffffffff,1674.0,131.0,0.0,0.0
822a17fffffffff,28025.0,383.0,0.0,0.0
822a1ffffffffff,350.0,0.0,0.0,0.0
822a27fffffffff,2.0,0.0,0.0,0.0
822a37fffffffff,31529.0,1705.0,0.0,0.0
822a4ffffffffff,222.0,0.0,0.0,0.0
822a6ffffffffff,2.0,0.0,0.0,0.0
822a87fffffffff,13.0,0.0,0.0,0.0
822a8ffffffffff,26.0,0.0,0.0,0.0
822a97fffffffff,427.0,0.0,0.0,0.0
822a9ffffffffff,6.0,0.0,0.0,0.0
822aa7fffffffff,548.0,0.0,0.0,0.0
822aaffffffffff,18439.0,292.0,0.0,0.0
822ab7fffffffff,18962.0,460.0,0.0,0.0
822ac7fffffffff,758.0,0.0,0.0,0.0
822ad7fffffffff,1614.0,0.0,0.0,0.0
822adffffffffff,3.0,0.0,0.0,0.0
822af7fffffffff,5627.0,82.0,0.0,0.0
822b07fffffffff,2158.0,0.0,0.0,0.0
822b0ffffffffff,3648.0,0.0,0.0,0.0
822b17fffffffff,2162.0,0.0,0.0,0.0
822b1ffffffffff,11109.0,0.0,0.0,0.0
822b27fffffffff,2385.0,0.0,0.0,0.0
822b2ffffffffff,1036.0,0.0,0.0,0.0
822b37fffffffff,1940.0,0.0,0.0,0.0
822b87fffffffff,4104.0,123.0,0.0,0.0
822b8ffffffffff,3003.0,86.0,0.0,0.0
822b97fffffffff,470.0,0.0,0.0,0.0
822b9ffffffffff,10650.0,319.0,0.0,0.0
822ba7fffffffff,768.0,0.0,0.0,0.0
822baffffffffff,8105.0,0.0,0.0,0.0
822bb7fffffffff,291.0,0.0,0.0,0.0
822c07fffffffff,611.0,7.0,0.0,0.0
822c0ffffffffff,104.0,0.0,0.0,0.0
822c17fffffffff,56.0,0.0,0.0,0.0
822c1ffffffffff,7.0,0.0,0.0,0.0
822c27fffffffff,83.0,0.0,0.0,0.0
822c2ffffffffff,107.0,0.0,0.0,0.0
822c37fffffffff,80.0,4.0,0.0,0.0
822c47fffffffff,5.0,0.0,0.0,0.0
822c4ffffffffff,2.0,0.0,0.0,0.0
822c67fffffffff,50.0,0.0,0.0,0.0
822c6ffffffffff,3.0,0.0,0.0,0.0
822c77fffffffff,4.0,0.0,0.0,0.0
822c87fffffffff,19.0,0.0,0.0,0.0
822c8ffffffffff,2.0,0.0,0.0,0.0
822c97fffffffff,255.0,4.0,0.0,0.0
822c9ffffffffff,8.0,0.0,0.0,0.0
822ca7fffffffff,2.0,0.0,0.0,0.0
822caffffffffff,46.0,0.0,0.0,0.0
822cb7fffffffff,1.0,0.0,0.0,0.0
822cc7fffffffff,87.0,0.0,0.0,0.0
822cd7fffffffff,16.0,0.0,0.0,0.0
822ce7fffffffff,48.0,0.0,0.0,0.0
822cf7fffffffff,72.0,0.0,0.0,0.0
822d07fffffffff,67.0,3.0,0.0,0.0
822d17fffffffff,122.0,6.0,0.0,0.0
822d1ffffffffff,25.0,0.0,0.0,0.0
822d27fffffffff,4.0,0.0,0.0,0.0
822d2ffffffffff,2.0,2.0,0.0,0.0
822d37fffffffff,245.0,8.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0,0.0
822d4ffffffffff,1.0,0.0,0.0,0.0
822d5ffffffffff,15.0,0.0,0.0,0.0
822d67fffffffff,63.0,0.0,0.0,0.0
822d77fffffffff,35.0,0.0,0.0,0.0
822da7fffffffff,217.0,21.0,0.0,0.0
822daffffffffff,99.0,1.0,0.0,0.0
822db7fffffffff,1275.0,39.0,0.0,0.0
822e0ffffffffff,1.0,0.0,1.0,0.0
822e1ffffffffff,4.0,0.0,0.0,0.0
822e8ffffffffff,6.0,0.0,3.0,0.0
822e9ffffffffff,12.0,0.0,8.0,0.0
822ecffffffffff,15.0,0.0,5.0,0.0
822edffffffffff,2.0,0.0,0.0,0.0
822ef7fffffffff,2.0,0.0,0.0,0.0
822f5ffffffffff,51.0,0.0,5.0,0.0
823007fffffffff,2.0,0.0,0.0,0.0
823027fffffffff,5.0,0.0,2.0,0.0
823037fffffffff,44.0,0.0,4.0,0.0
823087fffffffff,122.0,2.0,10.0,0.0
82309ffffffffff,333.0,2.0,19.0,0.0
8230a7fffffffff,14.0,0.0,8.0,0.0
8230affffffffff,2.0,0.0,0.0,0.0
8230b7fffffffff,4.0,0.0,0.0,0.0
8230c7fffffffff,9.0,0.0,0.0,0.0
8230dffffffffff,5.0,0.0,0.0,0.0
8230e7fffffffff,3.0,0.0,0.0,0.0
8230effffffffff,4.0,0.0,0.0,0.0
823107fffffffff,2.0,0.0,0.0,0.0
823117fffffffff,12.0,0.0,0.0,0.0
82312ffffffffff,10.0,0.0,0.0,0.0
823167fffffffff,1.0,0.0,1.0,0.0
82316ffffffffff,33.0,0.0,23.0,0.0
823187fffffffff,170.0,10.0,13.0,0.0
82318ffffffffff,782.0,6.0,25.0,0.0
823197fffffffff,3.0,0.0,0.0,0.0
8231affffffffff,114.0,0.0,16.0,0.0
8231b7fffffffff,2.0,0.0,0.0,0.0
823427fffffffff,450.0,0.0,0.0,0.0
823437fffffffff,296.0,0.0,0.0,0.0
82344ffffffffff,21.0,0.0,0.0,0.0
823467fffffffff,488.0,0.0,0.0,0.0
82346ffffffffff,53.0,0.0,0.0,0.0
82351ffffffffff,1000.0,0.0,0.0,0.0
8235affffffffff,413.0,0.0,0.0,0.0
823827fffffffff,215.0,0.0,0.0,0.0
82384ffffffffff,39.0,0.0,0.0,0.0
82386ffffffffff,17.0,0.0,0.0,0.0
823907fffffffff,28.0,0.0,0.0,0.0
823917fffffffff,390.0,2.0,0.0,0.0
82391ffffffffff,1155.0,13.0,0.0,0.0
823927fffffffff,592.0,0.0,0.0,0.0
82392ffffffffff,50.0,0.0,0.0,0.0
823937fffffffff,477.0,0.0,0.0,0.0
823947fffffffff,329.0,0.0,0.0,0.0
82394ffffffffff,6.0,3.0,0.0,0.0
823957fffffffff,1835.0,0.0,0.0,0.0
82395ffffffffff,5.0,0.0,0.0,0.0
823967fffffffff,66.0,0.0,0.0,0.0
82396ffffffffff,775.0,10.0,0.0,0.0
823977fffffffff,874.0,0.0,0.0,0.0
823987fffffffff,79.0,0.0,0.0,0.0
82398ffffffffff,2.0,0.0,0.0,0.0
823997fffffffff,49.0,2.0,0.0,0.0
8239affffffffff,32.0,2.0,0.0,0.0
823c07fffffffff,6.0,0.0,0.0,0.0
823c0ffffffffff,11.0,0.0,0.0,0.0
823c1ffffffffff,6.0,0.0,0.0,0.0
823c47fffffffff,4.0,0.0,0.0,0.0
823c5ffffffffff,1.0,0.0,0.0,0.0
823c67fffffffff,3.0,0.0,0.0,0.0
823c6ffffffffff,59.0,9.0,0.0,0.0
823c77fffffffff,11.0,0.0,0.0,0.0
823c8ffffffffff,314.0,8.0,0.0,0.0
823c9ffffffffff,10.0,0.0,0.0,0.0
823cd7fffffffff,3.0,0.0,0.0,0.0
823cf7fffffffff,23.0,0.0,0.0,0.0
823d07fffffffff,283.0,0.0,0.0,0.0
823d27fffffffff,8.0,0.0,0.0,0.0
823d37fffffffff,11.0,0.0,0.0,0.0
823d4ffffffffff,4.0,4.0,0.0,0.0
823d67fffffffff,4.0,0.0,0.0,0.0
823e2ffffffffff,1.0,0.0,0.0,0.0
823e47fffffffff,16.0,0.0,0.0,0.0
823e5ffffffffff,7.0,0.0,0.0,0.0
823e67fffffffff,6.0,0.0,0.0,0.0
823e6ffffffffff,1102.0,24.0,0.0,0.0
823e77fffffffff,2.0,0.0,0.0,0.0
823f2ffffffffff,76.0,0.0,0.0,0.0
823f37fffffffff,7.0,0.0,0.0,0.0
823f4ffffffffff,7.0,0.0,0.0,0.0
823f67fffffffff,255.0,0.0,0.0,0.0
823f6ffffffffff,28.0,0.0,0.0,0.0
823f77fffffffff,18.0,0.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0,0.0
8240a7fffffffff,1.0,0.0,0.0,0.0
8240b7fffffffff,12.0,0.0,4.0,0.0
8240c7fffffffff,30.0,4.0,0.0,0.0
8240cffffffffff,4.0,0.0,0.0,0.0
8240dffffffffff,47.0,11.0,0.0,0.0
8240e7fffffffff,3.0,0.0,0.0,0.0
824107fffffffff,48.0,1.0,8.0,0.0
82410ffffffffff,1.0,0.0,0.0,0.0
82411ffffffffff,19.0,0.0,2.0,0.0
824137fffffffff,1.0,0.0,0.0,0.0
824147fffffffff,4.0,0.0,0.0,0.0
824157fffffffff,7.0,0.0,0.0,0.0
824167fffffffff,2.0,0.0,2.0,0.0
824177fffffffff,3.0,0.0,0.0,0.0
8241a7fffffffff,153.0,0.0,0.0,0.0
8241b7fffffffff,156.0,0.0,17.0,0.0
82424ffffffffff,4.0,0.0,0.0,0.0
8242c7fffffffff,94.0,0.0,0.0,0.0
8242d7fffffffff,16.0,0.0,0.0,0.0
8242dffffffffff,178.0,0.0,0.0,0.0
8242e7fffffffff,8.0,0.0,0.0,0.0
824317fffffffff,6.0,0.0,0.0,0.0
82431ffffffffff,24.0,0.0,0.0,0.0
824327fffffffff,15.0,0.0,0.0,0.0
824337fffffffff,19.0,0.0,0.0,0.0
824367fffffffff,1.0,0.0,0.0,0.0
82438ffffffffff,34.0,1.0,0.0,0.0
82439ffffffffff,27.0,0.0,0.0,0.0
8243a7fffffffff,25.0,0.0,0.0,0.0
8243affffffffff,644.0,12.0,0.0,4.0
824417fffffffff,737.0,5.0,0.0,0.0
82441ffffffffff,987.0,10.0,0.0,0.0
824427fffffffff,14.0,0.0,0.0,0.0
824437fffffffff,19.0,0.0,0.0,0.0
824447fffffffff,59.0,0.0,0.0,0.0
82444ffffffffff,10.0,0.0,0.0,0.0
824457fffffffff,1140.0,0.0,0.0,0.0
82445ffffffffff,8.0,0.0,0.0,0.0
824467fffffffff,447.0,0.0,0.0,0.0
82446ffffffffff,5059.0,86.0,0.0,0.0
824477fffffffff,668.0,0.0,0.0,0.0
824487fffffffff,10.0,0.0,0.0,0.0
82448ffffffffff,12.0,0.0,0.0,0.0
8244a7fffffffff,13.0,0.0,0.0,0.0
8244affffffffff,597.0,0.0,0.0,0.0
8244b7fffffffff,10.0,0.0,0.0,0.0
8244cffffffffff,4.0,0.0,0.0,0.0
8244d7fffffffff,1254.0,7.0,0.0,0.0
8244dffffffffff,48.0,0.0,0.0,0.0
8244e7fffffffff,203.0,0.0,0.0,0.0
8244effffffffff,2.0,0.0,0.0,0.0
8244f7fffffffff,1111.0,0.0,0.0,0.0
824507fffffffff,51.0,0.0,0.0,0.0
82450ffffffffff,213.0,0.0,0.0,0.0
82451ffffffffff,24.0,0.0,0.0,0.0
824527fffffffff,149.0,0.0,0.0,0.0
824537fffffffff,19.0,0.0,0.0,0.0
82454ffffffffff,36.0,0.0,0.0,0.0
824577fffffffff,137.0,0.0,0.0,0.0
824587fffffffff,2.0,0.0,0.0,0.0
82458ffffffffff,12.0,0.0,0.0,0.0
824597fffffffff,1.0,0.0,0.0,0.0
82459ffffffffff,11.0,0.0,0.0,0.0
8245a7fffffffff,21.0,0.0,0.0,0.0
824807fffffffff,17.0,0.0,0.0,0.0
82480ffffffffff,17.0,0.0,0.0,0.0
824827fffffffff,1.0,0.0,0.0,0.0
82482ffffffffff,26.0,0.0,0.0,0.0
824837fffffffff,300.0,0.0,0.0,0.0
824847fffffffff,13.0,0.0,0.0,0.0
82484ffffffffff,203.0,0.0,0.0,0.0
824857fffffffff,26.0,0.0,0.0,0.0
82485ffffffffff,81.0,0.0,0.0,0.0
824877fffffffff,7.0,0.0,0.0,0.0
824897fffffffff,1729.0,1.0,0.0,0.0
8248b7fffffffff,672.0,0.0,0.0,0.0
8248c7fffffffff,6.0,0.0,0.0,0.0
8248d7fffffffff,28.0,0.0,0.0,0.0
8248dffffffffff,8.0,0.0,0.0,0.0
824997fffffffff,86.0,0.0,0.0,0.0
82499ffffffffff,5.0,0.0,0.0,0.0
8249a7fffffffff,4.0,0.0,0.0,0.0
8249affffffffff,95.0,0.0,0.0,0.0
8249b7fffffffff,7.0,0.0,0.0,0.0
824a6ffffffffff,2.0,0.0,0.0,0.0
824b07fffffffff,1.0,0.0,1.0,0.0
824b17fffffffff,34.0,0.0,2.0,0.0
824b27fffffffff,1.0,0.0,0.0,0.0
824b37fffffffff,19.0,0.0,10.0,0.0
824b87fffffffff,296.0,0.0,0.0,0.0
824b9ffffffffff,2.0,0.0,0.0,0.0
824ba7fffffffff,2304.0,0.0,0.0,0.0
824bb7fffffffff,725.0,0.0,0.0,0.0
824c8ffffffffff,27.0,0.0,0.0,0.0
824c9ffffffffff,4.0,0.0,0.0,0.0
824cc7fffffffff,76.0,0.0,0.0,0.0
824cd7fffffffff,98.0,0.0,0.0,0.0
824ceffffffffff,109.0,0.0,0.0,0.0
824cf7fffffffff,39.0,0.0,0.0,0.0
