cell_id,Paroaria gularis,Paroaria gularis gularis,Paroaria gularis cervicalis
834bb1fffffffff,2.0,0.0,0.0
836641fffffffff,3.0,3.0,0.0
8366c0fffffffff,22.0,0.0,0.0
8366c5fffffffff,76.0,0.0,0.0
8366d3fffffffff,2.0,0.0,0.0
8366dafffffffff,4.0,0.0,0.0
8366dcfffffffff,2.0,0.0,0.0
8366ddfffffffff,2.0,0.0,0.0
8366defffffffff,6.0,0.0,0.0
8366e1fffffffff,9.0,0.0,0.0
8366e3fffffffff,4.0,0.0,0.0
8366e4fffffffff,5.0,0.0,0.0
8366ecfffffffff,2.0,0.0,0.0
8366eefffffffff,4.0,0.0,0.0
83814dfffffffff,2.0,2.0,0.0
83815dfffffffff,6.0,6.0,0.0
838a33fffffffff,3.0,0.0,3.0
838a45fffffffff,2.0,0.0,0.0
838b0dfffffffff,5.0,0.0,1.0
838b10fffffffff,14.0,0.0,14.0
838b1efffffffff,8.0,0.0,6.0
838b22fffffffff,2.0,0.0,2.0
838b2afffffffff,4.0,0.0,1.0
838b61fffffffff,6.0,6.0,0.0
838b63fffffffff,8.0,6.0,0.0
838b74fffffffff,1.0,0.0,0.0
838b76fffffffff,3.0,0.0,0.0
838e62fffffffff,3.0,0.0,0.0
838e6cfffffffff,1.0,0.0,0.0
