cell_id,Neocossyphus rufus,Neocossyphus rufus gabunensis,Neocossyphus rufus rufus
826a97fffffffff,2.0,0.0,0.0
826a9ffffffffff,3.0,0.0,0.0
826ac7fffffffff,230.0,36.0,0.0
826adffffffffff,19.0,1.0,0.0
826aeffffffffff,74.0,2.0,0.0
827a77fffffffff,2.0,0.0,0.0
827b4ffffffffff,110.0,0.0,12.0
827b5ffffffffff,187.0,0.0,0.0
828287fffffffff,8.0,1.0,0.0
82828ffffffffff,71.0,0.0,0.0
828297fffffffff,2.0,0.0,0.0
8282affffffffff,14.0,2.0,0.0
828397fffffffff,1.0,0.0,0.0
