cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
840c03bffffffff,4.0,0.0,0.0
840c141ffffffff,67.0,0.0,0.0
840c143ffffffff,194.0,0.0,0.0
840c145ffffffff,13.0,0.0,0.0
840c147ffffffff,412.0,0.0,0.0
840c149ffffffff,14.0,0.0,0.0
840c14bffffffff,37.0,0.0,0.0
840c14dffffffff,28.0,0.0,0.0
840c15dffffffff,29.0,0.0,0.0
840c1b1ffffffff,9.0,0.0,0.0
840c1b5ffffffff,5.0,0.0,0.0
840c241ffffffff,6.0,0.0,0.0
840c251ffffffff,2.0,0.0,0.0
840c297ffffffff,1.0,0.0,0.0
840c2d9ffffffff,2.0,0.0,0.0
840c309ffffffff,11.0,0.0,0.0
840c335ffffffff,5.0,0.0,0.0
840c347ffffffff,1.0,0.0,0.0
840c415ffffffff,50.0,0.0,0.0
840c42dffffffff,54.0,0.0,0.0
840c451ffffffff,4.0,0.0,0.0
840c455ffffffff,6.0,0.0,0.0
840c461ffffffff,4.0,0.0,0.0
840c465ffffffff,10.0,0.0,0.0
840c467ffffffff,2.0,0.0,0.0
840c46dffffffff,1.0,0.0,0.0
840c51dffffffff,61.0,0.0,0.0
840c54bffffffff,8.0,0.0,0.0
840c551ffffffff,7.0,0.0,0.0
840c555ffffffff,19.0,0.0,0.0
840c55bffffffff,4.0,0.0,0.0
840c55dffffffff,5.0,0.0,0.0
840c5a1ffffffff,9.0,0.0,0.0
840c5a5ffffffff,201.0,0.0,0.0
840c5a7ffffffff,54.0,0.0,0.0
840c5adffffffff,35.0,0.0,0.0
840c625ffffffff,2.0,0.0,0.0
840c641ffffffff,8.0,0.0,0.0
840c645ffffffff,4.0,0.0,0.0
840c657ffffffff,32.0,0.0,0.0
840c665ffffffff,31.0,0.0,0.0
840c705ffffffff,2.0,0.0,0.0
840c70dffffffff,1.0,0.0,0.0
840c711ffffffff,1.0,0.0,0.0
840c715ffffffff,3.0,0.0,0.0
840c719ffffffff,2.0,0.0,0.0
840c71bffffffff,38.0,0.0,0.0
840c733ffffffff,228.0,0.0,18.0
840c739ffffffff,2.0,0.0,0.0
840c73bffffffff,47.0,0.0,0.0
840c73dffffffff,4.0,0.0,0.0
840c741ffffffff,40.0,0.0,0.0
840c745ffffffff,44.0,0.0,0.0
840c749ffffffff,2.0,0.0,0.0
840c74bffffffff,5.0,0.0,0.0
840c74dffffffff,67.0,0.0,0.0
840c759ffffffff,25.0,0.0,0.0
840c75dffffffff,3.0,0.0,0.0
840c769ffffffff,25.0,0.0,0.0
840cd8dffffffff,38.0,0.0,0.0
840cdd7ffffffff,1.0,0.0,0.0
840ce17ffffffff,1.0,0.0,0.0
840ce1bffffffff,6.0,0.0,0.0
840ce33ffffffff,2.0,0.0,0.0
840ce3dffffffff,1.0,0.0,0.0
840cee5ffffffff,12.0,0.0,0.0
840cee9ffffffff,5.0,0.0,0.0
840ceedffffffff,10.0,0.0,0.0
840cf5dffffffff,6.0,0.0,0.0
840d093ffffffff,24.0,0.0,0.0
840d099ffffffff,1.0,0.0,0.0
840d09bffffffff,8.0,0.0,0.0
840d19bffffffff,3.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0
840d4abffffffff,2.0,0.0,0.0
840d4c3ffffffff,5.0,0.0,0.0
840d4c9ffffffff,4.0,0.0,0.0
840d4d5ffffffff,29.0,0.0,0.0
840d529ffffffff,2.0,0.0,0.0
840d569ffffffff,15.0,0.0,0.0
840d56bffffffff,2.0,0.0,0.0
840d595ffffffff,7.0,0.0,0.0
840d5a5ffffffff,1.0,0.0,0.0
840d5a9ffffffff,41.0,0.0,0.0
840d5b9ffffffff,2.0,0.0,0.0
840d5c7ffffffff,9.0,0.0,0.0
840d5e7ffffffff,5.0,0.0,0.0
840d5ebffffffff,2.0,0.0,0.0
840d605ffffffff,7.0,0.0,0.0
840d6a9ffffffff,2.0,0.0,0.0
840d6e1ffffffff,1.0,0.0,0.0
840d705ffffffff,1.0,0.0,0.0
840d70bffffffff,5.0,0.0,0.0
840d71dffffffff,4.0,0.0,0.0
840d723ffffffff,29.0,0.0,0.0
840d729ffffffff,8.0,0.0,0.0
840d72bffffffff,3.0,0.0,0.0
840d72dffffffff,2.0,0.0,0.0
840d737ffffffff,10.0,0.0,0.0
840d757ffffffff,4.0,0.0,0.0
840d763ffffffff,2.0,0.0,0.0
840e08dffffffff,3.0,0.0,0.0
840e45bffffffff,4.0,0.0,0.0
840e491ffffffff,12.0,0.0,0.0
840e493ffffffff,5.0,0.0,0.0
840e497ffffffff,17.0,0.0,0.0
840e49bffffffff,5.0,0.0,0.0
840e4d3ffffffff,9.0,0.0,0.0
840e4dbffffffff,225.0,0.0,0.0
840e5b1ffffffff,2.0,0.0,0.0
840e805ffffffff,124.0,0.0,0.0
840e807ffffffff,5.0,0.0,0.0
840e83bffffffff,7.0,0.0,0.0
840e8e9ffffffff,4.0,0.0,0.0
840e911ffffffff,4.0,0.0,0.0
840e969ffffffff,2.0,0.0,0.0
840ec81ffffffff,2.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0
840ec95ffffffff,15.0,0.0,0.0
840ec97ffffffff,4.0,0.0,0.0
840ec9dffffffff,11.0,0.0,0.0
840eca1ffffffff,2.0,0.0,0.0
840eca3ffffffff,2.0,0.0,0.0
840ecb9ffffffff,2.0,0.0,0.0
840ecbdffffffff,2.0,0.0,0.0
840ecc1ffffffff,14.0,0.0,0.0
840ecc9ffffffff,75.0,0.0,0.0
840eea7ffffffff,87.0,0.0,0.0
840eeb5ffffffff,26.0,0.0,0.0
8412143ffffffff,2.0,0.0,0.0
8412145ffffffff,2.0,0.0,0.0
8412181ffffffff,2.0,0.0,0.0
8412187ffffffff,2.0,0.0,0.0
8412191ffffffff,2.0,0.0,0.0
8412197ffffffff,1.0,0.0,0.0
84121a1ffffffff,2.0,0.0,0.0
84121bbffffffff,6.0,0.0,0.0
84121e3ffffffff,5.0,0.0,0.0
8412265ffffffff,1.0,0.0,0.0
841249dffffffff,4.0,0.0,0.0
84124a1ffffffff,2.0,0.0,0.0
84124d1ffffffff,1.0,0.0,0.0
84124e5ffffffff,1.0,0.0,0.0
84124e7ffffffff,3.0,0.0,0.0
8412515ffffffff,12.0,0.0,0.0
841251dffffffff,1.0,0.0,0.0
8412521ffffffff,15.0,0.0,0.0
8412523ffffffff,17.0,0.0,0.0
8412525ffffffff,24.0,0.0,0.0
8412527ffffffff,104.0,0.0,0.0
8412529ffffffff,9.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0
8412535ffffffff,2.0,0.0,0.0
8412537ffffffff,9.0,0.0,0.0
8412539ffffffff,2.0,0.0,0.0
8412549ffffffff,3.0,0.0,0.0
8412581ffffffff,2.0,0.0,0.0
8412583ffffffff,8.0,0.0,0.0
8412591ffffffff,42.0,0.0,0.0
8412593ffffffff,2.0,0.0,0.0
8412595ffffffff,2.0,0.0,0.0
8412597ffffffff,35.0,0.0,0.0
841259bffffffff,2.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0
84125b1ffffffff,1.0,0.0,0.0
84125bbffffffff,1.0,0.0,0.0
84125cbffffffff,2.0,0.0,0.0
84125d5ffffffff,2.0,0.0,0.0
84125d7ffffffff,21.0,0.0,0.0
84125d9ffffffff,3.0,0.0,0.0
84125dbffffffff,6.0,0.0,0.0
84125e5ffffffff,2.0,0.0,0.0
841260dffffffff,1.0,0.0,0.0
84126e7ffffffff,1.0,0.0,0.0
8412721ffffffff,2.0,0.0,0.0
8412805ffffffff,2.0,0.0,0.0
841280dffffffff,1.0,0.0,0.0
8412847ffffffff,15.0,0.0,0.0
8412851ffffffff,11.0,0.0,0.0
8412853ffffffff,2.0,0.0,0.0
8412857ffffffff,2.0,0.0,0.0
841285dffffffff,1.0,0.0,0.0
841286dffffffff,2.0,0.0,0.0
8412891ffffffff,5.0,0.0,0.0
8412893ffffffff,30.0,0.0,0.0
8412897ffffffff,16.0,0.0,0.0
841289bffffffff,33.0,0.0,0.0
84128bdffffffff,1.0,0.0,0.0
84128cbffffffff,4.0,0.0,0.0
84128d3ffffffff,29.0,0.0,0.0
84128dbffffffff,5.0,0.0,0.0
8412a29ffffffff,2.0,0.0,0.0
8412a37ffffffff,9.0,0.0,0.0
8412ab1ffffffff,2.0,0.0,0.0
8412ab3ffffffff,44.0,0.0,0.0
8412ab5ffffffff,40.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0
8412abbffffffff,4.0,0.0,0.0
8412ad7ffffffff,1.0,0.0,0.0
8412b01ffffffff,5.0,0.0,0.0
8412b03ffffffff,5.0,0.0,0.0
8412b29ffffffff,4.0,0.0,0.0
8412c01ffffffff,12.0,0.0,0.0
8412c05ffffffff,4.0,0.0,0.0
8412c11ffffffff,109.0,0.0,0.0
8412c13ffffffff,24.0,0.0,0.0
8412c17ffffffff,6.0,0.0,0.0
8412c19ffffffff,4.0,0.0,0.0
8412c1bffffffff,132.0,0.0,0.0
8412c1dffffffff,26.0,0.0,0.0
8412c21ffffffff,8.0,0.0,0.0
8412c23ffffffff,2.0,0.0,0.0
8412c33ffffffff,5.0,0.0,0.0
8412c3bffffffff,22.0,0.0,0.0
8412c53ffffffff,2.0,0.0,0.0
8412c5bffffffff,5.0,0.0,0.0
8412c85ffffffff,30.0,0.0,0.0
8412c87ffffffff,19.0,0.0,0.0
8412c89ffffffff,4.0,0.0,0.0
8412c8bffffffff,33.0,0.0,0.0
8412c8dffffffff,2.0,0.0,0.0
8412c93ffffffff,2.0,0.0,0.0
8412c95ffffffff,4.0,0.0,0.0
8412c97ffffffff,21.0,0.0,0.0
8412c9dffffffff,24.0,0.0,0.0
8412ca1ffffffff,6.0,0.0,0.0
8412ca5ffffffff,10.0,0.0,0.0
8412cabffffffff,2.0,0.0,0.0
8412cadffffffff,63.0,0.0,0.0
8412cb1ffffffff,2.0,0.0,0.0
8412cb5ffffffff,3.0,0.0,0.0
8412cb9ffffffff,2.0,0.0,0.0
8412cbbffffffff,2.0,0.0,0.0
8412cbdffffffff,3.0,0.0,0.0
8412cc1ffffffff,37.0,0.0,0.0
8412cc5ffffffff,99.0,0.0,0.0
8412cc7ffffffff,13.0,0.0,0.0
8412cc9ffffffff,57.0,0.0,0.0
8412ccdffffffff,1102.0,0.0,0.0
8412cd3ffffffff,3.0,0.0,0.0
8412cd5ffffffff,9.0,0.0,0.0
8412cd7ffffffff,2.0,0.0,0.0
8412cd9ffffffff,2.0,0.0,0.0
8412cdbffffffff,2.0,0.0,0.0
8412cddffffffff,2.0,0.0,0.0
8412ce3ffffffff,11.0,0.0,0.0
8412ce5ffffffff,17.0,0.0,0.0
8412ce7ffffffff,9.0,0.0,0.0
8412cebffffffff,4.0,0.0,0.0
8412d01ffffffff,32.0,0.0,0.0
8412d03ffffffff,43.0,0.0,0.0
8412d05ffffffff,2.0,0.0,0.0
8412d07ffffffff,11.0,0.0,0.0
8412d0bffffffff,23.0,0.0,0.0
8412d0dffffffff,2.0,0.0,0.0
8412d11ffffffff,56.0,0.0,0.0
8412d17ffffffff,279.0,0.0,0.0
8412d19ffffffff,59.0,0.0,0.0
8412d1dffffffff,6.0,0.0,0.0
8412d29ffffffff,4.0,0.0,0.0
8412d33ffffffff,27.0,0.0,0.0
8412d37ffffffff,5.0,0.0,0.0
8412d39ffffffff,14.0,0.0,0.0
8412d3bffffffff,39.0,0.0,0.0
8412d3dffffffff,6.0,0.0,0.0
8412d4dffffffff,2.0,0.0,0.0
8412d57ffffffff,4.0,0.0,0.0
8412d5dffffffff,1.0,0.0,0.0
8412d63ffffffff,53.0,0.0,0.0
8412d67ffffffff,3.0,0.0,0.0
8412d69ffffffff,7.0,0.0,0.0
8412d81ffffffff,9.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0
8412d85ffffffff,5.0,0.0,0.0
8412d87ffffffff,4.0,0.0,0.0
8412d89ffffffff,147.0,0.0,0.0
8412d8bffffffff,1.0,0.0,0.0
8412d95ffffffff,27.0,0.0,0.0
8412d97ffffffff,9.0,0.0,0.0
8412d9dffffffff,62.0,0.0,0.0
8412da1ffffffff,2.0,0.0,0.0
8412da5ffffffff,119.0,0.0,0.0
8412da7ffffffff,39.0,0.0,0.0
8412da9ffffffff,5.0,0.0,0.0
8412dabffffffff,4.0,0.0,0.0
8412dadffffffff,52.0,0.0,0.0
8412db1ffffffff,91.0,0.0,0.0
8412db3ffffffff,27.0,0.0,0.0
8412db5ffffffff,67.0,0.0,0.0
8412db7ffffffff,91.0,0.0,0.0
8412db9ffffffff,9.0,0.0,0.0
8412dbbffffffff,2.0,0.0,0.0
8412dbdffffffff,7.0,0.0,0.0
8412dc3ffffffff,76.0,0.0,0.0
8412dc5ffffffff,11.0,0.0,0.0
8412dc7ffffffff,8.0,0.0,0.0
8412dc9ffffffff,19.0,0.0,0.0
8412dd3ffffffff,15.0,0.0,0.0
8412dd5ffffffff,50.0,0.0,0.0
8412dd7ffffffff,111.0,0.0,0.0
8412dd9ffffffff,2.0,0.0,0.0
8412ddbffffffff,300.0,0.0,0.0
8412de3ffffffff,4.0,0.0,0.0
8412de5ffffffff,137.0,0.0,0.0
8412de7ffffffff,504.0,0.0,0.0
8412dedffffffff,36.0,0.0,0.0
8412e11ffffffff,3.0,0.0,0.0
8412e13ffffffff,161.0,0.0,0.0
8412e15ffffffff,44.0,0.0,0.0
8412e17ffffffff,129.0,0.0,0.0
8412e19ffffffff,9.0,0.0,0.0
8412e1bffffffff,29.0,0.0,0.0
8412e27ffffffff,5.0,0.0,0.0
8412e31ffffffff,4.0,0.0,0.0
8412e33ffffffff,2.0,0.0,0.0
8412e39ffffffff,6.0,0.0,0.0
8412e3bffffffff,10.0,0.0,0.0
8412e53ffffffff,29.0,0.0,0.0
8412e5bffffffff,2.0,0.0,0.0
8412e6bffffffff,2.0,0.0,0.0
8412e83ffffffff,2.0,0.0,0.0
8412e85ffffffff,4.0,0.0,0.0
8412e8bffffffff,8.0,0.0,0.0
8412ea3ffffffff,17.0,0.0,0.0
8412ea5ffffffff,48.0,0.0,0.0
8412ea7ffffffff,25.0,0.0,0.0
8412eadffffffff,3.0,0.0,0.0
8412eb3ffffffff,6.0,0.0,0.0
8412eb5ffffffff,2.0,0.0,0.0
8412eb9ffffffff,2.0,0.0,0.0
8412ebdffffffff,4.0,0.0,0.0
8412ec1ffffffff,65.0,0.0,0.0
8412ec3ffffffff,2.0,0.0,0.0
8412ec5ffffffff,36.0,0.0,0.0
8412ec7ffffffff,42.0,0.0,0.0
8412ec9ffffffff,23.0,0.0,0.0
8412ecbffffffff,4.0,0.0,0.0
8412ecdffffffff,72.0,0.0,0.0
8412ed5ffffffff,2.0,0.0,0.0
8412ee1ffffffff,2.0,0.0,0.0
8412ee3ffffffff,4.0,0.0,0.0
8412ee5ffffffff,2.0,0.0,0.0
8412ee9ffffffff,2.0,0.0,0.0
8412eedffffffff,3.0,0.0,0.0
8412f13ffffffff,3.0,0.0,0.0
8412f15ffffffff,2.0,0.0,0.0
8412f1bffffffff,4.0,0.0,0.0
8412f29ffffffff,2.0,0.0,0.0
8412f59ffffffff,2.0,0.0,0.0
8412f65ffffffff,15.0,0.0,0.0
8412f69ffffffff,12.0,0.0,0.0
8412f6dffffffff,181.0,0.0,0.0
8413069ffffffff,2.0,0.0,0.0
84134edffffffff,1.0,0.0,0.0
8413529ffffffff,7.0,0.0,0.0
8413807ffffffff,2.0,0.0,0.0
8413825ffffffff,3.0,0.0,0.0
8413829ffffffff,19.0,0.0,0.0
841382bffffffff,4.0,0.0,0.0
841382dffffffff,18.0,0.0,0.0
8413839ffffffff,2.0,0.0,0.0
841383dffffffff,99.0,0.0,0.0
8413861ffffffff,14.0,0.0,0.0
8413865ffffffff,15.0,0.0,0.0
8413867ffffffff,40.0,0.0,0.0
84138c7ffffffff,18.0,0.0,0.0
84138e9ffffffff,3.0,0.0,0.0
841390bffffffff,7.0,0.0,0.0
8413911ffffffff,6.0,0.0,0.0
8413917ffffffff,2.0,0.0,0.0
8413919ffffffff,3.0,0.0,0.0
841391dffffffff,3.0,0.0,0.0
8413931ffffffff,2.0,0.0,0.0
8413933ffffffff,3.0,0.0,0.0
8413943ffffffff,1.0,0.0,0.0
841394bffffffff,2.0,0.0,0.0
8413955ffffffff,25.0,0.0,0.0
841395dffffffff,5.0,0.0,0.0
84139e1ffffffff,53.0,0.0,0.0
84139edffffffff,49.0,0.0,0.0
8413ac5ffffffff,3.0,0.0,0.0
8413b23ffffffff,23.0,0.0,0.0
8413b29ffffffff,5.0,0.0,0.0
8413b35ffffffff,64.0,0.0,0.0
8413b37ffffffff,9.0,0.0,0.0
8413b63ffffffff,6.0,0.0,0.0
841598bffffffff,11.0,0.0,0.0
8415995ffffffff,1.0,0.0,0.0
841599dffffffff,1.0,0.0,0.0
841aa07ffffffff,6.0,0.0,0.0
841aa27ffffffff,1.0,0.0,0.0
841aa3dffffffff,4.0,0.0,0.0
841ab0bffffffff,4.0,0.0,0.0
841b80dffffffff,1.0,0.0,0.0
841b821ffffffff,1.0,0.0,0.0
841b823ffffffff,1.0,0.0,0.0
841b98dffffffff,2.0,0.0,0.0
841b9a9ffffffff,2.0,0.0,0.0
841b9e7ffffffff,2.0,0.0,0.0
8420499ffffffff,1.0,0.0,0.0
8420e69ffffffff,1.0,0.0,0.0
8422d09ffffffff,2.0,0.0,0.0
8422d0bffffffff,4.0,0.0,0.0
8424037ffffffff,2.0,0.0,0.0
8424251ffffffff,5.0,0.0,0.0
842428bffffffff,6.0,0.0,0.0
84246e7ffffffff,3.0,0.0,0.0
8424c05ffffffff,2.0,0.0,0.0
8425135ffffffff,3.0,0.0,0.0
842513dffffffff,1.0,0.0,0.0
84255a3ffffffff,2.0,0.0,0.0
84255abffffffff,2.0,0.0,0.0
84255bbffffffff,4.0,0.0,0.0
8426007ffffffff,2.0,0.0,0.0
8426009ffffffff,6.0,0.0,0.0
842600bffffffff,14.0,0.0,0.0
842600dffffffff,2.0,0.0,0.0
8426015ffffffff,20.0,0.0,0.0
8426017ffffffff,20.0,0.0,1.0
842601dffffffff,14.0,0.0,0.0
8426021ffffffff,6.0,0.0,0.0
8426025ffffffff,1.0,0.0,0.0
8426029ffffffff,1.0,0.0,0.0
842602bffffffff,5.0,0.0,0.0
8426031ffffffff,2.0,0.0,0.0
8426033ffffffff,19.0,0.0,2.0
8426037ffffffff,2.0,0.0,0.0
8426039ffffffff,14.0,0.0,0.0
842603bffffffff,4.0,0.0,0.0
842603dffffffff,2.0,0.0,0.0
8426041ffffffff,4.0,0.0,0.0
8426043ffffffff,6.0,0.0,0.0
8426047ffffffff,2.0,0.0,0.0
842604bffffffff,4.0,0.0,0.0
8426053ffffffff,2.0,0.0,0.0
8426055ffffffff,11.0,0.0,0.0
842605bffffffff,2.0,0.0,0.0
842605dffffffff,3.0,0.0,0.0
8426061ffffffff,2.0,0.0,0.0
8426063ffffffff,3.0,0.0,0.0
8426065ffffffff,2.0,0.0,0.0
8426085ffffffff,2.0,0.0,0.0
842608bffffffff,2.0,0.0,0.0
8426091ffffffff,3.0,0.0,0.0
8426095ffffffff,2.0,0.0,0.0
8426099ffffffff,4.0,0.0,0.0
84260a1ffffffff,24.0,0.0,0.0
84260a3ffffffff,3.0,0.0,0.0
84260a9ffffffff,4.0,0.0,0.0
84260abffffffff,2.0,0.0,0.0
84260adffffffff,49.0,0.0,0.0
84260b9ffffffff,1.0,0.0,0.0
84260cdffffffff,4.0,0.0,0.0
84260d9ffffffff,23.0,0.0,0.0
84260ddffffffff,2.0,0.0,0.0
84260e1ffffffff,6.0,0.0,0.0
84260e3ffffffff,4.0,0.0,0.0
84260e7ffffffff,4.0,0.0,0.0
84260ebffffffff,13.0,0.0,0.0
84260edffffffff,4.0,0.0,0.0
8426103ffffffff,4.0,0.0,0.0
8426107ffffffff,5.0,0.0,0.0
842610dffffffff,4.0,0.0,0.0
8426115ffffffff,6.0,0.0,1.0
8426119ffffffff,1.0,0.0,0.0
842611bffffffff,2.0,0.0,0.0
842611dffffffff,1.0,0.0,0.0
8426121ffffffff,4.0,0.0,0.0
8426123ffffffff,2.0,0.0,0.0
8426125ffffffff,8.0,0.0,0.0
8426127ffffffff,4.0,0.0,0.0
8426145ffffffff,2.0,0.0,0.0
842614bffffffff,28.0,0.0,0.0
8426157ffffffff,1.0,0.0,0.0
8426159ffffffff,2.0,0.0,0.0
842615bffffffff,4.0,0.0,0.0
842615dffffffff,19.0,0.0,0.0
8426165ffffffff,2.0,0.0,0.0
8426181ffffffff,6.0,0.0,3.0
8426183ffffffff,7.0,0.0,1.0
8426185ffffffff,2.0,0.0,0.0
8426187ffffffff,11.0,0.0,2.0
842618bffffffff,1.0,0.0,0.0
8426191ffffffff,2.0,0.0,0.0
8426193ffffffff,4.0,0.0,0.0
842619dffffffff,3.0,0.0,0.0
84261a3ffffffff,1.0,0.0,0.0
84261a5ffffffff,1.0,0.0,0.0
84261a7ffffffff,5.0,0.0,0.0
84261a9ffffffff,4.0,0.0,0.0
84261adffffffff,3.0,0.0,0.0
84261b1ffffffff,2.0,0.0,0.0
84261b3ffffffff,4.0,0.0,0.0
84261b5ffffffff,2.0,0.0,0.0
84261b9ffffffff,4.0,0.0,0.0
84261c5ffffffff,27.0,0.0,0.0
84261c7ffffffff,7.0,0.0,1.0
84261cdffffffff,3.0,0.0,0.0
84261d7ffffffff,4.0,0.0,0.0
84261e1ffffffff,1.0,0.0,1.0
84261e3ffffffff,2.0,0.0,0.0
8426201ffffffff,9.0,0.0,0.0
8426203ffffffff,26.0,0.0,0.0
8426205ffffffff,4.0,0.0,0.0
8426207ffffffff,5.0,0.0,0.0
8426209ffffffff,8.0,0.0,0.0
842620bffffffff,46.0,0.0,0.0
842620dffffffff,17.0,0.0,0.0
8426211ffffffff,21.0,0.0,0.0
8426213ffffffff,19.0,0.0,0.0
8426215ffffffff,28.0,0.0,0.0
8426219ffffffff,59.0,0.0,0.0
842621bffffffff,37.0,0.0,0.0
842621dffffffff,25.0,0.0,0.0
8426223ffffffff,2.0,0.0,0.0
8426229ffffffff,3.0,0.0,0.0
8426231ffffffff,11.0,0.0,0.0
8426235ffffffff,6.0,0.0,0.0
8426237ffffffff,2.0,0.0,0.0
8426239ffffffff,2.0,0.0,0.0
842623bffffffff,4.0,0.0,0.0
842623dffffffff,10.0,0.0,0.0
8426241ffffffff,4.0,0.0,0.0
8426243ffffffff,10.0,0.0,0.0
8426245ffffffff,64.0,0.0,0.0
8426247ffffffff,5.0,0.0,0.0
