cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
8426249ffffffff,65.0,0.0,0.0
842624bffffffff,36.0,0.0,0.0
842624dffffffff,4.0,0.0,0.0
8426251ffffffff,10.0,0.0,0.0
8426253ffffffff,11.0,0.0,0.0
8426255ffffffff,33.0,0.0,0.0
8426257ffffffff,74.0,0.0,0.0
8426259ffffffff,31.0,0.0,0.0
842625bffffffff,12.0,0.0,0.0
8426261ffffffff,25.0,0.0,0.0
8426263ffffffff,8.0,0.0,0.0
8426265ffffffff,2.0,0.0,0.0
8426267ffffffff,2.0,0.0,0.0
8426269ffffffff,39.0,0.0,0.0
842626bffffffff,18.0,0.0,0.0
842626dffffffff,28.0,0.0,0.0
8426281ffffffff,6.0,0.0,0.0
8426283ffffffff,2.0,0.0,0.0
8426287ffffffff,1.0,0.0,0.0
8426289ffffffff,7.0,0.0,0.0
8426291ffffffff,8.0,0.0,0.0
84262b3ffffffff,12.0,0.0,0.0
84262c1ffffffff,79.0,0.0,0.0
84262c3ffffffff,29.0,0.0,0.0
84262c5ffffffff,3.0,0.0,0.0
84262c7ffffffff,4.0,0.0,0.0
84262c9ffffffff,183.0,0.0,0.0
84262cbffffffff,15.0,0.0,0.0
84262cdffffffff,527.0,0.0,3.0
84262d1ffffffff,1.0,0.0,0.0
84262d7ffffffff,6.0,0.0,0.0
84262d9ffffffff,30.0,0.0,0.0
84262dbffffffff,10.0,0.0,0.0
84262ddffffffff,30.0,0.0,0.0
84262e3ffffffff,2.0,0.0,0.0
84262e7ffffffff,3.0,0.0,0.0
84262ebffffffff,2.0,0.0,0.0
8426301ffffffff,4.0,0.0,0.0
842630dffffffff,2.0,0.0,0.0
8426319ffffffff,1.0,0.0,0.0
842631bffffffff,2.0,0.0,0.0
842631dffffffff,2.0,0.0,0.0
8426337ffffffff,18.0,0.0,0.0
842633dffffffff,1.0,0.0,0.0
8426341ffffffff,1.0,0.0,0.0
8426345ffffffff,1.0,0.0,0.0
8426347ffffffff,2.0,0.0,0.0
842634bffffffff,38.0,0.0,0.0
8426353ffffffff,2.0,0.0,0.0
8426357ffffffff,5.0,0.0,0.0
8426359ffffffff,4.0,0.0,0.0
842635bffffffff,3.0,0.0,0.0
8426361ffffffff,2.0,0.0,0.0
8426365ffffffff,4.0,0.0,0.0
8426369ffffffff,18.0,0.0,0.0
842636bffffffff,3.0,0.0,0.0
8426541ffffffff,1.0,0.0,0.0
842654dffffffff,5.0,0.0,0.0
8426609ffffffff,5.0,0.0,0.0
8426617ffffffff,8.0,0.0,0.0
8426619ffffffff,6.0,0.0,0.0
842663bffffffff,24.0,0.0,0.0
8426641ffffffff,122.0,0.0,0.0
8426643ffffffff,3.0,0.0,0.0
8426645ffffffff,63.0,0.0,0.0
8426647ffffffff,4.0,0.0,0.0
8426649ffffffff,81.0,0.0,0.0
842664bffffffff,20.0,0.0,0.0
842664dffffffff,43.0,0.0,0.0
8426651ffffffff,9.0,0.0,0.0
8426657ffffffff,5.0,0.0,0.0
842665dffffffff,1.0,0.0,0.0
8426661ffffffff,9.0,0.0,0.0
8426665ffffffff,8.0,0.0,0.0
8426669ffffffff,127.0,0.0,0.0
842666bffffffff,58.0,0.0,0.0
842666dffffffff,9.0,0.0,0.0
84266a9ffffffff,22.0,0.0,0.0
84266c1ffffffff,1.0,0.0,0.0
84266e1ffffffff,14.0,0.0,0.0
84266edffffffff,24.0,0.0,0.0
8426745ffffffff,16.0,0.0,0.0
8426747ffffffff,5.0,0.0,0.0
842674bffffffff,1.0,0.0,0.0
842674dffffffff,2.0,0.0,0.0
8426753ffffffff,2.0,0.0,0.0
8426759ffffffff,3.0,0.0,0.0
8426765ffffffff,4.0,0.0,0.0
8426769ffffffff,2.0,0.0,0.0
8426801ffffffff,4.0,0.0,0.0
8426803ffffffff,1.0,0.0,0.0
8426805ffffffff,7.0,0.0,0.0
842680bffffffff,4.0,0.0,0.0
8426811ffffffff,10.0,0.0,0.0
8426813ffffffff,136.0,0.0,0.0
8426815ffffffff,13.0,0.0,0.0
8426817ffffffff,19.0,0.0,0.0
8426819ffffffff,111.0,0.0,0.0
842681bffffffff,426.0,0.0,0.0
842681dffffffff,3.0,0.0,0.0
8426821ffffffff,4.0,0.0,0.0
8426823ffffffff,3.0,0.0,0.0
842682bffffffff,3.0,0.0,0.0
8426831ffffffff,12.0,0.0,0.0
8426833ffffffff,5.0,0.0,0.0
8426835ffffffff,6.0,0.0,0.0
8426839ffffffff,5.0,0.0,0.0
842683bffffffff,2.0,0.0,0.0
8426841ffffffff,5.0,0.0,0.0
8426847ffffffff,2.0,0.0,0.0
8426851ffffffff,3.0,0.0,0.0
8426853ffffffff,105.0,0.0,0.0
8426855ffffffff,3.0,0.0,0.0
8426857ffffffff,3.0,0.0,0.0
8426859ffffffff,35.0,0.0,0.0
842685bffffffff,27.0,0.0,0.0
842685dffffffff,14.0,0.0,0.0
8426867ffffffff,2.0,0.0,0.0
8426881ffffffff,242.0,0.0,0.0
8426885ffffffff,17.0,0.0,0.0
8426887ffffffff,10.0,0.0,0.0
8426889ffffffff,127.0,0.0,0.0
842688bffffffff,2.0,0.0,0.0
842688dffffffff,110.0,0.0,0.0
8426891ffffffff,30.0,0.0,0.0
