cell_id,Spilornis cheela,Spilornis cheela [cheela Group],Spilornis cheela davisoni,Spilornis cheela minimus,Spilornis cheela perplexus,Spilornis cheela natunensis,Spilornis cheela abbotti,Spilornis cheela asturinus,Spilornis cheela sipora,Spilornis cheela baweanus
82404ffffffffff,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824067fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82406ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824107fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,611.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824147fffffffff,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82414ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824157fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82415ffffffffff,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824167fffffffff,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,73.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,129.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824187fffffffff,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,34.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82424ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b37fffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b87fffffffff,2834.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,21367.0,2426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,3860.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,3814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,11355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82609ffffffffff,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,1967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260f7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826107fffffffff,1188.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826117fffffffff,280.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82611ffffffffff,359.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82619ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8261affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82640ffffffffff,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826417fffffffff,1079.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826427fffffffff,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82642ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826437fffffffff,633.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,229.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82648ffffffffff,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826497fffffffff,227.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82649ffffffffff,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,213.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264b7fffffffff,140.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264e7fffffffff,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826507fffffffff,1262.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82650ffffffffff,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82651ffffffffff,603.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82652ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826557fffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826577fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
826587fffffffff,204.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,200.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826597fffffffff,712.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82659ffffffffff,616.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8265a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8265affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8265b7fffffffff,490.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826807fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,145.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82681ffffffffff,1987.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82682ffffffffff,159.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826897fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82689ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8268a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8268affffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8268b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826937fffffffff,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82695ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828c17fffffffff,158.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828c1ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828c8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828c97fffffffff,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828caffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828cc7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
828cd7fffffffff,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828cf7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828d87fffffffff,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828d8ffffffffff,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828da7fffffffff,60.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828db7fffffffff,178.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8295a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
