cell_id,Lampornis amethystinus,Lampornis amethystinus [amethystinus Group],Lampornis amethystinus margaritae
822ba7fffffffff,7.0,0.0,0.0
824527fffffffff,3.0,0.0,0.0
8248a7fffffffff,8.0,0.0,0.0
824987fffffffff,4.0,0.0,0.0
824997fffffffff,27.0,1.0,0.0
82499ffffffffff,5.0,1.0,0.0
8249affffffffff,10.0,5.0,0.0
8249b7fffffffff,19.0,0.0,1.0
826d17fffffffff,12.0,0.0,10.0
826d27fffffffff,17.0,1.0,0.0
826d2ffffffffff,49.0,19.0,0.0
826d37fffffffff,84.0,6.0,59.0
