cell_id,Zosterops citrinella,Zosterops citrinella unicus,Zosterops citrinella [citrinella Group]
839415fffffffff,14.0,0.0,0.0
839558fffffffff,2.0,0.0,0.0
83955afffffffff,2.0,0.0,0.0
839c00fffffffff,1.0,0.0,0.0
839c23fffffffff,35.0,0.0,0.0
839cf5fffffffff,1.0,0.0,0.0
