cell_id,Rallus elegans,Rallus elegans elegans,Rallus elegans ramsdeni
832620fffffffff,1.0,0.0,0.0
832641fffffffff,2.0,0.0,0.0
832649fffffffff,14.0,0.0,0.0
832663fffffffff,5.0,0.0,0.0
83266afffffffff,4.0,0.0,0.0
83266cfffffffff,3.0,0.0,0.0
83266efffffffff,15.0,0.0,0.0
832671fffffffff,5.0,0.0,0.0
8326c3fffffffff,49.0,0.0,0.0
8326e2fffffffff,162.0,0.0,0.0
832a94fffffffff,3.0,0.0,0.0
832aa8fffffffff,133.0,2.0,0.0
832aa9fffffffff,302.0,20.0,0.0
832aaafffffffff,384.0,0.0,0.0
832aabfffffffff,96.0,0.0,0.0
832aacfffffffff,152.0,0.0,0.0
832ac6fffffffff,275.0,0.0,0.0
832ad0fffffffff,20.0,0.0,0.0
832ad1fffffffff,2.0,0.0,0.0
832ad3fffffffff,2.0,0.0,0.0
832ad4fffffffff,36.0,0.0,0.0
832ad5fffffffff,288.0,0.0,0.0
832af0fffffffff,891.0,0.0,0.0
832af1fffffffff,131.0,0.0,0.0
832af2fffffffff,47.0,0.0,0.0
832af3fffffffff,165.0,0.0,0.0
832af6fffffffff,2.0,0.0,0.0
834412fffffffff,313.0,6.0,0.0
834413fffffffff,348.0,0.0,0.0
83441afffffffff,122.0,0.0,0.0
83441bfffffffff,1.0,0.0,0.0
83441efffffffff,8.0,0.0,0.0
834432fffffffff,2.0,0.0,0.0
834434fffffffff,2.0,0.0,0.0
834436fffffffff,36.0,0.0,1.0
834440fffffffff,4.0,0.0,0.0
834441fffffffff,3.0,0.0,0.0
834444fffffffff,86.0,0.0,0.0
834445fffffffff,1430.0,0.0,0.0
834446fffffffff,465.0,0.0,0.0
834449fffffffff,74.0,0.0,0.0
83444cfffffffff,33.0,0.0,0.0
83444efffffffff,9.0,0.0,0.0
834450fffffffff,91.0,0.0,0.0
834453fffffffff,3.0,0.0,0.0
834455fffffffff,557.0,0.0,0.0
834456fffffffff,100.0,0.0,0.0
834458fffffffff,10.0,0.0,0.0
834459fffffffff,2.0,0.0,0.0
83445afffffffff,2.0,0.0,0.0
83445bfffffffff,1.0,0.0,0.0
83445cfffffffff,76.0,0.0,0.0
83445dfffffffff,8.0,0.0,0.0
834463fffffffff,269.0,0.0,0.0
834468fffffffff,1.0,0.0,0.0
83446cfffffffff,2025.0,0.0,0.0
83446dfffffffff,57.0,0.0,0.0
83446efffffffff,1095.0,0.0,0.0
834471fffffffff,53.0,0.0,0.0
834473fffffffff,290.0,0.0,0.0
8344a1fffffffff,158.0,0.0,0.0
8344a5fffffffff,138.0,4.0,0.0
8344a8fffffffff,342.0,0.0,0.0
8344a9fffffffff,1136.0,21.0,0.0
8344abfffffffff,127.0,0.0,0.0
8344acfffffffff,458.0,4.0,0.0
8344adfffffffff,70.0,0.0,0.0
8344aefffffffff,158.0,1.0,0.0
8344c0fffffffff,8.0,0.0,0.0
8344c2fffffffff,271.0,0.0,0.0
8344c6fffffffff,18.0,0.0,0.0
8344d1fffffffff,49.0,0.0,0.0
8344d3fffffffff,42.0,0.0,0.0
8344d5fffffffff,141.0,0.0,0.0
8344defffffffff,4.0,0.0,0.0
8344e0fffffffff,6.0,0.0,0.0
8344e4fffffffff,21.0,0.0,0.0
8344e6fffffffff,81.0,0.0,0.0
8344e9fffffffff,3.0,0.0,0.0
8344edfffffffff,146.0,0.0,0.0
8344eefffffffff,122.0,0.0,0.0
8344f0fffffffff,53.0,0.0,0.0
8344f3fffffffff,323.0,0.0,0.0
8344f4fffffffff,739.0,1.0,0.0
8344f5fffffffff,32.0,0.0,0.0
8344f6fffffffff,266.0,0.0,0.0
834588fffffffff,39.0,0.0,5.0
83458cfffffffff,23.0,0.0,0.0
83458dfffffffff,8.0,0.0,0.0
83458efffffffff,12.0,0.0,0.0
834591fffffffff,2.0,0.0,0.0
834593fffffffff,1.0,0.0,0.0
83459dfffffffff,3.0,0.0,0.0
834890fffffffff,118.0,0.0,0.0
834891fffffffff,3.0,0.0,0.0
834892fffffffff,243.0,0.0,0.0
834893fffffffff,58.0,0.0,0.0
834895fffffffff,3.0,0.0,0.0
834c93fffffffff,4.0,0.0,0.0
836d34fffffffff,1.0,0.0,0.0
