cell_id,Tachybaptus ruficollis,Tachybaptus ruficollis [ruficollis Group],Tachybaptus ruficollis [tricolor Group]
82075ffffffffff,7.0,2.0,0.0
820777fffffffff,4.0,0.0,0.0
82089ffffffffff,4.0,0.0,0.0
8208b7fffffffff,1.0,1.0,0.0
82118ffffffffff,3.0,0.0,0.0
821597fffffffff,3.0,0.0,0.0
821827fffffffff,2.0,2.0,0.0
82182ffffffffff,7.0,2.0,0.0
821847fffffffff,2.0,0.0,0.0
82184ffffffffff,108.0,16.0,0.0
82185ffffffffff,27.0,3.0,0.0
82186ffffffffff,8.0,0.0,0.0
821877fffffffff,8.0,0.0,0.0
82190ffffffffff,8.0,5.0,0.0
821927fffffffff,1.0,1.0,0.0
82192ffffffffff,1.0,0.0,0.0
821947fffffffff,17.0,2.0,0.0
821957fffffffff,4.0,0.0,0.0
82195ffffffffff,2.0,0.0,0.0
82196ffffffffff,2.0,0.0,0.0
821977fffffffff,3.0,0.0,0.0
821e07fffffffff,21.0,7.0,0.0
821e0ffffffffff,28.0,0.0,0.0
821e17fffffffff,5.0,0.0,0.0
821e1ffffffffff,1.0,1.0,0.0
821e2ffffffffff,6.0,0.0,0.0
821e37fffffffff,4.0,0.0,0.0
821e47fffffffff,8.0,0.0,0.0
821e4ffffffffff,4.0,0.0,0.0
821e5ffffffffff,4.0,0.0,0.0
821e67fffffffff,1.0,0.0,0.0
821e6ffffffffff,2.0,0.0,0.0
821e77fffffffff,2.0,0.0,0.0
821ea7fffffffff,8.0,2.0,0.0
821ec7fffffffff,20.0,0.0,0.0
821ecffffffffff,7.0,0.0,0.0
821edffffffffff,4.0,0.0,0.0
821eeffffffffff,9.0,0.0,0.0
821ef7fffffffff,4.0,0.0,0.0
821f07fffffffff,7.0,0.0,0.0
821f17fffffffff,2.0,0.0,0.0
821f27fffffffff,1.0,1.0,0.0
821f2ffffffffff,2.0,1.0,0.0
821f47fffffffff,2.0,0.0,0.0
821f4ffffffffff,2.0,0.0,0.0
821f5ffffffffff,3.0,0.0,0.0
821f67fffffffff,2.0,0.0,0.0
821f87fffffffff,4.0,0.0,0.0
821f8ffffffffff,15.0,0.0,0.0
821f97fffffffff,4.0,2.0,0.0
821f9ffffffffff,4.0,2.0,0.0
821faffffffffff,31.0,25.0,0.0
821fb7fffffffff,4.0,0.0,0.0
82201ffffffffff,4.0,0.0,0.0
8220b7fffffffff,6.0,0.0,0.0
8220e7fffffffff,2.0,0.0,0.0
822467fffffffff,2.0,0.0,0.0
822477fffffffff,3.0,1.0,0.0
822c07fffffffff,2.0,2.0,0.0
822c0ffffffffff,2.0,2.0,0.0
822c17fffffffff,12.0,12.0,0.0
822c1ffffffffff,2.0,2.0,0.0
822c27fffffffff,27.0,27.0,0.0
822c2ffffffffff,10.0,8.0,0.0
822c87fffffffff,4.0,4.0,0.0
822c8ffffffffff,2.0,2.0,0.0
822c97fffffffff,16.0,0.0,0.0
822c9ffffffffff,2.0,2.0,0.0
822cc7fffffffff,12.0,12.0,0.0
822ce7fffffffff,10.0,0.0,0.0
822cf7fffffffff,18.0,18.0,0.0
822d0ffffffffff,1.0,0.0,0.0
822d17fffffffff,1.0,0.0,0.0
822d37fffffffff,47.0,0.0,0.0
822da7fffffffff,8.0,0.0,0.0
822daffffffffff,3.0,0.0,0.0
822db7fffffffff,13.0,10.0,0.0
822e67fffffffff,2.0,0.0,0.0
822e6ffffffffff,2.0,0.0,0.0
823037fffffffff,2.0,2.0,0.0
823087fffffffff,5.0,0.0,0.0
82309ffffffffff,109.0,61.0,0.0
8230e7fffffffff,1.0,0.0,0.0
82310ffffffffff,1.0,0.0,0.0
823127fffffffff,1.0,0.0,0.0
823187fffffffff,3.0,0.0,0.0
82346ffffffffff,5.0,0.0,0.0
82351ffffffffff,2.0,0.0,0.0
823847fffffffff,4.0,4.0,0.0
823867fffffffff,34.0,5.0,0.0
82386ffffffffff,3.0,3.0,0.0
823877fffffffff,61.0,4.0,0.0
8238cffffffffff,1.0,0.0,0.0
8238e7fffffffff,1.0,0.0,0.0
823907fffffffff,244.0,116.0,0.0
82390ffffffffff,43.0,31.0,0.0
823917fffffffff,70.0,0.0,0.0
82391ffffffffff,16.0,2.0,0.0
823927fffffffff,89.0,0.0,0.0
82392ffffffffff,110.0,20.0,0.0
823937fffffffff,58.0,12.0,0.0
823947fffffffff,39.0,36.0,0.0
82394ffffffffff,1.0,0.0,0.0
823957fffffffff,29.0,29.0,0.0
823977fffffffff,254.0,86.0,0.0
823c07fffffffff,4.0,0.0,0.0
823c1ffffffffff,23.0,0.0,0.0
823c37fffffffff,33.0,3.0,0.0
823c5ffffffffff,12.0,2.0,0.0
823c87fffffffff,2.0,0.0,0.0
823c8ffffffffff,40.0,1.0,0.0
823c97fffffffff,3.0,0.0,0.0
823c9ffffffffff,53.0,0.0,0.0
823ca7fffffffff,2.0,0.0,0.0
823caffffffffff,15.0,2.0,0.0
823cc7fffffffff,3.0,3.0,0.0
823ccffffffffff,3.0,0.0,0.0
823ce7fffffffff,11.0,2.0,0.0
823ceffffffffff,2.0,0.0,0.0
823cf7fffffffff,64.0,0.0,0.0
823d07fffffffff,4.0,0.0,0.0
823d17fffffffff,4.0,0.0,0.0
823d37fffffffff,24.0,0.0,0.0
823d87fffffffff,16.0,12.0,0.0
823d8ffffffffff,3.0,0.0,0.0
823da7fffffffff,15.0,11.0,0.0
823daffffffffff,2.0,0.0,0.0
823db7fffffffff,7.0,0.0,0.0
823e5ffffffffff,2.0,0.0,0.0
823e6ffffffffff,3.0,0.0,0.0
823f4ffffffffff,4.0,0.0,0.0
823f67fffffffff,5.0,0.0,0.0
823f6ffffffffff,2.0,2.0,0.0
82404ffffffffff,5.0,0.0,0.0
82411ffffffffff,12.0,12.0,0.0
824147fffffffff,1.0,0.0,0.0
82414ffffffffff,9.0,0.0,0.0
8241a7fffffffff,4.0,3.0,0.0
82425ffffffffff,1.0,1.0,0.0
8242c7fffffffff,7.0,2.0,0.0
8242cffffffffff,15.0,1.0,0.0
8242dffffffffff,12.0,0.0,0.0
8242e7fffffffff,1.0,0.0,0.0
824317fffffffff,1.0,1.0,0.0
82431ffffffffff,9.0,9.0,0.0
824327fffffffff,2.0,2.0,0.0
824337fffffffff,2.0,2.0,0.0
824367fffffffff,1.0,0.0,0.0
82438ffffffffff,2.0,2.0,0.0
8243affffffffff,2.0,2.0,0.0
824b87fffffffff,6.0,0.0,0.0
824ba7fffffffff,33.0,0.0,0.0
824bb7fffffffff,213.0,9.0,0.0
82524ffffffffff,2.0,2.0,0.0
825847fffffffff,2.0,0.0,0.0
826007fffffffff,28.0,0.0,0.0
826017fffffffff,71.0,3.0,0.0
826027fffffffff,27.0,0.0,0.0
826037fffffffff,248.0,0.0,0.0
826087fffffffff,2.0,0.0,0.0
82608ffffffffff,116.0,1.0,0.0
82609ffffffffff,37.0,0.0,0.0
8260affffffffff,68.0,0.0,0.0
8260b7fffffffff,19.0,0.0,0.0
82611ffffffffff,1.0,1.0,0.0
82618ffffffffff,31.0,0.0,0.0
8261affffffffff,1.0,0.0,0.0
826337fffffffff,1.0,1.0,0.0
82640ffffffffff,3.0,0.0,0.0
82648ffffffffff,1.0,0.0,0.0
826497fffffffff,4.0,4.0,0.0
8264a7fffffffff,7.0,5.0,0.0
8264b7fffffffff,7.0,2.0,0.0
8264e7fffffffff,6.0,0.0,0.0
826507fffffffff,37.0,0.0,0.0
82651ffffffffff,107.0,0.0,0.0
826527fffffffff,81.0,2.0,0.0
82659ffffffffff,2.0,0.0,0.0
8265b7fffffffff,1.0,0.0,0.0
82681ffffffffff,26.0,2.0,2.0
826947fffffffff,10.0,0.0,0.0
827a47fffffffff,13.0,0.0,0.0
827a5ffffffffff,2.0,0.0,0.0
827a6ffffffffff,30.0,14.0,0.0
827acffffffffff,5.0,0.0,0.0
827b4ffffffffff,24.0,2.0,0.0
8282d7fffffffff,2.0,0.0,0.0
829457fffffffff,4.0,0.0,2.0
829697fffffffff,2.0,0.0,0.0
82975ffffffffff,2.0,0.0,0.0
82a227fffffffff,2.0,0.0,0.0
82ac87fffffffff,3.0,0.0,0.0
82acaffffffffff,8.0,3.0,0.0
82ad37fffffffff,28.0,27.0,0.0
82bc4ffffffffff,6.0,6.0,0.0
82bc6ffffffffff,2.0,0.0,0.0
82bcc7fffffffff,10.0,0.0,0.0
82bcd7fffffffff,2.0,2.0,0.0
82bceffffffffff,4.0,2.0,0.0
82bcf7fffffffff,5.0,4.0,0.0
