cell_id,Lepidocolaptes squamatus,Lepidocolaptes squamatus wagleri,Lepidocolaptes squamatus squamatus
828107fffffffff,13.0,2.0,11.0
828127fffffffff,302.0,216.0,55.0
82812ffffffffff,9.0,6.0,0.0
828137fffffffff,161.0,0.0,57.0
82a807fffffffff,28.0,0.0,1.0
82a817fffffffff,184.0,0.0,59.0
82a887fffffffff,469.0,0.0,106.0
82a88ffffffffff,12.0,2.0,8.0
82a897fffffffff,85.0,0.0,20.0
82a8a7fffffffff,1070.0,0.0,194.0
82a8affffffffff,234.0,0.0,99.0
