cell_id,Cisticola erythrops,Cisticola erythrops [erythrops Group],Cisticola erythrops lepe
8254c7fffffffff,2.0,0.0,0.0
8254effffffffff,2.0,0.0,0.0
8275b7fffffffff,1.0,0.0,0.0
827a47fffffffff,13.0,0.0,0.0
827a67fffffffff,47.0,0.0,0.0
827a6ffffffffff,10.0,10.0,0.0
827b4ffffffffff,1.0,1.0,0.0
82971ffffffffff,8.0,8.0,0.0
82972ffffffffff,7.0,4.0,0.0
