cell_id,Rhipidura albiscapa,Rhipidura albiscapa [pelzelni Group],Rhipidura albiscapa keasti,Rhipidura albiscapa alisteri,Rhipidura albiscapa albiscapa,Rhipidura albiscapa preissi,Rhipidura albiscapa albicauda
839418fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83941bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839451fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
839453fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83945cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
839480fffffffff,86.0,0.0,0.0,41.0,0.0,0.0,0.0
839481fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
839485fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839489fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8394aafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8394c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8394e2fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8394edfffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8394eefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8394f2fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
8394f4fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8394f6fffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0
839c00fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
839c01fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
839c05fffffffff,102.0,0.0,4.0,0.0,0.0,0.0,0.0
839c0efffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
839c19fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
839c20fffffffff,23.0,0.0,1.0,0.0,0.0,0.0,0.0
839c21fffffffff,704.0,0.0,98.0,0.0,0.0,0.0,0.0
839c23fffffffff,2636.0,0.0,360.0,0.0,0.0,0.0,0.0
839c25fffffffff,224.0,0.0,15.0,0.0,0.0,0.0,0.0
839c2cfffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
839c2dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
839c2efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839c40fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839c41fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
839c43fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839c4bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
839c60fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
839c62fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
839c64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839c66fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
839c6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839c74fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
839c75fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
839ce4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839cf5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
839d01fffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
839d08fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
839d09fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0afffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0bfffffffff,305.0,0.0,8.0,0.0,0.0,0.0,0.0
839d0cfffffffff,302.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
839d0efffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
839d21fffffffff,182.0,0.0,0.0,0.0,0.0,0.0,0.0
839d23fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
