cell_id,Glaucidium brasilianum,Glaucidium brasilianum [brasilianum Group],Glaucidium brasilianum tucumanum
82818ffffffffff,55.0,0.0,0.0
8281a7fffffffff,15.0,2.0,0.0
8281affffffffff,20.0,1.0,0.0
828a07fffffffff,36.0,2.0,0.0
828a1ffffffffff,3.0,1.0,0.0
828a37fffffffff,3.0,0.0,0.0
828a47fffffffff,199.0,0.0,0.0
828a4ffffffffff,2.0,0.0,0.0
828a57fffffffff,11.0,0.0,0.0
828a6ffffffffff,556.0,0.0,0.0
828a77fffffffff,17.0,0.0,0.0
828a8ffffffffff,1.0,0.0,0.0
828ab7fffffffff,1.0,0.0,0.0
828adffffffffff,105.0,9.0,0.0
828ae7fffffffff,4.0,0.0,0.0
828af7fffffffff,55.0,12.0,0.0
828b07fffffffff,16.0,0.0,0.0
828b0ffffffffff,190.0,0.0,0.0
828b17fffffffff,13.0,0.0,0.0
828b1ffffffffff,6.0,0.0,0.0
828b27fffffffff,260.0,0.0,0.0
828b2ffffffffff,45.0,0.0,0.0
828b37fffffffff,42.0,0.0,0.0
828b47fffffffff,447.0,0.0,0.0
828b4ffffffffff,5.0,0.0,0.0
828b57fffffffff,29.0,0.0,0.0
828b5ffffffffff,60.0,3.0,0.0
828b67fffffffff,168.0,0.0,0.0
828b6ffffffffff,122.0,0.0,0.0
828b77fffffffff,59.0,0.0,0.0
828b87fffffffff,25.0,6.0,0.0
828b8ffffffffff,1.0,0.0,0.0
828b9ffffffffff,7.0,0.0,0.0
828ba7fffffffff,82.0,4.0,0.0
828bb7fffffffff,195.0,38.0,0.0
828e67fffffffff,8.0,0.0,0.0
828e6ffffffffff,2.0,0.0,0.0
828f47fffffffff,592.0,6.0,0.0
828f4ffffffffff,88.0,0.0,0.0
828f57fffffffff,6.0,0.0,0.0
828f5ffffffffff,18.0,0.0,0.0
828f67fffffffff,167.0,0.0,0.0
828f6ffffffffff,149.0,4.0,0.0
828f77fffffffff,98.0,2.0,0.0
82a597fffffffff,2.0,0.0,0.0
82a807fffffffff,56.0,3.0,0.0
82a80ffffffffff,10.0,0.0,0.0
82a817fffffffff,144.0,9.0,0.0
82a81ffffffffff,94.0,0.0,0.0
82a827fffffffff,66.0,0.0,0.0
82a82ffffffffff,68.0,0.0,0.0
82a847fffffffff,604.0,33.0,0.0
82a84ffffffffff,12.0,0.0,0.0
82a857fffffffff,63.0,5.0,0.0
82a85ffffffffff,1716.0,236.0,0.0
82a867fffffffff,129.0,0.0,0.0
82a86ffffffffff,29.0,0.0,0.0
82a877fffffffff,91.0,0.0,0.0
82a887fffffffff,232.0,11.0,0.0
82a88ffffffffff,95.0,2.0,0.0
82a897fffffffff,100.0,5.0,0.0
82a89ffffffffff,7.0,0.0,0.0
82a8a7fffffffff,494.0,15.0,0.0
82a8affffffffff,107.0,10.0,0.0
82a8b7fffffffff,10.0,0.0,0.0
82a8c7fffffffff,153.0,4.0,0.0
82a8cffffffffff,11.0,5.0,0.0
82a8d7fffffffff,238.0,11.0,0.0
82a8dffffffffff,34.0,2.0,0.0
82a8e7fffffffff,15.0,0.0,0.0
82a8effffffffff,27.0,13.0,0.0
82a8f7fffffffff,32.0,1.0,0.0
82a907fffffffff,6.0,0.0,0.0
82a90ffffffffff,9.0,0.0,0.0
82a91ffffffffff,4.0,0.0,0.0
82a92ffffffffff,253.0,2.0,0.0
82a947fffffffff,392.0,0.0,0.0
82a94ffffffffff,141.0,0.0,0.0
82a957fffffffff,932.0,0.0,0.0
82a95ffffffffff,341.0,0.0,0.0
82a967fffffffff,32.0,0.0,0.0
82a96ffffffffff,201.0,0.0,0.0
82a977fffffffff,8.0,0.0,0.0
82b247fffffffff,113.0,0.0,0.0
82b24ffffffffff,179.0,0.0,0.0
82b257fffffffff,21.0,0.0,0.0
82b25ffffffffff,495.0,0.0,0.0
82b267fffffffff,45.0,0.0,0.0
82b26ffffffffff,86.0,0.0,0.0
82b277fffffffff,48.0,0.0,0.0
82b2cffffffffff,7.0,0.0,0.0
82b2effffffffff,56.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0
82b347fffffffff,135.0,0.0,0.0
82b34ffffffffff,104.0,0.0,0.0
82b357fffffffff,5.0,0.0,0.0
82b35ffffffffff,112.0,0.0,0.0
82b367fffffffff,98.0,0.0,0.0
82b36ffffffffff,236.0,0.0,0.0
82c2c7fffffffff,118.0,0.0,0.0
82c2cffffffffff,122.0,0.0,0.0
82c2d7fffffffff,14.0,0.0,0.0
82c2dffffffffff,3.0,0.0,0.0
82c2e7fffffffff,457.0,0.0,0.0
82c2effffffffff,36.0,0.0,0.0
82c2f7fffffffff,7.0,0.0,0.0
82c347fffffffff,87.0,0.0,0.0
82c357fffffffff,3.0,0.0,0.0
82c36ffffffffff,13.0,0.0,0.0
82c377fffffffff,60.0,0.0,0.0
