cell_id,Glaucidium gnoma,Glaucidium gnoma gnoma,Glaucidium gnoma [californicum Group],Glaucidium gnoma pinicola,Glaucidium gnoma cobanense,Glaucidium gnoma hoskinsii
8412c03ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,48.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8412c15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c17ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c19ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412c23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c53ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412c8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ca1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ca9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8412cb5ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412cc5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,229.0,0.0,0.0,0.0,0.0,0.0
8412ce3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cebffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d01ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8412d07ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8412d11ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,158.0,0.0,0.0,0.0,0.0,0.0
8412d19ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d29ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412d2dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8412d35ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d37ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412d39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,68.0,0.0,0.0,0.0,0.0,0.0
8412d3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412d61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d63ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8412d65ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d67ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412d81ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412d83ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8412d85ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412d87ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412d89ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8412d8bffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8412d8dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d91ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412d95ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8412d9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d9dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8412da1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412da5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412da9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412dabffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dadffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,41.0,0.0,2.0,0.0,0.0,0.0
8412db3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8412db5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412db9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412dbbffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412dbdffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,69.0,0.0,0.0,0.0,0.0,0.0
8412dc5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8412dcbffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
8412dd9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,103.0,0.0,0.0,0.0,0.0,0.0
8412dddffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412de1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412de3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,82.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,417.0,0.0,8.0,0.0,0.0,0.0
8412de9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412e15ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8412e25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412e2bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412e3bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8412eadffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412f11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412f13ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412f1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412f29ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412f33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412f37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412f61ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412f65ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412f69ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412f6dffffffff,60.0,0.0,0.0,0.0,0.0,0.0
8413911ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8413919ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841391dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8413933ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8426801ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426803ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426807ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426811ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426813ffffffff,143.0,0.0,0.0,0.0,0.0,0.0
8426815ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426817ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8426819ffffffff,214.0,0.0,0.0,0.0,0.0,0.0
842681bffffffff,110.0,0.0,0.0,0.0,0.0,0.0
842681dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426833ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426835ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426851ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426853ffffffff,100.0,0.0,0.0,0.0,0.0,0.0
8426857ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
842685bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426885ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8426887ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
842688dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84268a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268abffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84268adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268b7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84268bbffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84268bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84268c5ffffffff,100.0,0.0,0.0,0.0,0.0,0.0
84268c7ffffffff,160.0,0.0,0.0,0.0,0.0,0.0
84268e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84268e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84268e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84268ebffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8426905ffffffff,32.0,0.0,0.0,2.0,0.0,0.0
8426907ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426909ffffffff,7.0,0.0,0.0,5.0,0.0,0.0
842690dffffffff,20.0,0.0,0.0,2.0,0.0,0.0
8426927ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426929ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842692bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426939ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842693dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426945ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426947ffffffff,8.0,0.0,0.0,7.0,0.0,0.0
8426951ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426953ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426963ffffffff,47.0,0.0,0.0,1.0,0.0,0.0
8426965ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426967ffffffff,44.0,0.0,0.0,18.0,0.0,0.0
8426969ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842696bffffffff,191.0,0.0,0.0,82.0,0.0,0.0
8426981ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426983ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426987ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8426989ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842698bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426991ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426993ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426995ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8426997ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842699bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842699dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84269a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84269a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84269b5ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
84269b9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84269c1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84269c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84269c5ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
84269c7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84269cbffffffff,55.0,0.0,0.0,0.0,0.0,0.0
84269cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84269d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269d5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84269d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269ddffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84269e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84269ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426b23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426b69ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8426b6dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8427925ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8427927ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8427935ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428005ffffffff,9.0,0.0,1.0,0.0,0.0,0.0
8428007ffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8428021ffffffff,52.0,0.0,15.0,0.0,0.0,0.0
8428023ffffffff,92.0,0.0,22.0,0.0,0.0,0.0
8428025ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8428027ffffffff,9.0,0.0,4.0,0.0,0.0,0.0
8428029ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842802bffffffff,42.0,0.0,8.0,0.0,0.0,0.0
842802dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428035ffffffff,10.0,0.0,6.0,0.0,0.0,0.0
8428061ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428063ffffffff,32.0,0.0,2.0,0.0,0.0,0.0
8428065ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428067ffffffff,7.0,0.0,2.0,0.0,0.0,0.0
8428069ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
842806bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842806dffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8428101ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428103ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428107ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428109ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842810bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
842810dffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8428111ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428113ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428115ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428117ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428119ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842811bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428123ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8428129ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
842812bffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8428131ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428133ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428135ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428137ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428139ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842813bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
842813dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428141ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
8428143ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8428145ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8428147ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8428149ffffffff,139.0,0.0,0.0,0.0,0.0,0.0
842814bffffffff,20.0,0.0,2.0,0.0,0.0,0.0
842814dffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8428151ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428153ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8428155ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
842815bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842816bffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8428181ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428183ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8428185ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428187ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428189ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842818bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842818dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428195ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842819dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84281a1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84281a3ffffffff,36.0,0.0,21.0,0.0,0.0,0.0
84281a5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84281a7ffffffff,37.0,0.0,19.0,0.0,0.0,0.0
84281a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84281abffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84281adffffffff,12.0,0.0,2.0,0.0,0.0,0.0
84281b1ffffffff,8.0,0.0,2.0,0.0,0.0,0.0
84281b3ffffffff,68.0,0.0,18.0,0.0,0.0,0.0
84281b5ffffffff,53.0,0.0,15.0,0.0,0.0,0.0
84281b7ffffffff,63.0,0.0,0.0,0.0,0.0,0.0
84281b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84281bbffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84281bdffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84281c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84281c3ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
84281c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84281c7ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
84281c9ffffffff,99.0,0.0,15.0,0.0,0.0,0.0
84281cbffffffff,49.0,0.0,5.0,0.0,0.0,0.0
84281d5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84281e1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84281e3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84281e5ffffffff,68.0,0.0,0.0,0.0,0.0,0.0
84281e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84281e9ffffffff,70.0,0.0,0.0,0.0,0.0,0.0
84281ebffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84281edffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8428301ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8428303ffffffff,111.0,0.0,9.0,0.0,0.0,0.0
8428307ffffffff,124.0,0.0,1.0,0.0,0.0,0.0
8428309ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8428311ffffffff,31.0,0.0,3.0,0.0,0.0,0.0
8428313ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8428315ffffffff,53.0,0.0,3.0,0.0,0.0,0.0
8428317ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
842831dffffffff,62.0,0.0,8.0,0.0,0.0,0.0
8428321ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8428323ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
8428325ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8428327ffffffff,388.0,0.0,0.0,0.0,0.0,0.0
8428329ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842832dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428333ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428339ffffffff,42.0,0.0,3.0,0.0,0.0,0.0
842833bffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8428341ffffffff,295.0,0.0,14.0,0.0,0.0,0.0
8428343ffffffff,128.0,0.0,3.0,0.0,0.0,0.0
8428345ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8428347ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
842834dffffffff,64.0,0.0,2.0,0.0,0.0,0.0
8428365ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8428367ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
842836bffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8428801ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428807ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428809ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842880bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842880dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428811ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428813ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8428815ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428817ffffffff,61.0,0.0,0.0,0.0,0.0,0.0
8428819ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842881bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842881dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428825ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428831ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428837ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428839ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
842883bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428841ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428843ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8428847ffffffff,178.0,0.0,0.0,0.0,0.0,0.0
8428861ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428869ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
842886dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842888dffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8428893ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
842889bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84288a5ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84288adffffffff,50.0,0.0,0.0,0.0,0.0,0.0
84288b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84288c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84288c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84288c5ffffffff,94.0,0.0,0.0,0.0,0.0,0.0
84288cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84288cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84288d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84288d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84288e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84288e3ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
84288e5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84288e7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84288e9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84288ebffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84288edffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428903ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428907ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842890dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428911ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428913ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428915ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428921ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8428923ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
842892bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428931ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8428937ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8428939ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
