cell_id,Daption capense,Daption capense capense,Daption capense australe
836c5bfffffffff,2.0,0.0,0.0
838e45fffffffff,1.0,0.0,0.0
83a726fffffffff,12.0,0.0,0.0
83ad34fffffffff,114.0,5.0,0.0
83ad36fffffffff,35.0,4.0,0.0
83b204fffffffff,1.0,0.0,0.0
83b218fffffffff,3.0,0.0,0.0
83b219fffffffff,35.0,0.0,0.0
83b2c0fffffffff,8.0,0.0,0.0
83b2c3fffffffff,7.0,0.0,0.0
83b2c4fffffffff,410.0,0.0,0.0
83b2dafffffffff,16.0,0.0,0.0
83b2dcfffffffff,6.0,0.0,0.0
83b2e2fffffffff,4.0,0.0,0.0
83b304fffffffff,9.0,0.0,0.0
83b319fffffffff,4.0,0.0,0.0
83b332fffffffff,1.0,0.0,0.0
83ba24fffffffff,2.0,0.0,0.0
83bb08fffffffff,2.0,0.0,0.0
83bb0afffffffff,11.0,0.0,2.0
83bb0bfffffffff,1.0,0.0,0.0
83bb0cfffffffff,5.0,0.0,0.0
83bb0efffffffff,3.0,0.0,0.0
83bb24fffffffff,17.0,0.0,0.0
83bb26fffffffff,2.0,0.0,0.0
83bb28fffffffff,3.0,0.0,0.0
83bb29fffffffff,264.0,0.0,0.0
83bb2bfffffffff,1.0,0.0,0.0
83bb2dfffffffff,581.0,9.0,60.0
83bb36fffffffff,15.0,0.0,0.0
83bb50fffffffff,2.0,0.0,0.0
83bb53fffffffff,38.0,0.0,0.0
83bb54fffffffff,5.0,0.0,0.0
83bb74fffffffff,8.0,0.0,0.0
83bb76fffffffff,2.0,0.0,0.0
83bc65fffffffff,1.0,0.0,0.0
83bc69fffffffff,3.0,0.0,0.0
83be0cfffffffff,21.0,0.0,0.0
83be0efffffffff,32.0,0.0,0.0
83be1dfffffffff,5.0,0.0,0.0
83be29fffffffff,29.0,0.0,3.0
83be2bfffffffff,1.0,0.0,0.0
83be68fffffffff,101.0,5.0,12.0
83be69fffffffff,35.0,0.0,0.0
83be6cfffffffff,1.0,1.0,0.0
83be8dfffffffff,6.0,0.0,0.0
83bf4cfffffffff,874.0,194.0,191.0
83bf5bfffffffff,6.0,1.0,5.0
83bf6afffffffff,2.0,0.0,0.0
83bf6bfffffffff,8.0,0.0,0.0
83c203fffffffff,29.0,0.0,0.0
83c205fffffffff,1.0,0.0,0.0
83c21cfffffffff,1.0,0.0,0.0
83c2f4fffffffff,3.0,0.0,0.0
83c330fffffffff,8.0,0.0,0.0
83c336fffffffff,18.0,0.0,0.0
83c3a1fffffffff,2.0,0.0,0.0
83c3a5fffffffff,2.0,0.0,0.0
83c983fffffffff,35.0,0.0,0.0
83c984fffffffff,18.0,0.0,0.0
83c986fffffffff,5.0,0.0,0.0
83c99efffffffff,13.0,0.0,0.0
83c9b0fffffffff,5.0,0.0,0.0
83ca81fffffffff,4.0,0.0,0.0
83ca86fffffffff,2.0,0.0,0.0
83ca8efffffffff,2.0,0.0,0.0
83cacafffffffff,2.0,0.0,0.0
83ccf3fffffffff,1.0,0.0,0.0
83ce13fffffffff,2.0,0.0,0.0
83ce88fffffffff,3.0,0.0,0.0
83ce8dfffffffff,2.0,0.0,0.0
83cea8fffffffff,4.0,0.0,0.0
83ceabfffffffff,4.0,0.0,0.0
83cf12fffffffff,2.0,0.0,0.0
83cf1afffffffff,2.0,0.0,0.0
83cf92fffffffff,2.0,0.0,0.0
83cf94fffffffff,6.0,0.0,0.0
83cfa4fffffffff,2.0,0.0,0.0
83d140fffffffff,1.0,0.0,0.0
83d44dfffffffff,23.0,0.0,0.0
83d469fffffffff,7.0,0.0,0.0
83d46bfffffffff,47.0,0.0,0.0
83d6a9fffffffff,1.0,0.0,0.0
83d6d1fffffffff,1.0,0.0,0.0
83d7acfffffffff,1.0,0.0,0.0
83da00fffffffff,57.0,0.0,6.0
83da01fffffffff,15.0,0.0,0.0
83da02fffffffff,4.0,0.0,0.0
83da06fffffffff,27.0,0.0,0.0
83da08fffffffff,6.0,0.0,2.0
83da09fffffffff,14.0,0.0,2.0
83da0afffffffff,5.0,0.0,2.0
83da0bfffffffff,11.0,0.0,0.0
83da0cfffffffff,12.0,0.0,2.0
83da13fffffffff,26.0,0.0,0.0
83da18fffffffff,83.0,0.0,4.0
83da1afffffffff,13.0,0.0,0.0
83da1cfffffffff,19.0,0.0,0.0
83da1dfffffffff,11.0,0.0,2.0
83da32fffffffff,8.0,0.0,2.0
83da73fffffffff,59.0,19.0,0.0
83da84fffffffff,618.0,0.0,0.0
83da85fffffffff,19.0,0.0,0.0
83da86fffffffff,10.0,0.0,0.0
83da8cfffffffff,34.0,0.0,0.0
83da8efffffffff,35.0,0.0,0.0
83da92fffffffff,20.0,0.0,0.0
83da93fffffffff,23.0,0.0,0.0
83da94fffffffff,2.0,0.0,0.0
83da9cfffffffff,4.0,0.0,0.0
83daa2fffffffff,1.0,0.0,0.0
83daa3fffffffff,2.0,0.0,0.0
83daa8fffffffff,26.0,0.0,0.0
83daa9fffffffff,75.0,0.0,9.0
83daaafffffffff,456.0,0.0,14.0
83daabfffffffff,6.0,0.0,0.0
83daacfffffffff,9.0,0.0,0.0
83daadfffffffff,10.0,0.0,0.0
83daaefffffffff,2.0,0.0,0.0
83dab3fffffffff,18.0,0.0,0.0
83dab5fffffffff,4.0,0.0,0.0
83db80fffffffff,6.0,0.0,0.0
83db82fffffffff,39.0,0.0,5.0
83db85fffffffff,41.0,0.0,8.0
83db8dfffffffff,12.0,0.0,0.0
83db90fffffffff,1.0,0.0,0.0
83db9cfffffffff,2.0,0.0,0.0
83dd42fffffffff,8.0,0.0,0.0
83dd44fffffffff,2.0,0.0,0.0
83dd58fffffffff,1.0,0.0,0.0
83ddb3fffffffff,1.0,0.0,0.0
83de02fffffffff,4.0,0.0,0.0
83de08fffffffff,15.0,0.0,0.0
83de09fffffffff,2.0,0.0,0.0
83de0afffffffff,43.0,0.0,0.0
83de0bfffffffff,2.0,0.0,0.0
83de0dfffffffff,6.0,0.0,0.0
83de0efffffffff,4.0,0.0,0.0
83de14fffffffff,3.0,0.0,0.0
83de18fffffffff,5.0,0.0,0.0
83de19fffffffff,81.0,0.0,0.0
83de1afffffffff,58.0,0.0,0.0
83de1bfffffffff,4.0,0.0,0.0
83de1cfffffffff,4.0,1.0,0.0
83de20fffffffff,2.0,0.0,0.0
83de21fffffffff,4.0,0.0,0.0
83de23fffffffff,5.0,0.0,0.0
83de24fffffffff,1.0,0.0,0.0
83de25fffffffff,2.0,0.0,0.0
83de26fffffffff,6.0,0.0,0.0
83de28fffffffff,7.0,0.0,0.0
83de29fffffffff,2.0,0.0,0.0
83de2cfffffffff,6.0,0.0,0.0
83de2dfffffffff,3.0,0.0,0.0
83de2efffffffff,3.0,0.0,0.0
83de36fffffffff,12.0,0.0,0.0
83de62fffffffff,22.0,0.0,0.0
83de63fffffffff,54.0,0.0,0.0
83de66fffffffff,35.0,0.0,0.0
83de68fffffffff,9.0,0.0,0.0
83de69fffffffff,2.0,0.0,0.0
83de6efffffffff,19.0,0.0,0.0
83de70fffffffff,21.0,0.0,0.0
83de72fffffffff,59.0,0.0,0.0
83de73fffffffff,1.0,0.0,0.0
83de75fffffffff,2.0,0.0,0.0
83de80fffffffff,35.0,0.0,0.0
83de81fffffffff,23.0,0.0,0.0
83de82fffffffff,183.0,3.0,0.0
83de83fffffffff,9.0,0.0,0.0
83de84fffffffff,2.0,0.0,0.0
83de90fffffffff,10.0,0.0,0.0
83de94fffffffff,18.0,0.0,0.0
83de95fffffffff,470.0,11.0,0.0
83dea0fffffffff,2.0,0.0,0.0
83dea2fffffffff,42.0,0.0,0.0
83dea3fffffffff,2.0,0.0,0.0
83dea4fffffffff,6.0,3.0,0.0
83dea6fffffffff,78.0,0.0,0.0
83dea8fffffffff,10.0,0.0,0.0
83dea9fffffffff,10.0,0.0,0.0
83deaafffffffff,128.0,1.0,0.0
83deabfffffffff,18.0,0.0,0.0
83deb0fffffffff,16.0,0.0,0.0
83deb1fffffffff,43.0,0.0,0.0
83deb3fffffffff,9.0,2.0,0.0
83deb4fffffffff,12.0,0.0,0.0
83deb5fffffffff,10.0,0.0,0.0
83dee4fffffffff,1.0,0.0,0.0
83def4fffffffff,4.0,0.0,0.0
83df00fffffffff,91.0,25.0,0.0
83df01fffffffff,90.0,11.0,0.0
83df02fffffffff,39.0,14.0,0.0
83df03fffffffff,6.0,2.0,0.0
83df04fffffffff,61.0,18.0,0.0
83df05fffffffff,51.0,3.0,0.0
83df06fffffffff,276.0,60.0,0.0
83df08fffffffff,11.0,1.0,0.0
83df09fffffffff,7.0,0.0,0.0
83df0bfffffffff,8.0,0.0,0.0
83df0cfffffffff,86.0,6.0,0.0
83df0dfffffffff,52.0,2.0,0.0
83df0efffffffff,8.0,0.0,0.0
83df10fffffffff,34.0,0.0,0.0
83df11fffffffff,46.0,4.0,0.0
83df12fffffffff,11.0,0.0,0.0
83df13fffffffff,21.0,4.0,0.0
83df14fffffffff,219.0,34.0,0.0
83df15fffffffff,50.0,27.0,0.0
83df16fffffffff,27.0,2.0,0.0
83df18fffffffff,27.0,17.0,0.0
83df19fffffffff,1.0,1.0,0.0
83df1afffffffff,3.0,0.0,0.0
83df1bfffffffff,5.0,0.0,0.0
83df1cfffffffff,13.0,1.0,0.0
83df1dfffffffff,6.0,0.0,0.0
83df1efffffffff,220.0,62.0,0.0
83df20fffffffff,3.0,1.0,0.0
83df21fffffffff,1.0,0.0,0.0
83df22fffffffff,10.0,0.0,0.0
83df23fffffffff,43.0,2.0,0.0
83df24fffffffff,4.0,2.0,0.0
83df26fffffffff,10.0,0.0,0.0
83df28fffffffff,58.0,0.0,0.0
83df2afffffffff,43.0,4.0,0.0
83df2bfffffffff,34.0,4.0,0.0
83df2cfffffffff,2.0,0.0,0.0
83df2efffffffff,5.0,1.0,0.0
83df30fffffffff,34.0,6.0,0.0
83df31fffffffff,72.0,17.0,0.0
83df32fffffffff,3.0,1.0,0.0
83df33fffffffff,9.0,1.0,0.0
83df35fffffffff,170.0,23.0,0.0
83df36fffffffff,2.0,0.0,0.0
83df40fffffffff,16.0,0.0,0.0
83df42fffffffff,45.0,0.0,0.0
83df43fffffffff,90.0,0.0,0.0
83df44fffffffff,9.0,3.0,0.0
83df45fffffffff,13.0,0.0,0.0
83df46fffffffff,88.0,7.0,0.0
83df48fffffffff,1.0,0.0,0.0
83df4afffffffff,1.0,0.0,0.0
83df4dfffffffff,8.0,0.0,0.0
83df4efffffffff,1.0,0.0,0.0
83df51fffffffff,6.0,0.0,0.0
83df53fffffffff,4.0,0.0,0.0
83df54fffffffff,25.0,0.0,0.0
83df55fffffffff,4.0,0.0,0.0
83df58fffffffff,8.0,0.0,0.0
83df59fffffffff,14.0,0.0,0.0
83df5afffffffff,6.0,0.0,0.0
83df5bfffffffff,10.0,0.0,0.0
83df5cfffffffff,30.0,0.0,0.0
83df5dfffffffff,52.0,0.0,0.0
83df5efffffffff,12.0,0.0,0.0
83df60fffffffff,2.0,0.0,0.0
83df61fffffffff,2.0,0.0,0.0
83df68fffffffff,12.0,0.0,0.0
83df6cfffffffff,2.0,0.0,0.0
83df6efffffffff,1.0,0.0,0.0
83df70fffffffff,16.0,1.0,0.0
83df71fffffffff,23.0,0.0,0.0
83df72fffffffff,34.0,6.0,0.0
83df73fffffffff,35.0,4.0,0.0
83df76fffffffff,16.0,0.0,0.0
83df80fffffffff,13.0,0.0,0.0
83df81fffffffff,44.0,1.0,0.0
83df83fffffffff,42.0,0.0,0.0
83df85fffffffff,10.0,0.0,0.0
83df88fffffffff,20.0,0.0,0.0
83df89fffffffff,3.0,0.0,0.0
83df8afffffffff,5.0,0.0,0.0
83df8cfffffffff,12.0,0.0,0.0
83df8dfffffffff,39.0,0.0,0.0
83df8efffffffff,3.0,0.0,0.0
83df98fffffffff,2.0,0.0,0.0
83df99fffffffff,4.0,0.0,0.0
83df9afffffffff,2.0,0.0,0.0
83df9bfffffffff,19.0,0.0,0.0
83df9cfffffffff,2.0,0.0,0.0
83df9dfffffffff,11.0,0.0,0.0
83df9efffffffff,2.0,0.0,0.0
83dfa1fffffffff,8.0,0.0,0.0
83dfa8fffffffff,36.0,2.0,0.0
83dfa9fffffffff,5.0,2.0,0.0
83dfaafffffffff,9.0,0.0,0.0
83dfabfffffffff,45.0,0.0,0.0
83dfacfffffffff,18.0,0.0,0.0
83dfadfffffffff,47.0,1.0,0.0
83dfaefffffffff,16.0,0.0,0.0
83e046fffffffff,1.0,0.0,0.0
83e090fffffffff,6.0,0.0,0.0
83e091fffffffff,2.0,0.0,0.0
83e092fffffffff,4.0,0.0,0.0
83e093fffffffff,3.0,0.0,0.0
83e144fffffffff,1.0,0.0,0.0
83e524fffffffff,1.0,0.0,0.0
83e882fffffffff,3.0,0.0,0.0
83e88afffffffff,5.0,0.0,0.0
83e898fffffffff,3.0,2.0,0.0
83e899fffffffff,2.0,0.0,0.0
83e89bfffffffff,27.0,0.0,0.0
83e89cfffffffff,7.0,0.0,0.0
83e89dfffffffff,6.0,0.0,0.0
83e8d2fffffffff,2.0,0.0,0.0
83ea9cfffffffff,2.0,0.0,0.0
83ead2fffffffff,1.0,0.0,0.0
83ead6fffffffff,3.0,0.0,0.0
83ed2dfffffffff,2.0,0.0,0.0
