cell_id,Crypturellus noctivagus,Crypturellus noctivagus zabele,Crypturellus noctivagus noctivagus
838102fffffffff,29.0,17.0,0.0
838121fffffffff,21.0,21.0,0.0
838124fffffffff,19.0,19.0,0.0
838133fffffffff,2.0,0.0,0.0
83a806fffffffff,12.0,0.0,0.0
83a810fffffffff,24.0,0.0,0.0
83a812fffffffff,1.0,0.0,0.0
83a814fffffffff,42.0,0.0,0.0
83a815fffffffff,35.0,0.0,3.0
83a816fffffffff,1.0,0.0,0.0
83a833fffffffff,27.0,0.0,3.0
83a891fffffffff,4.0,0.0,4.0
